DOY2,HR2,TA,RH,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,WS,TS_1,TS_2,G_1,G_2
8,15.75,24.398,49.1705,518.04,97.187,459.0185,542.947,332.36245,1183.9,90.3455,3.5131,16.767,17.376,30.3555,26.4655
8,16.25,24.44,48.6165,450.785,87.7675,455.60195,546.3512,269.708,1012.5,80.479,3.62315,16.812,17.466,25.076,20.1105
8,16.75,23.956,50.213,382.49,72.9225,448.6515,540.8156,222.6808,864.205,69.2435,3.5766,16.8535,17.5435,19.5565,17.859
8,17.25,23.6255,51.0175,295.99,61.3965,442.96,536.7524,149.6863,673.97,59.336,3.3973,16.861,17.609,16.1285,12.962
8,17.75,23.3995,54.493,218.83,49.1625,433.4572,533.8683,87.72475,498.45,46.6505,2.842,16.8905,17.647,9.52315,8.56695
8,18.25,22.6585,57.0045,144.695,35.0055,427.08625,530.1503,24.4899,313.075,32.7055,2.52825,16.9,17.6435,5.2474,4.3118
8,18.75,21.7675,61.9705,76.6035,20.4805,421.45005,515.26455,-20.667,154.725,17.1145,2.1143,16.9255,17.6265,1.146,0.19738
8,19.25,20.399,70.2195,28.5465,7.9556,412.19605,495.2984,-60.5983,67.6305,6.4326,1.6623,16.9195,17.5855,-4.8349,-4.0965
8,19.75,18.956,74.417,3.57985,1.71585,401.48865,476.4966,-75.0198,14.234,1.03275,1.562,16.911,17.5855,-9.28125,-8.6124
8,20.25,17.922,80.4315,0,0.829905,395.2714,459.81915,-68.8835,0.76451,0.044906,1.5113,16.9205,17.62,-11.978,-12.3595
8,20.75,16.98,82.7915,0,0.911215,391.8396,452.88435,-64.33705,0.067953,-0.0262465,1.4527,16.918,17.6345,-12.8065,-13.7125
8,21.25,16.703,85.084,0,1.06675,389.84015,443.6716,-56.5923,0.032307,-0.035938,1.5103,16.9385,17.58,-14.181,-14.01
8,21.75,16.3285,86.0215,0,1.2077,388.1333,439.83985,-58.5563,0.03612,-0.0408235,1.36645,16.9335,17.534,-14.1805,-14.0055
8,22.25,15.755,86.5315,0,1.2577,386.4658,434.2421,-53.25805,0.03563,-0.046987,1.1979,16.938,17.5415,-14.921,-14.1325
8,22.75,15.931,87.6165,0,1.2513,385.45435,427.89835,-50.55145,0.0369595,-0.04182,1.2001,16.94,17.5365,-14.381,-14.014
8,23.25,15.4585,89.51,0,1.327,385.2241,425.25375,-45.2319,0.035578,-0.049448,1.26115,16.9255,17.5005,-13.6515,-13.752
8,23.75,15.2875,89.52,0,1.23905,384.3922,424.8729,-41.3119,0.034265,-0.047658,1.25435,16.904,17.4515,-13.387,-13.397
9,0.25,12.316,85.254,0,1.3089,365.59115,418.55825,-59.064,0.039091,-0.087263,2.0872,14.9505,14.927,-13.4,-13.897
9,0.75,11.9215,86.8755,0,1.3094,363.1645,421.8693,-55.457,0.040934,-0.0857035,1.9828,14.927,14.864,-14.314,-14.577
9,1.25,11.4735,88.7915,0,1.41575,360.9128,416.13655,-54.4067,0.0404545,-0.08633,1.92005,14.9,14.796,-14.616,-14.318
9,1.75,11.118,89.5455,0,1.3186,359.1417,411.4052,-51.4395,0.040953,-0.087819,1.9381,14.8725,14.7385,-14.627,-14.728
9,2.25,10.661,89.445,0,1.3432,357.26475,413.04745,-50.69475,0.0354605,-0.087682,1.8959,14.8465,14.6905,-14.649,-14.352
9,2.75,10.4485,89.932,0,1.4737,356.7256,410.4985,-48.583,0.0382915,-0.0949495,1.9275,14.809,14.614,-13.944,-13.989
9,3.25,10.4595,90.4005,0,1.4198,357.9595,408.83015,-45.7655,0.0397545,-0.0935085,1.8576,14.7765,14.518,-13.955,-14.17
9,3.75,10.284,90.615,0,1.3253,357.0996,406.3739,-48.26115,0.038457,-0.095352,1.8642,14.7375,14.451,-14.292,-14.368
9,4.25,10.0455,91.676,0,1.33935,357.87785,406.16455,-46.23745,0.0354455,-0.093571,1.8079,14.695,14.3895,-14.174,-14.027
9,4.75,9.80555,91.9495,0,1.3481,356.74495,403.4308,-43.10395,0.042431,-0.0922515,1.80765,14.66,14.3385,-15.147,-15.594
9,5.25,9.59465,91.6145,0,1.35835,356.0983,398.31635,-40.65695,0.0777275,-0.0711155,1.58495,14.6225,14.2735,-15.493,-14.976
9,5.75,9.55525,92.1645,0,1.62795,355.72475,398.59855,-36.27595,1.569,0.228455,1.7876,14.574,14.2035,-15.687,-15.262
9,6.25,9.6056,92.3865,11.922,4.4288,355.5418,400.4224,-29.41655,27.038,2.16145,1.79135,14.5175,14.1275,-14.805,-13.369
9,6.75,10.2695,90.9485,46.313,14.6885,360.2599,403.21575,-5.17945,101.22,11.2515,1.95525,14.4425,14.0425,-12.756,-11.037
9,7.25,11.602,87.1415,105.465,30.226,368.9827,419.41035,25.74375,240.035,29.2795,2.4436,14.382,13.9895,-7.9358,-7.9912
9,7.75,12.958,83.969,169.07,41.2845,378.6678,439.7538,67.26195,405.64,47.5885,2.7695,14.3125,13.921,-2.1715,-2.6449
9,8.25,13.6845,79.067,242.205,52.019,388.8531,459.81065,117.01685,580.105,64.8385,3.0993,14.2475,13.8575,3.6466,3.7726
9,8.75,14.703,74.601,323.595,62.6075,394.73695,475.4714,181.35335,764.945,81.493,3.16205,14.209,13.7915,9.4784,8.5335
9,9.25,15.51,70.1255,393.125,72.668,402.54265,494.645,234.35275,921.205,94.2405,3.3004,14.18,13.772,17.3245,14.3015
9,9.75,16.172,64.085,462.515,79.6865,411.40595,500.26635,288.2451,1070.4,109.045,3.65565,14.134,13.7865,23.435,19.8685
9,10.25,16.985,61.2335,523.525,89.11,418.59115,504.41745,349.05735,1217.05,118.9,3.76165,14.017,13.685,28.446,24.91
9,10.75,18.0305,58.3535,560.585,93.0935,423.51315,511.4796,378.104,1305.05,119.52,3.9053,14.076,13.972,32.4615,30.9715
9,11.25,18.4105,56.0185,602.99,101.745,432.04875,518.1196,421.6605,1390.75,126.755,4.1131,14.078,14.0295,32.41,34.585
9,11.75,19.0025,53.991,631.765,103.83,443.1642,523.6086,448.8314,1466.7,132.74,4.3,14.083,14.083,34.218,39.878
9,12.25,19.996,51.858,646.76,103.23,447.8866,524.5103,454.687,1471.2,126.08,4.1835,14.086,14.172,35.523,39.084
9,12.75,20.366,48.16,637.82,103.19,450.8428,526.939,454.212,1455,124.61,4.1567,14.092,14.3515,35.4375,39.774
9,13.25,20.78,46.6635,622.34,99.757,452.33135,525.43195,441.292,1412.9,119.155,4.2789,14.1305,14.5055,34.399,39.695
9,13.75,21.197,44.7315,591.945,95.311,452.89175,524.06735,414.8185,1331.35,115.375,4.61785,14.1785,14.676,33.535,37.273
9,14.25,21.4255,44.8525,557.21,89.335,449.18385,527.13175,371.10075,1254.25,102.675,4.47685,14.2135,14.7885,31.235,32.475
9,14.75,21.0295,44.936,508.77,82.944,443.1095,527.11495,336.8403,1133.25,101.88,4.2136,14.2715,14.9215,26.959,25.652
9,15.25,21.253,45.0175,446.79,76.1025,443.1176,521.05965,285.1355,997.975,91.1915,4.1772,14.322,15.0205,24.96,25.038
9,15.75,21.082,44.7825,381.575,65.5745,439.60915,523.26115,219.8001,844.865,83.1695,3.97585,14.3855,15.0505,19.784,21.525
9,16.25,20.469,45.605,315.89,57.0725,433.71925,522.45255,166.34425,703.025,69.964,3.77735,14.439,15.0735,17.425,17.998
9,16.75,20.102,48.012,237.82,45.388,422.90475,511.1907,98.8794,526.475,52.5185,3.5052,14.501,15.0945,13.83,13.112
9,17.25,19.337,49.958,151.55,33.054,416.73505,508.1722,32.98195,340.74,34.1505,3.0624,14.557,15.1055,5.8836,7.6061
9,17.75,18.9335,53.702,79.9195,19.2395,407.6705,506.9409,-13.69725,184.04,17.6485,3.0482,14.6155,15.1125,0.86966,2.9371
9,18.25,18.294,58.2075,30.585,7.12015,399.36835,494.67505,-50.7161,75.5755,6.3116,2.4315,14.6615,15.0865,-3.5864,-3.5707
9,18.75,17.351,66.219,3.97245,2.0791,392.65425,473.19355,-79.56735,16.3165,1.0511,2.0831,14.6925,15.096,-6.3738,-6.4491
9,19.25,16.41,70.8415,0,1.12395,385.44275,463.1237,-81.15815,0.7161,0.0505295,1.8446,14.7265,15.1015,-8.7665,-9.4648
9,19.75,15.5495,74.849,0,1.1248,380.9727,451.65205,-75.8052,0.064389,-0.035978,2.1343,14.761,15.0705,-10.67,-10.302
9,20.25,15.4495,75.415,0,1.3366,379.2127,443.1138,-70.19025,0.036629,-0.0537625,2.19685,14.774,15.062,-11.256,-10.599
9,20.75,15.043,77.353,0,1.29575,376.3984,438.0514,-65.93795,0.0411025,-0.065293,2.17365,14.7785,15.014,-11.459,-11.179
9,21.25,14.502,78.6735,0,1.3636,374.61615,434.6121,-64.30645,0.038955,-0.0763395,2.0672,14.778,14.969,-11.657,-11.368
9,21.75,13.7885,79.5275,0,1.3973,373.09445,434.20795,-66.4988,0.0370595,-0.069579,2.1792,14.78,14.924,-12.292,-12.041
9,22.25,13.39,80.852,0,1.29685,369.78715,432.32055,-65.7634,0.038591,-0.07428,2.1835,14.7635,14.8605,-13.041,-12.591
9,22.75,12.985,82.28,0,1.2154,367.91655,429.3282,-62.20835,0.0409555,-0.0782145,2.0948,14.7565,14.806,-12.609,-12.616
9,23.25,12.74,83.412,0,1.3371,366.77695,423.3919,-58.1546,0.041935,-0.0872625,2.0496,14.752,14.765,-12.972,-13.492
9,23.75,12.652,84.074,0,1.3491,366.3007,417.84705,-56.60375,0.0392735,-0.081937,2.3286,14.7355,14.715,-12.33,-13.295
10,0.25,6.0394,83.288,0,1.02715,334.17415,370.5876,-41.79505,0.047891,-0.11038,2.19485,9.45975,9.2645,-14.5345,-11.664
10,0.75,5.8336,84.4255,0,1.1023,333.18645,369.0607,-40.2588,0.047818,-0.117775,2.09965,9.43645,9.2088,-14.8195,-12.0555
10,1.25,5.3553,84.302,0,1.12125,333.54625,370.6393,-34.15775,0.045433,-0.117415,2.22225,9.42205,9.1435,-15.6125,-12.589
10,1.75,5.2484,85.136,0,1.0688,333.2509,370.71125,-33.15715,0.0410975,-0.117785,2.09905,9.39935,9.0743,-15.4725,-13.0885
10,2.25,4.94335,87.8725,0,1.0902,333.7993,367.6507,-31.6557,0.043604,-0.120735,1.9529,9.37675,9.016,-16.012,-13.0765
10,2.75,4.85385,88.468,0,1.1113,333.67275,368.70105,-33.18105,0.0425755,-0.115005,1.87065,9.3537,8.9732,-15.738,-12.9545
10,3.25,4.60785,89.064,0,1.18025,332.9078,368.94935,-39.73415,0.040817,-0.114655,1.8156,9.33395,8.9457,-16.2445,-12.9875
10,3.75,4.5804,89.0965,0,1.09645,332.22995,363.0375,-31.24295,0.0455605,-0.115105,1.85985,9.31225,8.9223,-16.8105,-13.091
10,4.25,4.50705,89.2465,0,1.14355,330.84695,367.4023,-31.37135,0.042446,-0.116485,1.8803,9.29235,8.9019,-15.3085,-13.2065
10,4.75,4.2585,88.9375,0,1.13625,330.41215,361.78615,-28.7864,0.0417625,-0.121365,1.8359,9.26845,8.8762,-15.4455,-13.1975
10,5.25,4.1808,88.7545,0,1.1119,330.044,354.84705,-25.34115,0.0417835,-0.117395,2.1194,9.11275,8.8233,-15.2945,-12.909
10,5.75,4.0337,88.9615,0,1.10245,329.04775,360.91865,-28.61515,0.0542185,-0.12342,2.10705,8.97115,8.7529,-15.2535,-12.8615
10,6.25,4.1567,89.608,0,1.1551,328.1257,357.81385,-22.1627,0.286045,-0.041689,2.0451,8.8485,8.6814,-15.583,-12.814
10,6.75,4.11645,88.907,2.37725,2.10435,328.8845,361.70815,-22.2583,7.8953,0.80046,2.3401,8.81065,8.6121,-15.961,-12.7865
10,7.25,4.38805,88.3245,25.1145,6.5773,330.72715,360.00005,-10.6849,51.9325,6.1339,2.291,8.78245,8.5462,-12.419,-12.5665
10,7.75,4.7876,86.7915,70.9,22.979,335.9736,368.40575,8.8252,158.67,22.8835,2.3615,8.75785,8.4588,-5.99865,-10.714
10,8.25,5.2803,84.5055,122.995,29.471,338.8098,387.07575,39.08055,258.175,36.0815,3.059,8.72815,8.3943,-0.87061,-7.81905
10,8.75,6.27925,81.5125,178.365,40.5035,346.9887,401.4065,81.65325,418.005,50.3735,3.47555,8.7077,8.3697,6.9496,-4.39785
10,9.25,6.8478,77.2465,237.005,47.065,355.82095,410.1427,123.32775,557.06,67.935,3.7623,8.7252,8.4061,13.8115,1.02009
10,9.75,7.61935,74.0675,328.105,59.252,358.841,440.5389,178.8983,752.94,85.707,4.119,8.9012,8.4825,19.5175,5.8212
10,10.25,8.0557,70.136,351.735,59.676,363.9019,440.5131,197.0136,785.695,87.5245,4.2788,9.0844,8.5957,25.033,12.0895
10,10.75,8.8117,66.9095,410.98,65.0315,369.93,445.97785,254.3555,943.57,101.75,4.4586,8.9011,8.6844,30.553,17.18
10,11.25,8.9805,66.649,386.83,61.69,372.8837,443.46,261.1171,885.4,101.01,4.5932,8.9012,8.72875,30.492,20.294
10,11.75,9.166,66.397,386.45,69.089,374.0448,439.46215,274.839,859.74,99.749,4.5539,8.8564,8.55605,28.675,19.571
10,12.25,9.3147,63.292,405.03,67.691,379.0134,450.1543,272.2438,916.95,101.42,4.8489,9.0522,8.8048,25.806,20.209
10,12.75,9.9463,62.791,402.33,68.294,379.9619,452.7249,261.312,904.85,94.049,4.9297,9.2565,8.8651,21.912,21.785
10,13.25,10.374,62.175,365.09,58.355,380.9856,458.8796,240.165,842.41,87.472,5.0128,9.348,8.9524,20.03,24.085
10,13.75,10.881,59.386,378.09,64.113,382.2655,455.0094,225.08,864.09,81.887,5.0733,9.3934,9.0153,22.74,22.797
10,14.25,11.122,57.695,364.92,60.205,380.8105,457.6321,211.003,816.01,82.386,4.6574,9.4433,9.0411,26.178,20.723
10,14.75,10.57,56.106,291.82,44.806,374.2946,450.3811,161.8746,639.25,66.389,4.6616,9.488,9.0696,18.219,16.835
10,15.25,10.383,57.544,256.05,42.346,370.5554,446.6629,117.0752,564.59,59.341,4.6562,9.53315,9.0716,10.905,10.924
10,15.75,10.822,55.6995,179.69,33.5205,369.5058,446.5668,76.1141,409.365,45.0055,4.532,9.5853,9.2077,6.83815,6.37525
10,16.25,10.297,58.087,111.08,23.582,362.7532,438.1621,28.9476,254.43,28.9535,4.3882,9.6335,9.2642,2.4405,2.2445
10,16.75,9.6016,61.255,63.547,13.551,356.5382,435.0983,-6.7693,138.18,13.642,3.3607,9.61835,9.2308,-3.4187,-2.3765
10,17.25,9.1402,65.77,23.503,5.9928,353.7815,424.3497,-36.643,59.049,4.9457,2.7313,9.55865,9.2738,-9.128,-5.5123
10,17.75,8.6127,68.847,3.8194,1.7536,348.1967,412.3575,-71.1008,12.423,1.0782,2.3845,9.48755,9.279,-12.042,-7.9786
10,18.25,8.5958,73.135,0,1.0935,345.124,405.1498,-73.1166,0.43026,0.059751,2.1537,9.48145,9.2753,-13.489,-9.2396
10,18.75,7.8583,75.923,0,0.85655,341.5366,402.7757,-69.386,0.075549,-0.087738,2.065,9.50295,9.2764,-14.108,-9.7157
10,19.25,7.2657,76.931,0,0.99005,340.846,399.9708,-68.5312,0.056077,-0.10345,2.2963,9.5235,9.264,-14.858,-10.785
10,19.75,6.9492,78.586,0,1.1118,339.6385,394.4035,-63.4026,0.0522,-0.10283,2.1772,9.53825,9.2426,-13.484,-10.74
10,20.25,6.7092,79.035,0,1.1525,338.1596,397.6694,-57.0665,0.057902,-0.10914,2.3549,9.491,9.2135,-14.556,-10.752
10,20.75,6.2371,79.423,0,1.0131,336.2697,394.2536,-59.2828,0.054207,-0.10874,2.0137,9.3921,9.152,-15.025,-11.319
10,21.25,6.0542,81.598,0,1.1029,335.3087,386.149,-51.7582,0.051275,-0.10939,1.9577,9.28055,9.0949,-15.591,-11.87
10,21.75,5.8964,82.547,0,1.1256,334.8071,391.2346,-63.743,0.049245,-0.10677,1.9846,9.14105,9.0464,-15.091,-11.887
10,22.25,5.8346,83.134,0,1.1295,335.0721,387.6486,-61.2398,0.044825,-0.11506,2.0897,9.03245,8.9907,-14.191,-11.893
10,22.75,5.767,82.881,0,1.1083,333.9688,381.8989,-49.8604,0.045594,-0.10907,2.0745,8.92435,8.9403,-14.432,-11.526
10,23.25,5.3155,83.074,0,1.1566,334.8051,375.3598,-42.069,0.041229,-0.11077,2.1957,8.8115,8.8853,-14.869,-11.797
10,23.75,5.2854,82.693,0,1.1653,333.7723,377.1458,-41.988,0.048256,-0.11121,2.3549,8.75865,8.8235,-14.58,-12.276
11,0.25,-0.085002,82.3245,0,0.76823,308.74345,342.85965,-46.91075,0.036748,-0.14756,3.0872,2.7492,3.0751,-12.572,-8.7099
11,0.75,-0.25257,82.562,0,0.841165,308.38195,341.69455,-49.42835,0.0383825,-0.14888,3.1585,2.7426,3.0727,-12.948,-8.5748
11,1.25,-0.54349,83.446,0,0.81995,308.39375,337.8514,-38.66615,0.0320985,-0.14996,2.8482,2.6333,3.0662,-12.504,-8.7135
11,1.75,-0.55243,83.9335,0,0.86104,308.1186,338.9456,-49.0586,0.035195,-0.1528,2.8584,2.5823,3.0328,-12.402,-8.2739
11,2.25,-0.73129,85.2155,0,0.805645,306.1891,335.08415,-51.28755,0.032627,-0.15567,2.63845,2.5826,3.0265,-12.693,-8.1925
11,2.75,-0.99832,85.8295,0,0.798775,305.85575,339.64015,-53.3344,0.031098,-0.15032,2.8371,2.5608,3.0281,-12.875,-9.1577
11,3.25,-0.921545,86.832,0,0.94442,303.80905,348.2799,-53.603,0.0334385,-0.14995,2.78895,2.5253,3.0331,-14.623,-9.6475
11,3.75,-1.288,85.8045,0,0.97387,303.0062,346.8233,-49.9961,0.035269,-0.15208,2.73505,2.52,3.0173,-15.507,-9.3885
11,4.25,-1.2128,86.314,0,0.91612,302.4258,339.85355,-35.7027,0.0324015,-0.14878,2.66315,2.5232,2.9724,-15.851,-9.2798
11,4.75,-1.05345,86.043,0,0.84316,302.7631,337.41875,-31.32255,0.030964,-0.1478,2.49175,2.5234,2.945,-13.855,-9.0633
11,5.25,-1.25575,86.208,0,0.870165,301.2814,339.66605,-36.31575,0.030785,-0.15287,2.5374,2.5227,2.9385,-16.321,-9.6912
11,5.75,-1.45145,85.8545,0,0.96637,300.26555,338.7988,-29.6571,0.0300975,-0.15391,2.6229,2.5201,2.9168,-14.537,-10.37
11,6.25,-1.44245,85.4305,0,1.1033,300.4847,339.4811,-28.4411,0.033962,-0.1539,2.9721,2.4307,2.9014,-16.61,-9.7578
11,6.75,-1.37925,85.079,0,0.93181,302.64965,335.3073,-29.097,0.049075,-0.1408,2.6114,2.3609,2.8993,-15.677,-9.921
11,7.25,-1.40315,85.725,0,1.0358,300.6274,333.8249,-26.9629,0.60293,0.14531,2.7392,2.3513,2.9133,-15.656,-9.8351
11,7.75,-1.4447,85.379,4.5343,2.55345,300.59405,333.1097,-23.99235,12.8195,2.3442,2.9521,2.328,2.8838,-14.987,-10.203
11,8.25,-1.1398,85.053,30.587,12.471,304.1835,338.4255,-12.22675,59.571,12.195,3.17465,2.3334,2.8847,-11.697,-9.5234
11,8.75,-0.58141,83.3275,65.131,21.7375,308.3093,341.6899,-0.09245,139.28,27.82,3.2828,2.3124,2.9064,-8.8698,-8.3191
11,9.25,-0.146915,82.4435,112.005,31.216,312.9741,343.05065,15.41945,242.86,37.6,3.5313,2.305,2.8886,-7.3216,-6.213
11,9.75,0.47812,79.9185,156.015,34.6185,316.36805,360.52585,45.52105,353.245,45.585,3.4488,2.2976,2.8817,-2.7163,-4.9495
11,10.25,1.54875,78.449,218.82,37.2535,319.57775,387.2669,72.7539,496.34,54.84,3.78655,2.3139,2.8656,1.788,-2.6699
11,10.75,2.6036,75.64,254.845,43.5785,325.16095,404.79205,101.3682,568.975,63.358,3.8409,2.3255,2.8389,2.5599,-1.961
11,11.25,3.426,72.03,286.435,44.43,331.67955,406.83,128.81765,640.385,65.268,4.2817,2.4427,2.8127,6.5678,0.79752
11,11.75,4.04645,66.9335,316.2,45.7695,335.84695,410.987,150.07705,705.77,67.039,4.3517,2.4461,2.8133,8.5429,1.4614
11,12.25,4.2913,66.2035,319.755,45.3275,337.2862,416.2128,159.70205,698.985,65.763,4.6015,2.4545,2.815,8.1556,1.8069
11,12.75,4.5963,64.9745,317.35,42.325,340.06255,417.14625,154.6481,705.37,62.511,4.5656,2.4953,2.82345,4.65455,4.75335
11,13.25,5.0133,63.162,307.215,38.5855,341.649,422.67735,132.5836,679.77,56.446,4.2624,2.53395,2.82285,3.0707,4.8926
11,13.75,4.962,61.473,254.57,34.988,339.222,416.9692,109.2864,558.72,47.971,4.5058,2.61235,2.8148,14.473,6.5819
11,14.25,4.47055,63.289,191.53,30.527,335.2821,412.1781,69.0111,446.96,33.853,4.2282,2.7,2.8233,11.452,2.428
11,14.75,4.70165,64.577,164.765,27.622,334.6217,400.1527,44.03535,357.41,27.959,4.2494,2.8253,2.8294,5.7664,0.37456
11,15.25,4.18235,64.434,115.955,23.5005,331.5852,403.7116,11.28455,258.93,20.9005,4.06665,2.88725,2.871,1.30915,0.0627195
11,15.75,3.7385,65.5525,71.403,17.266,327.76,399.3598,-12.55485,156.385,13.3875,3.893,2.87975,2.924,-1.06525,-1.066025
11,16.25,3.3073,66.814,27.855,8.03755,321.12,388.5426,-44.7792,60.004,5.02565,3.6082,2.85645,2.9754,-5.7602,-3.611
11,16.75,2.56105,68.5175,3.77845,2.0238,316.031,381.3176,-73.067,12.0015,1.70275,2.70195,2.85625,3.04265,-8.8433,-5.5001
11,17.25,2.12885,69.6825,0,0.81557,314.53005,374.51685,-74.14435,0.593775,0.166095,2.56895,2.87715,3.1066,-10.4465,-6.6875
11,17.75,1.39475,71.576,0,0.6229,312.22335,369.99275,-70.76815,0.0565045,-0.115545,2.79295,2.8966,3.1293,-11.095,-6.92915
11,18.25,1.14895,73.305,0,0.755675,310.88445,368.3979,-70.4496,0.039873,-0.137855,2.86335,2.8394,3.1249,-11.719,-7.09905
11,18.75,0.43449,74.4515,0,0.90337,310.21415,366.10765,-67.16785,0.0398975,-0.137185,2.9785,2.78705,3.12535,-11.6025,-7.0931
11,19.25,0.1598695,78.8365,0,0.8956,310.28585,362.3953,-56.1244,0.0404145,-0.144345,2.71595,2.75935,3.121,-10.556,-7.3437
11,19.75,0.16859,80.449,0,0.90088,310.13805,360.05415,-52.34215,0.0390675,-0.148135,2.81365,2.74495,3.1268,-10.248,-7.968
11,20.25,0.1256475,80.808,0,0.81205,310.27605,355.0941,-58.27205,0.0399115,-0.147345,2.59165,2.74725,3.12195,-10.993,-8.0895
11,20.75,0.1492595,80.6465,0,0.8931,309.7421,348.71655,-42.8224,0.036748,-0.14773,2.9143,2.72945,3.1284,-12.967,-8.27445
11,21.25,0.313385,80.952,0,0.783045,309.7561,345.39235,-33.2144,0.03544,-0.15302,2.94135,2.71105,3.1209,-13.665,-8.0702
11,21.75,0.1586,80.9105,0,0.759435,309.28215,342.42195,-36.14135,0.03508,-0.14806,3.04695,2.7031,3.108,-12.471,-8.075
11,22.25,0.16502,80.4005,0,0.681315,308.91975,344.9495,-42.7448,0.0374035,-0.150995,3.15515,2.70235,3.09445,-13.5175,-8.8494
11,22.75,-0.133616,80.0405,0,0.613425,308.44855,339.32535,-36.0745,0.029782,-0.149345,3.38395,2.6844,3.0885,-12.7015,-8.34085
11,23.25,-0.068802,79.7805,0,0.697885,307.9778,345.29325,-41.76725,0.0367445,-0.14372,3.5272,2.67855,3.0782,-12.263,-8.54585
11,23.75,-0.035896,81.0675,0,0.82992,307.7592,345.34495,-50.7364,0.0320795,-0.14632,3.28475,2.6425,3.065,-12.3905,-8.8674
12,0.25,-10.462,84.199,0,0.78571,261.9327,288.8585,-32.9101,0.011636,-0.098471,2.7681,-1.652,-2.2043,-22.001,-13.318
12,0.75,-10.209,84.189,0,0.79691,264.5927,288.025,-33.3494,0.003994,-0.096532,2.99545,-1.6757,-2.2333,-22.031,-12.833
12,1.25,-10.935,83.857,0,0.69365,259.1001,287.971,-30.4141,0.013575,-0.10003,2.8154,-1.6754,-2.2333,-20.913,-12.32
12,1.75,-11.002,82.688,0,0.73873,256.3709,291.2281,-36.3103,0.0026303,-0.10063,3.825,-1.6782,-2.2376,-19.706,-12.795
12,2.25,-11.889,83.952,0,0.63557,256.75,292.0848,-36.3714,0.0069824,-0.10545,3.47265,-1.6875,-2.2505,-19.292,-11.9
12,2.75,-12.535,84.435,0,0.65979,256.3636,289.7517,-36.4881,0.00033334,-0.10536,3.2331,-1.6819,-2.2421,-19.629,-12.072
12,3.25,-12.831,84.459,0,0.70598,254.4514,288.2362,-27.1524,0.012635,-0.10329,3.54885,-1.6772,-2.2381,-20.943,-12.704
12,3.75,-11.614,84.425,0,0.78678,254.6003,285.8719,-22.3748,0.0059829,-0.10853,3.1163,-1.6744,-2.2359,-20.052,-13.505
12,4.25,-11.701,84.476,0,0.6258,254.7974,289.0305,-24.1362,0.0060201,-0.098502,3.1606,-1.6713,-2.2395,-19.859,-12.52
12,4.75,-11.885,84.934,0,0.60061,255.3452,285.3034,-21.0526,0.0033284,-0.10317,3.7186,-1.6796,-2.2587,-19.939,-11.925
12,5.25,-11.6,85.191,0,0.65556,256.0058,281.9679,-31.7979,0.0076461,-0.10671,3.57505,-1.6826,-2.2734,-20.334,-12.708
12,5.75,-12.064,85.489,0,0.65437,256.7607,282.5551,-30.4065,0.0039898,-0.10221,3.83755,-1.6882,-2.2909,-20.981,-13.295
12,6.25,-12.245,85.424,0,0.67225,259.4196,281.7739,-22.4642,0.0096394,-0.10249,4.50385,-1.6921,-2.3031,-22.423,-13.933
12,6.75,-12.03,85.339,0,0.61787,258.4658,279.8096,-20.0639,0.0059874,-0.10293,4.6391,-1.7142,-2.3351,-20.854,-13.471
12,7.25,-12.018,85.055,0,0.60651,257.8376,278.3211,-26.0566,0.0096391,-0.099662,3.2858,-1.7274,-2.3551,-22.261,-13.949
12,7.75,-11.987,84.867,0,0.81632,258.7924,275.6317,-20.9515,0.20033,0.062287,3.46855,-1.7341,-2.3687,-22.189,-14.096
12,8.25,-11.801,83.957,2.2778,2.8328,260.4855,275.8578,-19.3027,6.4675,3.4519,2.7809,-1.7432,-2.3829,-22.507,-13.829
12,8.75,-11.408,83.479,20.891,15.792,261.7199,278.2881,-13.6261,38.886,29.789,2.76215,-1.7695,-2.379,-22.505,-13.805
12,9.25,-11.277,83.702,51.963,36.225,261.2497,285.9191,-5.1233,103.95,82.224,3.4399,-1.7807,-2.3802,-18.014,-12.146
12,9.75,-10.854,83.996,88.087,57.733,263.687,293.0061,3.9934,181.16,145.35,2.5048,-1.7814,-2.386,-13.679,-10.167
12,10.25,-9.983,83.543,118.59,85.303,269.7533,294.5546,6.3306,251.06,220.1,3.3154,-1.82705,-2.3706,-10.988,-6.597
12,10.75,-9.6172,82.106,148.36,101.16,272.9566,297.5397,13.4532,314.95,260.63,2.91645,-1.8354,-2.3759,-9.9487,-5.3901
12,11.25,-9.0751,80.296,172.52,117.89,276.49885,306.0314,21.422,353.04,281.69,3.0265,-1.8467,-2.3595,-8.4602,-5.0303
12,11.75,-8.7083,78.988,201.205,134.185,276.0559,309.12005,25.4759,408.32,311.61,3.204,-1.84655,-2.3401,-7.431,-4.8758
12,12.25,-8.6928,77.759,217.525,148.825,277.02615,312.54395,26.3774,479.37,355.45,3.36325,-1.8435,-2.3951,-6.6358,-5.8512
12,12.75,-8.6594,77.064,189.3,121.285,279.18065,310.57445,23.90485,431.165,296.46,3.4497,-1.8346,-2.3947,-8.71,-4.1684
12,13.25,-8.3928,75.5795,180.9,123.65,279.02265,317.2178,22.07255,414.125,302.7,3.38025,-1.82905,-2.3025,-8.8929,-4.0721
12,13.75,-8.11625,75.031,163.18,107.725,279.58235,313.27265,16.94505,359.415,252.3,3.6503,-1.8147,-2.373,-8.3303,-4.0293
