DOY2,HR2,TA,RH,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,WS,TS_1,TS_2,G_1,G_2
4,14.75,10.673,47.2885,579.455,64.85,374.97675,470.0626,394.8184,1310.2,92.8545,4.1514,0.0422631,1.04775,45.2935,39.0655
4,15.25,10.72,46.785,527.09,61.8915,373.1758,466.20065,343.1974,1215,85.989,4.2645,0.0661655,1.0955,43.081,33.822
4,15.75,10.543,46.8305,481.09,52.6435,370.9774,465.18165,288.8515,1065.3,74.1305,4.3426,0.0892925,1.155,32.9515,28.1615
4,16.25,10.538,47.2875,416.365,48.993,367.3218,465.7098,229.21995,910.5,66.691,4.13205,0.1102975,1.1573,26.293,23.822
4,16.75,10.4335,46.3445,318.605,41.633,363.2607,463.9905,164.27965,699.655,57.833,4.5595,0.1264515,1.1529,14.568,18.1765
4,17.25,10.05955,47.8235,247.105,31.7115,360.9866,460.03975,94.9999,544.345,40.999,4.12145,0.132651,1.16375,9.8827,13.057
4,17.75,9.82625,49.066,179.2,26.1335,353.4969,457.7231,41.0788,396.715,30.4625,3.96915,0.15054,1.18825,7.4665,8.0229
4,18.25,9.4552,53.8795,101.185,17.633,347.30325,452.38795,-5.4433,204.48,18.213,3.36795,0.16603,1.1968,2.3157,2.14365
4,18.75,8.9713,56.2775,35.26,8.556,341.21865,440.31,-55.5698,76.038,8.72315,2.7262,0.16577,1.18175,0.859985,0.83537
4,19.25,7.987,59.2775,5.3683,2.483,336.56915,424.67295,-84.081,15.3185,1.67225,2.37275,0.165895,1.14615,-0.108852,0.2654545
4,19.75,6.70275,61.7895,0,1.0646,330.4484,412.92,-92.15795,0.935235,0.0546535,2.1909,0.16426,1.11165,-2.94825,-2.02145
4,20.25,4.89645,68.169,0,1.16165,325.15735,406.4204,-88.36905,0.027672,-0.0186775,1.95385,0.161095,1.04676,-4.4702,-4.1172
4,20.75,4.3397,70.427,0,1.27975,321.70395,402.2713,-84.8503,0.0157475,-0.0235225,1.9088,0.150095,0.97109,-5.03455,-4.4142
4,21.25,4.22035,72.6665,0,1.4097,319.8182,399.9385,-86.6428,0.0182325,-0.0287965,1.88885,0.14161,0.87992,-4.0418,-3.33365
4,21.75,4.108,77.1025,0,1.49545,319.5443,393.76855,-79.2226,0.0154255,-0.033167,1.8697,0.13424,0.811015,-4.69235,-4.36445
4,22.25,3.8713,77.123,0,1.4062,318.38915,396.1072,-77.93885,0.0156425,-0.0322145,1.95525,0.12509,0.71568,-4.69515,-5.4364
4,22.75,3.59175,76.3605,0,1.46835,316.5433,395.1216,-80.70735,0.018444,-0.0360465,1.9208,0.108236,0.64658,-4.65375,-5.9923
4,23.25,3.3469,78.55,0,1.3367,316.99095,390.02235,-74.73665,0.018654,-0.0377515,2.0084,0.08296,0.54793,-5.03465,-6.7607
4,23.75,2.93975,79.6425,0,1.3567,316.5727,390.97235,-75.6409,0.017678,-0.0397425,2.13155,0.089404,0.49997,-4.64395,-5.97005
5,0.25,8.2532,83.699,0,1.0582,342.4662,399.9284,-68.0101,0.024286,-0.044658,2.3985,8.448,9.0148,-15.826,-12.622
5,0.75,7.9745,84.245,0,1.1268,341.4398,393.8992,-60.149,0.02599,-0.045465,2.44125,8.4393,8.956,-15.885,-13.106
5,1.25,7.3381,84.175,0,1.1364,340.8644,387.9447,-44.6249,0.027264,-0.050425,2.441,8.413,8.8898,-15.842,-13.1485
5,1.75,6.9513,85.289,0,1.1569,339.9047,385.0203,-41.5677,0.024986,-0.053978,2.5031,8.4091,8.8067,-15.959,-13.447
5,2.25,6.794,84.564,0,1.0497,339.557,389.0056,-38.878,0.024949,-0.044965,2.4616,8.3796,8.753,-16.09,-13.397
5,2.75,6.6095,83.533,0,1.171,338.8991,391.9408,-42.7707,0.027955,-0.055659,2.3114,8.3338,8.6848,-17.773,-14.035
5,3.25,6.3577,84.653,0,1.0089,337.2701,382.353,-37.6466,0.027262,-0.052145,2.19635,8.3121,8.6008,-18.261,-13.524
5,3.75,6.109,85.774,0,1.0686,336.2305,381.8595,-32.2568,0.047203,-0.056827,2.0544,8.2657,8.5265,-18.529,-14.0535
5,4.25,6.5149,87.864,0,1.205,335.9317,378.2659,-35.4966,0.61068,0.02449,2.1472,8.2283,8.4705,-18.161,-14.93
5,4.75,6.4247,85.099,3.702,1.8811,337.0097,377.3218,-29.0646,10.751,0.64223,2.2393,8.1929,8.3778,-15.886,-13.987
5,5.25,6.2476,83.057,23.079,5.4059,335.7863,378.9318,-13.2963,51.794,3.7451,2.3803,8.1427,8.2689,-11.83,-11.781
5,5.75,6.7012,82.771,60.724,12.073,343.2151,379.6818,3.0952,129.45,13.004,2.46875,8.0898,8.2114,-9.7694,-8.24675
5,6.25,7.8254,79.521,114.72,20.847,348.7871,391.7818,27.4933,274.16,23.499,2.9364,8.04,8.1553,-2.7294,-3.2411
5,6.75,8.8907,77.466,180.76,25.418,356.1519,407.1761,69.4239,422.74,31.166,3.2198,7.9899,8.098,5.6906,2.8655
5,7.25,9.2191,74.177,186.06,28.978,360.7078,419.9259,120.7982,435.77,44.447,3.6275,7.9312,8.0354,11.172,8.1737
5,7.75,9.7014,71.263,295.44,36.139,367.3173,419.149,152.4371,687.33,57.68,3.99095,7.8718,8.0474,18.933,10.738
5,8.25,10.232,68.375,375.71,42.782,372.5029,436.0726,238.2291,893.53,68.106,3.9644,7.8211,8.0054,25.687,25.835
5,8.75,10.449,66.773,475,48.854,376.0087,444.0292,318.7221,1134.4,76.939,4.2112,7.805,8.0231,35.033,29.841
5,9.25,11.018,63.643,500.09,54.355,382.9614,441.8137,347.8209,1161.9,85.506,4.3087,7.7958,8.0582,39.341,35.537
5,9.75,11.462,61.353,583.7,59.842,388.6337,446.5188,409.6986,1330.2,94.616,4.3374,7.7683,8.1624,48.464,36.571
5,10.25,11.847,61.156,593.48,66.635,395.0416,450.914,432.623,1390,104.23,4.3442,7.7822,8.2468,50.824,45.229
5,10.75,12.4135,59.0725,691.2,73.395,399.72495,469.6215,512.1133,1590.8,112.84,4.7498,7.869,8.3252,60.432,56.04
5,11.25,13.03,55.818,704.32,75.3485,402.63535,466.81245,534.7465,1615.7,117.24,4.90505,7.79695,8.36365,59.887,62.6115
5,11.75,13.427,56.4525,690.255,83.4025,405.84535,473.6424,533.275,1624.35,119.615,5.06665,7.6876,8.1844,53.3185,68.2175
5,12.25,13.8635,56.2575,742.47,77.282,409.2751,470.8252,600.1033,1688.4,112.55,5.0692,7.7531,8.36265,56.471,60.489
5,12.75,14.084,54.972,619.65,75.479,408.6793,466.72995,492.0595,1454,107.59,5.18385,7.85,8.6257,58.8105,41.1785
5,13.25,14.024,55.579,574.845,65.121,405.7268,452.99525,456.9165,1415,92.405,5.0057,8.0032,8.83795,51.3,40.6505
5,13.75,13.559,54,610.01,65.2955,409.92615,466.84425,487.3126,1448.85,96.4555,4.98385,8.02115,9.01275,54.524,43.272
5,14.25,13.6635,51.6735,648.655,66.8935,408.2757,462.2332,503.4585,1499.05,96.037,4.68855,8.0988,9.1072,49.1145,38.396
5,14.75,13.8615,50.594,569.33,63.4465,406.57165,458.6515,436.4599,1288.05,88.015,4.8367,8.1357,9.16955,43.589,35.683
5,15.25,14.0815,49.825,501.93,58.3615,406.9651,461.0828,382.17505,1139.05,83.6425,4.57435,8.1554,9.2387,35.2825,30.536
5,15.75,14.319,48.961,442.005,54.497,405.43605,466.1527,312.78375,1022.875,77.6935,4.8855,8.16265,9.33045,31.421,26.915
5,16.25,14.476,49.073,387.13,46.153,400.86645,466.93205,282.832,879.38,68.6415,4.46165,8.19,9.3675,22.8005,20.716
5,16.75,14.577,50.1095,337.43,39.006,396.5797,462.32695,234.7795,746.69,56.9335,4.4514,8.2316,9.39365,17.055,14.61
5,17.25,14.5225,48.6395,262.565,35.9325,390.77245,460.6217,163.2819,597.145,50.1985,4.0665,8.2725,9.4377,12.843,11.209
5,17.75,14.5715,47.768,226.33,27.182,386.05255,463.94275,114.3084,523.405,37.73,4.1616,8.34475,9.4789,8.9897,9.3584
5,18.25,13.5525,48.5595,156.61,20.9355,378.66495,461.64125,50.1373,350.395,27.276,3.9964,8.4216,9.5367,3.2656,5.4522
5,18.75,12.832,52.131,96.184,16.258,373.59405,450.3177,7.24895,207.855,18.173,3.836,8.50255,9.5735,0.74504,1.0326
5,19.25,12.397,55.3175,51.027,9.20305,369.6478,443.9828,-25.81585,102.055,9.5657,3.5469,8.5474,9.5891,-3.6876,-1.0736
5,19.75,12.151,60.0005,18.039,3.7635,363.3401,437.42375,-64.39,41.771,2.41995,3.00845,8.5844,9.5903,-8.7257,-4.2196
5,20.25,11.6125,64.0315,1.50365,1.19795,358.1941,427.9657,-74.42,7.3592,0.416895,2.4555,8.6148,9.523,-12.5175,-7.0635
5,20.75,10.6385,69.186,0,0.856815,354.56705,420.59315,-77.42335,0.36183,-0.000880605,2.43345,8.6467,9.4786,-13.3135,-8.9593
5,21.25,10.244,74.279,0,1.12585,353.2,413.5123,-71.4257,0.029885,-0.035988,2.45725,8.6667,9.45885,-14.2345,-9.8933
5,21.75,9.47885,75.3695,0,1.12355,351.4124,415.3011,-73.14875,0.0261745,-0.0416855,2.58955,8.68295,9.43735,-14.5185,-11.099
5,22.25,9.49275,75.0685,0,1.17455,350.6466,413.0605,-68.7633,0.0269365,-0.0424505,2.5194,8.68615,9.42155,-13.944,-11.308
5,22.75,9.1402,77.72,0,1.10475,348.84055,409.9398,-70.20505,0.025278,-0.045588,2.74765,8.68885,9.41575,-14.3665,-11.861
5,23.25,8.97775,79.089,0,1.1514,345.0876,407.73555,-69.897,0.0243895,-0.045963,2.5972,8.6848,9.3942,-14.8575,-12.387
5,23.75,8.815,80.0085,0,1.26005,345.14025,399.9343,-66.1475,0.0250775,-0.0468135,2.3626,8.69105,9.3486,-15.1595,-12.224
6,0.25,13.5145,88.669,0,1.39255,373.9351,407.3045,-35.8834,0.031102,-0.0557695,1.69585,14.383,14.486,-19.1555,-14.9625
6,0.75,13.767,89.677,0,1.3653,373.1248,403.631,-35.79265,0.03106,-0.05223,1.63435,14.323,14.393,-20.139,-15.292
6,1.25,13.026,90.413,0,1.3922,372.1932,403.9519,-32.5372,0.034106,-0.055932,1.7228,14.254,14.227,-19.5705,-15.185
6,1.75,12.7315,90.319,0,1.4244,371.4067,402.714,-29.9656,0.0319,-0.0566925,1.8295,14.1835,14.0665,-19.466,-17.4985
6,2.25,12.679,91.2965,0,1.29195,369.7228,400.845,-27.54535,0.0328095,-0.060913,1.6643,14.0945,13.938,-18.498,-16.609
6,2.75,12.642,92.1945,0,1.29695,370.73405,398.5798,-25.25355,0.031778,-0.0532705,1.733,14.033,13.8285,-17.5995,-15.3835
6,3.25,12.644,91.795,0,1.3234,369.4574,399.19575,-24.39195,0.04393,-0.058159,1.6839,13.958,13.7245,-17.6845,-14.783
6,3.75,12.2735,92.2775,0,1.2902,368.56395,397.83455,-24.00465,0.302525,-0.027302,1.68005,13.9035,13.6075,-18.736,-15.982
6,4.25,12.0485,92.0265,1.1584,1.6244,369.9619,395.3453,-21.18685,4.87485,0.41154,1.6216,13.8445,13.527,-19.452,-14.5335
6,4.75,11.9915,91.935,13.941,4.3598,371.3174,395.1433,-12.6868,34.0965,1.84885,1.5524,13.7565,13.459,-17.5735,-14.314
6,5.25,12.414,91.401,40.853,10.08,372.0237,396.303,1.9563,100.034,7.307,1.6828,13.695,13.423,-14.548,-11.126
6,5.75,12.985,89.07,90.799,18.81,373.4198,400.145,19.2276,202.09,15.437,1.92885,13.644,13.387,-8.3458,-5.413
6,6.25,13.7385,86.103,139.6,29.308,380.4683,414.8052,47.8312,312.915,23.421,2.2063,13.5885,13.343,-0.75783,1.2207
6,6.75,14.8205,82.276,190.19,35.575,386.6414,429.3127,86.9417,450.48,35.717,2.40935,13.533,13.237,4.5591,7.457
6,7.25,15.3845,79.861,244.23,41.169,393.1651,453.1028,142.0843,579.475,43.2,2.6473,13.486,13.187,13.746,15.424
6,7.75,15.881,76.915,294.35,47.473,397.541,459.3174,195.1616,707.295,50.235,2.7183,13.4665,13.212,24.558,24.5
6,8.25,16.3485,73.804,412.24,56.054,403.242,468.3695,258.1887,897.165,63.92,2.9005,13.4645,13.396,37.632,30.767
6,8.75,16.5475,73.9135,432.88,60.2995,406.64165,475.3324,304.83325,1026.9,68.797,3.11615,13.4285,13.4705,49.5895,46.433
6,9.25,17.017,72.263,515.825,66.6325,410.62915,475.71395,335.75675,1235,87.0875,3.3431,13.3925,13.6865,56.3725,51.778
6,9.75,17.422,67.8995,542.43,74.3335,419.7669,484.9979,431.5651,1249.2,93.2865,3.6325,13.371,13.821,60.027,59.1195
6,10.25,17.897,66.748,641.36,83.707,426.5078,497.3429,462.5562,1480.1,102.93,3.55875,13.329,13.887,65.63,71.441
6,10.75,18.079,65.137,653.68,88.4345,428.12315,500.68265,514.8195,1489.8,107.5,3.8654,13.383,13.983,75.026,70.412
6,11.25,18.6795,63.423,689.92,90.001,432.4543,501.6675,510.913,1583.55,107.7,3.8282,13.453,14.1175,79.674,69.356
6,11.75,19.241,61.895,743.32,90.538,433.6012,494.0772,548,1649.15,110.54,3.7489,13.5685,14.206,77.765,73.124
6,12.25,19.861,61.3915,754.925,92.198,436.8595,502.21675,550.2967,1702.35,110.51,3.6594,13.6745,14.385,68.571,74.011
6,12.75,20.0025,59.824,740.805,92.4845,433.37605,503.1567,581.909,1711.2,112.14,3.75435,13.833,14.552,79.438,68.566
6,13.25,19.941,59.5105,719.06,84.7015,436.5815,497.778,553.40445,1652.8,108.42,3.8194,13.966,14.6645,70.83,61.637
6,13.75,20.019,58.1275,642.035,84.589,433.49635,495.60855,467.9604,1474.2,91.0855,3.8294,14.075,14.7575,58.9935,51.2735
6,14.25,20.1065,58.683,599.925,82.629,434.1658,496.4966,458.02935,1380.9,94.686,3.70405,14.136,14.9175,57.9185,43.647
6,14.75,20.2545,57.443,593.87,80.3715,429.89015,496.61485,441.4101,1328.55,91.5675,3.8518,14.244,15.02,60.223,38.176
6,15.25,20.3785,58.3385,523.25,70.8125,428.8147,497.66495,380.854,1193.4,76.3915,3.81375,14.3745,15.045,51.0085,33.106
6,15.75,20.15,57.1875,499.1,68.874,426.08725,494.1596,360.35045,1155,76.504,3.5276,14.4705,15.102,41.7975,31.485
6,16.25,19.8465,55.3545,514.28,64.5525,423.76115,501.41765,357.3019,1159.4,75.4025,3.4599,14.5515,15.1535,37.2165,22.981
6,16.75,20.2625,56.013,434.395,60.3735,421.78425,498.4124,293.3805,995.17,68.48,3.4764,14.5875,15.1165,30.6025,17.3705
6,17.25,20.077,56.603,362.51,47.6675,417.1711,494.805,209.4579,825.41,54.614,3.3352,14.6025,15.107,22.043,13.0185
6,17.75,20.0255,57.012,295.685,40.8575,413.61465,493.2471,152.3588,668.055,41.7305,3.1407,14.653,15.1175,13.644,9.6
6,18.25,19.3935,59.4855,195,31.1545,409.54445,482.987,77.1736,441.13,32.4185,2.85455,14.7,15.1685,6.6358,4.8753
6,18.75,18.96,61.612,132.105,24.845,407.02695,488.5505,27.9952,297.87,21.141,2.51625,14.7515,15.1495,1.5154,1.186885
6,19.25,18.645,65.991,76.236,15.5415,401.6294,477.50585,-7.92145,178.9,13.3035,2.1702,14.767,15.171,-3.2542,-1.75175
6,19.75,17.969,67.8335,46.5975,10.0103,396.23895,468.69185,-32.0878,102.46,6.9377,1.96995,14.77,15.044,-8.47815,-6.531
6,20.25,17.1695,72.3725,12.8375,4.20965,392.74475,458.37585,-55.50525,35.7375,2.00145,1.74945,14.7805,14.9995,-14.5785,-10.62
6,20.75,16.267,78.137,0.504065,1.35615,388.05015,446.7218,-62.4864,5.5832,0.427625,1.7693,14.774,14.96,-17.369,-14.0265
6,21.25,15.693,80.9845,0,1.23435,384.64085,436.6222,-63.52535,0.38044,-0.0068865,1.73375,14.7595,14.9365,-17.6695,-15.5875
6,21.75,15.332,83.2255,0,1.2053,382.17425,432.48955,-58.15795,0.0474145,-0.046755,1.794,14.727,14.91,-19.0075,-16.063
6,22.25,14.541,84.6355,0,1.09455,380.05485,424.2668,-54.5346,0.0307225,-0.047817,1.89105,14.665,14.881,-19.4875,-16.0945
6,22.75,14.332,84.803,0,1.2596,378.66515,419.13325,-47.14135,0.0335815,-0.0517045,1.80655,14.614,14.8575,-19.9615,-16.5735
6,23.25,14.0265,86.74,0,1.336,377.4081,416.5001,-42.2465,0.032613,-0.056226,1.63885,14.545,14.7865,-19.339,-16.1745
6,23.75,13.9915,87.701,0,1.2489,378.2115,411.9952,-36.31135,0.032215,-0.052594,1.6549,14.4845,14.696,-18.593,-14.3405
7,0.25,15.761,87.831,0,1.4118,387.5636,437.1287,-44.6513,0.029744,-0.046114,1.4633,18.118,17.908,-19.537,-15.879
7,0.75,15.305,87.104,0,1.4782,385.17,433.2692,-43.1676,0.0296095,-0.051503,1.4305,18.037,17.799,-18.667,-15.383
7,1.25,14.8195,89.016,0,1.3396,383.7294,431.4241,-40.7673,0.030774,-0.051133,1.5246,17.9435,17.763,-18.097,-15.706
7,1.75,14.625,89.2,0,1.3216,380.7302,425.8758,-47.8656,0.034231,-0.047406,1.5147,17.866,17.674,-18.315,-15.705
7,2.25,14.2835,89.867,0,1.3786,379.4264,421.8398,-43.707,0.0352845,-0.057965,1.4512,17.76,17.53,-19.129,-16.183
7,2.75,13.978,90.83,0,1.3479,378.8485,418.6166,-38.1275,0.033915,-0.061425,1.4426,17.6815,17.461,-19.131,-15.639
7,3.25,13.764,91.479,0,1.2225,378.5749,417.0183,-34.0508,0.0379305,-0.063721,1.4903,17.6015,17.395,-18.511,-15.548
7,3.75,13.9045,91.979,0,1.2568,377.093,417.1593,-30.5496,0.087635,-0.052172,1.4889,17.5125,17.328,-18.097,-15.504
7,4.25,13.592,92.138,0,1.4478,378.2867,408.6545,-24.1197,0.717915,0.044292,1.4014,17.425,17.261,-18.09,-15.452
7,4.75,13.313,92.394,5.6394,2.6918,376.3624,408.1493,-21.7919,16.616,0.85023,1.3794,17.341,17.184,-17.795,-14.703
7,5.25,13.7485,92.06,28.531,8.5207,378.8743,409.0214,-5.8755,68.03,4.6707,1.5338,17.2665,17.117,-16.436,-11.669
7,5.75,14.541,89.108,68.744,22.301,384.2259,413.1029,11.527,181.42,14.274,1.7315,17.1665,17.012,-11.754,-8.3915
7,6.25,15.8445,85.869,132.63,41.271,391.5951,438.3477,33.6514,322.935,26.169,1.8719,17.074,16.937,-5.3126,-2.6663
7,6.75,16.9235,82.351,196.56,54.299,400.5813,455.2078,81.7479,491.48,38.191,2.2814,16.988,16.887,2.5979,2.7767
7,7.25,17.8195,80.123,263.04,64.469,405.592,480.9229,122.0196,659.02,49.485,2.5216,16.9195,16.788,7.7259,7.94
7,7.75,18.7895,76.168,354.54,76.583,413.2391,498.763,185.065,853.61,62.453,2.8364,16.8605,16.733,11.764,13.269
7,8.25,19.545,73.221,411.09,81.666,418.3444,500.4844,236.896,981.355,66.695,2.9948,16.8095,16.653,19.016,18.514
7,8.75,19.9955,71.213,480.81,90.971,422.9799,506.7832,294.974,1121.15,80.017,3.0308,16.789,16.792,25.718,23.754
7,9.25,20.61,69.235,571.9,104.96,429.5415,513.1523,363.544,1353.35,89.675,3.1894,16.779,16.834,35.118,34.037
7,9.75,21.018,67.266,646.84,110.89,435.9364,523.2219,419.343,1545.8,99.515,3.5365,16.772,16.896,37.443,42.056
7,10.25,21.4015,66.0435,691.98,116.11,440.6297,525.8765,456.1827,1621.5,102.26,3.48505,16.799,17.158,41.0765,45.2085
7,10.75,21.9765,63.347,722.565,121.775,444.35355,535.77565,513.2719,1721,107.47,3.3781,16.8625,17.231,46.166,54.03
7,11.25,22.4445,61.967,754.06,126.595,448.1607,535.9138,535.4608,1794.5,108.01,3.42745,16.973,17.288,52.815,57.0755
7,11.75,22.623,60.679,796.43,129.495,450.58825,538.4529,576.8695,1868.85,110,3.3293,17.058,17.274,52.079,57.998
7,12.25,22.7905,60.349,814.725,127.475,451.43355,537.37065,585.8109,1899.35,110.43,3.4388,17.198,17.364,51.891,56.841
7,12.75,23.1655,58.8845,829.69,132.125,454.8076,538.84635,600.51495,1936.35,108.195,3.4241,17.42,17.458,53.354,62.064
7,13.25,23.2485,57.1535,813.24,132.45,454.78365,539.18595,585.7341,1912.2,103.625,3.47955,17.571,17.507,50.1865,61.2285
7,13.75,23.1855,56.07,807.825,129.6,455.62875,536.4958,571.58365,1876.45,104.625,3.4538,17.6975,17.5285,44.173,51.213
7,14.25,23.327,55.753,778.3,129.13,454.21335,539.5248,546.84735,1771.1,105.22,3.43695,17.765,17.544,46.97,45.602
7,14.75,23.7025,56.259,734.75,122.01,452.56345,542.23155,505.9871,1651.55,98.3345,3.4237,17.831,17.575,42.551,36.7655
7,15.25,23.5935,55.4265,695.74,121.84,449.6636,543.7381,480.88945,1580.8,98.6745,3.7066,17.9585,17.6075,39.163,28.9345
7,15.75,23.558,53.92,646.67,112.815,447.8077,545.38855,421.46695,1438.6,92.0875,3.50055,18.087,17.6485,33.676,25.8035
7,16.25,23.498,53.408,578.15,100.865,443.72835,543.80455,357.2658,1286.85,84.0265,3.5539,18.1645,17.686,29.9715,21.7745
7,16.75,23.395,54.198,496.59,88.8955,440.90895,542.9786,291.0734,1125.55,72.8155,3.2968,18.264,17.7195,21.0405,17.4205
7,17.25,23.2125,55.3955,415.96,78.3175,436.7597,536.3018,220.89115,939.765,61.8295,3.20685,18.3145,17.785,14.6395,12.6855
7,17.75,22.841,56.5405,340.16,65.106,431.69655,537.1473,154.27405,776.78,52.6965,2.92195,18.3675,17.845,11.0035,8.7903
7,18.25,22.6615,57.474,264.835,57.397,426.6651,536.8348,85.962,585.14,44.478,2.57205,18.4125,17.8945,6.5449,6.29435
7,18.75,22.1825,59.944,177.96,42.9455,421.99635,532.571,24.17285,390.515,29.7635,2.35465,18.442,17.9655,2.7493,2.4524
7,19.25,21.7115,62.608,107.25,28.8775,415.76395,523.2764,-22.2853,206.125,18.234,1.82035,18.456,18.0415,-2.01765,-0.53399
7,19.75,20.4715,67.1575,45.7065,14.648,409.7741,505.92085,-60.211,93.9105,8.31405,1.47555,18.4685,18.094,-6.96005,-4.5483
7,20.25,19.101,73.853,11.635,3.77645,402.90125,486.96365,-80.51255,34.2285,1.95095,1.3627,18.4785,18.1635,-12.933,-8.61895
7,20.75,17.776,80.409,0,1.1134,396.27735,467.61375,-77.24455,4.26135,0.31924,1.23175,18.462,18.2165,-16.508,-11.5255
7,21.25,16.863,83.0725,0,1.1389,391.921,453.9283,-70.98075,0.234365,-0.0093157,1.2926,18.449,18.272,-17.912,-13.4705
7,21.75,16.6115,84.562,0,1.4093,391.5553,447.0879,-64.2204,0.029332,-0.026023,1.363,18.399,18.323,-17.243,-13.615
7,22.25,16.313,84.21,0,1.5392,389.9695,442.6202,-61.0159,0.02577,-0.034864,1.5604,18.3545,18.339,-17.192,-13.846
7,22.75,16.2675,84.628,0,1.529,388.1454,436.6159,-55.7584,0.0290775,-0.036769,1.4699,18.3095,18.266,-15.916,-13.667
7,23.25,15.893,85.616,0,1.4908,388.3976,434.7595,-49.4311,0.0308405,-0.038823,1.5434,18.251,18.217,-16.761,-13.465
7,23.75,15.707,86.196,0,1.4437,387.7176,438.5509,-46.7761,0.0309355,-0.041727,1.5106,18.2065,18.085,-18.835,-14.925
8,0.25,15.508,88.1485,0,1.2577,385.344,421.1478,-43.23225,0.034968,-0.051752,1.38525,17.551,17.421,-13.835,-13.7995
8,0.75,15.1885,88.2465,0,1.33075,383.4596,418.95465,-44.6324,0.0325995,-0.0582435,1.4642,17.503,17.359,-13.657,-13.141
8,1.25,14.7745,89.0655,0,1.2796,381.0461,423.23625,-46.6071,0.033929,-0.050792,1.3606,17.344,17.312,-14.3735,-13.1695
8,1.75,14.626,89.6615,0,1.2464,378.82365,414.36375,-41.22465,0.0368735,-0.0556955,1.43495,17.204,17.25,-15.507,-13.952
8,2.25,14.166,90.671,0,1.25715,378.3463,413.3649,-35.3716,0.033843,-0.0596655,1.3928,17.062,17.165,-15.5365,-13.847
8,2.75,14.0155,90.757,0,1.2587,379.0189,412.08635,-33.54275,0.0361135,-0.0545115,1.3899,16.922,17.103,-13.8845,-13.7185
8,3.25,13.861,90.9575,0,1.2276,377.49675,409.02215,-29.5194,0.034649,-0.061759,1.3865,16.784,17.021,-13.965,-13.6785
8,3.75,13.9415,91.558,0,1.1975,377.57055,406.26945,-26.38935,0.038276,-0.05776,1.2818,16.696,16.929,-13.8345,-13.6725
8,4.25,13.9455,92.354,0,1.1813,377.3982,405.2353,-26.53045,0.0501045,-0.058093,1.50075,16.666,16.831,-13.675,-13.767
8,4.75,13.763,93.079,0,1.3045,377.8292,406.0316,-25.387,0.259495,-0.019858,1.4472,16.654,16.714,-13.683,-13.804
8,5.25,13.7605,93.006,1.57145,2.01185,378.2941,401.0774,-20.79235,4.9258,0.47452,1.39785,16.624,16.688,-12.8995,-13.0905
8,5.75,13.91,93.104,18.892,6.935,379.38755,403.8432,-9.55345,43.6295,3.57125,1.4904,16.587,16.662,-11.667,-10.572
8,6.25,14.934,91.209,56.8505,19.78,384.3767,409.1952,7.33525,127.855,13.87,1.55725,16.554,16.628,-7.86705,-6.7307
8,6.75,15.515,88.7305,119.21,34.4925,390.6872,423.6707,30.8076,292.105,28.976,1.9092,16.544,16.604,-3.50355,-2.35485
8,7.25,16.598,86.027,183.295,47.3775,397.67935,447.7195,68.88095,440.66,43.1705,2.1381,16.51,16.617,1.53285,1.91385
8,7.75,17.242,82.7485,252.49,57.4295,404.45245,470.4896,124.6208,606.325,54.0265,2.3716,16.446,16.652,6.516,6.6077
8,8.25,18.456,78.654,326.64,70.313,412.05,491.84605,167.15965,787.33,67.162,2.58825,16.37,16.571,12.9255,12.8585
8,8.75,19.357,73.6125,425.115,84.241,421.21345,509.29685,238.814,1006.25,83.8285,2.70505,16.309,16.553,19.6915,20.098
8,9.25,20.123,70.783,478.64,89.2285,422.6593,515.12205,295.96435,1130.5,89.011,3.0781,16.349,16.659,26.316,27.511
8,9.75,20.7085,65.88,565.28,100.3955,432.05325,523.78965,358.06555,1331.25,99.3385,3.01445,16.277,16.54,29.604,34.2745
8,10.25,21.2595,61.2915,622.915,108.43,437.4718,531.98115,404.06795,1466.75,103.095,3.1065,16.289,16.678,36.6945,36.58
8,10.75,21.427,60.194,663.075,115.975,445.81615,533.6001,457.3032,1561.85,108.3,3.4446,16.38,16.8195,39.431,44.574
8,11.25,22.1595,57.4605,708.235,121.155,452.5874,536.3315,492.02265,1665.75,115.115,3.3123,16.451,16.797,44.285,52.94
8,11.75,22.6995,55.1275,735.485,121.79,455.91795,540.102,505.4532,1720.9,115.55,3.3157,16.605,16.8415,45.473,53.669
8,12.25,23.1735,53.809,741.615,121.645,461.0996,543.3878,511.81335,1715.15,115.19,3.4309,16.463,16.852,46.909,54.636
8,12.75,23.3065,52.187,756.14,124.465,464.76905,546.1725,547.57625,1772.75,113.545,3.3558,16.558,16.919,48.313,54.286
8,13.25,23.595,51.806,726.47,117.825,463.8337,545.43925,508.04355,1668.7,107.15,3.2521,16.6735,16.9535,44.8655,53.591
8,13.75,24.2,52.322,720.135,119.81,463.35455,545.78615,511.1715,1641.4,109.485,3.43415,16.726,17.0835,44.956,46.0715
8,14.25,24.411,50.5625,672.15,115.935,465.06835,547.0982,473.5975,1516.3,111.85,3.6493,16.727,17.2345,43.673,39.919
8,14.75,24.1605,50.0585,610.985,105.435,465.1371,547.32495,426.50425,1397.7,96.7235,3.51145,16.711,17.271,39.0285,35.068
8,15.25,23.8585,50.158,583.655,99.329,461.7154,544.267,385.6849,1337.1,94.605,3.3766,16.712,17.272,32.1485,28.4265
