DOY2,HR2,FC,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_OUT,VPD,RH,PA,TA,TS_1,TS_2,G_1,G_2,WS
1,0.25,0.0073525,-49.229175,-4.38229,0.01895,0,0,160.22,155.328,-40.865,0,0.0216232,58.3776,96.701125,-39.49,-1.52628,-2.18462,-15.62085,-17.634,0.1777025
1,0.75,0.0110175,-41.7621,-4.55456,0.01975,0,0,160.0735,155.354,-35.78965,0,0.02315738,58.6989,96.712125,-39.592575,-1.561955,-2.227205,-15.299175,-17.5781,0.21287775
1,1.25,0.0269275,-44.7009,-6.3555,0.0171,0,0,159.8655,155.38975,-33.5255,0,0.062202875,60.127175,96.713,-39.643925,-1.5609575,-2.2303775,-16.446075,-17.704,0.24363025
1,1.75,0.0342,-47.3466,-6.262535,0.0217,0,0,159.85,155.7905,-31.128,0,0.030256525,56.026425,96.738875,-39.632825,-1.578405,-2.253305,-16.44785,-17.7878,0.18378475
1,2.25,0.086715,-47.0688,-3.529635,0.0250375,0,0,160.4115,155.3865,-31.02035,0,0.028329475,54.0014,96.7302,-39.61725,-1.58581,-2.26287,-16.5974,-17.8602,0.218501
1,2.75,0.03749,-42.49235,-10.7164,0.018,0,0,160.84,155.37575,-29.445,0,0.070036425,57.01715,96.75425,-39.65975,-1.607415,-2.2882575,-16.664625,-17.92225,0.2226495
1,3.25,0.078285,-40.222375,-17.49325,0.021025,0,0,160.5225,155.07375,-28.3796,0,0.030069475,58.8509,96.75325,-39.65185,-1.607105,-2.2909625,-16.713875,-17.979775,0.219186
1,3.75,0.01560125,-40.843,-4.645865,0.018475,0,0,160.18225,156.02425,-29.71175,0,0.066382325,56.580275,96.763125,-39.67065,-1.629905,-2.3147375,-16.7307,-18.032975,0.224054
1,4.25,-0.01515952175,-48.5338,-5.31615,0.0148375,0,0,160.15475,156.13475,-26.382475,0,0.07069065,56.8975,96.772125,-39.6544,-1.6254,-2.3123125,-16.751075,-18.0924,0.205046
1,4.75,0.0282985,-37.8755,-4.031,0.02346,0,0,161.20075,155.49,-27.7553,0,0.0496913,56.51845,96.746,-39.597425,-1.637235,-2.32666,-16.7565,-18.1443,0.172712
1,5.25,0.0317455,-43.6374,-4.1644475,0.01804,0,0,160.77275,155.4155,-29.232425,0,0.0629874,58.605,96.7442,-39.52965,-1.63163,-2.32298,-16.7689,-18.197075,0.189646
1,5.75,0.0066525,-56.32975,-5.6547,0.0231875,0,0,160.879,155.238,-30.0216,0,0.071253975,59.903325,96.7408,-39.531275,-1.64606,-2.3382725,-16.771925,-18.2485,0.185494
1,6.25,0.0456135,-41.009625,-5.81288,0.0232675,0,0,162.292,155.248,-30.4628,0,0.071669525,60.662075,96.7586,-39.393325,-1.6406175,-2.3334825,-16.782425,-18.3014,0.205402
1,6.75,0.05283,-79.6769,-3.32169,0.02318,0,0,161.972,155.6295,-34.06125,0,0.06277415,57.6305,96.7552,-39.46035,-1.6496925,-2.344015,-16.776825,-18.347175,0.189376
1,7.25,0.0211,-34.96725,-2.777285,0.0201625,0,0,161.13175,156.68275,-36.507175,0,0.039634975,61.23795,96.7458,-39.55715,-1.6446275,-2.34194,-16.777125,-18.3976,0.200842
1,7.75,0.04468,-37.1352,-3.547545,0.018105,0,0,160.42425,157.33575,-29.45385,0,0.070778975,59.989125,96.7452,-39.58695,-1.6577325,-2.3552175,-16.762575,-18.4545,0.21738
1,8.25,0.03112,-55.0749,-7.38708,0.0197,0,0,160.35825,157.78725,-36.057975,0,0.071134725,55.073575,96.714125,-39.6183,-1.6508925,-2.3507075,-16.7617,-18.521725,0.208078
1,8.75,-0.00883937380000001,-48.7589,-3.50825,0.01839,0,0,160.59775,157.83275,-37.794125,0,0.070140075,53.207125,96.69575,-39.584125,-1.66919,-2.37036,-16.751,-18.589275,0.23301
1,9.25,0.029174,-41.9716,-2.4641,0.021425,0,0,159.801,157.7185,-32.48165,0,0.071158175,54.85385,96.67925,-39.594675,-1.6723225,-2.3759825,-16.760825,-18.65515,0.1949
1,9.75,0.0408375,-47.26885,-7.03921,0.020635,0,0,159.49,157.50275,-32.598,0.1454955,0.071626725,55.110275,96.66145,-39.535925,-1.6944725,-2.398835,-16.7646,-18.6991,0.2088095
1,10.25,0.0163,-45.4088,-5.07791,0.02071,0,0.48317125,160.492,157.0375,-32.18955,1.429635,0.0720309,56.426025,96.64955,-39.43995,-1.693915,-2.4011875,-16.77565,-18.6766,0.208356
1,10.75,0.037635,-49.14705,-4.2429875,0.01311,0.021287,1.15804,163.79,159.286,-32.7263,4.75666,0.0729992,55.940525,96.6194,-38.9595,-1.7127625,-2.420145,-16.76795,-18.6479,0.180738
1,11.25,0.0265,-46.619775,-3.36044,0.01622,2.23399,2.660645,163.22575,160.75725,-30.1233,10.0061925,0.082234375,53.631575,96.600825,-37.173175,-1.5814225,-2.3182975,-16.77615,-18.6927,0.173649
1,11.75,0.0477,-40.9392,-7.70976,0.0261325,4.13035,3.8302725,164.687,164.4655,-19.2471,14.9125,0.10056125,54.629575,96.558,-34.7833,-1.4751375,-2.2146425,-16.7654,-18.7835,0.216799
1,12.25,0.006312,-35.3166,-3.4580725,0.02315,3.1330225,5.312695,170.004,169.743,-16.5506,17.614475,0.106478,51.406275,96.502075,-34.206275,-1.30159,-2.0364,-16.772725,-18.8677,0.252923
1,12.75,0.03004,-34.721,-1.7486875,0.0325375,4.4167,6.30197,175.07875,173.37925,-15.697625,22.7028,0.10780625,50.524075,96.4627,-32.83145,-1.2395175,-1.9453375,-16.77055,-18.857675,0.252066
1,13.25,0.008863,-29.435625,-1.5148575,0.0257125,7.08138,6.6790575,177.012,174.4865,-17.613,24.61545,0.12690925,51.16895,96.415025,-32.26975,-1.13172,-1.7154575,-16.76535,-18.8006,0.24427325
1,13.75,0.088326452425,-36.7188,-1.82136,0.02782,6.51108,5.1574825,180.074,176.20675,-19.9008,19.9126,0.1370315,55.71115,96.3702,-31.909875,-1.1118625,-1.69646,-16.76045,-18.729175,0.25212525
1,14.25,0.0038675,-31.8825,-3.88783,0.02267,4.706095,4.3205475,182.492,177.04425,-22.2786,14.4515,0.1438985,51.3508,96.3166,-31.633225,-1.11673,-1.7424675,-16.7644,-18.64175,0.2132045
1,14.75,0.0083895,-41.85345,-2.73682,0.0221125,2.77871,2.2419525,182.561,176.1275,-30.4496,7.1438,0.1250025,53.7671,96.278,-31.620975,-1.1349725,-1.723365,-16.760075,-18.522525,0.2263245
1,15.25,0.003936,-43.5986,-2.92682,0.023825,0.781086,0.88075475,177.34475,172.79,-35.899175,2.896105,0.10965475,52.1989,96.2311,-32.58475,-1.17283,-1.7245975,-16.769175,-18.381525,0.245537
