DOY2,HR2,CO2,FC,H2O,G_2_1_1,H,LE,PA,RH,TA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,NETRAD,PPFD_IN,PPFD_OUT,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,0.25,409.047,1.85902,7.000865,-3.808,-43.179475,-3.395795,100.43305,70.41,5.9225,10.575,7.876,8.7625,9.57,9.6275,10.32,7.6035,8.4,8.9525,9.3775,10.2075,8.1775,9.1975,9.345,9.7775,10.46,8.0275,8.7275,9.2225,9.4775,10.1175,-80.95,0,0,0.108337,0.439169261980602,0.489828865339639,0.121139233841294,0.65299675
1,0.75,408.638,1.60524,6.933685,-4.1055,-44.34265,-2.88394,100.4279,71.8,5.69725,10.468,7.731,8.6275,9.49,9.5775,10.3,7.51125,8.3075,8.91,9.33,10.255,8.06,9.1025,9.3125,9.7525,10.4575,7.86375,8.605,9.1275,9.45,10.115,-82.95,0,0,0.0986,0.407303326772566,0.454446916592026,0.12369316876853,0.559461
1,1.25,409.438,1.272375,6.978475,-4.40425,-40.585725,-5.1007,100.429925,70.54,5.59525,10.3525,7.595,8.53,9.47,9.5175,10.32,7.38675,8.2475,8.8275,9.28,10.245,7.898,9.0275,9.235,9.69,10.4475,7.74625,8.5275,9.0525,9.4375,10.1175,-84.45,0,0,0.09884525,0.406267908196139,0.4669112331958,0.118321595661992,0.5030945
1,1.75,408.054,1.3627575,6.88678,-4.69875,-39.275825,-3.718745,100.44105,69.9225,5.573,10.1615,7.496,8.4675,9.41,9.455,10.33,7.2185,8.1525,8.7175,9.255,10.2375,7.84425,8.9275,9.12,9.68,10.4475,7.597,8.4,8.9675,9.39,10.12,-83.7,0,0,0.0991,0.433914219891395,0.440063163348424,0.117473401244707,0.52570225
1,2.25,409.156,1.822695,6.6674025,-5.01425,-44.5737,-4.44415,100.448,70.8625,5.506,9.892,7.438,8.37,9.3675,9.3875,10.32,7.06025,8.0575,8.6075,9.2075,10.24,7.698,8.8425,9.065,9.6375,10.455,7.5135,8.3075,8.89,9.3575,10.125,-83.75,0,0,0.11125925,0.404012332035294,0.464578335648863,0.123389502236668,0.54179775
1,2.75,410.906,1.630405,6.80725,-5.17825,-42.4925,-2.707615,100.44445,71.605,5.3115,9.639,7.204,8.295,9.375,9.32,10.31,6.96575,7.967,8.555,9.1575,10.255,7.66375,8.74,9.005,9.595,10.45,7.3895,8.2375,8.805,9.325,10.12,-82.35,0,0,0.1110045,0.409724740134323,0.491108024470646,0.118953217510538,0.517749
1,3.25,408.93925,1.28328,6.534025,-5.45625,-41.5844,-2.286875,100.45325,71.1475,5.1625,9.2465,7.071,8.2575,9.33,9.285,10.3,6.858,7.93725,8.495,9.0975,10.26,7.60575,8.625,8.9825,9.5375,10.4425,7.21825,8.1775,8.7475,9.295,10.12,-81.875,0,0,0.10589625,0.410563297628086,0.440460243249204,0.122371237132848,0.54041475
1,3.75,408.11475,1.40129,6.67907,-5.66275,-37.83485,-3.00719,100.451625,73.5225,4.9325,9.14125,6.973,8.1575,9.2975,9.2075,10.31,6.742,7.8175,8.445,9.05,10.26,7.55475,8.5775,8.9075,9.49,10.4275,7.0725,8.11,8.7175,9.25,10.115,-80.95,0,0,0.10648425,0.403613456687874,0.425791040021447,0.118004094834635,0.553668
1,4.25,410.466,1.7285725,6.60037,-5.941,-48.3088,-4.5517625,100.440625,71.3875,4.7375,9.17025,6.939,8.05,9.26,9.145,10.29,6.57175,7.694,8.385,9.0025,10.26,7.5395,8.5075,8.8025,9.445,10.4475,6.9695,7.987,8.625,9.2025,10.1125,-80.7,0,0,0.09835,0.41754791122107,0.442458439496558,0.121139233841294,0.51662225
1,4.75,410.2925,1.59498,6.5661925,-6.1915,-42.104675,-2.92317,100.4311,72.61,4.5635,9.356,6.792,8.0725,9.205,9.08,10.28,6.426,7.56475,8.3125,8.925,10.2475,7.45325,8.435,8.795,9.4,10.4475,6.866,7.90925,8.525,9.135,10.11,-80.375,0,0,0.10439725,0.40232789228006,0.485959613303264,0.114999846184748,0.5632165
1,5.25,408.883,1.4099375,6.25059,-6.4225,-42.09975,-2.62323,100.40415,72.6875,4.421,9.032,6.759,8.011,9.1775,9.045,10.29,6.35425,7.4575,8.245,8.865,10.2475,7.36525,8.375,8.7,9.3675,10.445,6.739,7.80275,8.45,9.095,10.1,-80.5,0,0,0.101413,0.409188220749327,0.468649122478641,0.124899959967968,0.573611
1,5.75,410.27775,1.68005,6.25801,-6.643,-47.575425,-4.04793,100.413225,70.515,4.4,8.75575,6.693,7.93475,9.1825,9.0225,10.29,6.2675,7.3265,8.2075,8.7875,10.25,7.19075,8.33,8.695,9.31,10.445,6.63675,7.709,8.3875,9.04,10.1,-79.455,0,0,0.10802475,0.414245802224274,0.482973598667056,0.117790906151125,0.5407105
1,6.25,409.644,1.5875775,6.04973,-6.86675,-45.1339,-3.4906,100.4291,69.7975,4.4455,8.758,6.664,7.836,9.13,8.98,10.28,6.161,7.2155,8.1325,8.7375,10.2225,7.066,8.2725,8.6775,9.2575,10.4475,6.535,7.60625,8.35,8.9775,10.0925,-81.175,0,0,0.11704,0.434439869256955,0.47179444676681,0.119582607431014,0.531938
1,6.75,410.528,0.973613,6.11602,-7.062,-44.4129,-0.34862,100.43285,69.4675,4.357,8.704,6.58,7.7475,9.05,8.9275,10.24,6.10025,7.0945,8.0375,8.745,10.19,6.85825,8.22,8.64,9.2275,10.4475,6.418,7.5255,8.335,8.945,10.085,-81.6,0,0,0.101688,0.42550675670311,0.441213100440139,0.12328828005938,0.549124
1,7.25,407.88425,-1.57628,6.3300425,-7.22825,-36.951375,7.0827875,100.431275,70.335,4.269,8.94825,6.506,7.70225,8.96,8.8675,10.27,6.02925,6.9795,7.9675,8.755,10.1575,6.68875,8.1775,8.5925,9.19,10.44,6.341,7.43925,8.2825,8.895,10.0725,-77.36,1.81652099898275,0.259502999854678,0.11632,0.448316943803898,0.388793256286013,0.123590959039507,0.498994
1,7.75,407.2905,-4.55201,6.7973225,-7.3665,-22.4545,17.1882,100.45105,71.825,4.718,9.7855,6.418,7.62475,8.87,8.8375,10.25,5.9225,6.87075,7.9185,8.6775,10.1275,6.532,8.11,8.5075,9.15,10.4275,6.29325,7.34,8.225,8.8375,10.0575,-65.595,17.3218252402998,1.23263924930972,0.10757,0.474805225999938,0.409071280626847,0.136381324199564,0.5953115
