DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,5.42356547768732,16.0916251896247,1.56995015792579,0.462359482986829,0.202767838277588,0.368410986683234,11.4084723725469,2.59019136524085,0.525234860397881,-1.31266589374359,6.29500001948779,1.29530448541197,4.111,2.6035,1.3575,15.58363,15.296475,14.9843825,14.6516125,13.8433975,91.026334,91.94025,14.344215,13.0385,13.75975,12.213,3.855,-1.189,5.2275,-0.9745,1.8125,357.1725,381.61,358.415,376.94,0.4435,0.52,0.30275,8.49825,0.35,0.15325,0.13,-0.04,12.729225,13.291675,14.76035,15.1734,16.131,17.627575,18.14995,19.8055,21.347125,13.6286,14.20735,15.424825,15.6678,16.414525,17.75155,18.4107,20.02305,14.55105,15.4087,16.9859,17.233275,16.86655,17.9196,18.221225,19.975575,21.22605,13.39605,15.210075,16.085175,16.411875,16.5971,17.7799,18.406125,19.782125,21.558425,13.2616,14.820825,15.4744,15.8388,16.1968,17.8085,18.785225,19.5456,21.640375,-14.0626,-17.814,-8.208,-5.72900000000002,11.485194763394,11.5022545951295,11.1254560196312,11.6201846735023,11.3970754458628,11.1482480735527,11.4307935253498,11.6810741533682,10.5753539301099,419.130962164005,424.629507559716,421.104219020314,424.006360006265,421.12058074436,424.110852562977,421.598107666302,424.174213727357,421.787092629841,2022.3722810754,2022.31845076954,2022.92380368622,2020.81870325516
1,0.75,6.04510220768819,17.1871484588515,1.71319454527175,0.741723815664765,0.175168859659992,0.833881286134173,9.68651619601113,2.85990422254622,0.626349267628617,-1.69142024572227,7.09826816494251,1.45424470525751,4.22099999999999,2.625,1.41825,15.82876,15.46115,14.92805,15.183075,14.1002825,91.00112125,92.13175,13.952445,12.86775,13.46825,11.526,3.9,-0.657499999999998,5.4,-0.95725,1.97,355.665,379.55,358.075,375.145,0.4435,0.51,0.3,8.312,0.34,0.15,0.1335,-0.04,12.630925,13.13135,14.558175,15.095675,16.128575,17.6303,18.15095,19.806825,21.346125,13.5226,14.09005,15.339275,15.6409,16.412775,17.75125,18.41205,20.022225,14.381575,15.19055,16.8313,17.188825,16.877125,17.9219,18.22445,19.975575,21.223325,13.332125,15.11205,15.962,16.375425,16.60945,17.7816,18.40645,19.78345,21.557425,13.173,14.747825,15.3272,15.793,16.1992,17.810075,18.78555,19.5466,21.638375,-12.4783,-16.61825,-8.54,-5.174,11.7310922012665,11.4165930456981,11.4112566517745,11.7584301071083,11.8282537195706,11.7342738464544,11.0728176528896,11.8113453786593,11.2176520157659,419.566992402504,424.547431322271,421.057824897361,424.135436764331,421.299038852244,424.382033157748,421.35816381926,424.560198183555,421.574362565854,2026.33202465658,2027.82757531289,2024.98781099019,2020.99184328211
1,1.25,5.51498249596752,16.5717984181939,1.48833474166527,0.457391397837883,0.276193698270929,0.460114239988104,11.1208478667139,2.80113682617845,0.605986658904647,8.14878605395659,7.41179219907566,1.3757741532719,3.991,2.5615,1.35925,15.16676,14.7712,14.6028275,14.941125,13.9076,90.975564,91.38425,13.519975,12.6375,13.45375,11.78,3.9275,-1.14675,5.4275,-0.87075,1.746,357.6775,378.43,361.24,375.235,0.4435,0.51,0.30275,8.27475,0.34,0.15,0.13,-0.0465000000000001,12.577375,13.011925,14.367775,15.0095,16.125175,17.62845,18.148975,19.80785,21.3448,13.42205,13.98465,15.215925,15.6043,16.411025,17.74995,18.41105,20.0214,13.982275,14.85415,16.6358,17.132025,16.885875,17.922875,18.21735,19.976,21.222325,13.273225,15.0078,15.819325,16.32415,16.622175,17.78265,18.406125,19.784125,21.556425,13.107,14.64085,15.1766,15.7434,16.2018,17.8108,18.78555,19.5462,21.6358,-11.54525,-17.055375,-8.17875,-7.37300000000005,11.1875858571495,11.4344742919101,11.0235706569498,11.4653529775541,10.7923773417786,11.4110056293259,11.2167109274205,11.4259176246046,12.0968583929234,419.481054555212,424.172667171107,421.012101164066,423.789753323333,421.334304004303,423.278967709497,421.603431488284,423.487208638448,421.543392574328,2029.01935737818,2026.66979520873,2024.74313605899,2024.1079145776
1,1.75,5.48941064901986,15.7187562093888,1.54935766519001,0.568072372762662,0.192349008660799,0.695717888254483,12.6006800707226,1.42368665678975,0.476565466932149,-0.961032521330104,5.21808504623708,1.44090298796977,4.235,2.563,1.30275,14.826715,14.43805,14.2670225,14.622975,13.71921,90.981606,91.80875,13.40835,12.8675,13.81275,11.5445,4.1,-1.67325,5.6,-0.75,1.77925,354.975,380.2975,361.505,374.805,0.4435,0.51025,0.30275,8.123,0.3435,0.15,0.13,-0.0465000000000001,12.425075,12.86815,14.17365,14.897075,16.11975,17.627725,18.1473,19.8065,21.3438,13.29585,13.8707,15.087925,15.5624,16.4086,17.74835,18.4104,20.019575,13.8496,14.639,16.4496,17.0557,16.8902,17.924525,18.21295,19.973575,21.2209,13.1584,14.88025,15.669725,16.262875,16.6285,17.783675,18.405125,19.7838,21.555425,12.9572,14.476375,15.0264,15.6886,16.203,17.81195,18.784525,19.5456,21.6338,-7.815,-16.4402,-8.327,-5.53574999999999,11.0966541433976,11.046722497882,10.5354124648523,11.0899458974686,10.7137379089843,11.0135545622524,11.5628335104716,11.0528778171384,11.5046787833005,419.178481251465,422.939272008041,420.933889013409,422.787362368181,421.314773406493,422.845233480742,421.015130620092,423.436650774518,421.780643559592,2027.58952677834,2024.08350359719,2026.24853382418,2025.81139598437
1,2.25,6.78985742097805,15.5852578269624,1.75896832136764,0.548789154379084,0.228291789691409,0.811342052849216,13.2602046070462,2.20710150194047,0.623352110624311,9.57401011400362,6.70232089573916,1.46390686487883,5.024,2.96125,1.475,14.961175,14.5091,14.5176,13.8671125,13.28812,90.982339,93.0129999999999,12.54118,12.6675,13.502,11.74,3.7,-1.24500000000001,5.2,-0.891,1.9245,355.01,378.22,362.675,374.4,0.44375,0.51,0.31,8.16,0.34,0.15,0.13,-0.03625,12.212875,12.7049,13.978075,14.783475,16.112975,17.626425,18.1456,19.804475,21.3418,13.136625,13.747475,14.9702,15.515175,16.406175,17.7471,18.410425,20.017925,13.819025,14.52465,16.309675,16.9713,16.887825,17.921825,18.2098,19.9713,21.219325,12.999925,14.73275,15.552925,16.201025,16.63345,17.78405,18.40345,19.78245,21.553425,12.736,14.242575,14.895,15.6306,16.2046,17.812375,18.78385,19.5446,21.6318,-9.87515,-15.46355,-7.68930000000001,-4.44850000000001,11.2991267900807,10.3265486907487,10.8228223139641,10.4023438957333,10.8714370504726,10.4432787805953,10.8278911688225,10.5189868820568,10.5484186173929,418.904764294782,423.131914659401,421.092534741508,423.393224691065,421.067862739827,423.967180800506,421.730613403422,424.198653171793,422.979837902666,2027.78186200788,2027.82825500567,2027.22225409149,2025.07166966275
1,2.75,5.13645498865993,15.9506985500305,1.83493963496533,0.710671610163563,0.28271616046718,0.420642141568099,8.62718618082639,2.87365034929141,0.497713615469515,4.97104473370442,7.73688777002297,1.35239089432101,3.949,2.382,1.185,15.4784,14.9354,14.81913,14.2086,13.27607,90.982234,91.3275,13.9512225,12.5265,13.225,11.935,3.73,-0.968000000000004,5.23,-0.877000000000002,1.69,354.9,376.06,362.025,375.7375,0.44,0.5105,0.3265,8.143,0.34,0.15,0.13,-0.04,11.971875,12.51685,13.823275,14.6742,16.10725,17.626275,18.1439,19.8048,21.3408,12.95925,13.61325,14.86195,15.462275,16.4041,17.744425,18.41045,20.0171,13.738075,14.4317,16.137225,16.872675,16.889875,17.921475,18.208025,19.970575,21.2196,12.865225,14.567525,15.417825,16.1378,16.639825,17.78475,18.401425,19.78245,21.552425,12.5332,14.023325,14.7722,15.57,16.2114,17.813525,18.78385,19.544,21.6298,-9.78725,-16.587675,-8.531475,-4.27000000000008,11.0750180558108,10.6179272500189,11.4165290445807,10.789225328698,11.352500931918,10.7524071917563,11.2663642632731,10.6784991019188,11.0299095896494,418.805481100788,423.197275051082,420.886522974274,423.017734750832,421.159785436357,423.425844345386,421.177234170338,424.754667661147,421.493102869973,2027.05656796621,2028.48388217609,2026.80330388521,2026.02130918635
1,3.25,5.99464154608731,16.9216029192396,1.58504183162472,0.646808679388251,0.257937880810042,0.787080372613343,7.56208748498696,1.59495323734506,0.500466967156665,6.40572200049442,9.24084992774654,1.69652269354402,4.43199999999999,2.6905,1.351,16.1181,15.6415,15.26168,14.929825,14.07829,90.967985,92.25175,14.614765,12.066,12.486,11.42375,3.73,-0.843000000000002,5.23,-0.894000000000002,1.836,357.49,373.44,357.8875,373.5125,0.44,0.52,0.3155,8.082,0.34,0.16,0.13375,-0.04,11.6601,12.283025,13.7052,14.5855,16.10585,17.62555,18.1429,19.803475,21.3388,12.7361,13.45235,14.778225,15.408,16.402675,17.742725,18.410475,20.0161,13.625825,14.323875,16.03545,16.786325,16.888225,17.9218,18.2064,19.969425,21.2169,12.773525,14.4406,15.33645,16.068875,16.645125,17.786125,18.400425,19.781775,21.5511,12.2862,13.87505,14.6674,15.5064,16.2192,17.814525,18.7835,19.543,21.627225,-3.89845000000001,-15.31095,-7.84440000000001,-3.46200000000005,11.4541913564308,10.0934725531629,10.5928730602196,10.1132344553086,10.4699104787597,10.1344697684183,10.755914159084,10.130526143723,11.7818671420954,418.937504948486,423.155557645284,420.936899818634,423.596690803105,421.240094758114,423.922049700443,421.632261814361,424.155900520065,421.749307112478,2028.29407473892,2029.80781993594,2026.8622835805,2022.58328931853
1,3.75,5.76402961932307,16.9602371445742,1.64279982865436,0.541354053374356,0.199590881146068,0.678552959636027,14.7016882111533,1.56083924249802,0.568900613231949,3.8040296131549,10.8490821467068,1.56512236554243,4.4465,2.59125,1.442,16.46138,16.1847,15.7452775,15.3602375,13.641265,90.946248,92.708,14.24959,12.696,13.0765,11.614,3.5,-0.591750000000002,5,-0.9235,1.847,356.9625,376.505,353.24,373.46,0.44,0.51,0.323,8.035,0.344,0.16,0.13,-0.04,11.499725,12.009525,13.598425,14.504,16.110175,17.624975,18.142225,19.80315,21.3378,12.5094,13.2841,14.7046,15.351025,16.401575,17.742025,18.41015,20.0151,13.42195,14.160275,15.96475,16.7084,16.882475,17.919475,18.200775,19.968275,21.2159,12.682675,14.250925,15.28355,15.994875,16.653075,17.787175,18.399425,19.780775,21.549425,12.0014,13.702175,14.5688,15.4398,16.2266,17.814525,18.782825,19.5426,21.625225,-3.60675000000001,-15.2297,-8.024825,-1.97100000000001,10.5859213707755,10.3280517543221,11.5561680851341,10.269798367938,12.034274881449,10.2815957805078,10.9069247977806,10.2616178869474,11.2066610812859,419.219343892897,423.047897773916,421.155926419015,423.113649780057,421.244466057725,423.007604361214,421.386388988615,423.90831769676,421.945620528702,2030.67205266966,2032.05341381273,2027.02272246057,2026.90846388804
1,4.25,5.44849387271753,16.5337362320629,1.56675252783808,0.670593609351152,0.418867944638591,0.850765463130432,11.9715145109582,1.42953149731792,0.557900341258646,15.8708625804718,7.38152505439749,1.50248945406159,4.119,2.457,1.163,15.743175,15.4263,15.429,15.2782,14.2983525,90.938083,89.345,13.34001,13.083,13.008,11.07875,3.73,-0.668500000000003,5.16,-0.841000000000002,1.584,354.68,379.28,358,370.225,0.44,0.5105,0.323,7.968,0.34,0.15,0.13,-0.04,11.350475,11.82215,13.482625,14.417175,16.1132,17.626675,18.1422,19.8028,21.3368,12.39805,13.158075,14.633475,15.294025,16.4005,17.741325,18.411175,20.014275,13.0941,13.92695,15.84305,16.626425,16.877425,17.919825,18.20325,19.968975,21.2139,12.5525,14.09975,15.208025,15.9266,16.6506,17.78755,18.399075,19.7801,21.548425,11.9158,13.57435,14.4618,15.3644,16.2332,17.81595,18.7818,19.542,21.623225,-4.238,-14.55115,-8.38475000000001,-1.89599999999999,10.8685155468201,10.4424720208161,11.8122965425427,10.2092221285451,10.6506518190418,9.95500594392877,12.0746729078102,9.94017397477844,11.924312493138,419.636018565523,423.072673077053,421.342396806096,423.355695375372,422.025333917986,423.810605495138,421.358443063736,424.247319813906,421.290203350244,2030.23963979151,2031.36580323599,2031.96569760602,2030.67754661609
1,4.75,5.88606943738843,16.7144348944775,1.7384084967255,0.529760598179263,0.261357466950667,0.5096787320137,11.5436908228766,2.20284667799569,0.580812483400886,16.482118876136,7.43599042124053,1.74766698661126,4.463,2.664,1.215,15.4461875,15.8984,15.69619,15.646775,14.67408,90.94968375,90.37125,13.1274,13.318,13.294,10.98,3.63,-0.841000000000014,5.13,-0.871,1.542,354.11,380.68,360.8375,369.7375,0.44,0.51,0.319,7.792,0.35,0.15375,0.13,-0.03625,11.0897,11.632375,13.345325,14.320975,16.115225,17.626925,18.142125,19.8018,21.335125,12.214475,13.091825,14.550175,15.23825,16.398075,17.742975,18.41255,20.01345,12.7736,13.747875,15.691025,16.5342,16.869675,17.917825,18.210575,19.968975,21.2129,12.366825,13.8322,15.11215,15.8559,16.643225,17.78825,18.3987,19.7791,21.546425,11.7294,13.30745,14.34,15.2852,16.2384,17.8168,18.7818,19.541,21.621225,-7.36875000000004,-15.269825,-8.66762500000001,-2.11300000000002,10.4141161551759,9.75290098167247,10.1369311859823,9.82267376892409,9.91732151775121,9.91533924817828,9.92485928563808,9.93260881157128,10.073835273093,419.019779732721,423.090693053476,421.153807235847,424.011911158488,421.496553360304,424.173385903501,421.593540285861,424.050902915235,422.388269240302,2028.88778170521,2031.01768116022,2034.74601061449,2030.5729414783
