DOY2,HR2,H,LE,NEE,TAU,USTAR,CO2,H2O,WS,PPFD_IN,PPFD_OUT,NETRAD,TA_1_2_1,RH,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,TA_1_1_1,TA_1_2_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,VPD,PA,SW_IN,SW_OUT
1,5.25,-52.308,-0.22385,0.00585,-0.2906,0.08335,376.775,2.050425,2.485,-0.3805,0.002,-33.9,-14.66,60.0025,-14.25,-13.095,-15.35,-8.6275,-13.81,-14.79,-5.105,-4.6255,-4.1145,-3.829,-0.82325,-2.832,-2.699,-2.38325,-1.8175,-0.92675,0.23,90.1,0,0
1,5.75,-59.5693,-0.27999,0,-0.3013,0.088,376.7225,2.13,2.475525,-0.387,0.002,-36.125,-14.945,58.7775,-14.285,-13.335,-16.0775,-9.0175,-13.88,-14.98,-5.205,-4.804,-4.1565,-3.8235,-0.8555,-2.79175,-2.632,-2.373,-1.81275,-0.9165,0.24,90.1,0,0
1,6.25,-62.181,-0.25505,0,-0.291775,0.07715,376.785,2.19629,2.5025,-0.369,0.00575,-35.8955,-14.875,59.2525,-14.565,-13.23,-16.945,-9.0325,-13.88,-15.025,-5.165,-4.7965,-4.1435,-3.8365,-0.803,-2.83625,-2.71025,-2.40075,-1.86025,-0.883,0.2475,90.075,0,0
1,6.75,-61.36475,-0.2678,0.0211,-0.28525,0.078175,376.7625,2.06936,2.378835,-0.3915,0,-35.355,-15.125,59.3425,-15.185,-13.565,-17.99,-9.525,-14.43,-15.25,-5.175,-4.83,-4.1785,-3.88,-0.79125,-2.847,-2.71425,-2.43975,-1.89025,-0.922,0.2475,90,0,0
1,7.25,-53.573,-0.375725,0,-0.2941,0.10385,376.565,2.2441225,2.6447,-0.3565,0.0015,-35.16,-15.44,59.06,-15.25,-13.325,-18.5975,-9.8425,-13.41,-15.425,-5.1565,-4.8,-4.23,-3.86,-0.8305,-2.81825,-2.703,-2.4075,-1.8935,-0.86025,0.25,90,0,0
1,7.75,-60.81175,-0.4982,0,-0.323175,0.08345,376.5625,2.158265,2.5842,-0.1165,0.03075,-34.55,-15.28,58.305,-15.395,-13.325,-17.1575,-9.6675,-13.19,-15.3,-5.2445,-4.784,-4.31,-3.805,-0.88575,-2.81375,-2.68425,-2.3765,-1.933,-0.923,0.26,90,0,0
1,8.25,-58.48365,-0.1871625,0,-0.2883,0.085075,376.66,2.18171,2.5723225,3.8625,0.9275,-32.68,-15.03,58.05,-15.165,-13.83,-18.28,-8.62,-13.09,-15.15,-5.17,-4.821,-4.355,-3.82,-0.854,-2.799,-2.7275,-2.468,-1.93975,-0.92875,0.24,90,0.2895,0.125
1,8.75,-50.902,-0.1979,0,-0.2425,0.0948,376.385,2.1684925,2.661325,25.04,6.2855,-23.16,-14.5,58.3275,-14.27,-13.435,-18.405,-8.48,-12.97,-14.985,-5.186,-4.7805,-4.35,-3.822,-0.83325,-2.79025,-2.73575,-2.4125,-1.91,-0.944,0.24,90.1,11.145,4.7405
1,9.25,-41.582,-0.054125,0.01595,-0.2743,0.122075,376.305,2.179125,2.4451,68.005,20.415,-4.369,-13.39,57.1725,-13.305,-12.45,-16.695,-8.46,-12.84,-13.775,-5.173,-4.7385,-4.3385,-3.916,-0.87825,-2.79875,-2.73325,-2.50775,-2.018,-1.01925,0.25,90.1,35.4,15.8625
1,9.75,-32.3662,0,0.0232,-0.3288,0.14635,376.205,2.24085,2.60618,117.15,31.3475,6.591,-12.175,55.1575,-11.125,-10.165,-13.76,-7.615,-12.17,-12.58,-5.066,-4.7065,-4.313,-3.945,-0.90325,-2.9545,-2.838,-2.65075,-2.09125,-1.06775,0.29,90.1,73.175,24.445
1,10.25,-20.941025,0.47485,0.032575,-0.3366,0.171125,376.185,2.2203825,2.82252,162.7,43.475,14.59,-11.545,53.455,-8.965,-8.515,-11.7425,-6.41575,-12.68,-12.065,-5.0535,-4.705,-4.3635,-4.0145,-0.99575,-3.0965,-3.0435,-2.74375,-2.23375,-1.18975,0.3375,90.1,97.525,36.58
1,10.75,-13.0365,0.75495,0.0418,-0.3255,0.17525,376.0925,2.23044,2.81728,216.75,53.2375,22.89,-11.19,51.435,-7.385,-6.91,-8.9775,-5.709,-10.72,-10.675,-4.9235,-4.7215,-4.458,-4.13,-1.198,-3.13,-3.083,-2.79525,-2.28875,-1.22625,0.37,90.1,137.1,44.6025
1,11.25,-4.2954,1.496,0.05005,-0.3939,0.1829,376.02,2.29385,2.8594525,264.4,77.85,27.845,-10.86,49.66,-6.3565,-5.745,-6.99125,-4.544,-10.42,-10.645,-4.8515,-4.64,-4.491,-4.205,-1.2615,-3.14425,-3.1535,-2.87725,-2.3655,-1.3835,0.425,90.1,156.8,57.18
1,11.75,-0.4478,1.8312,0,-0.42145,0.18945,375.945,2.34,2.89515,305.7,82.875,30.46,-10.37,47.915,-4.991,-4.832,-5.467,-3.72575,-10.11,-10.055,-4.69,-4.5295,-4.375,-4.06,-1.36225,-3.115,-3.127,-3.015,-2.415,-1.365,0.52,90,134.425,60.5475
1,12.25,0,2.3141,-0.01215,-0.4391,0.196275,375.91,2.37435,2.98405,339.05,94.95,33.835,-9.62,46.1275,-3.745,-4.1355,-4.31075,-3.1605,-9.84,-9.895,-4.5,-4.396,-4.341,-4.0555,-1.4115,-3.083,-3.10275,-2.92375,-2.5285,-1.387,0.5975,90,163.825,64.6
1,12.75,0,2.73525,0.014975,-0.5052,0.1871,375.74,2.33529,2.79,343.45,90.05,33.305,-8.715,45.2275,-3.3365,-3.5115,-3.2125,-2.733,-9.94,-9.68,-4.4185,-4.2765,-4.3,-4.075,-1.421,-2.988,-3.024,-2.87375,-2.541,-1.4365,0.69,90.075,179.475,55.7375
1,13.25,0,2.5632,0.039,-0.511575,0.189075,375.4725,2.334175,2.8025,342.1,91,30.74,-8.53,43.4625,-3.1315,-3.3335,-2.79625,-2.413,-9.49,-9.07,-4.325,-4.196,-4.1545,-4.052,-1.35575,-2.82925,-2.92075,-2.89275,-2.51825,-1.437,0.6875,90,176.05,64.36
1,13.75,0,2.2622,0.031,-0.512725,0.18295,375.48,2.351665,2.7206,316.8,89.05,27.794,-8.21,42.0675,-3.1095,-3.057,-2.227,-2.22975,-9.5,-9.09,-4.3055,-4.135,-4.1605,-4.0925,-1.3975,-2.74025,-2.82675,-2.83325,-2.52325,-1.40325,0.63,90.075,156.625,59.1625
1,14.25,-4.91905,1.844325,0.036875,-0.4893,0.1975,375.5025,2.3747125,2.8258,289.875,68.88,21.91,-8.1175,42.4775,-3.0275,-3.04825,-1.86275,-2.0655,-9.1275,-8.51,-4.23475,-4.04025,-3.986,-3.975,-1.39125,-2.71725,-2.76675,-2.72625,-2.48025,-1.37275,0.6375,90.1,148.15,47.64
1,14.75,-11.4071,1.5274,0.050525,-0.4669,0.182775,375.56,2.356505,2.97795,228.1,60.86,13.145,-7.59,42.23,-3.065,-3.112,-1.86825,-1.931,-9.01,-7.94,-4.0275,-3.8815,-3.8115,-3.7845,-1.3285,-2.7345,-2.77425,-2.70225,-2.41475,-1.358,0.6275,90.1,117.975,40.0975
1,15.25,-19.9663,0.6815,0.0553,-0.4604,0.1621,375.64,2.37391,3.1014875,179.1,50.65,5.15975,-7.32,42.9625,-3.3845,-3.153,-1.60275,-2.08675,-8.4,-8.095,-3.9265,-3.7955,-3.703,-3.7565,-1.3155,-2.642,-2.7255,-2.69525,-2.39775,-1.3625,0.6475,90.075,108.375,38.5875
1,15.75,-35.12875,0.352925,0.03865,-0.436275,0.14785,375.73,2.4013875,2.802195,103.95,38.52,-7.0175,-7.655,43.72,-3.81,-3.478,-1.82025,-2.111,-7.43,-7.625,-3.895,-3.731,-3.605,-3.626,-1.2695,-2.577,-2.6385,-2.628,-2.317,-1.32725,0.6125,90.1,64.6625,30.605
1,16.25,-47.440025,-0.003925,0.0189,-0.387125,0.1245,375.82,2.4033475,2.66755,49.075,18.01,-24.3675,-8.045,45.225,-4.6875,-3.6165,-2.72825,-2.27375,-8.32,-8.595,-3.888,-3.722,-3.4685,-3.503,-1.22,-2.49825,-2.53025,-2.525,-2.2605,-1.26775,0.5375,90.1,30.2275,12.0075
1,16.75,-60.637975,0,0.0017609,-0.340425,0.1015,376,2.40398,2.6531,12.22,4.491,-35.245,-9.02,46.7675,-5.8395,-4.5795,-3.453,-2.96,-8.07,-9.185,-3.7935,-3.575,-3.345,-3.365,-1.1415,-2.287,-2.348,-2.3785,-2.1425,-1.2105,0.465,90.1,5.6,2.94125
1,17.25,-61.388,-0.4067,0.00740445,-0.36545,0.08675,375.985,2.4039325,2.7965,0.637,0.482,-38.87,-9.915,48.4075,-7.175,-6.003,-4.86325,-3.0925,-8.92,-9.73,-3.7775,-3.4715,-3.274,-3.284,-1.0635,-2.26325,-2.2105,-2.2225,-2.04575,-1.10575,0.3675,90.1,0,0.00225
1,17.75,-71.4693,-0.26845,0.03185,-0.354525,0.08735,375.9475,2.4146,2.861325,-0.245,0.029,-39.4725,-10.5,49.995,-8.545,-7.715,-6.6625,-3.374,-8.92,-10.41,-3.75,-3.508,-3.212,-3.24,-1.011,-2.236,-2.187,-2.15925,-1.957,-1.0175,0.3275,90.1,0,0
1,18.25,-65.067375,-0.2617225,0,-0.355275,0.0851,375.945,2.4413525,2.750975,-0.3145,0.002,-39.7725,-10.74,51.5925,-9.355,-8.605,-8.4125,-3.761,-9.23,-10.66,-3.85,-3.599,-3.284,-3.3035,-0.8885,-2.23375,-2.1845,-2.203,-1.896,-0.9435,0.31,90.1,0,0
1,18.75,-63.4246,-0.29305,0,-0.3738,0.091,375.9275,2.4330325,2.92783,-0.3235,0,-38.961,-11.24,52.3425,-9.875,-9.125,-9.44,-3.81825,-9.64,-11.23,-4.029,-3.742,-3.432,-3.37,-0.79475,-2.339,-2.2255,-2.144,-1.82725,-0.92175,0.29,90.1,0,0
1,19.25,-65.685,-0.24475,-0.0048,-0.3801,0.1017,375.96,2.4847325,2.823975,-0.355,0.002,-37.6825,-12,53.055,-10.59,-9.25,-10.455,-4.346,-9.82,-11.41,-4.0905,-3.8105,-3.457,-3.44,-0.693,-2.30725,-2.161,-2.0585,-1.7845,-0.91175,0.2775,90.075,0,0
1,19.75,-69.884,-0.1671,0.0053,-0.3725,0.0991,375.99,2.48601,2.87005,-0.3625,0.003,-38.49,-12.055,52.63,-10.87,-9.7,-11.095,-4.751,-10.68,-11.945,-4.17,-3.8225,-3.463,-3.4815,-0.7325,-2.3155,-2.1825,-2.0625,-1.76025,-0.8885,0.27,90,0,0
1,20.25,-64.776,-0.158,0.0105,-0.358075,0.113625,376.04,2.3927,3.0074,-0.35275,0.003,-37.98,-12.1325,52.7025,-11,-9.6725,-11.58,-5.2,-9.905,-11.8525,-4.2675,-3.91375,-3.5225,-3.50525,-0.69775,-2.4135,-2.20875,-2.0995,-1.72675,-0.83075,0.2675,90.075,0,0
1,20.75,-65.73175,-0.2267,0.018058,-0.35235,0.1201,376.055,2.330075,3.038075,-0.36475,0.003,-37.63,-12.045,53.5425,-11.55,-10.6,-11.9225,-5.90175,-9.555,-11.8175,-4.37875,-4.0115,-3.6175,-3.53525,-0.68,-2.3925,-2.215,-2.099,-1.7665,-0.90675,0.26,90,0,0
1,21.25,-67.871,-0.2182,0.006675,-0.35555,0.1125,376.11,2.35765,2.952475,-0.371,0.002,-38.1175,-12.66,55.1425,-11.945,-11.035,-11.8975,-6.373,-10.59,-12.33,-4.491,-4.081,-3.629,-3.593,-0.72475,-2.48875,-2.29275,-2.05025,-1.728,-0.8815,0.2675,90,0,0
1,21.75,-64.656,-0.1558,0.0116,-0.3457,0.1012,376.04,2.342575,2.99561,-0.3935,0.006,-37.85,-12.355,55.12,-11.96,-11.1,-12.36,-6.44725,-10.12,-12.065,-4.559,-4.1815,-3.7,-3.62,-0.72825,-2.478,-2.25175,-2.10575,-1.7465,-0.94175,0.2775,90,0,0
1,22.25,-68.335725,-0.1690425,0.00745,-0.34535,0.114,376.065,2.21365,2.9858,-0.384,0.003,-38.885,-12.445,54.9775,-12.6,-11.4,-12.9,-6.85125,-11.1,-12.295,-4.58,-4.1985,-3.7345,-3.6185,-0.729,-2.53025,-2.364,-2.0715,-1.74725,-0.914,0.2775,90.075,0,0
1,22.75,-66.98,-0.349865,5e-04,-0.36,0.106675,376.17,2.28,2.7563075,-0.38,0.002,-40.2625,-12.76,55.665,-13.24,-11.475,-13.82,-7.1075,-10.73,-12.635,-4.683,-4.265,-3.809,-3.6405,-0.79675,-2.55175,-2.36475,-2.07275,-1.73775,-0.959,0.2675,90.1,0,0
1,23.25,-62.7775,-0.2245,0.000794225,-0.3185,0.1077,376.145,2.30713,2.853275,-0.388,0.003,-39.97,-12.895,56.98,-13.345,-11.615,-14.3675,-7.1925,-11.81,-12.84,-4.725,-4.305,-3.8645,-3.6465,-0.749,-2.53775,-2.41175,-2.0455,-1.679,-0.907,0.2575,90.1,0,0
1,23.75,-60.164,-0.3186,0,-0.28375,0.108775,376.3,2.247135,2.7767,-0.3675,0,-38.65,-13.02,57.01,-13.785,-11.9525,-14.9625,-7.64,-11.9425,-13.11,-4.7585,-4.33725,-3.9075,-3.6695,-0.81575,-2.57125,-2.48175,-2.06,-1.72025,-0.92475,0.265,90.1,0,0
2,0.25,-49.78825,-0.126725,0,-0.1984,0.0799,377.74,2.4875,2.24,-0.36625,0,-39.7575,-10.425,59.07,-15.3475,-14.06,-13.15,-10.0925,-12.7625,-10.2,-3.6,-3.3125,-2.94475,-2.75475,-1.21825,-3.20675,-2.9105,-2.68775,-2.27075,-1.31475,0.2475,90.1,0,0
2,0.75,-43.899,-0.26521,-0.00195,-0.15805,0.075925,377.8225,2.6149825,2.37396,-0.3785,0.005,-38.9075,-10.45,59.5325,-15.61,-13.6025,-13.21,-9.875,-13.01,-10.3075,-3.66175,-3.3955,-3.006,-2.78625,-1.238,-3.2175,-2.97725,-2.714,-2.2525,-1.326,0.25,90.1,0,0
2,1.25,-48.72825,-0.2150875,-0.0064,-0.160875,0.08435,377.7775,2.5771225,2.2782,-0.393,0.00425,-39.745,-10.685,60.005,-15.1375,-13.76,-13.175,-10.1775,-13.46,-10.5175,-3.76975,-3.444,-3.0725,-2.81075,-1.24875,-3.203,-3.0075,-2.761,-2.26175,-1.34425,0.25,90.1,0,0
2,1.75,-47.590275,-0.330175,0.00345,-0.16575,0.085,377.435,2.6048,2.33668,-0.3815,0,-39.9575,-10.8,60.4925,-15.455,-14.61,-13.83,-9.95,-13.9225,-10.94,-3.86875,-3.50325,-3.039,-2.86075,-1.24525,-3.22725,-3.032,-2.8355,-2.2635,-1.3495,0.25,90.1,0,0
2,2.25,-49.08375,-0.2463,0.0268,-0.1716,0.0846,377.74,2.5312525,2.2875,-0.38625,0,-39.7375,-10.91,60.96,-16.2725,-14.3425,-15.7475,-10.1575,-14.3425,-10.9625,-3.8845,-3.501,-3.07625,-2.87325,-1.2385,-3.22025,-3.02375,-2.84,-2.2775,-1.34625,0.24,90.1,0,0
2,2.75,-49.35075,-0.287425,0.0106,-0.1651,0.08115,377.36,2.57413,2.2733,-0.36775,0.002,-39.7725,-10.9575,60.8,-16.195,-14.2975,-15.8,-11,-13.9175,-10.97,-3.86025,-3.561,-3.1665,-2.8565,-1.234,-3.18975,-3.04825,-2.834,-2.29975,-1.3335,0.24,90.1,0,0
2,3.25,-45.075975,-0.249875,0.007325,-0.15545,0.074175,377.445,2.5769125,2.19284,-0.37475,0.002,-38.2075,-11.06,60.6625,-16.745,-14.9475,-14.845,-10.58,-13.6975,-10.9525,-3.883,-3.63525,-3.1945,-2.85375,-1.23725,-3.19625,-3.0955,-2.831,-2.31675,-1.3175,0.24,90.1,0,0
2,3.75,-46.649,-0.15135,0.00795,-0.19165,0.07905,377.37,2.5229,2.2607,-0.37225,0.00275,-36.631,-11.2275,59.575,-17.465,-15.6375,-14.9625,-9.92,-13.83,-10.865,-3.921,-3.575,-3.2175,-2.86325,-1.2605,-3.136,-3.07125,-2.83025,-2.343,-1.288,0.24,90.1,0,0
2,4.25,-44.5625,-0.14105,0,-0.202025,0.068125,377.19,2.46769,2.218135,-0.371,0.00275,-37.6025,-11.455,59.675,-17.6175,-15.825,-16.5275,-11.21,-13.81,-10.8375,-4.0325,-3.75625,-3.1525,-2.85975,-1.25875,-3.168,-3.105,-2.82075,-2.35375,-1.2895,0.24,90.1,0,0
2,4.75,-48.50225,-0.3006,0.0055,-0.189575,0.0724,377.175,2.436375,2.0682,-0.3915,0.00225,-37.34,-11.155,59.545,-17.4925,-15.7025,-17.0425,-10.575,-13.9725,-10.89,-4.099,-3.79175,-3.2035,-2.85975,-1.23825,-3.1595,-3.1045,-2.803,-2.36175,-1.321,0.24,90.1,0,0
2,5.25,-48.726,-0.380275,0,-0.2171,0.06845,377.16,2.4315625,2.2362,-0.411,0.0035,-36.755,-11.4725,59.0675,-17.22,-16.1575,-17.89,-11.7975,-14.205,-11.2025,-4.12075,-3.74325,-3.25625,-2.882,-1.233,-3.1665,-3.06175,-2.81275,-2.36275,-1.347,0.23,90.2,0,0
2,5.75,-48.482725,-0.2144275,-0.00915,-0.221225,0.07725,377.585,2.3982,2.251525,-0.39925,0.002,-36.1625,-11.5875,59.945,-17.005,-15.44,-17.7475,-12.06,-14.4,-11.4175,-4.19075,-3.76225,-3.2705,-2.84175,-1.234,-3.15025,-3.0745,-2.80825,-2.35875,-1.3555,0.23,90.175,0,0
2,6.25,-48.9395,-0.26,0,-0.2242,0.07605,377.3475,2.3658575,2.24895,-0.39925,0.002,-36.6075,-11.6525,60.9475,-17.0225,-15.4125,-17.7,-11.2525,-14.025,-11.38,-4.2155,-3.859,-3.28275,-2.87325,-1.25275,-3.274,-3.0815,-2.81825,-2.34775,-1.35825,0.23,90.175,0,0
2,6.75,-54.6974,-0.2859,0.01325,-0.1993,0.067925,377.51,2.3,2.2052,-0.3,0.00525,-36.87675,-11.505,60.1325,-17.3825,-15.505,-17.5925,-11.9075,-14.015,-11.16,-4.31375,-3.8835,-3.32,-2.85,-1.2755,-3.26575,-3.06575,-2.757,-2.33975,-1.3585,0.23,90.175,0,0
2,7.25,-52.28575,-0.12145,-0.004775,-0.2174,0.07755,377.335,2.29925,2.2932,0.02875,0.0965,-35.32025,-11.9175,60.175,-17.3675,-15.81,-17.8675,-11.765,-14.3375,-11.4525,-4.3475,-3.9175,-3.391,-2.84125,-1.29125,-3.25075,-3.07125,-2.741,-2.3315,-1.35475,0.23,90.1,0,0
2,7.75,-48.517,-0.37745,-0.002505475,-0.2458,0.0888,377.515,2.3238,2.3842,5.5315,1.386,-30.0685,-12.055,60.675,-17.11,-15.3475,-18.745,-12.17,-14.1825,-12.1225,-4.35675,-3.9625,-3.46225,-2.85225,-1.30975,-3.3325,-3.11,-2.7505,-2.338,-1.348,0.23,90.1,0.83375,0.70225
2,8.25,-40.726,-0.1541,-0.00475,-0.2336,0.101075,377.395,2.35555,2.3259,37.35,11.44,-13.345,-11.735,58.5925,-14.9375,-14.6975,-18.135,-11.645,-14.2425,-11.425,-4.30425,-4.01,-3.55675,-2.9595,-1.2905,-3.3095,-3.1165,-2.7925,-2.3565,-1.34175,0.23,90.175,17.595,8.5125
2,8.75,-31.262,0.130735,0.0103,-0.253775,0.1329,377.545,2.4388,2.3876,106.85,30.5,4.27125,-11.0325,56.935,-12.6825,-12.1275,-15.7425,-10.4375,-14.1175,-10.4775,-4.28625,-4.024,-3.66075,-3.0385,-1.28825,-3.26625,-3.1035,-2.89,-2.4045,-1.33375,0.26,90.175,48.1575,22.8625
2,9.25,-11.933,0.341975,0.000125,-0.30535,0.1648,377.475,2.58875,2.50355,182.375,49.7425,15.2625,-9.965,54.285,-9.5725,-8.8825,-12.3375,-7.5525,-13.17,-9.955,-4.17275,-3.9775,-3.615,-3.081,-1.3355,-3.292,-3.2125,-2.9965,-2.504,-1.35225,0.2875,90.2,72.275,35.61
2,9.75,-3.0717,1.126575,0.0013,-0.31805,0.173,377.255,2.63695,2.6,266,62.49,27.94925,-9.43,51.795,-6.86325,-6.30025,-9.415,-5.74525,-11.8775,-9.45,-3.94,-3.85,-3.5475,-3.22225,-1.348,-3.403,-3.28075,-3.0905,-2.53825,-1.397,0.33,90.2,113.425,47.26
2,10.25,3.80995,1.3999,-0.017526,-0.308125,0.191175,377.2675,2.639625,2.829285,341.7,89.5,38.48,-8.895,47.785,-4.385,-4.9385,-8.02,-5.42,-11.2825,-8.725,-3.822,-3.693,-3.5965,-3.3165,-1.373,-3.431,-3.351,-3.131,-2.593,-1.507,0.37,90.2,179.55,72.7975
2,10.75,7.7842,1.959825,0.002994925,-0.34395,0.1887,377.085,2.599355,2.8599975,430.65,110.675,49.6025,-7.8175,44.8675,-3.38025,-3.94225,-6.372,-4.56,-10.3525,-7.99,-3.8205,-3.71125,-3.586,-3.40225,-1.4345,-3.49275,-3.37,-3.097,-2.6375,-1.56525,0.4175,90.2,215.05,84.825
2,11.25,17.313,3.124725,-0.01885,-0.337775,0.2014,376.71,2.59,2.9351,500.775,124.925,55.9325,-7.09,42.4675,-1.984,-3.01525,-5.00325,-4.111,-10.3225,-7.225,-3.80975,-3.74775,-3.5495,-3.438,-1.44175,-3.47325,-3.403,-3.146,-2.68925,-1.585,0.48,90.175,227.675,99.575
2,11.75,18.87725,2.96905,-0.0554,-0.3307,0.191125,376.855,2.5446,2.93451,562.6,143.225,65.925,-6.74025,40.175,-0.9165,-2.0475,-4.18075,-3.688,-9.9625,-6.69775,-3.77625,-3.73175,-3.56175,-3.43625,-1.5215,-3.44325,-3.33575,-3.215,-2.71825,-1.67275,0.58,90.1,266.175,116.625
2,12.25,21.004625,3.768325,-0.020775,-0.3371,0.1939,376.76,2.589,2.7794925,600.125,141.6,68.52,-6.21475,38.575,-0.07475,-1.04375,-3.53275,-3.24225,-9.48,-6.364,-3.5505,-3.5615,-3.539,-3.4645,-1.62775,-3.4385,-3.368,-3.2175,-2.75425,-1.795,0.645,90.1,273.95,105.625
2,12.75,26.29665,4.141,-0.0058,-0.3458,0.20435,376.56,2.578055,2.7639,597.15,153.95,69.38,-5.8045,36.7725,0.4085,-0.6845,-2.659,-2.1795,-8.955,-5.96525,-3.468,-3.4505,-3.4415,-3.4825,-1.70225,-3.3415,-3.35375,-3.2225,-2.76725,-1.8865,0.68,90.1,275.4,110.05
2,13.25,25.15985,3.9534,-0.030275,-0.376275,0.195,376.205,2.57645,2.8,583.85,143.475,68.1775,-5.4435,34.6225,0.94325,-0.33725,-1.94825,-1.408,-8.7325,-5.635,-3.301,-3.34525,-3.3775,-3.43875,-1.787,-3.271,-3.2845,-3.2525,-2.784,-1.9195,0.77,90.1,243.275,104.125
2,13.75,22.3921,3.88395,0.02965,-0.3493,0.204575,376.1975,2.55345,2.7292,548.2,128.7,61.0365,-5.358,34.8075,1.384,0.1115,-1.54325,-0.93925,-8.52,-5.631,-3.1825,-3.18425,-3.251,-3.41025,-1.79775,-3.21925,-3.233,-3.26775,-2.79475,-1.8685,0.805,90.1,267.425,102.775
2,14.25,19.076,3.7165,0.0221,-0.3173,0.19845,376.0125,2.5745,2.68,490.375,119.9,55.61025,-5.28775,33.4925,1.5435,0.01225,-0.82475,-0.644,-8.495,-5.7135,-2.973,-3.047,-3.2155,-3.3175,-1.78325,-3.192,-3.20075,-3.286,-2.75525,-1.83325,0.9175,90.075,239.15,83.775
2,14.75,12.7705,2.7168,0.0281,-0.29585,0.20115,375.975,2.62895,2.72855,432.875,111.675,48.77,-5.2855,32.6275,1.1745,-0.0865,-1.132,-0.671,-8.4175,-5.7275,-2.7265,-2.85525,-3.0915,-3.2005,-1.75075,-3.13575,-3.15175,-3.20325,-2.70375,-1.8235,0.96,90,173.025,75.41
