DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.134,-29.56375,1.332,0.031,-29.01825,-0.2025,70.9705,375.87,0.14,-29.304,-3.58125,-3.171,0.07425,-0.2435,0.424
1,0.75,0.1375,-30.0475,1.32,0.019,-27.601,-0.174,70.486,375.533,0.14,-28.946,-3.04925,-3.1285,0.09325,-0.18625,0.408
1,1.25,0.14175,-30.245,1.38225,0.043,-23.581,-0.235,70.44125,375.453,0.14,-30.03575,-3.224,-3.1055,0.119,-0.20575,0.42
1,1.75,0.1395,-30.35075,1.314,0.035,-24.792,-0.32,70.06475,375.63325,0.14,-28.226,-3.2865,-3.138,0.093,-0.201,0.4075
1,2.25,0.12,-30.49975,1.2705,0.014,-22.099,-0.225,69.811,375.7495,0.14,-27.0575,-2.774,-3.09475,0.08675,-0.18575,0.408
1,2.75,0.13025,-30.5865,1.1885,0.027,-21.537,-0.206,69.94675,375.84475,0.14,-25.97025,-2.7635,-3.10525,0.09175,-0.1815,0.404
1,3.25,0.1215,-30.77,1.28025,0.033,-18.552,-0.119,69.99925,375.9305,0.1325,-26.57625,-2.41925,-3.01025,0.075,-0.198,0.384
1,3.75,0.13775,-30.8465,1.132,0.04,-20.712,-0.21,70.004,375.94875,0.1325,-28.38125,-1.92025,-2.90175,0.118,-0.17525,0.379
1,4.25,0.138,-31.00125,1.0835,0.04525,-25.62775,-0.14475,69.6165,376.24,0.13,-26.23175,-1.9795,-2.843,0.1045,-0.1355,0.39
1,4.75,0.147,-31.34675,1.214,0.04725,-21.819,-0.10675,69.5575,376.254,0.13,-25.0265,-1.948,-2.8195,0.06675,-0.10525,0.397
1,5.25,0.141,-31.34725,1.241,0.0405,-19.3135,-0.146,69.795,376.278,0.13,-24.75175,-1.37875,-2.82825,0.08325,-0.133,0.3955
1,5.75,0.11675,-31.618,1.256,0.04225,-16.781,-0.1585,69.554,376.513,0.13,-22.62725,-1.823,-2.7865,0.105,-0.1285,0.3765
1,6.25,0.12475,-31.6875,1.129,0.03925,-15.178,-0.11225,69.425,376.531,0.13,-22.32925,-1.82925,-2.73075,0.116,-0.0735,0.374
1,6.75,0.14375,-31.68975,1.1185,0.049,-23.019,-0.282,68.7845,376.52625,0.13,-22.137,-1.66875,-2.8385,0.0875,-0.08,0.397
1,7.25,0.131,-31.806,1.05,0.0545,-17.337,-0.154,68.7815,376.558,0.13,-20.9935,-1.66375,-2.75275,0.10275,-0.0805,0.35825
1,7.75,0.117,-31.66375,1.005,0.019,-19.05025,-0.128,68.496,376.55975,0.13,-19.90325,-2.47325,-2.66975,0.075,-0.0865,0.41
1,8.25,0.125,-31.77075,1.113,0.0325,-20.79325,-0.16475,68.5245,376.528,0.13,-20.22825,-2.31025,-2.509,0.1785,0.00525,0.404
1,8.75,0.124,-31.6055,1.127,0.019,-17.84225,-0.06,68.6815,376.491,0.13,-18.63075,1.26975,-0.323,1.2995,0.58175,0.43875
1,9.25,0.145,-31.539,1.205,0.054,-17.321,-0.206,68.877,376.42825,0.13,-10.62225,14.6585,5.673,8.499,3.863,0.45175
1,9.75,0.155,-31.3135,1.164,0.103,-10.613,-0.344,68.176,376.3355,0.135,-2.14,42.38325,21.354,25.822,12.04225,0.467
1,10.25,0.206,-30.3355,1.25,0.076,0.653,-0.132,67.9785,376.25,0.15,5.1235,74.159,37.315,46.70425,21.08425,0.483
1,10.75,0.214,-29.4345,1.295,0.1175,5.178,-0.068,67.1525,376.142,0.16,9.084,113.75625,54.82825,73.5625,30.32575,0.51975
1,11.25,0.23775,-28.69525,1.31975,0.051,17.235,0.2325,66.516,376.018,0.17,16.26575,161.35325,73.798,94.63425,41.14525,0.539
1,11.75,0.27025,-28.17725,1.38575,0.0835,14.8385,-0.027,65.5975,376.009,0.19,21.763,188.27575,82.369,110.02575,48.03925,0.548
1,12.25,0.2655,-27.484,1.5655,0.082,21.689,0.361,63.408,375.9365,0.2,24.63875,202.343,89.8045,122.351,54.2305,0.5595
