DOY2,HR2,FC,H,LE,USTAR,WS,NETRAD,PPFD_IN,SW_IN,TA,RH,VPD,PA,G,TS_1_1_1,TS_1_2_1
1,11.25,-1.181,49.825,24.28,0.334,1.3125,139.39,421.55,150.725,2.69,77.4,2.01,90.5505,-1.125,1.314,0.5675
1,11.75,-1.989,53.4,23.79,0.297,1.424,129.5,410.35,128.01,3.0075,75.1,2.15,90.601,-1.0425,1.3495,0.4735
1,12.25,-2.601,36.97,20.36,0.315,1.597,152.8,442.85,144.445,3.3415,72.95,2.33,90.45,-0.9285,1.353,0.395
1,12.75,-2.6885,34.83,7.83,0.327,1.6155,141.45,426.25,153.055,3.6415,72.35,2.45,90.45,-0.9215,1.3725,0.4565
1,13.25,-1.494,11.58,6.15,0.412,1.774,136.65,414.4,171.65,3.65,73.55,2.25,90.45,-0.934,1.4565,0.4625
1,13.75,-2.507,7.29,2.15,0.44,1.8195,123.35,387.635,123.25,3.705,74.55,2.435,90.4,-0.9355,1.5965,0.5045
1,14.25,-2.529,-9.11,-0.37,0.344,1.9335,103.1,341.65,124,3.749,73.9,2.44,90.4,-1.087,1.648,0.598
1,14.75,-1.986,-4.16,-0.6,0.418,1.838,81.6,296.495,84.4795,3.8,71.248,2.63,90.4,-0.9375,1.6535,0.6935
1,15.25,-2.088,-3.69,0.38,0.361,1.614,41.693,202.95,72.3125,3.655,73.15,2.43,91.05,-1.5255,1.6945,0.7475
1,15.75,-2.06,-8.55,0.32,0.336,1.72,13.5785,110.33,35.442,3.2935,75.15,2.17,91.05,-1.8265,1.6775,0.7845
1,16.25,-1.3555,-12.62,-1.32,0.302,1.67,-1.3915,48.76,15.398,3.1,77.3,1.86,91.0005,-1.827,1.738,0.826
1,16.75,-1.4665,-12.82,0.39,0.331,1.6955,-15.31,8.525,2.874,2.305,80.25,1.59,91.05,-1.827,1.734,0.873
1,17.25,-0.25,-2.48,-0.09,0.336,1.6435,-20.58,0,0,1.76,80.65,1.47,90.45,-1.83,1.735,0.942
1,17.75,0.6145,-4.97,-0.9,0.268,1.6115,-19.22,0,0,1.5,82.65,1.41,90.5005,-1.859,1.674,0.9775
1,18.25,0.3595,-5.01,-0.25,0.221,1.5545,-20.165,0,0,1.283,83.9,1.37,90.5005,-1.8975,1.64,0.9805
1,18.75,1.015,-4.69,0.15,0.232,1.35,-21.9,0,0,1.2905,84,1.33,90.45,-1.9065,1.6085,0.974
1,19.25,0.141,-5.32,-1.06,0.207,1.4965,-19.7,0,0,1.179,85.75,1.195,90.5,-1.8925,1.579,0.9395
1,19.75,1.3415,-1.78,0.2,0.19,1.3835,-21.42,0,0,0.955,86.8,1.165,90.45,-1.883,1.566,0.914
1,20.25,0.104,-2.15,0.62,0.215,1.3995,-18.9,0,0,0.84,86.3015,1.1,90.45,-1.8785,1.569,0.8955
1,20.75,0.598,-11.67,0.21,0.181,1.2585,-18.69,0,0,0.7445,87.2905,1.04,90.4,-1.8775,1.591,0.8925
1,21.25,0.2605,-3.29,0.29,0.158,1.2155,-16.72,0,0,0.47,87.133,0.96,90.4,-1.8775,1.5955,0.887
1,21.75,0.2155,-0.99,-0.06,0.147,1.452,-17.02,0,0,0.515,88.0265,0.885,90.4,-1.8775,1.579,0.877
1,22.25,0.35025,-1.965,0.13,0.218,1.3425,-20.17,0,0,0.289,87.9,0.84,90.4,-1.8775,1.574,0.876
1,22.75,0.485,-1.17,-0.31,0.172,1.303,-18.605,0,0,0.1885,88.6,0.86,90.45,-1.878,1.5705,0.8775
1,23.25,0.517,0.09,0.26,0.178,1.3245,-22.16,0,0,0.2055,88.45,0.815,90.45,-1.8775,1.5685,0.8765
1,23.75,0.517,0.05,-0.9,0.174,1.4565,-19.48,0,0,-0.12,88.95,0.78,90.45,-1.8775,1.5485,0.876
2,0.25,0.324,-2.645,0.335,0.147,1.051,-13.14,0,0,-0.167,90.05,0.82,90.4,-2.1075,0.805,0.7685
2,0.75,0.474,-0.275,0.965,0.167,1.171,-13.19,0,0,-0.198,91.7,0.705,90.45,-2.1125,0.804,0.761
2,1.25,0.267,-0.025,0.005,0.195,1.1335,-11.38,0,0,-0.169,92.25,0.62,90.4,-2.1185,0.81,0.751
2,1.75,0.4975,0.01,-0.145,0.1425,1.0735,-11.7,0,0,-0.2185,93.05,0.62,90.5,-2.128,0.827,0.7505
2,2.25,0.728,-1.155,0.06,0.1745,1.2295,-12.23,0,0,-0.311,91.75,0.705,90.5,-2.1345,0.8285,0.759
2,2.75,0.99025,-1.06,0.32,0.209,1.082,-11.31,0,0,-0.339,92.25,0.73,90.5,-2.138,0.821,0.7705
2,3.25,1.2525,-8.33,0.255,0.1785,1.1355,-9.33,0,0,-0.2975,92.5,0.75,90.5,-2.138,0.796,0.7725
2,3.75,0.941,1.08,1.19,0.16,1.1905,-10.29,0,0,-0.38,93.55,0.66,90.5,-2.1405,0.795,0.7875
2,4.25,0.706,-10.12,3.07,0.167,1.076,-10.23,0,0,-0.385,94.2,0.66,90.5,-2.155,0.7825,0.7885
2,4.75,0.471,3.91,2.12,0.186,1.0145,-10.47,0,0,-0.5,93.4,0.75,90.5,-2.164,0.7975,0.787
2,5.25,1.4425,8.42,4.6,0.196,0.9935,-9.26,0,0,-0.525,92.45,0.8,90.5,-2.162,0.8155,0.755
2,5.75,1.2495,11.985,13.82,0.163,1.088,-9.48,0,0,-0.54,93.2,0.87,90.5505,-2.158,0.812,0.721
2,6.25,0.271,30.8,21.51,0.238,0.958,-9.54,0,0,-0.47,93.2,0.88,90.5505,-2.133,0.8125,0.721
2,6.75,-0.2765,32.12,24.44,0.174,1.35,-8.6,0,0,-0.605,93.3,0.84,90.5505,-2.119,0.812,0.7125
2,7.25,-1.103,34.33,21.44,0.184,1.1485,-3.919,10.76,3.2355,-0.5095,93.4,0.73,90.5,-2.1235,0.804,0.7395
2,7.75,-1.015,24.735,24.2,0.235,1.092,3.254,48.7,16.11,-0.5965,93.6,0.72,90.5,-2.1,0.8055,0.6765
2,8.25,-1.1575,36.19,30.535,0.25,1.124,17.07,96.85,36.05,-0.541,92.7,0.86,90.5,-2.0805,0.7755,0.661
2,8.75,-1.191,52.53,28.465,0.213,1.1305,43.945,175.45,71.4,-0.18,89.4,0.96,90.5505,-2.035,0.734,0.6275
2,9.25,-0.986,101.375,25.895,0.2965,1.0295,76.65,267.75,96.25,0.2505,88.1,1.08,90.5505,-2.0275,0.7085,0.5945
2,9.75,-1.829,44.095,29.585,0.281,1.105,99.9,335.7,142.35,0.865,83,1.44,90.601,-2.0275,0.7285,0.546
2,10.25,-1.5265,81.36,16.85,0.286,1.033,134.2,418.25,184.9,1.8715,78.6,1.715,90.601,-1.9955,0.7255,0.506
2,10.75,-0.8045,39.845,23.25,0.338,1.177,154.65,471.45,178.35,2.28,76.9,1.94,90.5505,-1.9765,0.7785,0.5225
2,11.25,-1.9175,49.825,24.28,0.297,1.523,188.7,563.35,194.35,2.9,73.6,2.12,90.5505,-1.9475,0.96,0.5115
2,11.75,-2.019,53.4,23.79,0.405,1.6135,232.25,675.3,212.95,3.2545,70.3,2.455,90.601,-1.96,1.1795,0.577
2,12.25,-2.214,36.97,20.36,0.441,1.781,220.25,657.65,248.65,3.61,68.61,2.61,90.45,-1.936,1.203,0.573
2,12.75,-3.155,34.83,7.83,0.415,1.848,201.9,606.4,234.3,4.155,67.7,2.8,90.45,-1.9255,1.421,0.6065
2,13.25,-3.281,11.58,6.15,0.4675,2.194,210.35,655.25,213.6,4.555,66.255,2.76,90.45,-1.9905,1.475,0.604
2,13.75,-3.164,7.29,2.15,0.4875,1.9635,185.75,578.1,191.5,4.5065,66.34,2.82,90.4,-1.992,1.6095,0.6385
2,14.25,-3.029,-9.11,-0.37,0.458,2.099,177.05,517.3,161.95,4.567,67.335,2.84,90.4,-1.9995,1.7275,0.682
2,14.75,-3.314,-4.16,-0.6,0.437,2.0885,138.65,476.3,151.1,4.8005,66.2805,2.91,90.4,-1.9975,1.7825,0.679
2,15.25,-2.0475,-3.69,0.38,0.415,2.1165,114.1,368.85,130.2,4.364,65.315,2.8,90.45,-1.981,1.8775,0.7245
2,15.75,-2.725,-8.55,0.32,0.443,1.923,66.03,235.2,101.55,4.265,67.195,2.71,90.5,-1.9765,1.899,0.7845
2,16.25,-1.287,-12.62,-1.32,0.346,1.977,32.4805,148.45,66.01,4.0315,72.25,2.59,90.5,-2.036,1.9165,0.887
2,16.75,-1.349,-12.82,0.39,0.361,1.9985,6.514,73.95,36.735,3.6505,73.55,2.32,90.45,-2.0815,1.927,0.9995
2,17.25,-0.887,-2.48,-0.09,0.287,1.813,-9.825,18.205,7.8045,3.0445,76.2,2.07,90.45,-2.1705,1.751,1.044
2,17.75,-1.092,-4.97,-0.9,0.203,1.689,-20.51,1.4905,0.7305,2.515,78.4,1.7,90.5005,-2.175,1.5655,1.061
2,18.25,-0.1685,-5.01,-0.25,0.2525,1.7615,-21.575,0,0,2.01,78.8,1.6,90.5005,-2.1575,1.376,1.019
2,18.75,0.755,-4.69,0.15,0.2305,1.6155,-20.135,0,0,1.862,83.15,1.35,90.45,-2.151,1.1825,0.9475
2,19.25,0.926,-5.32,-1.06,0.1655,1.441,-21.415,0,0,1.555,84.35,1.225,90.5,-2.153,1.1005,0.907
2,19.75,0.084,-1.78,0.2,0.2105,1.4025,-19.005,0,0,1.18,85.15,1.26,90.45,-2.151,1.0535,0.8825
2,20.25,0.41925,-2.15,0.62,0.178,1.379,-18.3,0,0,1.18,86.4,1.18,90.45,-2.1495,0.9875,0.8235
2,20.75,0.7545,-11.67,0.21,0.192,1.272,-18.985,0,0,0.8005,86.9,1.01,90.4,-2.153,0.9975,0.79
2,21.25,1.639,-3.29,0.29,0.137,1.148,-17.38,0,0,0.625,88.5,0.91,90.4,-2.155,0.937,0.775
2,21.75,0.172,-0.99,-0.06,0.171,1.255,-16.64,0,0,0.672,87.85,0.82,90.4,-2.143,0.865,0.7765
2,22.25,0.28075,-1.965,0.13,0.178,1.3775,-16.059,0,0,0.42,88.6,0.8,90.4,-2.1405,0.859,0.782
2,22.75,0.3895,-1.17,-0.31,0.205,1.3535,-15.82,0,0,0.3075,90.3,0.715,90.45,-2.1385,0.861,0.7795
2,23.25,0.267,0.09,0.26,0.204,1.2095,-14.38,0,0,0.225,90.15,0.75,90.45,-2.1315,0.839,0.751
2,23.75,0.601,0.05,-0.9,0.154,1.196,-13.485,0,0,-0.09,90.6,0.73,90.45,-2.109,0.818,0.746
3,0.25,0.709,0.31,-0.265,0.162,1.2525,-35.2,0,0,1.195,80.25,1.395,90.8505,-5.8735,2.135,1.2245
3,0.75,0.522,0.9,0.51,0.171,1.288,-34.085,0,0,0.722,81.075,1.38,90.9,-5.8215,1.977,1.2785
3,1.25,1.8235,1.85,-0.21,0.13,1.1775,-30.535,0,0,0.421,81.2,1.33,90.8505,-5.706,1.9915,1.3585
3,1.75,0.566,0.66,-0.8,0.1145,1.2275,-28.675,0,0,0.37,82.05,1.285,90.9,-5.8275,1.993,1.311
3,2.25,0.62,-1.45,0.01,0.1235,1.2545,-29.1035,0,0,0.1375,83.7,1.14,90.9,-5.838,1.867,1.2245
3,2.75,0.7905,2.21,0.55,0.136,1.2525,-26.51,0,0,0.0285,83,1.205,90.9,-5.67,1.7215,1.288
3,3.25,0.781,0.4,-0.6,0.129,1.2345,-29.445,0,0,-0.325,83.75,1.22,90.9005,-5.4045,1.5455,1.2975
3,3.75,0.6205,-0.025,1.165,0.127,1.3545,-25.93,0,0,-0.367,86,1.19,90.9005,-5.1535,1.4965,1.267
3,4.25,0.668,0.54,3.24,0.124,1.135,-23.59,0,0,-0.467,84.95,1.205,90.95,-4.8625,1.464,1.2175
3,4.75,0.697,2.16,3.66,0.129,1.2305,-23.65,0,0,-0.625,85.7,1.12,90.95,-4.981,1.3855,1.1905
3,5.25,0.76,16.44,12.88,0.112,1.196,-22.97,0,0,-0.69,86.85,1.16,90.95,-5.255,1.3625,1.1665
3,5.75,0.159,49.12,18.715,0.118,1.137,-18.155,0,0,-0.549,87.79,1.04,91,-5.2535,1.292,1.0935
3,6.25,-0.415,70.055,21.445,0.125,1.2165,-14.495,6.2105,2.733,-0.8115,88.05,1.005,91,-5.024,1.287,1.0265
3,6.75,-0.383,81.86,30.72,0.126,1.245,-3.3075,44.55,16.0305,-0.995,87.55,1.05,91,-4.73,1.292,0.972
3,7.25,-0.618,151.55,50.715,0.13,1.234,10.76,88.5,33.73,-0.75,87.09,1.045,91.0505,-4.575,1.276,0.9395
3,7.75,-0.9505,157.39,38.48,0.136,1.14,29.475,149.75,62,-0.645,84.85,1.08,91.0505,-4.1985,1.1115,0.898
3,8.25,-1.5625,163.03,62,0.1425,0.9655,94.55,313.8,163.5,0.6355,80.45,1.31,91.0505,-3.8605,1.216,0.8355
3,8.75,-1.9795,146.77,52.14,0.196,1.192,165.85,501.55,245.4,1.91,75.45,1.92,91.0505,-3.4335,1.679,0.628
3,9.25,-2.761,125.05,43.81,0.274,1.1565,228.35,659,344.55,3.46,69.3,2.34,91,-1.2175,1.92,0.4465
3,9.75,-4.025,131.69,47.455,0.305,1.239,254.1,739.5,387.95,4.165,64.69,2.935,91,2.03,2.0145,0.2795
3,10.25,-4.616,152.255,46.5,0.351,1.5215,284.7,788.5,410,4.74,61.16,3.35,91,4.8045,2.152,0.3425
3,10.75,-5.5595,115.945,34.57,0.404,1.786,364.7,999,562.8,5.575,57.02,3.69,91,6.8885,3.2955,0.195
3,11.25,-5.252,83.55,42.27,0.425,2.0395,385.5,1067.5,611.5,6.3425,53.765,4.02,91,7.955,6.0095,0.087
3,11.75,-5.5235,66.215,35.64,0.477,2.354,442.95,1185.5,661.9,6.537,51.145,4.35,91,11.3265,7.1915,0.1705
3,12.25,-4.787,58.84,23.55,0.515,2.485,430.8,1135,532.1,7.175,49.815,4.71,90.95,13.9765,7.257,0.227
3,12.75,-5.131,59.18,21.89,0.515,2.646,388.3,1051,500.7,7.29,49.255,4.73,90.9,13.353,7.611,0.3035
3,13.25,-5.0215,25.99,17.705,0.557,2.572,363.8,998.5,507.75,7.85,48.23,4.765,90.8505,13.24,7.4515,0.42
3,13.75,-5.31,2.99,16.06,0.5755,2.654,345.95,966,454.4,7.845,47.645,4.995,90.8505,11.76,7.9875,0.5215
3,14.25,-5.022,-2.62,3.95,0.593,2.6775,327.2,884,416.5,8.02,46.35,5.02,90.801,11.4965,8.154,0.577
3,14.75,-5.523,-4.03,0.37,0.586,2.5635,269.3,762.5,310.8,8.18,45.62,5.245,90.801,8.9915,7.872,0.629
3,15.25,-5.0165,-5.38,0.87,0.585,2.5525,239.1,671.55,375.9,8.36,47.05,5.25,90.801,7.649,7.6985,0.7475
3,15.75,-4.472,-4.36,0.13,0.563,2.48,177.75,523,252.3,7.94,48.395,4.88,90.801,6.904,7.4495,0.8765
3,16.25,-3.3475,-2.8,0.295,0.488,2.614,113.1,359.4,159.65,7.675,51.2,4.655,90.801,3.8805,7.256,1.0315
3,16.75,-3.137,-5.87,-0.09,0.491,2.2045,59.395,226.25,118.8,7.335,55.63,4.52,90.801,2.839,6.8025,1.1175
3,17.25,-2.303,-4.6,0.27,0.4585,2.124,18.74,128.45,101.95,6.79,56.55,4.05,90.801,1.623,6.3915,1.251
3,17.75,-1.652,-0.23,0.175,0.3725,1.792,-11.925,44.88,20.71,6.0315,60.36,3.63,90.7505,0.5375,5.903,1.388
3,18.25,-0.696,-3.06,-0.315,0.261,1.6075,-37.831,6.5925,2.7695,5.5725,65.545,3.135,90.7505,-1.1475,5.3425,1.355
3,18.75,0.097,-2.74,-0.7,0.248,1.398,-42.63,0,0,4.789,66.545,2.77,90.7505,-2.387,4.811,1.4725
3,19.25,0.428,-3.06,1.245,0.192,1.447,-41.245,0,0,4.415,67.8,2.62,90.801,-3.357,4.3215,1.4285
3,19.75,0.56,-2.05,-0.51,0.1935,1.496,-37.775,0,0,3.93,69.755,2.425,90.801,-3.9055,3.856,1.4805
3,20.25,0.745,-1.05,-0.555,0.188,1.3335,-36.61,0,0,3.62,71,2.27,90.801,-4.133,3.3795,1.4775
3,20.75,0.262,-0.7,-1.155,0.154,1.285,-37.16,0,0,3.4135,72.45,2.14,90.8505,-4.2795,2.9965,1.549
3,21.25,0.519,-0.14,0.21,0.133,1.0475,-36.16,0,0,3.015,74.4,1.96,90.9005,-4.422,2.7985,1.5225
3,21.75,0.223,0.63,-0.45,0.132,1.1045,-33.935,0,0,2.7825,75.4,1.96,90.9005,-4.4455,2.758,1.38
3,22.25,0.5705,-3.23,-0.305,0.146,1.23,-37.285,0,0,2.52,74.7,1.83,90.9005,-4.5865,2.5565,1.4465
3,22.75,1.0685,-0.42,0.485,0.1505,1.2295,-38.715,0,0,2.255,75.95,1.755,90.9005,-5.1615,2.4575,1.3625
3,23.25,0.515,1.05,0.355,0.1425,1.1455,-35.14,0,0,1.905,77.55,1.62,90.9005,-5.1875,2.3295,1.2685
3,23.75,0.5455,0.05,0.275,0.143,1.2405,-35.875,0,0,1.54,78.4,1.6,90.8505,-5.675,2.2845,1.366
4,0.25,0.45,-2.49,2.31,0.12,1.2145,-45.895,0,0,3.32,75.9,1.85,90.9,-8.4855,6.388,6.9975
4,0.75,0.538,-1.6,1.45,0.108,1.1785,-43.515,0,0,2.79,77.2,1.78,90.9,-8.929,6.114,6.956
4,1.25,0.785,-1.24,0.19,0.098,1.1315,-40.09,0,0,2.73,78.15,1.71,90.9,-9.482,5.9385,6.915
4,1.75,0.8335,-2.03,-0.42,0.1105,1.1125,-37.885,0,0,2.41,79.55,1.62,90.8505,-10.0235,5.802,6.819
4,2.25,0.788,-1.17,0.66,0.099,1.2195,-34.85,0,0,2.374,80.15,1.44,90.8505,-10.4595,5.496,6.7875
4,2.75,0.861,-2.9,4.05,0.095,1.198,-31.75,0,0,2.315,81.95,1.4,90.9,-10.6,5.1715,6.6915
4,3.25,0.5595,1.64,1.655,0.0985,1.2425,-35.805,0,0,2.18,83.1,1.33,90.9,-10.3935,4.8845,6.5895
4,3.75,0.9115,-0.09,4.24,0.094,1.2505,-34.24,0,0,1.955,83.45,1.14,90.9,-10.081,4.69,6.4895
4,4.25,0.926,1.87,11.945,0.0945,1.173,-30.985,0,0,2.015,84.25,1.24,90.9,-9.8775,4.6585,6.425
4,4.75,0.517,29.815,24.815,0.079,1.296,-29.61,0,0,1.5675,84.95,1.18,90.9,-9.947,4.5755,6.3865
4,5.25,0.0695,83.88,42.125,0.107,1.1725,-24.92,2.9205,0.965,1.4155,84.8,1.22,90.9,-10.012,4.413,6.3395
4,5.75,-0.4865,107.245,50.305,0.094,1.088,-11.805,27.43,12.805,1.3985,85.5,1.19,90.9,-10.0885,4.4095,6.266
4,6.25,-0.753,148.445,65.82,0.097,1.188,3.8515,78.95,28.965,1.435,85.65,1.18,90.9,-9.0825,4.4105,6.163
4,6.75,-0.8495,169.82,78.98,0.103,1.1615,16.745,129.4,42.595,1.685,85.15,1.24,90.9,-7.9155,4.54,6.027
4,7.25,-1.176,179.78,84.4,0.097,1.1305,56.635,223.8,99.5,2.314,81.25,1.38,90.9,-5.7195,4.793,5.891
4,7.75,-2.121,193.015,106.135,0.1265,1.018,139.85,438.55,220.45,3.439,75.25,2.03,90.95,-4.1455,5.129,5.7125
4,8.25,-3.665,231.515,109.91,0.195,0.6995,236.65,705.5,430.4,4.75,68.255,2.72,90.9,-2.0315,5.7015,5.5015
4,8.75,-3.959,233.37,110.21,0.223,0.9965,318.85,840,489.25,5.805,61.685,3.585,90.9,2.4355,7.378,5.1045
4,9.25,-4.781,233.775,117.65,0.28,1.192,370.35,1024.5,553.6,6.755,56.88,4.04,90.9,6.5565,8.3025,4.871
4,9.75,-5.438,223.28,103.39,0.3215,1.251,408.25,1108.5,649.3,7.33,53.27,4.565,90.9,8.916,8.6575,5.1235
4,10.25,-5.341,243.1,100.915,0.3705,1.713,487.2,1294.5,737.5,7.945,50.08,5.235,90.9,12.2105,9.3175,5.5115
4,10.75,-6.236,228.625,93.155,0.423,1.8715,498.45,1304,769,8.435,49.35,5.585,90.9,15.585,11.2025,5.5695
4,11.25,-6.2435,153.78,86.005,0.438,2.204,509.1,1361.5,755.5,8.9,46.43,5.885,90.9,20.3415,13.1725,5.4535
4,11.75,-6.556,179.575,95.9,0.5075,2.672,528.5,1338,752,9.32,44.33,6.21,90.9,23.7165,13.7975,5.585
4,12.25,-6.261,161.4,77.3,0.594,2.78,498.9,1279.5,759.5,9.545,43.775,6.495,90.8505,24.0415,13.09,5.886
4,12.75,-5.9285,110.115,65.43,0.586,2.7755,488.05,1299,685.45,9.7,43.165,6.475,90.8505,22.6555,13.6275,6.1425
4,13.25,-6.084,90.93,57.995,0.601,2.75,497.55,1302.5,656.55,9.825,43.565,6.475,90.8505,22.53,14.5625,6.192
4,13.75,-6.025,45.54,37.585,0.643,2.8525,482.1,1264,672.45,10.015,43.17,6.465,90.8505,22.3655,14.6525,6.2815
4,14.25,-5.6425,24.125,30.99,0.6275,2.922,432.05,1149,575,10.34,43.665,6.56,90.8505,20.5075,14.785,6.2985
4,14.75,-5.3005,-1.005,29.59,0.6325,2.7375,384.15,1013.5,490.9,10.405,43.675,6.525,90.8505,23.893,14.85,6.3175
4,15.25,-5.54,-10.51,14.45,0.6475,2.832,347.5,940.5,518.5,10.05,45.975,6.52,90.8505,19.9475,14.6725,6.5535
4,15.75,-4.966,-8.76,5.335,0.621,2.806,277.05,748.5,388.4,9.9,47.76,6.23,90.8505,14.929,14.6225,6.623
4,16.25,-4.723,-8.625,3.86,0.631,2.856,220.15,600.2,298.5,9.8,50.71,5.555,90.8505,10.7445,14.2325,6.8805
4,16.75,-3.736,-9.59,2.705,0.54,2.534,137.45,453.35,231.35,9.47,51.14,5.335,90.801,8.514,13.7375,7.1255
4,17.25,-3.544,-7.655,3.32,0.548,2.5265,86.35,308.5,150.25,8.9,51.7,4.84,90.801,6.3425,13.145,7.2095
4,17.75,-2.7285,-5.655,1.435,0.5015,2.358,30.295,181.25,103.05,8.335,54.73,4.475,90.7505,4.014,12.2625,7.566
4,18.25,-1.8115,-14.15,2.18,0.4175,1.916,-8.275,65.0555,35.085,7.78,58.105,4,90.7505,2.561,11.26,7.6565
4,18.75,-0.678,-4.38,0.17,0.314,1.8365,-40.53,10.865,4.364,7.07,61.01,3.69,90.7505,0.774,10.5525,7.704
4,19.25,0.375,-4.39,-0.09,0.266,1.5755,-48.47,0,0,6.675,63.71,3.37,90.801,-0.894,9.865,7.7845
4,19.75,0.638,-3.015,2.89,0.234,1.397,-50.935,0,0,6.636,64.4755,3.14,90.801,-1.8345,9.305,7.83
4,20.25,0.784,-4.755,1.32,0.219,1.469,-50.33,0,0,6.21,65.185,3.105,90.8505,-3.233,8.6675,7.8445
4,20.75,0.314,-1.4,2.09,0.213,1.462,-50.375,0,0,5.855,67.69,2.81,90.8505,-3.7915,8.2025,7.6995
4,21.25,0.5765,-3.95,-0.13,0.156,1.275,-51.725,0,0,5.626,68.085,2.71,90.9,-4.5245,7.835,7.5495
4,21.75,0.401,-6.67,1.62,0.17,1.014,-50.79,0,0,5.16,68.65,2.62,90.8505,-5.218,7.6875,7.5335
4,22.25,0.483,-7.08,2.35,0.152,0.905,-49.845,0,0,4.703,70.4,2.4,90.9,-5.8105,7.5275,7.4945
4,22.75,0.758,-2.91,-0.38,0.124,0.977,-51.58,0,0,4.347,72.2,2.3,90.9,-6.365,7.415,7.475
4,23.25,0.756,-4.55,1.53,0.11,1.0255,-48.79,0,0,4.1,73.65,2.135,90.9,-7.0075,7.073,7.399
4,23.75,0.3645,-1.32,-0.37,0.102,1.205,-47.365,0,0,3.8585,75.05,2.06,90.9,-7.7665,6.697,7.1875
5,0.25,1.095,-9.45,1.92,0.16,1.363,-46.135,0,0,6.52,75.9,2.3,90.601,-7.2315,8.93,8.8995
5,0.75,0.926,-9.33,0.86,0.185,1.3,-44.44,0,0,6.355,76.85,2.19,90.601,-7.3605,8.81,8.8865
5,1.25,0.777,-4.18,1.83,0.153,1.484,-42.83,0,0,6.175,76.55,2.07,90.601,-7.1185,8.635,8.8785
5,1.75,1.3945,-4.01,5.26,0.182,1.499,-39.15,0,0,5.995,77.25,1.995,90.601,-7.286,8.4125,8.804
5,2.25,0.5455,-0.995,12.155,0.185,1.422,-35.381,0,0,5.9525,78.2,1.895,90.601,-7.7285,7.9975,8.705
5,2.75,0.608,0.965,11.375,0.137,1.357,-38.53,0,0,5.64,79.4,1.82,90.601,-8.0095,7.601,8.6355
