DOY2,HR2,TA_1_3_1,RH,TA_1_6_1,TA_1_5_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_1_1_1,T_BOLE_1_1_2,T_BOLE_1_1_3,CO2_1_1_1,H2O,CO2_1_2_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_2,TA_1_4_1,TA_1_3_3,TA_1_2_1,TA_1_1_1,WS_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,T_SONIC,WS_1_1_2,LW_IN,LW_OUT,CO2,SG,WS,U_SIGMA,V_SIGMA,W_SIGMA,VPD,T_SONIC_SIGMA,NETRAD,PPFD_IN,SW_IN,SW_OUT,G_1_2_1,G_1_2_2,TA
1,5.25,1.9195,95.515,0.4777,0.9711,2.1278,2.29755,2.8415,2.44325,-1.1831,-3.8053,-5.1726,-3.831,-4.10115,-4.0055,0.92695,0.9071,0.9482,389.8,6.923325,408.5,0.110076,0.1862,-7.39701,0.872932,0.007345,-3.894,-0.04257,-0.42925,1.31813,1.671,1.9,3.852,4.316,4.0765,1.3455,-11.955,-5.726,0,2.34,0,0,0.6143,0,0.466,16.545,0,3.24015,3.5148,3.95405,5.0055,5.92855,99.989,4.81464,1.502,314.1335,322.6565,406.458,-4.15986,1.18443,0.3694125,0.4332725,0.192083,0.062740868,0.252621,-5.458755,0,0,0.73491,-4.52206,-1.33016,-0.7975285
1,5.75,2.13125,95.42,0.5731,1.059,2.0915,2.2885,2.778,2.4355,-1.176,-3.8254,-5.1979,-3.81405,-4.121,-4.0685,0.96515,0.9049,0.9454,389.8,6.94363,404.5,0.1113,0.29733,-7.3275,0.7665735,0.04311,-3.989,-0.00531527,-0.465544,1.24306,1.781,2.1365,3.856,4.305,4.0185,1.361,-11.03,-6.921,0,2.34,0,0,0.63645,0,0.4657,16.545,0,3.2259,3.5046,3.9647,5.0036,5.93455,99.9838,4.858775,1.514,314,322.72,406.6715,-3.94179,1.13836,0.379596,0.421668,0.180612,0.0728236,0.254152,-4.22672,0,0,0.74583,-4.060565,-1.330065,-0.3405585
1,6.25,1.93095,95.375,0.7086,1.133,2.06765,2.2675,2.702,2.4335,-1.217,-3.781,-5.183,-3.798,-4.113,-3.983,0.99675,0.83145,0.88445,390.1,6.931,407.8,0.1064,0.102087,-6.97496,0.7562,0.0404146,-3.8305,-0.15545,-0.67465,1.286,1.783,2.0925,3.764,4.277,3.952,1.367,-9.4385,-6.597,0,2.339,0,0,0.6682,0,0.4704,16.545,0,3.22135,3.4902,3.97715,5.0112,5.947,99.99,4.86901,1.467,313.385,322.5405,407.272,-3.90889,1.16134,0.382288,0.424333,0.169803,0.036314557,0.25246,-4.428855,0,0,0.7628705,-4.014685,-1.472325,-0.898463
1,6.75,1.8703,95.369497835,0.5633,1.016,2.0633,2.2424,2.6705,2.41165,-1.191,-3.79675,-5.242,-3.807,-4.099,-3.98725,1.0345,0.83715,0.87505,390.25,6.8955,407.7,0.10585,0.2476,-6.98666,0.758448,0.0119057,-3.848,-0.0861216,-0.525424,1.276895,1.789,2.176,3.699,4.282,4.054,1.327,-10.239,-5.9695,0,2.339,0,0,0.6979,0,0.4718,16.545,0,3.22095,3.50095,3.9847,4.99905,5.9429,99.97,4.81546,1.406,313.7,322.097,406.478,-4.09202,1.17754,0.368772,0.4045435,0.174144,0.031630676,0.232714,-4.6957,0,0,0.69622,-4.06088,-1.61455,-0.720819
1,7.25,1.8423,95.35,0.5738,1.076,2.0514,2.2303,2.664,2.3666,-1.1825,-3.84875,-5.286,-3.8303,-4.113,-4.022,1.088,0.7999,0.8334,389.9,6.9195,408.65,0.10485,0.1497725,-7.40641,0.8096835,0.0128269,-3.9855,0.03574195,-0.4247,1.239765,1.681,2.1415,3.691,4.496,4.093,1.325,-9.1715,-5.1435,0,2.339,0,0,0.7042,0,0.47415,16.545,0,3.2245,3.5018,4.0115,4.99655,5.9459,99.98,4.89307,1.3995,313.5495,322.3125,406.813,-4.06134,1.16002,0.3630155,0.429923,0.163617,0.0273042,0.2497215,-4.444145,0,0,0.694326,-4.338045,-1.472285,-0.9917085
1,7.75,1.8494,95.6795,0.7546,0.9831,2.03,2.2182,2.673,2.3224,-1.184,-3.888,-5.335,-3.817,-4.13345,-4.042,1.0645,0.81125,0.8467,390.15,6.87836,407.3,0.0971901,0.1164,-6.86465,0.8797635,-0.00065293,-4.0315,0.0779365,-0.3933,1.255,1.773,2.0365,3.579,4.339,4.073,1.346,-9.3465,-4.476,0,2.4275,0,0.04863,0.7307,0.1255,0.98065,32.065,0,3.2128,3.4879,4.0015,4.9955,5.94095,99.98,4.755,1.442,313.927,321.8725,407.5665,-4.15296,1.11525,0.356658,0.413667,0.161675,0.0240606,0.263171,-4.3286,0,0,0.789895,-4.337495,-1.519655,-0.948604
1,8.25,1.8255,95.64,0.5275,1.026,2.0229,2.2204,2.6545,2.2765,-1.1961,-3.9,-5.33,-3.82315,-4.133,-4.03,1.2425,0.7699,0.7998,390.5,6.94024,408,0.106276,0.1476,-6.62792,0.737,-0.06163095,-4.009,0.224776,0.2272,0.9005365,1.612,1.7915,3.655,4.238,3.843,1.325,-8.799,-2.141,2.2145,5.4615,0.5071,3.1415,1.2925,6.7935,6.959,21.03,0.4015,3.2292,3.51085,3.9935,4.99485,5.9502,99.99,4.6893,1.422,314.3505,322.0415,406.555,-4.15598,1.08127,0.369469,0.409554,0.171977,0.0279926,0.259779,-1.15363,7.788495,3.65995,1.15231,-4.384775,-1.329885,-1.18877
1,8.75,2.1113,95.58,0.6223,1.197,2.04355,2.2354,2.6505,2.26275,-1.19575,-3.8765,-5.3752,-3.827,-4.13,-4.0195,1.2955,0.893,0.9295,389.4,7.03844,406.65,0.105289,0.419431,-5.9,0.6364,-0.181087,-3.806,0.536434,1.332,0.4639,1.787,2.0235,3.714,4.405,4.142,1.232,-0.97755,2.278,11.32,14.895,2.275,14.2,2.7945,30.105,27.825,37.5,1.46069,3.2161,3.514,3.9985,4.9954,5.95895,99.9986,4.79144,1.2675,315.4695,323.2605,406.021,-3.93714,1.03485,0.387739,0.419318,0.184988,0.049610503,0.253965,4.2119,31.5884,15.64045,2.51985,-4.291355,-1.330045,-0.88548
1,9.25,2.5412,95.72,1.287,1.754,2.08195,2.25515,2.6835,2.2817,-1.1405,-3.8845,-5.36225,-3.7822,-4.092,-3.8835,1.454,0.8378,0.90935,388.05,7.153,403.25,0.122952,0.971385,-5.898,0.4228,-0.274475,-3.3355,0.8998485,2.267,0.2333715,2.056,2.8865,3.908,4.576,4.131,1.029,7.2275,10.735,25.935,30.22,5.181,31.69,5.1745,66.2,60.465,62.77,3.021175,3.2003,3.51185,4.0035,5.0001,5.9746,100,4.93598,1.133,315.253,325.6565,404.9085,-3.52986,0.9806775,0.402303,0.4442415,0.188841,0.0421813,0.22993,14.2845,63.1217,31.4211,4.3148,-4.199205,-1.28257,-0.83006
1,9.75,3.0295,95.40665,1.914,2.584,2.18315,2.29365,2.7125,2.3426,-1.1045,-3.8671,-5.3169,-3.74,-4.084,-3.7391,1.8805,1.039,1.00855,387.3,7.31819,401.3,0.1417775,2.841715,-2.581925,0.0101615,-0.257781,-2.1615,1.037,2.89963,-0.2313,2.684,3.482,4.268,4.582,4.246,0.9246,21.425,25.825,45.49,47.38,8.37,49.22,7.8785,101.55,94.315,90.475,5.1227,3.2339,3.51985,4.0125,5.0276,6.01235,100.05,5.126935,0.93765,315.3965,327.856,403.413,-3.214915,0.8104205,0.431117,0.468203,0.228498,0.0482268,0.224108,32.7759,105.9285,52.3175,6.612925,-4.52206,-1.377095,-0.504545
1,10.25,3.473,94.945,2.339,3.13,2.30355,2.3945,2.7535,2.404,-1.082,-3.8129,-5.22,-3.48735,-4.0465,-3.496,2.4365,1.5115,1.481,386.6,7.38821,398.45,0.15981,6.70431,0.2639855,-0.3221,-0.18125,-1.6545,0.904368,2.664,-0.650353,3.052,3.994,4.776,4.63,4.396,0.9067,36.105,36.885,53.21,64.56,11.405,69.055,11.115,135.15,131.25,111.8,6.7677,3.23925,3.51295,4.0335,5.04775,6.03075,100.09,5.3725,0.975,317.017,328.9,402.6355,-2.685365,0.795457,0.46382,0.450874,0.243473,0.071503457,0.204177,48.272,145.8915,71.543,8.6327,-4.199165,-1.329485,-0.30221
1,10.75,3.73455,94.40499878,3.005,3.522,2.42955,2.516,2.819,2.5155,-0.9958,-3.612,-5.121,-2.956,-3.9832,-2.845,2.969,1.865,1.8915,386,7.43664,397.75,0.18455,8.7205,4.47308,-0.88163,-0.13932,-0.8595,0.9301,2.479,-1.071,3.265,4.228,4.88,4.852,4.5115,0.91295,47.19,51.07,65.81,78.86,14.16,80.835,12.575,171.75,153.8,129.3,8.514,3.23475,3.5024,4.0295,5.06645,6.0404,100.1,5.49,0.9859,316.6785,330.361,402.6755,-2.23918,0.8623935,0.481608,0.484303,0.2772955,0.102882526,0.203654,62.61115,168.329,83.313,9.95085,-4.24537,-1.329535,0.161769
1,11.25,3.9245,93.47,3.24,3.897,2.62285,2.59665,2.893,2.6011,-0.95105,-3.5,-5.0054,-2.57235,-3.8538,-2.0538,3.248,2.19,2.211,386.1,7.452085,395.8,0.203814,13.15,8.499,-1.508,-0.1163895,0.23095,0.850514,2.0835,-1.527,3.357,4.311,5.068,4.86,4.6915,0.937,66.77,66.355,84.315,97.805,14.73,98.175,13.835,198.4,189.6,142.2,10.2042,3.2317,3.4962,4.0315,5.0548,6.0343,100.1,5.56706,0.9804,317.564,331.112,402.542,-1.779235,0.93203,0.53353,0.534599,0.313221,0.151557,0.205253,71.71255,198.7575,102.8735,11.13625,-4.19921,-1.329425,0.3389315
1,11.75,4.0755,93.26900482,3.429,4.231,2.92,2.7434,3.001,2.6327,-0.8861,-3.09995,-4.735,-2.147,-3.7057,-1.435,3.6475,2.638,2.6035,386.1,7.47631,396,0.207631,13.7264,12.46275,-1.97,-0.0639737,0.38965,0.585733,1.706,-2.02525,3.596,4.475,5.151,5.296,4.7775,0.93975,63.055,69.74,83.865,100.33,15.93,100.45,14.295,215.75,199.2,155.2,10.63,3.2316,3.4842,4.032,5.0442,6.02465,100.1,5.690285,0.9937,316.7705,332.2,402.4405,-1.63224,0.917603,0.523048,0.5296225,0.3102305,0.199063,0.211242,80.532,228.031,111.969,11.75905,-3.87554,-1.234505,0.552506
1,12.25,4.2339,92.75325,3.68,4.19,3.08425,2.8887,3.0025,2.74,-0.7574,-2.809,-4.581,-1.8553,-3.6107,-0.97065,3.763,3.205,3.221,386.2,7.542215,395.35,0.2141965,15.54865,13,-2.18259,-0.0263805,0.7781,0.404329,1.340075,-2.051465,3.733,4.835,5.319,5.387,4.8915,0.97005,60.705,67.06,78.26,98.985,14.695,96.14,13.445,210.05,192.95,151.2,11.539,3.2291,3.47305,4.008,5.0407,6.01605,100.071,5.86804,1.0905,319.2095,333.129,402.267,-1.72835,0.945867,0.547395,0.5172545,0.323474,0.2679905,0.227151,86.629,235.86,116.24,11.593,-3.83025,-1.139865,0.771721
1,12.75,4.38,92.319498595,3.737,4.363,3.16385,2.9568,3.038,2.8162,-0.7251,-2.4349,-4.507,-1.4307,-3.4402,-0.531315,3.7945,3.306,3.3295,386.35,7.52795,394.8,0.224121,15.67,15.1829,-2.478945,-0.04147,0.7146,0.2608,0.9743,-2.34056,3.71,4.97,5.255,5.215,5.0025,0.9947,69.195,68.095,86.74,103.95,15.52,105.65,13.425,222.55,204.8,161.5,11.0644,3.21865,3.4735,3.9805,5.03435,6.00145,100.055,6.045285,1.088,318.725,334.0235,402.124,-1.60184,0.997768,0.543597,0.5563485,0.3274835,0.3227696505,0.2308545,86.3745,225.32,113.1,11.78565,-3.784155,-1.187355,1.06863
1,13.25,4.4525,92.3,3.745,4.497,3.2845,3.06875,3.1535,2.9055,-0.6845,-2.045,-4.2547,-1.2172,-3.2773,-0.23185,3.966,3.473,3.461,386.4,7.5785,394.4,0.2195505,13.88,16.095,-2.249,-0.02718,1.212,0.3376125,0.7786,-2.08538,3.717,4.861,5.416,5.304,5.18,1.0815,65.31,65.555,83.98,97.515,15.435,98.195,13.49,209.05,195.2,146.85,11.02,3.2221,3.44875,3.9348,5.00635,5.9814,100.005,6.02428,1.1855,320.4,334.1255,402.3685,-1.56119,0.9191655,0.536351,0.530988,0.321908,0.3120565105,0.218912,80.6655,212.792,106.28,10.7195,-3.69082,-1.13986,1.42073
1,13.75,4.4383,92.1405,4.046,4.36,3.3659,3.1076,3.3005,2.96115,-0.6055,-1.63955,-4.047,-0.80304,-3.1985,0.08334,4.01,3.5965,3.6395,386.3,7.542885,394.35,0.22,12.37,12.06,-1.86511,-0.00825135,0.82755,0.2325,0.300798,-1.769,3.678,4.853,5.475,5.308,5.1965,1.044,50.64,60.22,74.475,86.85,14.225,89.95,12.53,190.1,177,137.6,9.542605,3.27495,3.4655,3.9088,4.9816,5.92795,100,6.27052,1.1245,320.1,334.3,402.0355,-1.28175,0.891752,0.522897,0.5174155,0.311595,0.304765697,0.2042465,67.068,177.8205,89.21,9.209595,-3.598715,-1.139875,1.312895
1,14.25,4.5195,92.01149765,3.736,4.239,3.38895,3.151,3.3905,2.986,-0.514685,-1.37435,-3.911,-0.69373,-3.0805,0.16135,4.0495,3.7205,3.7295,385.5,7.59844,394.1,0.213288,10.7,7.87746,-1.348135,0.0253685,0.1984,0.2224,-0.1735,-1.29602,3.745,4.861,5.557,5.111,5.113,0.98275,41.37,45.59,64.875,75.01,12.215,78.12,10.82,159.45,153.2,121.8,7.94685,3.3275,3.4364,3.89925,4.9471,5.9035,99.983,6.30847,1.1035,319.4315,334.099,402.078,-1.47536,0.825772,0.487844,0.501221,0.28932,0.4064015,0.197278,53.83075,162.125,79.8544,8.40696,-3.552455,-1.234525,1.10409
1,14.75,4.4701,92.46,3.801,4.113,3.31015,3.1755,3.4905,3.03835,-0.51335,-1.306,-3.766,-0.5875,-2.9379,0.08463,4.1315,3.8,3.829,385.7,7.63887,394.3,0.1888,8.01,4.557,-1.11076,0.0142397,0.088305,0.2739935,-0.4546,-1.01832,3.778,4.8705,5.422,5.139,5.109,0.95635,30.58,31.685,49,60.815,9.468,62.205,8.156,125.4,118.5,105.4,6.29525,3.35115,3.471,3.89985,4.9438,5.89865,99.985,6.28163,1.01,318.871,333.5195,401.6905,-1.287475,0.803871,0.482284,0.453558,0.268387,0.319246769,0.196048,40.002,132.657,64.15975,6.97035,-3.41406,-1.234705,0.979762
1,15.25,4.4065,92.92,3.502,4.054,3.32285,3.165,3.5425,3.06585,-0.5685,-1.1919,-3.6822,-0.539255,-2.803,0.029,4.1495,3.8875,3.9325,385.8,7.702325,394.4,0.1719205,5.16058,1.221,-0.6079345,0.0317311,-0.6031,0.02312,-1.25558,-0.5158,3.745,4.6875,5.331,5.199,5.039,0.97125,16.84,18.9,39.625,40.51,6.5945,41.16,6.174,88.705,82.91,84.52,4.683,3.38115,3.50445,3.9038,4.94575,5.90025,99.9825,6.26,1.031,316.797,332.988,401.454,-1.429215,0.787863,0.44447,0.454207,0.242087,0.3102930745,0.154423,20.7491,96.0237,48.215,5.2943,-3.36861,-1.139725,0.766265
1,15.75,4.1975,93.495,3.022,3.518,3.26295,3.12615,3.606,3.05295,-0.5784,-1.1154,-3.619,-0.5482,-2.8925,-0.14635,4.0965,3.9265,3.9375,385.9,7.70135,396.05,0.141663,2.355,-1.916755,-0.10408095,0.08658,-1.2675,-0.04509,-1.9905,0.005748305,3.529,4.2825,5.238,5.148,4.9195,0.9432,5.323,7.2005,24.945,25.005,4.0615,23.71,3.6965,56.11,51.99,53.9,2.648515,3.4166,3.5328,3.89865,4.9465,5.8957,99.9852,6.1706,1.0085,317.4785,331.995,401.684,-1.81214,0.832418,0.390539,0.425605,0.207165,0.2438945,0.166605,6.84637,58.27465,28.13725,2.8897,-3.41434,-1.28221,0.6543655
1,16.25,3.8031,94.44,2.092,2.83,3.18,3.1101,3.606,3.04915,-0.6493,-1.0955,-3.5903,-0.63701,-2.9348,-0.68823,3.8445,4.0025,4.009,385.4,7.687,398.65,0.129314,1.297815,-4.408875,0.224,0.199073,-2.4615,-0.287555,-2.589,0.468644,2.8945,3.6775,5.086,4.928,4.7905,1.0275,-2.3555,-0.65655,11.77,13.26,1.8265,11.22,2.1115,26.025,24.325,31.47,1.2455,3.43915,3.562,3.91185,4.9395,5.8803,99.98645,6.206,1.126,316.566,330.773,402.2545,-2.243325,0.865725,0.365025,0.4270725,0.1828845,0.1921692085,0.1829515,-0.1774815,23.65995,11.0435,1.6918,-3.414165,-1.09246,0.361575
1,16.75,3.42805,95.01499939,2.02,2.236,3.059,3.02,3.525,3.02295,-0.71017,-1.2176,-3.7061,-1.00425,-3.0458,-1.242,3.4645,3.8675,3.901,386,7.5869,401.7,0.11683,0.729948,-5.461,0.477052,0.2866425,-3.222,-0.5917115,-2.87283,1.159435,2.6875,3.2305,4.891,4.862,4.786,1.219,-10.82,-5.7495,2.448,5.0585,0.4969,2.5235,1.046,6.369,6.1805,20.81,0.310065,3.44035,3.5665,3.909,4.937,5.87845,99.9959,5.95081,1.314,316.8255,329.022,402.928,-2.605425,0.994246,0.3665605,0.415422,0.1796195,0.106082,0.2022125,-7.85245,1.92292,0.889215,0.958671,-3.553225,-1.13994,0.0651315
1,17.25,3.139,95.275,1.7035,1.8675,2.9605,2.96465,3.4405,2.98345,-0.8634,-1.4085,-3.86005,-1.3595,-3.0863,-1.9854,3.091,3.6765,3.7365,386.9,7.464,402.85,0.102597,0.394823,-6.85138,0.70135,0.244036,-3.6685,-0.590805,-1.86954,1.28298,2.5035,2.9175,4.6785,4.7175,4.696,1.2825,-15.13,-8.972,0,2.4075,0.028795,0.032075,0.6484,0.10375,0.97605,20.81,0,3.4375,3.5825,3.91105,4.939,5.8768,100,5.85774,1.4115,316.621,327.412,403.772,-3.11804,1.07876,0.363136,0.426324,0.162205,0.089732877,0.22228,-7.87835,0,0,0.6283895,-3.830115,-1.13997,0.049527
1,17.75,3.02,95.3,1.4225,1.88,2.817,2.879,3.3505,2.918,-0.9209,-1.6425,-3.9527,-1.7061,-3.1325,-2.6254,2.807,3.23,3.305,387.4,7.3855,403.9,0.106498,0.2733675,-6.411,0.85495,0.171302,-3.694,-0.5147,-1.472,1.31247,2.3955,2.838,4.615,4.5805,4.507,1.3,-13.755,-10.05,0,2.325,0,0,0.6603,0,0.48465,20.81,0,3.443,3.617,3.924,4.938,5.88,100,5.631,1.3575,316.8785,326.95,404.587,-3.328445,1.142355,0.362978,0.403353,0.1700265,0.0847819,0.234004,-6.56295,0,0,0.660339,-3.830065,-1.187415,-0.1338105
1,18.25,2.7797,95.33,1.442,1.6075,2.72595,2.8312,3.2,2.89535,-0.94327,-1.872,-4.172,-2.04905,-3.353,-2.971,2.585,2.9375,2.97,387.95,7.29699,404.95,0.1130795,0.4567,-6.92729,0.7687,0.1202095,-3.858,-0.44035,-1.152,1.31587,2.362,2.555,4.366,4.598,4.38,1.309,-12.395,-8.319,0,2.319,0,0,0.6781,0,0.4707,20.81,0,3.397,3.6165,3.9615,4.94615,5.8684,100,5.46,1.4245,315.4365,326.9,404.9765,-3.395755,1.22116,0.383946,0.425058,0.1824475,0.0974262,0.2263125,-6.0656,0,0,0.6708015,-3.876195,-1.13994,-0.1630075
