DOY2,HR2,CO2,H2O,WS,USTAR,TAU,W_SIGMA,U_SIGMA,PA,TA,T_SONIC,VPD,RH,TS,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,FC,LE,H,FCH4,CH4,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_3_1,TS_2_4_1,V_SIGMA
1,0.25,402.2605717,0.95164821625,0.96492268375,0.0696,-0.0744168,0.114145,0.472565980570435,92.1518125,-25.305,-18.263278075,0.18720968085,57.09957405,-5.9073875,-26.02801,0,-2.67323933325,-1.6088630415,208.57265,227.85338335,-0.066525,-3.839402022,-28.7508104875,-2.98,1883.024164,-4.06333802499996,-2.76401349999999,-1.48836215,-0.799189324999972,-4.73691169999998,-1.42813997499999,-0.749332824999968,0.624765386365154
1,0.75,402.338,1.079452854,1.0335,0.06777,-0.0526,0.1095175,0.4576,92.0745825,-25.625,-18.2543,0.189588555,57.97856667,-5.8905,-26.4479099975,0,-2.5883026665,-1.52699135,208.160075,225.713574975,-0.045505,-1.14064,-28.9896885,-3.0025,1882.868672,-4.11284834999998,-2.73663184999998,-1.48398729999997,-0.807587299999966,-4.80862835,-1.42758269999998,-0.755753799999979,0.575061841065121
1,1.25,400.17251975,1.075196161,0.958887794,0.09315,-0.058236,0.10947,0.493470187549359,92.066305,-24.9475,-18.99395295,0.1866122807,56.21614917,-5.9043875,-26.38744,0,-2.986244917,-1.622207625,209.76776665,226.95026665,-0.016055,-1.09544,-36.75781791,-3.4075,1906.849072,-4.09044349999998,-2.75357502499998,-1.48960664999999,-0.800784524999983,-4.74006967499996,-1.42875832499999,-0.750487774999996,0.559401280648052
1,1.75,400.7516057,0.9899058245,0.8868448,0.094535,-0.066225,0.11057562646538,0.461505,92.105,-25.177050825,-19.292621225,0.1826716834,58.3499873425,-5.947525,-28.03695333,0,-3.29740883325,-1.69389125,211.25645,228.43581665,-0.22072547075,-0.770237813,-30.2311,-4.27,1911.690847,-4.11344999999996,-2.75338324999997,-1.49052329999996,-0.80127857499997,-4.74475249999999,-1.42718309999999,-0.750995224999968,0.756792470232097
1,2.25,401.0099772,0.909241676,0.88775175,0.0902,-0.070613925,0.121225,0.5159,92.0675,-25.62,-18.8859311,0.1730553194,58.23882881,-5.992075,-27.7635975,0,-2.9006655,-1.6023627,210.144,228.2626,-0.15299569525,-1.63152,-30.13292161,-1.13,1892.408398,-4.13253999999998,-2.74493299999997,-1.49087669999997,-0.80937314999997,-4.83688469999998,-1.4273445,-0.756828699999972,0.699274070733357
1,2.75,400.557987425,0.96507811425,0.927,0.10104,-0.08599945,0.135255,0.56827,92.0978325,-25.40524,-19.1387,0.17774999,59.5417803275,-6.000575,-27.319365,0,-3.081827667,-1.684738,206.040399975,225.040716675,-0.0218325,-0.9472,-31.615625,-1.45,1898.262029,-4.07760674999997,-2.73973597499996,-1.49173002499998,-0.817440899999994,-4.94518884999995,-1.42770704999999,-0.762849124999988,0.54276610066361
1,3.25,399.946325925,0.97120922675,0.9075,0.075825,-0.05680335,0.124125,0.537109757870773,92.0633625,-25.58215,-19.4395643,0.1875847029,58.77663576,-6.0032375,-27.7747533325,0,-2.73292077475,-1.62295000025,207.5771,228.6182667,-0.0332,-0.55931443,-23.4609,-2.1625,1876.759456,-4.04514899999998,-2.73056049999996,-1.49163999999999,-0.810381199999966,-4.86279579999999,-1.42711179999998,-0.757416199999966,0.593129018131273
1,3.75,399.645674825,1.151239458,1.055,0.0861,-0.064509,0.10638,0.495522504928408,92.027195,-24.87319,-18.432375,0.18297532255,59.97884012,-5.9846625,-28.83514,0,-2.6307466665,-1.505026,207.479225,228.718308325,-0.079,-1.03971,-32.609371465,-1.8375,1889.20628,-4.184723725,-2.75519829999999,-1.50705999999997,-0.803521649999994,-5.15882959999997,-1.43001332499999,-0.752360299999964,0.622428222367849
1,4.25,400.522702675,1.106375091,0.915,0.0965,-0.06827495,0.133585,0.537862521843013,92.064557425,-25.26,-18.654225,0.192381343575,60.82821625,-5.9711625,-26.952395,0,-2.797176,-1.552493633,202.258249975,224.720725,-0.0033,-0.993420783,-27.461155085,-4.46,1896.0536115,-4.15498357499998,-2.74341107499998,-1.49392834999996,-0.819048149999987,-4.99875957499998,-1.42827914999995,-0.764080999999976,0.622523452570263
1,4.75,399.447712575,1.0734678745,0.77778935,0.1035385065,-0.07629055,0.11646,0.570503444760226,92.00145991,-25.46,-17.891389925,0.1859533125,60.004420515,-5.95055,-26.4970825,0,-2.1392008335,-1.56152025,202.6699333,225.89995,-0.0952858365,-0.18266210525,-29.139085995,-1.4225,1876.24032525,-4.22120569999998,-2.75425129999996,-1.49039999999997,-0.826984100000004,-5.12966729999999,-1.42971,-0.769811000000004,0.360736023550753
1,5.25,398.2414159,1.138836171,0.678787669,0.09748427225,-0.06813235,0.127105553203367,0.49364,92.03344,-25.0325,-17.78801655,0.1857560225,60.027978335,-5.8886875,-25.11941,0,-1.965607333,-1.518854333,207.97435,227.131025025,-0.054895,-1.356095,-32.4992,-1.33,1888.3694635,-4.11395314999996,-2.73705169999997,-1.4833683,-0.812917799999979,-4.66557669999998,-1.42728499999996,-0.759639549999975,0.319310985091544
1,5.75,398.894660175,1.288988166,0.878626376,0.07535,-0.0858371,0.120595,0.4530175,91.99198,-25.2075,-17.9296551,0.1884395075,60.79441121,-5.8316875,-25.017455,0,-2.066583333,-1.509187,206.606225,226.3089,-0.02005,-0.65159237675,-33.8015,-2.64,1892.9356835,-4.09563229999998,-2.73869164999999,-1.48325829999996,-0.813518700000003,-4.67687834999998,-1.42710499999998,-0.759979899999962,0.322378632976815
1,6.25,397.962594075,1.248830276,0.715,0.0853425,-0.047625425,0.12425,0.515429861715972,91.98036,-25.17379,-16.98785,0.184238575,60.2405581025,-5.780325,-25.403445,0,-2.17897783325,-1.5549280415,206.76153335,226.215,0.0038675,-2.157226876,-36.1610514875,-2.9,1885.238706,-4.07465782499998,-2.7492158,-1.47463919999997,-0.811989674999993,-4.69916324999997,-1.41784829999997,-0.757412524999964,0.349633765531878
1,6.75,397.4446115,1.335092697,0.605590275,0.0903575,-0.056325,0.14865,0.536265,91.96414,-25.32193,-17.0859,0.1882698725,61.98646,-5.785025,-25.5677325,0,-2.11474400525,-1.49739745825,207.51791665,225.69208335,0.0241125,-1.88364660725,-34.70073684,-5.525,1905.9124255,-4.09579529999999,-2.75012202499999,-1.47473649999998,-0.812702499999986,-4.71092932499996,-1.41799332499998,-0.758028399999958,0.424351201247269
1,7.25,399.52811595,1.2576588745,0.6315,0.08735,-0.0523048,0.108959899799499,0.45174,91.986255,-25.730615,-17.75405,0.182771275,58.630991665,-5.79767125,-26.3619749975,0,-2.330904,-1.511458417,207.16411665,226.49825,-0.11885638675,-1.8258075,-27.499375,-4.1425,1879.3961105,-4.13143397499999,-2.75192002499996,-1.47493344999998,-0.813341724999987,-4.72590767499997,-1.41803055,-0.758585899999986,0.457112495307603
1,7.75,400.4842233,1.341695891,0.66125,0.08955,-0.045871,0.0962475,0.452685,91.957905,-25.675,-16.474075,0.18368809,59.750940645,-5.80843,-28.31255,0,-2.328493417,-1.548308167,205.66515,224.603175,-0.08728,-1.541041884,-26.1364,-7.57,1903.014451,-4.13472234999998,-2.74487664999998,-1.47459414999997,-0.798046849999964,-4.71782614999997,-1.41333379999997,-0.746466399999975,0.525295755391304
1,8.25,400.07905335,1.35680365725,0.75,0.0761,-0.0346682,0.08707,0.3984827004624,91.8998925,-25.31857,-16.745288825,0.1882832375,61.657592445,-5.8939875,-28.27167667,0,-2.43001775025,-1.50738162475,206.741574975,225.0251,-0.000625,-0.3860039985,-26.403325,-3.1,1888.628509,-4.15756764999997,-2.74656549999997,-1.47522765,-0.798717699999997,-4.72265934999998,-1.41382829999997,-0.747164149999974,0.328876248165725
1,8.75,401.3549119,1.02195149375,0.6315,0.08623,-0.0581,0.08624,0.4414,91.913465,-25.5855175,-16.8013,0.188809297675,62.404615835,-5.822,-29.296553335,0,-2.7104774165,-1.39998016675,207.332875025,223.699533325,-0.08365,-1.40616433,-34.747725,-2.35,1885.135391,-4.18326499999998,-2.74736534999996,-1.47533084999998,-0.79948564999998,-4.73567534999998,-1.41411834999999,-0.747815099999968,0.367767108157445
1,9.25,400.8018522,0.9985503595,0.7725,0.0781125,-0.0463,0.092855,0.4901525,91.939255,-25.6,-16.858925,0.19325448,60.801904165,-5.8455,-27.7773600025,0,-2.135119,-1.534856667,207.9460667,224.3653,-0.0913,-2.201524319,-22.3709032725,-3.1075,1895.61241325,-4.31074087499998,-2.76246942499996,-1.48393502499997,-0.784708424999977,-4.71636399999998,-1.427786675,-0.736101424999987,0.463168370104036
1,9.75,400.6324941,1.14065057225,0.744538559,0.088525,-0.03602045,0.137840487520902,0.439355074729211,91.99817,-25.37,-17.5348,0.20199003,60.34731057,-5.82685875,-27.852131,0,-2.162077333,-0.906316443,205.645475,225.222275,-0.0443,-2.510756403,-27.5545889975,-2.245,1904.23718375,-4.27324034999999,-2.76237877499999,-1.48488169999996,-0.785214024999959,-4.72506902499998,-1.42795167499996,-0.736682199999976,0.337762280309688
1,10.25,400.8649569,1.1083129905,0.7883980545,0.0880275,-0.0441,0.13066869782283,0.541955182021165,92.08447,-25.758929975,-16.63955,0.19936563,59.03165783,-5.82480125,-28.097756,2.25675,0,0,205.2597667,228.5413,-0.0017,-1.4280575,-26.93567677,-3.515,1909.98651275,-4.24568664999998,-2.76376169999998,-1.49336664999998,-0.801248099999981,-4.77647579999995,-1.43357665,-0.749280649999974,0.438633598077408
1,10.75,401.3661279,1.2322280735,0.8562124215,0.08105,-0.058038825,0.102145,0.45718,92.0597591,-25.50386,-15.841678175,0.208015235,58.97532239,-5.7310425,-25.3574875025,7.4909011665,1.89964367525,1.64964075,207.093958325,231.844600025,-0.0463675,-2.627803756,-24.025150095,-2.85,1909.2213665,-4.20390747499997,-2.76526582499996,-1.50199332499996,-0.817181899999966,-4.82910319999999,-1.43945332499999,-0.761420000000001,0.498978932602666
1,11.25,401.12437395,1.34347778,0.77623768975,0.07666,-0.0375,0.11028,0.45744,92.08376,-25.01,-15.6899826,0.207557575,58.3890923825,-5.73576125,-18.1866075825,18.585,8.36463974975,6.26138125,208.051325,230.513575,-0.06995,-0.4752368395,-25.239678155,-2.035,1935.683045,-4.19317347499999,-2.764852525,-1.50301329999996,-0.817717574999989,-5.21026017499998,-1.44002167499999,-0.761720449999985,0.495814161519311
1,11.75,401.0750738,1.094128075,0.8,0.10367,-0.0377033,0.12523,0.4246075,92.018928955,-24.695,-15.945477025,0.20490771,56.90881951,-5.73991375,-14.8128774975,30.5625,15.330754165,11.0376785025,210.8400917,226.586741675,-0.0855,-2.47189,-24.9402,-4.09,1897.82261375,-4.13101549999999,-2.76218164999997,-1.50141119999997,-0.789951099999996,-5.34823549999999,-1.44079489999999,-0.741509399999984,0.504354606371972
1,12.25,401.5060103,1.0876327315,0.9242688,0.091385,-0.0495,0.0989325,0.479629641494351,91.8918223875,-24.431915,-16.3067,0.2239489225,55.477050905,-5.74406625,-10.972410835,41.975,19.4201425,13.5339266675,209.663341675,223.51955,-0.067685,-1.05203289275,-27.6167033725,-0.87675,1879.450869,-4.10748999999998,-2.7662833,-1.57319329999996,-0.834013699999957,-5.37712169999998,-1.4909667,-0.774130299999968,0.49529941732791
1,12.75,401.357262725,1.103843747,1.07378225,0.076225,-0.03465065,0.1130975,0.42009,91.81622,-24.089645,-17.2316,0.228170275,54.99375178,-5.57331025,-11.1775725,48.6690225025,21.32509,14.86988667,204.248,223.8144,-0.1252282825,-0.45279309975,-26.6324491625,-0.43975,1878.4330375,-4.05271829999998,-2.7577953,-1.51454669999998,-0.809259599999962,-5.3020037,-1.44883999999996,-0.75761319999998,0.316791405950625
1,13.25,400.9952336,1.13878077225,0.923300325,0.1027499085,-0.037501,0.120235,0.4875375,91.79527,-24.258615,-17.591525,0.22982278,54.67344869,-5.58047825,-14.006755,51.44,23.818375,16.424825,199.880999975,217.020275,-0.0288125,-0.26646563175,-26.74258999,-0.875,1882.367015,-4.18976769999998,-2.88275614999997,-1.62037999999998,-0.822491099999979,-5.13813535,-1.44230849999997,-0.743085149999985,0.383320385355448
1,13.75,400.639877775,1.16967675275,0.992,0.08822,-0.0443168,0.10952,0.485890908766295,91.86765,-24.70710665,-17.3938,0.22844948,55.19695538,-5.60935125,-12.6265170825,50.75331333,22.03197,14.46415667,199.8297,212.4982,-0.08487,-1.16994,-26.02309054,-1.1045,1881.06944425,-4.38518299999998,-2.95273369999995,-1.65368569999998,-0.810454599999957,-4.7107297,-1.43496329999999,-0.728810999999951,0.481372130995913
1,14.25,400.208793525,1.171959975,0.93802725,0.07557,-0.0462,0.10032,0.4119325,91.954075,-24.335,-17.61525,0.2225852713,54.77480909,-5.617785,-14.88738,43.1367,17.0832574975,11.733945165,199.77855,213.543575,-0.061345,-1.0713700795,-31.12391783,-2.29,1876.81333,-4.55727042499999,-3.03559817499996,-1.73634165,-0.803846249999979,-4.6847669,-1.43147417499996,-0.720304699999985,0.418598004056398
1,14.75,399.50560785,1.120192847,0.87418254,0.064135,-0.0486,0.0872207440070336,0.39344,91.9850225,-24.383293325,-17.6455,0.22796397,54.01830379,-5.7297075,-17.79408,32.6271775,12.3656040825,8.10738233325,198.6236,215.00045,-0.0261,-0.77149711225,-34.58430457,-4.355,1882.93997,-4.57632132499998,-3.04139379999998,-1.73677327499998,-0.805147049999988,-4.68526409999999,-1.43131419999996,-0.72107752499997,0.548582590579331
1,15.25,399.4240948,1.0986028635,0.9100232815,0.0775,-0.049658725,0.0981675,0.375403064965275,92.0312318275,-24.3387725,-17.86585,0.2144528396,54.70233,-5.7446325,-18.71423625,18.11594333,4.52032424975,2.9399982,198.3074,214.8366,-0.051325,-0.55933497675,-24.034,-4.655,1878.74695575,-4.64127069999995,-3.10164299999997,-1.77434529999999,-0.812297199999989,-4.7141307,-1.43436329999997,-0.730907299999956,0.517034790985016
1,15.75,400.367074,1.1287996275,0.907988,0.06679,-0.06283425,0.08165,0.38181,92.07597863,-24.55625,-18.10325,0.206752643325,55.505474635,-5.74928125,-22.560866,6.597,0,0,197.773816675,217.13375,-0.0236,-0.370888239,-25.378624885,-0.9745,1880.5082645,-4.49797799999999,-2.84953129999997,-1.6169367,-0.812764399999992,-4.71227969999995,-1.43390999999997,-0.731948999999986,0.439732290149359
1,16.25,400.792273675,1.114770118,1.098524174,0.084935,-0.05573435,0.0970925,0.424195,92.085,-24.61,-17.45165,0.2011305807,56.165692665,-5.72425,-26.32598,0.9184095705,0,0,199.459550025,221.895708325,0.029725,-0.38311414375,-28.49861116,-2.74,1889.602689,-4.63742719999999,-2.91951229999997,-1.60448122499997,-0.808443799999992,-4.68430614999998,-1.43085247499998,-0.723330899999965,0.629230013756908
1,16.75,398.8696177,1.092331205,0.829,0.0827,-0.046133975,0.1056875,0.38127,92.095,-24.6325,-18.680925,0.2011232075,58.65609205,-5.877,-27.06566,0,-1.922756783,-1.0977666835,204.978466675,224.94685835,-0.1311737385,-2.057875,-23.6617,-1.51,1882.562848,-4.20481499999997,-2.78383484999997,-1.50542834999999,-0.826386449999973,-4.93217834999999,-1.42793499999999,-0.747060849999997,0.350624780085568
