DOY2,HR2,USTAR,TA,WS,H,LE,RH,PA,CO2,H2O,CH4,PPFD_IN,FC,SC,NEE,TS_1_1_1,FCH4
1,0.25,0.033501725,-14.8919,0.13846175,-42.919,-18.759625,47.68675,97.58405525,368.9175,1.1584125,1382.6225,-64.031125,-3.691875,-3.13562,-2.9817,2.1959375,-18.62745
1,0.75,0.0393821,-15.0423,0.2074145,-37.2755,-14.36975,49.0174,97.56158875,370.06775,0.93168225,1380.89,-64.59,-4.3098625,-3.8846,-5.27858,2.19365,-9.7086
1,1.25,0.0347316,-15.3119,0.2790665,-39.094125,-15.3884,50.064575,97.53490125,369.44575,1.1020575,1378.28,-65.5885,-2.17925,-6.336125,-4.78853,2.191075,-7.4778775
1,1.75,0.0377831,-15.4206,0.20275,-41.926275,-10.61648,50.204925,97.567685,369.695,1.0819,1385.0775,-65.09125,-2.5107025,-3.7724875,-4.8921,2.18704,-13.70965
1,2.25,0.0359329,-15.815,0.1834335,-48.778625,-24.518275,50.470625,97.59658725,369.575,1.103,1384.15,-64.313125,-3.7542,-3.44952,-5.94586,2.1842375,-29.90465
1,2.75,0.0413385,-15.9496,0.18009,-51.7654,-12.929995,49.329525,97.62819825,370.61825,0.76787,1387.0375,-63.815375,-3.45415,-4.78926,-4.20483,2.1802625,-11.55512
1,3.25,0.0298558,-16.2655,0.24395,-43.1192,-16.1585,48.715375,97.63188875,369.678,0.739475,1388.55,-63.391875,-1.9180125,-4.91544,-3.0849,2.177025,-11.11128
1,3.75,0.04223645,-16.3176,0.27687875,-42.62365,-11.4391,49.84545,97.667853,369.615,0.964155,1389.5975,-64.55525,-4.02049,-1.88553,-3.27072,2.174425,-14.437425
1,4.25,0.0349756,-16.5072,0.1944915,-55.543875,-3.76534,50.7461,97.66562325,370.5975,0.94450675,1388.575,-62.99325,-7.3599,-5.28011,-6.80389,2.1721125,-18.437425
1,4.75,0.038525675,-15.872775,0.21014725,-46.992,-2.8240875,51.1236,97.7313995,370.612,0.902447,1389.7925,-63.998125,-8.051115,-10.9234575,-8.5534925,2.1695875,-28.6134
1,5.25,0.049111625,-16.060375,0.15213975,-51.4906,-9.5349975,52.3169,97.75580425,370.7905,0.9675035,1389.0625,-63.615375,-5.21758,-7.5910375,-10.3571,2.1670375,-34.01595
1,5.75,0.040901,-15.84325,0.1955205,-38.13995,-26.473125,52.9107,97.781566,370.343,0.9271225,1387.2625,-63.81575,-6.88644,-5.00927,-8.5269625,2.16336,-5.0998175
1,6.25,0.04357165,-16.085,0.19170925,-42.57445,-10.75052,52.2173,97.780685,370.9325,0.85454375,1387.97,-62.767625,-1.88884,-3.937705,-2.0643125,2.15954,-20.0403
1,6.75,0.041269875,-16.107,0.315653,-51.210125,-3.0692,52.1592,97.70160925,372.341,0.704797,1389.365,-62.47775,-4.93074,-4.00073,-7.214365,2.15558,-14.5711425
1,7.25,0.0389681,-16.356,0.189348,-54.1015,-4.6861,53.39985,97.90208025,371.872,0.696167,1392.5825,-62.812125,-3.17111,-3.6084425,-3.6969375,2.1516,-11.4392
1,7.75,0.0497815,-17.40445,0.32344775,-37.478675,-4.04909,53.070225,97.83598075,372.27,0.677562,1387.19,-60.10325,-5.176575,-7.912525,-11.04915,2.14796,-10.2958025
1,8.25,0.048280125,-17.159575,0.29904675,-38.622,-5.7536375,52.80085,97.86927825,372.598,0.67670975,1382.455,-50.418,-5.095115,-10.68377,-6.265045,2.1443,-11.046425
1,8.75,0.04948345,-16.529875,0.2052065,-23.118,-1.510025,52.633475,97.8770475,371.06175,0.85281375,1379.28,-29.39,-6.37086,-8.13964,-7.969655,2.14035,-18.6346
1,9.25,0.09126965,-15.9329,0.315141,-19.205,2.23007,51.284225,97.86592375,370.41,0.870865,1379.135,-11.278875,-3.69108,-11.01275,-7.09036,2.1366125,-9.398625
1,9.75,0.1108515,-16.2428,0.30514975,-18.056375,-1.630715,48.653575,97.8411695,370.38075,0.88031375,1379.465,10.64861375,-4.74195,-10.953,-10.196025,2.1332,-7.554595
1,10.25,0.1662,-15.57785,0.64513475,-8.60929,1.6569975,47.0991,97.835657,369.455,0.880985,1364.9,36.5288,-4.45543,-11.838,-10.06812,2.12972,-5.9603
1,10.75,0.1647795,-15.33565,0.56368275,-19.60555,1.002255,46.2432,97.80635,367.15375,0.9398995,1363.9,57.8742,-5.7757625,-6.05998,-7.62142,2.12688,-23.15315
1,11.25,0.232675,-14.84145,0.665278,-13.9635,3.426425,45.4288,97.757095,367.31,1.03605625,1369.65,72.6332,-6.037345,-5.928925,-8.0621875,2.12446,-7.64097
1,11.75,0.21249425,-14.45025,0.69363325,-17.7795,2.004685,44.1327,97.741259,367.94375,1.094555,1370.52,85.8244,-5.0786,-2.2352,-5.76858,2.02532,-9.83453
1,12.25,0.218992,-13.9865,0.74492275,-6.509,2.885725,42.41855,97.714501,368.32425,1.162035,1364.45,103.5644,-11.8296,-2.24018,-6.93914,2.02416,0.428505000000001
1,12.75,0.2030045,-12.9956,0.8313965,-4.772975,-11.4630425,40.0661,97.587558,368.212,1.1746,1362.5725,81.6222,-5.5608275,-4.5758,-6.622015,2.02296,-25.91706
1,13.25,0.24464825,-12.7983,0.814201,-2.28243,-1.27895975,38.36275,97.609122,368.7475,1.174665,1359.685,78.118,-2.9333125,-1.87305,-4.0234575,2.0217,-3.79296
1,13.75,0.202,-12.58275,0.68585,-8.73014,-5.07162,37.21595,97.605823,368.782,1.15446,1359.64,63.856,-3.0138,-1.47346,-3.5909,2.02084,-4.1690775
1,14.25,0.19291,-12.524875,0.81094,-14.7455,-2.8825225,35.807,97.63201,368.758,1.18976,1360.5625,63.0016,-4.5251475,-1.83216,-4.5318025,2.02044,-32.7332
1,14.75,0.1990455,-12.293375,0.6609,-28.537225,-4.9617,34.9503,97.589286,368.35375,1.148355,1357.9475,46.0006,-4.8420625,-1.3905375,-4.37019,2.11986,-10.86636
1,15.25,0.22,-11.995125,0.69039,-22.5724,-10.287565,34.417,97.56349325,368.11075,1.16379,1359.6675,36.1806,-3.0875525,-2.46138,-3.4576075,2.0197,-18.115125
1,15.75,0.1791085,-11.89025,0.681775,-8.182895,-1.960265,34.86385,97.55136475,368.002,1.25532,1361.16,22.1862,-3.85694,-1.420975,-2.157635,2.01834,-20.340125
1,16.25,0.189357,-11.8819,0.75976575,-19.1702,-0.77057275,34.79025,97.547356,368.0925,1.1799625,1359.76,2.9280025,-3.5636025,-0.925423,-2.599575,2.01229,-21.72105
1,16.75,0.14363,-12.156125,0.63943,-26.25545,-2.069655,35.9539,97.57345975,368.501,1.064975,1358.25,-32.55995,-4.09533,-1.2069525,-3.7088375,2.010385,-7.19249
1,17.25,0.107,-12.548875,0.57416,-38.278625,-9.37588,37.15155,97.6009545,368.482,1.1051,1360.7625,-47.9822,-2.5919575,-0.584255,-1.7763925,2.007665,-15.5075
1,17.75,0.068408,-12.751375,0.43914,-38.531425,-5.34075,38.31295,97.559312,369.66725,1.12352,1366.065,-57.95675,-2.956205,-1.2101425,-2.02355,2.004635,-21.86525
1,18.25,0.052968675,-13.025575,0.35188575,-42.17355,-1.56191,39.964275,97.54490825,370.48775,1.1159895,1367.39,-59.604925,-3.0808075,-0.7738,-1.54745,1.8221075,-9.4891375
1,18.75,0.04285875,-13.01,0.24873175,-41.5466,-4.5834,40.43825,97.525979,370.48125,1.1329085,1364.5875,-60.3504,-5.9225,-2.19324,-6.30627,1.82322,-6.3074775
1,19.25,0.0377502,-12.9977,0.24333725,-39.682,-10.5724,42.1147,97.5155935,370.972,1.1338095,1368.255,-60.1502,-3.77087,-1.23729,-3.70966,1.99446,-19.9974
1,19.75,0.0427078,-13.2142,0.27548175,-46.97925,-7.7797,44.62225,97.5709525,369.2285,1.201275,1368.94,-59.49455,-8.86684,-1.661025,-7.72085,1.979405,-11.7566
1,20.25,0.029527,-13.428125,0.314139,-50.9825,-17.349255,44.826875,97.63331925,368.45075,1.2113675,1368.58,-60.488125,-1.933295,-3.55537,-3.5556,1.9864625,-12.2913
1,20.75,0.0338918,-13.60425,0.1681935,-46.039875,-8.146135,44.73195,97.63312925,368.1585,1.178225,1374.02,-60.8236,-4.365905,-5.3546625,-5.0896,1.9758,-26.716025
1,21.25,0.0416774,-13.86805,0.264442,-42.800625,-9.8011625,44.5631,97.59912825,368.88175,1.1874225,1375.68,-60.616,-2.494865,-10.865875,-4.79998,1.96954,-24.4268
1,21.75,0.03485725,-14.085625,0.20850375,-37.6845,-5.1483825,44.4311,97.54854825,368.6845,1.1614575,1376.8,-60.3532,-3.821385,-4.557355,-4.1367825,1.9583225,-11.263925
1,22.25,0.0354792,-14.38625,0.217538,-41.8336,-3.256415,42.9622,97.48129175,369.54475,1.1424925,1374.25,-60.5364,-4.366655,-4.53196,-4.15327,1.9520325,-14.43215
1,22.75,0.036688025,-14.64925,0.2063835,-45.8585,-13.4424,43.892825,97.4612465,369.23325,1.158375,1374.885,-61.6824,-3.46364,-2.74557,-3.743095,2.1033525,-6.98469
1,23.25,0.04175805,-14.883125,0.2202095,-42.54895,-8.56473,44.329375,97.45186075,368.874,1.16674,1376.8725,-62.4186,-6.3423625,-4.13085,-8.69644,2.10458,-23.07485
1,23.75,0.050998,-15.162,0.21911125,-45.547375,-14.991325,45.23095,97.50469025,369.927,1.182865,1375.185,-63.612875,-4.9840325,-4.054775,-6.36951,2.106075,-12.685425
2,0.25,0.0369014,-14.8958,0.143766,-64.2925,-26.13035,40.123,97.30626,374.52925,1.273345,1387.68,-34.0695,-2.5022,-3.770025,-6.04098,-0.15507895,-15.3269
2,0.75,0.0259084,-15.3946,0.182214,-59.77715,-2.592295,41.3834,97.31927,374.10625,1.2245425,1385.4575,-34.205,-7.24609,-7.021075,-6.6845,-0.177647,-17.01885
2,1.25,0.027937125,-15.89485,0.2225125,-51.69015,-2.47095,41.9925,97.36435,375.017,1.19095,1381.195,-34.338025,-8.533875,-7.486875,-7.206775,-0.22115025,-17.74105
2,1.75,0.027841625,-16.280275,0.176685,-54.039,-1.2540825,43.47675,97.45671,375.056,1.22878,1377.38,-34.371275,-9.6815275,-5.1565375,-9.0845,-0.26091759,-13.7766
2,2.25,0.031574625,-16.371,0.19302625,-48.27045,-4.6947025,42.71075,97.45029,374.334,1.1609125,1374.915,-34.832625,-2.77694,-8.0738,-5.84602,-0.33220895,-18.056125
2,2.75,0.03425975,-16.878,0.16353625,-38.8104,-4.891585,43.954,97.54148,375.03,1.132084,1375.75,-34.825725,-7.2900475,-6.5141,-6.3651375,-0.396499975,-9.618875
2,3.25,0.02894385,-17.20075,0.19941925,-38.7107,-7.91391,47.338075,97.6418,372.796,1.100956,1391.475,-34.806525,-6.7927125,-5.8685875,-7.436755,-0.45516225,-20.935825
2,3.75,0.0337714,-17.2045,0.254046,-41.4934,-7.1198125,44.432375,97.63448,374.5835,1.094458,1391.8625,-34.678525,-6.750675,-3.083495,-5.374695,-0.4981465,-12.09122
