DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1
1,0.25,0.4457527355,-27.45176427,0.57143191,0.282776631,404.4926881,1.128183817,-6.2733,-6.5548,69.5236245115,0.93656946215,0.90791,-0.49127,-0.57907,-0.45134,2.5196,1.30985,0.327225,-26.5775,1.70345,0.726975,1.1513
1,0.75,0.270634312,-21.79146091,0.498675676,0.2452085815,404.314552,1.1682745185,-6.23115,-6.5146,69.14119825,0.9564789731,0.92832,-0.49361,-0.57886,-0.2953,2.5753,1.3098,0.32736,-26.201,1.7031,0.71804,1.1479
1,1.25,0.32389677,-28.7066712,0.435395804,0.2557702,404.2787556,1.062775,-6.3604,-6.6145,69.496817521,0.901701335,0.90624,-0.49063,-0.57786,-0.32506,2.4795,1.31005,0.32738,-27.9654,1.70235,0.70874,1.1476
1,1.75,0.439017132,-25.38944493,0.3398685255,0.24475675,404.2872,0.9239289,-6.439,-6.6774,69.444469385,0.89734622435,0.99291,-0.49148,-0.57582,-0.21532,2.7134,1.3127,0.32863,-27.041,1.70265,0.699695,1.1494
1,2.25,0.302504,-25.48802772,0.593485151,0.2530789,404.3173,0.96472163,-6.30905,-6.6532,69.5611330375,0.8940396478,0.97541,-0.48985,-0.58709,-0.337645,2.8203,1.3163,0.327235,-26.9989,1.70345,0.694,1.14005
1,2.75,0.189699806,-23.206329795,-0.6248158855,0.200696204,404.3971,0.9895087875,-6.3736,-6.6398,69.2923330015,0.8936729781,0.86874,-0.48988,-0.58092,-0.189865,2.6822,1.31225,0.32734,-23.8442,1.703775,0.69376,1.13515
1,3.25,0.3249210945,-26.02193548,0.1854379085,0.2233310105,404.4268442,0.9596515,-6.528,-6.8267,70.152992857,0.8912244225,0.8975,-0.48996,-0.58103,-0.206885,2.7881,1.31325,0.328265,-24.95395,1.7041,0.69025,1.1397
1,3.75,0.256666699,-27.9030539,-0.242838752,0.212889,404.49187515,1.11215644,-6.3341,-6.8532,69.853739489,0.8940798867,0.84708,-0.49028,-0.57568,-0.45141,2.6657,1.31525,0.329185,-26.5279,1.703725,0.691595,1.1482
1,4.25,0.422678665,-25.63283082,0.125503091,0.2195249,404.3547452,1.021385,-6.50885,-6.8762,70.255559134,0.8581415911,0.995,-0.48954,-0.57444,-0.502335,2.7145,1.31685,0.328655,-29.46245,1.703575,0.69888,1.1521
1,4.75,0.38246143,-23.12549685,-0.489246067,0.188259882,404.484801,0.8984137,-6.665,-7.0615,71.530241872,0.8262680131,0.875,-0.49045,-0.57168,-0.405275,2.7066,1.31455,0.32829,-26.608,1.70435,0.703735,1.1493
1,5.25,0.315438708,-28.92080976,-0.128380042,0.191371402,404.4012139,0.8852997,-6.861,-7.1971,71.938770146,0.8089377749,0.8175,-0.49004,-0.57323,-0.299495,2.5848,1.3146,0.326855,-27.93475,1.70465,0.701965,1.14495
1,5.75,0.287910349,-33.5788354,-0.295968659,0.198358055,404.1145935,0.793317134,-6.91155,-7.3555,73.01496982,0.8256027895,0.86,-0.4914,-0.57425,-0.295505,2.3398,1.31165,0.32723,-29.57225,1.704575,0.70016,1.1381
1,6.25,0.38777981,-24.47301122,0.299774331,0.1758131,404.575733,0.8235025,-6.9223,-7.3345,73.282584995,0.8083990463,0.73541,-0.49054,-0.57482,-0.464155,2.5354,1.30955,0.32738,-26.4626,1.703975,0.69668,1.13455
1,6.75,0.254207575,-24.47377976,-0.197261799,0.183959677,404.247,0.798332416,-7.0965,-7.5828,73.294152995,0.7839925386,0.82374,-0.35565,-0.5669,-0.28293,2.5191,1.31485,0.327445,-26.2554,1.75065,0.697965,1.13045
1,7.25,0.371075015,-25.03872675,0.500630386,0.1700892,404.5529199,0.9497893,-7.34,-7.8548,73.266132641,0.754927731,0.87499,6.9485,0.7179,2.95535,2.9043,5.27185,2.56005,-22.5326,3.733725,0.69895,1.12745
1,7.75,0.326222795,-19.3317858,1.326440628,0.200323236,404.44006205,0.95860525,-7.3822,-7.7698,72.835257421,0.7578597969,0.88417,40.921,6.206,16.8535,5.5814,36.2045,31.8015,-8.4655,11.9045,0.699395,1.1258
1,8.25,0.239385739,-3.949277877,0.690790445,0.1903397,404.4202896,0.77175425,-7.0027,-7.4293,71.99229794,0.8268901167,0.75082,107.27,16.063,64.882,14.933,96.74,76.9775,16.36975,23.6835,0.661845,1.1062
1,8.75,0.4924065335,15.07113841,0.7381874955,0.188586902,404.3443,0.76454185,-6.3549,-6.9352,69.317091525,0.9713140485,0.70167,197.83,27.673,116.985,24.123,174.62,113.14,54.7985,35.167,0.65637,1.0784
1,9.25,0.4613983495,38.75596056,0.79449775,0.2252201,404.1023118,0.784410149,-5.82705,-6.2988,65.527749003,1.0921992282,0.74374,275.83,37.504,155.92,31.117,254.065,138.745,82.9595,49.72375,0.65151,1.0781
1,9.75,0.606519382,47.52811734,3.0505266545,0.2311151,403.9842749,0.8195120245,-5.526,-5.9491,62.81320713,1.1998420787,0.88458,359.16,48.648,216.81,37.903,341.34,162.53,123.437,66.05725,0.659165,1.07485
1,10.25,0.691801503,66.31847576,2.3320513085,0.256079449,404.1196186,0.8917792,-5.0834,-5.5901,61.2395492665,1.34471994785,0.95708,396.55,60.192,240.71,41.72,398.085,189.07,141.5665,73.4255,0.66952,1.06235
