DOY2,HR2,CO2,FC,H2O,SC,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,CO2_SIGMA,H2O_SIGMA
1,0.25,401.35825,-0.243723975,0.740711625,-0.3583166,-35.194915,-6.20518325,96.56788,70.745725,-21.6486,-23.4597,0,192.218875,219.6645,-62.5338125,-15.610805,-11.08405,-0.6314844,0.0398,0.48441425,-1.4,-1.572,-1.1,0.099319606725,0.007747630875
1,0.75,401.18975,-2.3908935,0.736310125,-0.27471775,-41.29208,-4.75938,96.61002,71.41449,-21.6799,-23.5233,0,191.9858,217.665,-62.58454,-15.156125,-10.84998,-0.4416606,0.03661,0.6131124,-1.035725,-1.219975,-1.1,0.12324443055,0.0071957868
1,1.25,401.0067,-0.5220603,0.72829615,-0.4778138,-40.52755,-4.330031,96.5846425,71.817545,-21.807175,-23.59805,0,191.3838,217.1018,-62.01888,-14.791275,-11.28146,-0.540259275,0.0398925,0.60023345,-1.1,-1.249975,-1.1,0.10875584525,0.0063900486
1,1.75,400.985625,-0.21101945,0.7192176,-0.412238125,-38.770925,-5.450313,96.543325,70.86572,-22.411875,-24.114375,0,190.1424,217.8534,-62.8095,-15.592,-11.1788,-0.4909897,0.037125,0.520756125,-1.111475,-1.335275,-1.1,0.15637769725,0.0079052942
1,2.25,400.5261,-0.773531,0.7127084,-0.28610125,-42.49965,-6.5809105,96.512895,67.1778425,-22.4641,-24.184,0,190.4124,218.889,-62.28236,-15.88985,-10.8568,-0.476097525,0.031285,0.2559391,-1.2202,-1.435025,-1.1,0.15179669,0.0079321685
1,2.75,400.1498,-3.0275267,0.69761675,-0.432706225,-45.947995,-5.391872,96.48882,71.370215,-23.0162,-24.6163,0,190.8298,217.8672,-62.04078,-16.36055,-10.64922,-0.34307565,0.04898,0.335831,-1.275225,-1.519,-1.129925,0.134070028475,0.0057985474
1,3.25,399.8223,-0.3627277,0.69416575,-0.3862788,-51.86685,-6.2854595,96.44255,71.285485,-22.9789,-24.7508,0,190.7998,217.4782,-60.4822,-15.958925,-10.62582,-0.3120799,0.05027,0.493633,-1.326275,-1.575525,-1.1525,0.1613908695,0.005992320625
1,3.75,399.9342,-0.575533875,0.692849625,-0.4802935,-48.08048,-6.56264025,96.41434,72.05161,-23.0359,-24.7794,0,190.3742,218.2702,-60.99334,-17.243675,-10.62646,-0.344720225,0.03195,0.6968775,-1.400275,-1.645225,-1.1525,0.15015763,0.0063591516
1,4.25,401.107375,-1.5734135,0.6928545,-0.28243915,-40.4071675,-6.2503345,96.40223,71.72115,-22.9862,-24.7736,0,189.5114,216.9062,-60.8186,-16.957325,-10.4858,-0.298646675,0.02942,0.3870229,-1.4745,-1.694525,-1.196075,0.1458431519,0.0053806355
1,4.75,400.81175,-0.9927684,0.697955,-0.345962,-28.9349475,-4.456421,96.38983,69.78756,-22.9915,-24.7363,0,188.7348,216.9618,-61.30204,-17.183775,-11.61134,-0.330101625,0.03522,0.6659096,-1.546475,-1.792775,-1.251075,0.1304222065,0.0059370915
1,5.25,400.64825,-0.3477088,0.6938913,-0.249847625,-30.506335,-4.694768,96.42489,71.20732,-23.0438,-24.8178,0,187.8548,216.0414,-61.8511,-16.846925,-11.00984,-0.263540625,0.0533,0.7764985,-1.652025,-1.935975,-1.307,0.147024967425,0.0053164197
1,5.75,400.5245,-0.39688205,0.7024414,-0.44417835,-31.484625,-6.73775625,96.40924,71.406405,-22.8048,-24.5866,0,187.7158,217.7818,-61.67692,-16.97195,-10.82608,-0.369907625,0.05849,0.6673582,-1.752275,-2.04,-1.396675,0.1212707639,0.0059615335
1,6.25,400.45585,-0.5978826,0.7068328,-0.3364953,-31.9128975,-4.56900725,96.31102,71.64752,-22.4665,-24.2678,0,187.6342,217.374,-61.42842,-16.7863825,-10.7965,-0.41589775,0.05217,0.511002,-1.861025,-2.055525,-1.4105,0.142012555,0.003398841025
1,6.75,402.72515,-0.423007,0.69982585,-0.239890425,-37.5111625,-7.672505,96.3764625,71.113915,-22.42875,-24.1509,0,186.9988,216.1832,-61.52628,-16.1695975,-10.39428,-0.3634609,0.045885,0.302054625,-1.986775,-2.116475,-1.46825,0.129945987,0.003463242825
1,7.25,402.741225,-0.68620565,0.6964495,-0.2333585,-42.498935,-6.935831,96.34485,71.44019,-22.606375,-24.36675,0,187.0574,216.1178,-61.29936,-16.593435,-10.82388,-0.34355655,0.0485125,0.5642585,-2.041225,-2.179725,-1.527575,0.11567194175,0.004330286775
1,7.75,402.4636,-2.59825625,0.6930549,-0.5940088,-49.5251725,-7.2669175,96.35712,71.535465,-22.6682,-24.3789,0,188.1314,216.3242,-54.01164,-12.355545,-8.981578,-0.374993,0.05385,0.4596912,-2.123525,-2.2125,-1.5575,0.1154698917,0.0049219458
1,8.25,401.564875,-0.7605694,0.69806705,-0.2857793,-31.2458,-7.7652835,96.38504,71.08777,-21.9376,-23.4623,0,189.2514,219.3752,-27.49894,-3.30020675,-6.643516,-0.3485412,0.04329,0.3654196,-2.184475,-2.239525,-1.58375,0.132785711675,0.004359975375
1,8.75,399.9903,-0.45653855,0.7156484,-0.63423675,-22.8932625,-5.1158785,96.43247,66.4426275,-21.0299,-22.4568,0,190.3546,225.4214,-3.493376,10.9795225,-5.329158,-0.33874255,0.05084,0.8557586,-2.20425,-2.300475,-1.649425,0.134297084025,0.0076602205
1,9.25,399.75275,-0.7193244,0.734689875,-0.530666,-53.672185,-4.982424,96.5102375,64.4159025,-20.134225,-21.584775,0,187.594375,232.645625,24.790925,22.288425,-3.8729025,-0.3225136,0.0414375,0.7470213,-2.20755,-2.303275,-1.73135,0.132586999,0.010667674225
1,9.75,399.7931,-4.32108,0.75037995,-0.8157791,-41.80463,-7.112994,96.4907225,62.00513,-19.26275,-20.714475,0,189.7505,241.12,32.2975375,47.8229,-2.70656625,-0.3385734,0.0355725,0.705820275,-2.226225,-2.283725,-1.7625,0.1407641721,0.0116347772
1,10.25,400.214375,-0.36180625,0.7775162,-0.8709554,-41.7475125,-1.78440025,96.4604525,61.068685,-18.74485,-20.098725,0,192.081875,249.528,46.61045,49.5504,0.4797275,-0.696198,0.06132,0.9953412,-2.1545,-2.265475,-1.763925,0.1243007602,0.0190955688
1,10.75,400.39225,-0.925326925,0.80196195,-0.7665482,-41.320695,0.710566175,96.4454175,61.966095,-18.1676,-19.37845,0,200.761,257.079375,51.7006875,76.273375,2.1817775,-0.49551125,0.0740775,1.1112015,-2.07225,-2.244225,-1.792425,0.14551023,0.01980241295
1,11.25,398.578875,-0.6744299,0.8353048,-0.937121125,-30.494375,1.1123575,96.40215,62.602815,-17.8382,-18.91915,0,203.840375,262.92,40.7236125,110.74025,5.43296875,-0.399476925,0.07572,1.239553,-1.986775,-2.19425,-1.803175,0.199289326875,0.0212873094
1,11.75,400.28225,-1.15411625,0.8635801,-0.650704725,-34.91004,0.8697355,96.3779075,56.92918,-17.67075,-18.48165,0.0057872325,206.466125,264.8295,49.8228875,117.7635,4.2794475,-0.370255,0.06507,1.374007,-1.835225,-2.0005,-1.743325,0.185893860575,0.0294811602
