DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,2.3101521866,28.38996088025,21.601345,0.5292,-1.346375,-0.818,90.15,0.426141656975,92.8,0.832625,5.79784999999999,0.957869,1.093174,-0.74,8.319,-0.6366,-0.3793,0.3049,-0.674000000000001,-0.2341,-0.541400000000001,430.89
1,0.75,1.60451559,29.9712974999999,16.6862825,0.470199999999999,-1.5564,-0.85835,89.7,0.369747625,92.8,0.686825,5.6057,0.494162699999999,0.488686925,-0.79205,8.31275,-0.63665,-0.37685,0.3038,-0.6544,-0.2342,-0.5368,446.69
1,1.25,2.0493463354,33.7532,30.79487,0.391299999999999,-1.48715,-0.866,90.03,0.443523417625,92.8,0.7141,7.428375,0.483375699999999,0.52278715,-0.81955,8.369,-0.63715,-0.3751875,0.3036,-0.686799999999999,-0.2326,-0.5312,440.175
1,1.75,2.70740564239999,35.0133456237499,20.192849511,0.430875,-1.26755,-0.918175,89.765,0.42803546245,92.8525,0.734699999999999,6.51809999999999,0.5045099,0.48420675,-0.848950000000001,8.6855,-0.637975,-0.37535,0.30295,-0.689225000000001,-0.237975,-0.52695,430.25
1,2.25,2.26759249645,36.523,18.0766928105001,0.471000000000002,-1.30555,-0.9422,89.4825,0.4904301255,92.8525,0.94395,7.30957500000002,0.4507239,0.47631075,-0.91185,8.70149999999999,-0.64205,-0.3755125,0.3002,-0.697400000000001,-0.240275,-0.527125,429.965
1,2.75,2.715598134925,28.9656,28.306745,0.271775,-0.956550000000004,-0.947,89.1,0.4720570431,92.8525,0.69125,5.17859999999998,0.431136399999998,0.498019275,-0.9132,8.343,-0.674375000000001,-0.39015,0.302425,-0.693500000000002,-0.25205,-0.526650000000001,433.53
1,3.25,2.49503499999999,24.852075,24.38405,0.502074999999999,-1.134925,-0.9183,90.455,0.4652549876,92.8525,0.6754,5.10075,0.404356,0.505180399999999,-0.907,8.429,-0.675375000000001,-0.4037875,0.302775,-0.689725000000002,-0.253675,-0.528475,439.22
1,3.75,1.7175329065,23.06053,22.9042,0.523249999999998,-1.0202,-0.8843,89.895,0.4903246206,92.9,0.820999999999999,7.41967499999999,0.5344592,0.49622775,-0.85395,8.148,-0.675712500000001,-0.4111125,0.3033,-0.686600000000002,-0.2585,-0.53295,433.86
1,4.25,2.247,22.907555,47.181625,0.419,-0.909550000000001,-0.897325,89.9825,0.5020433,92.8525,0.881049999999997,5.03200000000001,0.50708355,0.474003775,-0.8371,8.2585,-0.693875,-0.4192125,0.303425,-0.722550000000001,-0.263975,-0.536425,430.28
1,4.75,2.148606843825,23.198145,28.0376049999998,0.602874999999999,-0.844975,-0.90845,90.565,0.4230488,92.9,0.753849999999999,8.53725,0.44501425,0.501795475,-0.89755,8.1525,-0.691025,-0.4202125,0.30365,-0.8102,-0.268925,-0.546975,435.825
1,5.25,1.98583492775,23.5063999999999,22.3537775,0.453275,-0.532750000000003,-0.9216,90.5475,0.420003453025,92.9,0.748099999999999,5.98367499999999,0.448698699999999,0.463062,-0.8994,8.1995,-0.6751625,-0.4205375,0.302775,-0.835675,-0.272225,-0.561525,445.46
1,5.75,2.6170535723,27.851455,19.265375,0.311849999999999,-0.960900000000001,-0.91775,90.6825,0.446394,92.9,0.723299999999999,5.51869999999995,0.4108923,0.478085,-0.89885,8.31949999999999,-0.67465,-0.42085,0.3033,-0.8362,-0.277,-0.5635,438.985
1,6.25,2.10247562,28.20365,39.782375,0.417275,-0.863850000000005,-0.93545,91.2075,0.439047,92.9,0.7844,6.832875,0.519209,0.5458513,-0.91285,9.00124999999999,-0.6739625,-0.4206875,0.3043,-0.838025,-0.27705,-0.57305,438.635
1,6.75,2.2007317565,22.39918,25.643185,0.4062,-0.929250000000001,-0.86995,90.78,0.4213485,92.9,0.69525,9.43400000000002,0.46051725,0.4861695,-0.826150000000001,8.65925,-0.67175,-0.42155,0.30395,-0.838375,-0.2774,-0.578975,440.505
1,7.25,1.87300025,27.7435,40.3188099999999,0.395025,-1.229125,-0.885775000000002,90.4,0.4925880164,92.9,0.897499999999999,6.7075,0.46552325,0.505212225,-0.8195,8.38,-0.669875000000001,-0.42165,0.3037,-0.8221,-0.27635,-0.578550000000001,433.675
1,7.75,3.17127,25.1381825,30.2599125,0.4349,-0.947600000000001,-0.8829,90.8449999999999,0.473194781,92.9,0.78425,7.13444999999999,0.544646499999999,0.4916539,-0.795000000000003,8.73,-0.6671875,-0.419125,0.299375,-0.83425,-0.276,-0.57375,432.82
1,8.25,2.9949137675,26.816555263,40.21259,0.446949999999998,-1.39085,-0.8777,90.985,0.44501047535,92.9,0.7955,7.04429999999999,0.492455500000001,0.482345,-0.8313,8.8,-0.665125,-0.4054,0.299299999999999,-0.838400000000001,-0.27505,-0.5722,435.04
1,8.75,2.1106861665,29.15414772025,46.4415949999999,0.393625,-1.3195,-0.882,90.5,0.4075922549,92.8575,0.8795,5.51894999999998,0.421799574999999,0.5146334,-0.818625,8.5,-0.663425,-0.4038,0.29965,-0.838150000000001,-0.2739,-0.5662,432.78
1,9.25,2.56651805804999,34.869,36.342715,0.361375,-1.30275,-0.907450000000001,90.285,0.459860275,92.8575,0.65075,6.0129,0.673297625,0.6769819,-0.83,8.47,-0.66375,-0.4023,0.299599999999999,-0.86765,-0.27375,-0.56645,429.21
1,9.75,2.12825154044999,21.79681162875,37.99605254375,1.0707,-1.473025,-0.91745,91.0825,0.419715875,92.855,1.86789999999999,6.70959999999999,4.1890085,2.80275475,-0.894500000000001,8.32,-0.66525,-0.400725,0.3008,-0.8553,-0.2726,-0.56445,429.6575
1,10.25,2.04214,21.761085764,46.7505875,4.25535,-1.33935,-0.91,90.03,0.4571487064,92.8,4.34624999999999,7.515325,11.86152,9.033225,-0.86905,8.4875,-0.66715,-0.3995,0.30255,-0.850700000000001,-0.27215,-0.5619,432.805
1,10.75,3.2265772765,21.24124,40.6703089989998,10.7375,-1.4823,-0.87605,90.1825,0.435299084025,92.8525,8.571,7.36199999999998,24.532965,19.1468775,-0.912650000000001,8.5915,-0.669975,-0.397925,0.30265,-0.850325000000001,-0.27035,-0.5594,441.53
1,11.25,2.432241680025,25.7711123,53.2998299999999,20.16875,-1.705225,-0.89055,89.8775,0.50671615855,92.905,15.9815,4.6672,39.7288849999999,31.87229,-0.890975000000002,8.308,-0.6729,-0.3987125,0.304475,-0.839875,-0.2677,-0.557575,458.6525
1,11.75,1.6480622465,25.63856018225,20.7463125,37.522,-1.574175,-0.92095,89.6,0.3866565641,92.915,28.3225,5.9969,58.6336425,53.0107,-0.8761,9.00199999999999,-0.676812500000001,-0.39935,0.304,-0.844875000000001,-0.26505,-0.558875,447.6375
1,12.25,1.6548275212,21.04052,44.86844,53.162,-1.667075,-0.9365,90.0775,0.422659,92.915,39.2055,7.354,72.74859,70.979205,-0.898800000000001,8.9355,-0.683149999999999,-0.40145,0.30555,-0.841550000000003,-0.2629,-0.5623,434.05
1,12.75,3.3741232036,27.79908,45.3056850867501,58.93,-1.882075,-0.912800000000001,89.2875,0.380043,92.91,55.364,3.318375,75.76237,83.6871,-0.844899999999999,8.85325,-0.685250000000001,-0.4037375,0.3044,-0.844599999999999,-0.2642,-0.5622,464.5
1,13.25,2.2749705085,29.03764,43.72304,59.85,-1.675125,-0.9216,89.155,0.4348175,92.9,57.91,5.59,81.7588,85.63825,-0.818849999999999,8.669,-0.693100000000002,-0.4058375,0.30355,-0.844525000000002,-0.264225,-0.562275,467.285
1,13.75,1.6965567828,31.7158899999999,35.89476,57.536,-1.394325,-0.9206,89.775,0.388796725,92.945,58.308,4.106375,73.526785,82.0508725,-0.829575,8.783,-0.696587500000002,-0.4052875,0.30355,-0.839925000000001,-0.263125,-0.560375,440.65
1,14.25,1.9865947481,27.11584,27.9659303919999,44.65,-1.3438,-0.903400000000001,88.8,0.399318075,92.9425,43.338,7.159,61.87846,69.5255,-0.849075,8.575,-0.699850000000002,-0.40465,0.303325,-0.837675000000001,-0.268675,-0.56115,443.895
