DOY2,HR2,CO2,FC,H2O,SC,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,CO2_SIGMA,H2O_SIGMA
1,0.25,431.255,0.7118,3.48304,0.0228,-7.48306,1.67155,98.10965,87.7393,-3.787,-5.16,0.3675795,278.218,290.4035,-15.3919,-8.02419,-7.458785,-0.07955,0.265095,2.571855,0.1285,0.073,-0.1,0.647572932,0.031598183
1,0.75,431.239,0.5954165,3.484065,0.01715,-7.02529,2.36107,98.07755,88.32645,-4.148,-5.339,0.34728,279.5605,290.2235,-13.24125,-8.34054,-7.354825,-0.1038095,0.2884815,2.60385,0.115,0.045,-0.1,0.700075952,0.03257257
1,1.25,430.9465,0.6933035,3.51507,0.0003715,-8.64283,1.62727,98.0601,87.8537,-4.343,-5.596,0.328974,277.643,290.175,-13.5347,-8.076125,-7.47126,-0.0975,0.277562,2.59669,0.1,0.0415,-0.1,0.718663292,0.033401312
1,1.75,430.299,0.6462015,3.62272,0.0143,-6.26705,1.87154,98.05095,87.91305,-4.4515,-5.207,0.345209975,278.488,291.2095,-13.46265,-7.82286,-7.60509,-0.0788,0.250343,2.571125,0.1,0.043,-0.1,0.635991434,0.029209368
1,2.25,431.342,0.606993,3.566385,0.00305,-8.04398,2.4502,98.07325,88.18955,-4.614,-5.2265,0.343863475,275.932,290.715,-15.09455,-7.872335,-7.63286,-0.0989,0.276938,2.513895,0.1,0.0385,-0.1,0.617485024,0.03010077
1,2.75,430.792,0.718673,3.564995,0.0244,-9.63594,3.38208,98.1163,87.7237,-4.5225,-5.2705,0.352202,273.6375,291.031,-13.61075,-8.101015,-7.546255,-0.1039395,0.2836355,2.61995,0.1,0.045,-0.1,0.60717468,0.03148194
1,3.25,431.515,0.569584,3.556945,0.0214,-11.01835,2.34516,98.12965,88.5562,-4.7925,-5.2945,0.3257755,266.856,290.4035,-16.8388,-8.035355,-7.63723,-0.0946,0.2676185,2.569645,0.1,0.035,-0.1,0.5979731155,0.0267993805
1,3.75,431.748,0.6843865,3.62533,0.006965,-9.81545,1.77236,98.0961,88.14695,-5.357,-5.266,0.3241195,266.8115,289.578,-12.71,-8.03616,-7.51637,-0.0966,0.276556,2.538,0.1,0.03,-0.1,0.7450872215,0.0328785795
1,4.25,432.6895,0.5768875,3.632765,0.016,-9.11616,1.69487,98.08515,87.9838,-5.482,-5.2765,0.30864412,270.783,289.197,-12.21525,-8.027485,-7.215765,-0.0799,0.252363,2.629395,0.1,0.0315,-0.1,0.703472067,0.03327531
1,4.75,433.764,0.516021,3.61631,0.02365,-8.385165,1.934075,98.0675,88.12275,-5.113,-5.5815,0.288441995,273.9785,289.0875,-12.03295,-8.37446,-7.30618,-0.0774,0.2467935,2.518655,0.1,0.0235,-0.1,0.747917327,0.028374589
1,5.25,435.944,0.702169,3.59058,0.0255,-12.17665,1.44589,98.06105,88.23905,-4.72,-5.6615,0.295288345,277.8935,289.629,-12.0109,-8.26087,-7.45985,-0.112572,0.292718,2.676995,0.1015,0.018,-0.1,0.6335851745,0.029302099
1,5.75,432.4505,0.6183365,3.449735,0.00788,-9.60165,2.380855,98.0856,87.9569,-4.705,-5.7925,0.30958388,273.609,289.101,-13.3993,-8.53934,-7.518125,-0.100721,0.28231,2.482715,0.1,0.0215,-0.1,0.806603446,0.030990906
1,6.25,431.6575,0.658001,3.396355,0.02185,-14.7608,1.59787,98.10745,88.0179,-4.5395,-5.8975,0.3166185,275,287.475,-19.3963,-8.56094,-7.29557,-0.097,0.2933155,2.498005,0.1,0.053,-0.1,0.7191921445,0.031497205
1,6.75,433.267,0.5515175,3.387575,0.0163,-8.307765,2.099175,98.10525,87.75995,-5.2815,-5.886,0.306993035,272.465,286.449,-18.3612,-8.78191,-7.20522,-0.10494,0.3047145,2.448845,0.1,0.013,-0.1,0.735732138,0.029830371
1,7.25,431.745,0.543181,3.436195,0.0228,-9.946965,1.7874,98.1054,88.59185,-5.337,-5.889,0.29246677,271.012,286.664,-13.9734,-7.8784,-7.3197,-0.0911,0.264246,2.277335,0.1,0.01,-0.1,0.701879998,0.027528411
1,7.75,432.28,0.560101,3.509645,0.0171,-9.06584,2.46461,98.1347,88.51835,-5.38,-5.724,0.2916515,277.292,287.539,-8.6586,0.87107,-4.00876,-0.094,0.291503,2.22014,0.1,0.017,-0.1,0.620165234,0.02963577
1,8.25,431.9555,0.487999,3.54692,0.0342,-1.438395,3.69695,98.167,87.5,-5.505,-5.788,0.307942,277.08,287.739,5.2163,29.3268,9.38229,-0.108561,0.297423,2.21455,0.1,0.007,-0.1,0.667731514,0.032870724
1,8.75,431.383,0.5961625,3.47041,0.0144,12.0169,5.32841,98.21365,86.48295,-5.56,-6.0115,0.358738,276.382,290.104,21.5599,75.9852,33.4162,-0.13694,0.3360035,2.350015,0.1,0.01,-0.1,0.6391413445,0.043286828
1,9.25,432.054,0.599785,3.51629,0.00872,26.1099,9.20236,98.241,86.2265,-5.28,-4.968,0.415441,270.979,295.162,53.913,119.497,47.4205,-0.1836815,0.379735,2.37052,0.1,0.017,-0.1,0.721866876,0.046926709
1,9.75,434.112,0.09998,3.628665,-0.0153,31.26775,10.042415,98.24325,85.05195,-4.7545,-4.7475,0.4812105,276.467,296.882,74.1336,179.133,69.3734,-0.215851,0.4104005,2.809115,0.1,0.007,-0.1,0.847439643,0.055169424
1,10.25,431.532,0.048286,3.70803,0.00012,38.3342,13.1721,98.2665,85.4815,-4.347,-4.267,0.544234,276.708,300.069,100.744,227.316,91.2445,-0.1927935,0.387415,3.13032,0.1,0.02,-0.1,0.8649329615,0.051287573
1,10.75,431.151,-0.06576935,3.709185,-0.00955,55.1284,15.5689,98.29635,83.09405,-4.09,-4.038,0.650554115,277.996,301.992,120.558,280.252,102.17,-0.1911665,0.391193,3.011365,0.1,0.037,-0.1,0.917693855,0.0596175415
