DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,NETRAD,RH,SW_IN,SW_OUT,T_CANOPY,G,TS_1_4_1,VPD,WS,LW_IN,LW_OUT,PPFD_IN,PA
1,0.25,0.296134,0.162861,0.170280375,0.02755175,-0.976594,0.217440375,3.30737925,0.09541375,416.361324,4.0543995,-2.844335,0.08028218,0.064703555,0.209267325,-5.424811,90.106665,0,0.79828495,-4.227608,-2.916983,0.435016725,0.7144950075,2.5222365,285.48195,296.821175,0,99.30238825
1,0.75,0.300648,0.141049,0.13420875,0.038023125,-0.08456475,0.28522975,3.15769025,0.069295125,416.28524325,3.81999725,-2.7713535,0.07397594,0.054328295,0.193028275,-5.66893,90.48131,0,0.8178508,-4.168082,-2.925852,0.41741065,0.687922981,2.4999415,285.82275,297.524125,2.61e-05,99.29945
1,1.25,0.280596,0.178343,0.14136625,0.026797,-1.01073225,0.164382625,2.722895375,0.075082,415.79266225,3.8885235,-2.83510825,0.08782607,0.0609387875,0.194111125,-5.327433,91.326705,0,0.74927895,-4.3461885,-2.907199,0.4105125,0.669293094,2.5296395,284.3795,295.502125,0.0002239945,99.260514
1,1.75,0.273978,0.15182075,0.1507205,0.038578,-0.494512,0.238676,3.0089895,0.066993,416.264349,3.75457175,-2.8493265,0.08877432,0.044225045,0.192307775,-5.147941,91.64221,0,0.81417815,-4.716232291,-2.935121,0.41304795,0.6591092605,2.37255225,285.6367,294.968075,0,99.264927125
1,2.25,0.278570625,0.176022,0.173061,0.0339735,-0.89752025,0.22184775,3.080073625,0.098007625,417.652540875,3.64403025,-2.99665275,0.099255,0.04748502,0.18886695,-4.8142315,91.76556,0,0.59088225,-4.7597298805,-2.9302225,0.42472485,0.6777570515,2.424947,287.25625,296.04045,0,99.296529875
1,2.75,0.284524,0.16898225,0.15538125,0.031947875,-0.681967,0.2642965,3.31193625,0.083338,416.922088375,3.9120205,-3.1290365,0.103585,0.044004065,0.17858055,-4.99266725,91.53676,0,0.53515525,-4.7922570135,-2.935279,0.4104569,0.661815304,2.36414025,287.35175,295.56655,5.33995e-05,99.32091
1,3.25,0.29404075,0.18416,0.168102,0.0382385,-0.950523,0.223961,2.80052,0.11909875,417.09158475,3.8302445,-3.0751895,0.1040723,0.0348430025,0.183762875,-4.842785,90.81099,0,0.51053845,-4.666863,-2.963018,0.4173977,0.6528726425,2.3559495,287.11775,296.352975,9.65e-06,99.29288
1,3.75,0.283683375,0.2237205,0.173264125,0.045585,-1.3613885,0.197143,2.890939,0.0949815,416.645503875,3.672339,-3.1292225,0.1003585,0.046626405,0.192871675,-4.83586675,90.910895,0,0.55079585,-4.499692,-3.0424685,0.4211986,0.6433318815,2.271663,288.0378,296.89705,0,99.2927575
1,4.25,0.2771215,0.16980875,0.132886,0.0459795,-0.604987125,0.141169,3.014208,0.0784815,416.52286475,3.762968125,-2.9930785,0.1022757,0.0479871125,0.1913535,-4.9632945,91.004795,0,0.46235415,-4.751471,-3.111586,0.420576025,0.6317952615,2.39865825,288.46885,297.060025,0,99.25671
1,4.75,0.284287,0.12535025,0.135881,0.040839,-0.128339,0.2159225,2.9707205,0.0856795,417.290039,3.943522,-3.0131635,0.08259138,0.036458945,0.19676,-4.97759225,91.18294,0,0.3989556,-4.7850265,-3.1527925,0.41972445,0.6248099625,2.3652495,285.7806,295.98315,0,99.23325
1,5.25,0.2950895,0.14464675,0.1177755,0.0455435,-0.05494525,0.23843225,3.05191775,0.123888375,417.53369375,3.922459,-2.947795,0.08359992,0.0285915275,0.193111475,-4.65524925,91.48412,0,0.485479425,-4.671821,-3.413752313,0.4186014,0.61454612175,2.31763675,285.15285,296.034825,0,99.24665
1,5.75,0.298546,0.12306525,0.11145,0.0455835,0.081971,0.206283,2.99682625,0.087122,417.74131225,3.851063,-2.953852,0.09145308,0.02813117,0.18936885,-4.2888305,91.1560475,0,0.541477075,-4.914059,-3.422338,0.4166468,0.605638929,2.19526975,287.437,296.5098,0,99.2681
1,6.25,0.290094,0.187702875,0.1571345,0.061311375,-0.516482,0.191243,2.92125825,0.065037,417.8158835,3.697857,-2.985972,0.08199089,0.02983332,0.19173885,-3.780519,91.0433325,0,0.446225025,-4.5424805,-3.401329,0.418999125,0.6054569515,2.204612,288.30175,296.372075,0,99.32446
