DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_4_1_1,TS_4_2_1
1,0.25,-114.3000275,-49.6511225,-5.5487,-89.024005,-0.2559725,0.0673725,376.9475525,2.3258975,-1.2428,86.51803,-1.84015,12.565625,0.381145,-2.8235,0,212.6556275,290.9733275,-0.18414,-3.541175,0.157885,1.75265,2.899875,3.8767475,5.8696925,8.05186,0.843185,2.4381,7.918,8.79125,6.673125,9.17625
1,0.75,-114.2975575,-50.01318,-5.2137,-87.51,-0.2719,0.068775,376.76294,2.165045,-1.243045,86.512,-1.8704,11.95178,0.480045,-2.660965,0,212.183635,289.5325,-0.19368,-3.8211275,0.0482900000000001,1.68045,2.86315,3.9127,5.8515675,8.0519375,0.81186,2.3782,7.915875,8.7975,6.676,9.1725
1,1.25,-114.578795,-49.04168,-4.99315,-83.90558,-0.25136,0.06808,376.75525,2.20875,-1.4900025,86.50099,-1.971,12.10832,0.4850975,-2.775655,0,211.230115,287.825,-0.18762,-3.8278425,-0.014635,1.6175,2.8349,3.9135,5.84139,8.0481875,0.62168,2.3379,7.915125,8.79375,6.675,9.16625
1,1.75,-115.8236375,-53.40992,-6.409445,-84.6197175,-0.29032,0.06577375,376.7523775,1.96656,-1.4434,86.5677,-2.157,11.72828,0.4212375,-2.743475,0,211.31892,288.0812925,-0.18504,-3.776395,-0.13711,1.624175,2.84115,3.9249,5.8234425,8.0481875,0.452935,2.297425,7.91725,8.79375,6.679375,9.16625
1,2.25,-113.5093225,-50.7598,-6.18733,-87.5003625,-0.23535,0.063155,376.68376,1.9983075,-1.31855,86.5448,-1.854,11.8963,0.39897,-2.679725,0,211.3010875,289.4043875,-0.19128,-3.67122,-0.137585,1.529825,2.80985,3.947875,5.8234425,8.0481875,0.412965,2.252275,7.918375,8.8,6.68175,9.16625
1,2.75,-113.2163725,-55.15042,-6.400725,-81.621325,-0.30936,0.067345,376.73085,2.1521,-1.489695,86.5587975,-1.9328,11.84226,0.382935,-2.75935,0,211.90505,289.058555,-0.19044,-3.3938425,-0.37197,1.4838,2.77585,3.969,5.803885,8.0481875,0.50606,2.24255,7.9215,8.79625,6.679875,9.15625
1,3.25,-113.19136,-52.05012,-5.730365,-84.65136,-0.241935,0.06758425,376.790935,2.048165,-1.6227875,86.5625725,-2.0956,11.85694,0.365955,-2.663195,0,212.1035875,289.32704,-0.17892,-3.5513275,-0.38887,1.49495,2.74465,3.9908,5.802585,8.0481875,0.416065,2.2091,7.9215,8.79625,6.687875,9.15625
1,3.75,-112.5945,-52.46426,-5.76492,-82.82627,-0.2876,0.072965,376.27023,2.02338,-1.754915,86.5746,-2.2214,11.29746,0.41276,-2.642675,0,212.4880625,289.97036,-0.18114,-3.667765,-0.604425,1.504,2.7478,4.0385,5.795635,8.0444375,0.228315,2.1817,7.921375,8.8025,6.70075,9.1525
1,4.25,-112.02964,-48.04608,-5.8661425,-90.44934,-0.2873,0.0685855,377.04698,1.880675,-1.520355,86.5546,-2.1292,11.58334,0.4134,-2.75174,0,211.5317875,289.0390125,-0.17922,-3.628525,-0.872,0.72285,2.4793,4.0268,5.817565,8.0444375,0.017475,1.41345,7.92125,8.8025,6.712,9.1525
1,4.75,-112.393325,-49.20022,-6.36448,-87.87534,-0.35905,0.077866,376.9654375,1.8006825,-1.37227,86.5303,-2.0544,11.77632,0.48615,-2.79656,0,210.7894825,286.25122,-0.1794,-3.1438925,-0.92125,1.01135,2.5148,4.0391,5.818065,8.0444375,0.00547500000000002,1.4444,7.924,8.80875,6.72375,9.1425
