DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.780433602972948,14.2768458789488,0.949908221350713,2.58675303626182,6.75902495364287,1.71883552485156,434.155232823359,7.32961245413633,450.385756866972,7.43311375531845,422.280072437507,6.5991464402973,455.393713983093,7.44323916651028,422.587559999902,6.73736846611224,454.634627456186,7.40736651045317,422.543969074018,6.70167617597542,453.911134815192,7.40153375814629,422.679184136606,439.802837525587,7.13023187300093,423.870745528668,4.82113562214698,3.63914615103758,-0.62247846688663,0.650868836209806,3.03125,2.42925,1.878,-0.775640000000001,-0.7062,-0.8276625,-0.993052500000001,-1.097195,-1.67664,79.386441,94.674,1.870505,-0.369000000000004,-0.524000000000002,-0.230000000000002,0.177999999999999,1.1,-0.0730000000000011,2.58,-0.382,0.684,307.92,308.22,320.84,310.92,0.28,-0.19,0.2,0.21,0.148,0.128,0.13,0.49,0.2,-0.841075,-0.7056,-0.66895,-0.26215,0.27395,0.6655,0.8891,-0.1389,-0.057,0.00289999999999999,0.696175,-1.8488,-1.68145,-1.46575,-0.85845,-0.60015,0.1159,0.49,-0.98515,-0.861475,-0.783175,-0.46375,-0.44725,0.4295,0.723425,1.133575,-1.9036,-1.8414,-1.7614,-1.5496,-1.4126,-1.033725,-0.12055,-0.536625,-0.00722500000000023,6.97199999999996
1,0.75,1.65068496621587,8.90911016230639,1.02863663757118,2.13161269010438,8.14665263562515,1.88860077014402,434.121957385009,7.37044452076376,447.397906861574,7.44490066901746,422.859933568281,6.54603527142603,442.369798721982,7.49397504795657,422.619052776055,6.72288867615139,444.725258103036,7.46864930991,422.799665211197,6.41989086919862,446.970260246136,7.4363717011169,423.093236851776,440.509157220129,7.13789432101483,424.725899276655,6.18728215275176,4.20790543894736,-0.832517624150775,0.733062171733099,3.435,2.87125,2.154,-1.031935,-0.8966,-1.05184,-1.27374,-1.264975,-1.7458,79.38596125,93.2895,1.77635,-0.462000000000003,-0.588000000000001,-0.250000000000001,0.185999999999999,1.88,-0.263,3.44,-0.38,0.706,303.26,308.48,320.82,310.34,0.29,-0.19,0.2,0.2,0.15,0.13,0.13,0.488,0.2,-0.841,-0.7031,-0.66675,-0.262,0.2667,0.666375,0.8889,-0.13945,-0.055125,0.002925,0.6945,-1.8424,-1.6784,-1.4638,-0.857275,-0.5986,0.117,0.489075,-0.9853,-0.8599,-0.7816,-0.46315,-0.44825,0.428525,0.723,1.13355,-1.9064,-1.8414,-1.7592,-1.54625,-1.4062,-1.032725,-0.187475,-0.474,-0.0755,3.34699999999999
1,1.25,0.659038149877643,7.10151486020937,0.97498458491449,-2.8214525103603,7.37007016898046,1.78039540246814,435.356764210597,7.47662224583144,444.171968109895,7.56065785067725,422.681425149286,6.0709796559307,444.323752340177,7.57283401444271,422.72396490184,6.42562290792066,445.57742410398,7.57259301240344,423.192551149793,6.52125764999283,445.79316627477,7.49557144559813,423.235099706195,441.040803510705,7.17415314840166,424.465232046387,5.63757534611733,4.07940767417081,-0.868403522317794,0.665249265035527,3.293,2.73,2.169,-1.073955,-1.022,-1.18588,-1.327215,-1.381595,-1.78314,79.3840325,92.9265,1.699685,-0.5,-0.593749999999999,-0.242999999999999,0.162,1.7475,-0.32,2.7475,-0.39,0.649,304.1325,308.6725,320.665,310.265,0.28825,-0.19,0.2,0.21,0.15,0.12,0.13,0.48825,0.2,-0.8435,-0.70365,-0.66625,-0.261175,0.26735,0.66585,0.888825,-0.137625,-0.00175,0.003,0.695,-1.8424,-1.6757,-1.465825,-0.85655,-0.599,0.116075,0.48825,-0.9853,-0.85805,-0.77885,-0.4603,-0.44835,0.427525,0.722,1.1331,-1.909175,-1.8393,-1.75445,-1.5447,-1.4064,-1.03005,-0.156,-0.4542,-0.05505,5.9075
1,1.75,1.12164530135611,6.88101665341967,0.92271544213345,-1.48424437632876,7.87334624801501,1.74108997992991,436.185725728269,7.48017249476166,443.462254196042,7.48348054912657,423.245903908386,6.6234161003829,443.718347492421,7.49119226589539,422.907215200943,6.62234278998989,444.320394792465,7.39834978155955,422.887283990299,6.7774919551478,444.956566065565,7.47593216688963,423.316563621696,441.691128791448,7.14773873332071,425.5217527151,6.21054794493704,3.93984459766043,-1.02733683430207,0.704754493637673,3.165,2.58,2.02125,-1.1651,-1.0491,-1.37883,-1.569265,-1.375365,-1.7300625,79.38095875,93.69525,1.7511875,-0.4,-0.44875,-0.160249999999999,0.13725,2.065,-0.236000000000001,3.4125,-0.38,0.652,305.9475,308.2825,320.4825,309.8475,0.28,-0.19,0.2,0.21,0.15,0.13,0.13,0.48825,0.20825,-0.866000000000001,-0.7026,-0.6637,-0.261,0.268,0.6665,0.8879,-0.14115,-0.00210000000000031,-0.000850000000000051,0.69575,-1.845125,-1.6724,-1.4648,-0.8538,-0.598425,0.11675,0.48765,-0.9844,-0.8565,-0.77615,-0.4593,-0.44935,0.42595,0.721,1.134,-1.912,-1.83765,-1.74965,-1.54125,-1.4022,-1.02805,-0.19285,-0.431,-0.09145,3.954
1,2.25,2.43003694327861,18.8543121929398,0.876965105437241,3.08772435981062,7.94572978963251,1.64562974037877,434.718894843689,7.3853485107645,444.128842571305,7.30479335279034,422.299797527347,6.51521078648391,442.959590725352,7.32951657288133,422.321771960776,6.43498265436169,444.984222460927,7.34756988165042,422.531391836822,6.6785609066139,444.519304264336,7.36207702062197,422.803171714078,443.006570370331,7.08829993201956,424.472911825794,6.18050395540599,4.04384011868667,-1.25265308099357,0.556670483243711,3.26,2.6225,1.909,-1.3768175,-1.3437,-1.5289725,-1.50591,-1.429195,-1.7613175,79.399981,93.6015,1.57223,-0.313750000000002,-0.436999999999999,-0.171499999999998,0.11775,1.2825,-0.1415,2.7475,-0.36175,0.68475,305.51,308.0075,320.4125,311.185,0.28825,-0.19,0.2,0.21,0.15,0.13,0.13,0.48,0.21,-0.8678,-0.70545,-0.605725,-0.260175,0.2673,0.665,0.8876,-0.141625,0.00159999999999954,-0.001,0.696425,-1.85635,-1.669825,-1.4672,-0.8518,-0.5964,0.115375,0.486425,-0.98505,-0.85495,-0.77575,-0.4596,-0.45215,0.4249,0.72,1.132525,-1.914,-1.8402,-1.751575,-1.54405,-1.402575,-1.028725,-0.191,-0.46,-0.0712000000000001,6.0535
1,2.75,0.817807823218705,13.9658808206917,0.783424366420546,6.46985731433806,5.25461580012637,1.53014485830285,435.242273223912,7.40159352308103,443.068831474327,7.29761358795219,423.279504294427,6.51081586761372,441.235726489989,7.31959778519275,423.015182278065,6.65596359472499,441.298261091089,7.33609034232771,423.5223602424,6.62432243405795,442.902615427484,7.35004600756035,423.0448675987,439.1551619512,7.10628067318999,424.889538988524,4.23661871064027,3.46575897003031,-0.999302886049464,0.804156255948314,2.754,2.1715,1.7365,-1.179445,-1.1092,-1.1884225,-1.1946675,-1.212935,-1.747595,79.4335765,94.028,1.605435,-0.356250000000005,-0.509749999999998,-0.224749999999998,0.1025,1.9775,0.00324999999999974,2.9825,-0.3635,0.5395,304.975,307.915,320.1725,311.6025,0.28825,-0.19,0.2,0.21,0.15,0.12,0.13,0.48,0.20825,-0.862875,-0.750125,-0.60375,-0.26,0.2673,0.6645,0.886825,-0.142275,0.00309999999999985,-0.002,0.69465,-1.864825,-1.6668,-1.4668,-0.851975,-0.5958,0.1156,0.48565,-0.98515,-0.8534,-0.7742,-0.45805,-0.451825,0.4239,0.719,1.13205,-1.916175,-1.840325,-1.74705,-1.5434,-1.3992,-1.0252,-0.2405,-0.555,-0.126575,4.0465
1,3.25,0.865966954130887,10.2169489426233,0.79628193169992,2.13220054234927,5.42620491624788,1.56846975720558,437.072626759243,7.46722174312596,438.712736118307,6.77377036218217,423.745620499508,6.57723148229417,437.068535928275,6.8287619568391,423.19557949791,6.67555078038768,438.230060943667,6.81583243463887,423.819924515028,6.31981964990504,436.380730033777,6.83468593012512,423.134536028094,438.319999140258,7.18086445364076,424.953220635764,6.09218025194019,3.55813896350238,-1.16752005405453,0.586721419470118,2.84,2.28,1.798,-1.368115,-1.2794,-1.6875575,-1.6530775,-1.467315,-1.81742,79.4419635,94.988,1.7122625,-0.42,-0.574000000000002,-0.292000000000003,0.0719999999999999,1.2,-0.2,2.5,-0.352,0.787999999999999,304.38,308.12,320.16,311.18,0.28,-0.18,0.21,0.21,0.15,0.12,0.13,0.48,0.21,-0.8474,-0.75235,-0.604375,-0.26105,0.27325,0.663,0.8852,-0.1432,0.00279999999999956,0.004,0.6936,-1.87375,-1.6652,-1.469575,-0.85115,-0.59735,0.11475,0.4844,-0.985625,-0.8526,-0.7743,-0.458325,-0.4546,0.423,0.718425,1.12915,-1.9146,-1.8418,-1.7526,-1.5444,-1.3994,-1.02405,-0.167625,-0.433825,-0.0841750000000001,9.91099999999994
1,3.75,1.23128178240716,5.4076355684909,0.896164119533687,11.1336871844716,8.87191246376738,1.67291732161671,438.630042536017,7.48597902271491,445.687228253139,7.46049359364433,423.806938805952,6.16198265588099,444.334701324202,7.47363585482084,423.778075632065,6.42726122485721,442.084789583633,7.49282231932233,424.639716820412,6.38671259778182,441.527772859838,7.4689291446111,423.863295761555,437.836840641405,7.22096164934802,424.090424810759,5.31843622294846,3.9267035229368,-1.42299686079908,0.591678979254795,3.12875,2.45,1.886,-1.65678,-1.516675,-1.64258,-1.5964725,-1.6541875,-1.867,79.42396575,94.0925,1.52626,-0.55,-0.654000000000001,-0.360000000000002,0.00799999999999983,1.82,-0.0714999999999999,2.9,-0.364,0.938,307.02,308.14,320.28,312.06,0.29,-0.19,0.2,0.21,0.15,0.13,0.138,0.488,0.208,-0.84635,-0.749875,-0.6016,-0.26005,0.2734,0.664,0.884975,-0.1436,0.00379999999999956,0.004,0.693875,-1.8815,-1.6631,-1.4688,-0.848975,-0.5957,0.115375,0.4836,-0.986775,-0.851025,-0.772725,-0.45595,-0.453775,0.42205,0.717425,1.12815,-1.910575,-1.8414,-1.748175,-1.544,-1.39605,-1.0222,-0.155,-0.51415,-0.0709250000000002,8.87500000000001
1,4.25,4.57413687102416,13.4464159754863,0.837944925822228,-1.09561140445999,6.69330967323052,1.50625225777851,439.394363882949,7.39131331504514,443.951932753627,7.31522314403105,423.346670174996,6.56196054145811,444.517887438023,7.39714290180841,423.921286407882,6.60278935503012,444.476889989456,7.38252329469937,423.341997493872,6.60083015770567,443.78025508874,7.39157477773108,424.819229790777,439.014288736232,7.20654741424604,426.000358678668,6.28079705549747,3.76370350056586,-1.24844995917387,0.751796869839901,2.9925,2.45,1.762,-1.46296,-1.3416,-1.4565675,-1.47906,-1.538345,-1.73006,79.43059425,93.516,1.462955,-0.48,-0.566000000000001,-0.260000000000001,-0.0120000000000003,1.94,0.0745000000000003,3,-0.372,0.644,306.62,308.5,319.92,311.96,0.288,-0.18125,0.2,0.208,0.15,0.128,0.13,0.48,0.208,-0.84505,-0.7098,-0.66385,-0.260875,0.2731,0.663575,0.8842,-0.144,0.00389999999999957,0.004,0.692875,-1.8907,-1.662,-1.47195,-0.8509,-0.59525,0.1152,0.482775,-0.9875,-0.850875,-0.77115,-0.45495,-0.4554,0.42105,0.716425,1.127725,-1.9078,-1.8426,-1.7504,-1.5436,-1.3984,-1.0246,-0.1071,-0.450825,-0.0169250000000003,4.722
1,4.75,1.28942079433462,7.02724929295824,0.783695182251947,-1.35378052355886,10.8226093616491,1.42706274227918,439.033197157606,7.31836583515734,443.224998357661,7.23276712358187,423.149453881121,6.17084463219606,443.142179961547,7.22900508397414,422.758967657205,6.39630056429518,442.354175401202,7.36181329618746,422.911810300467,6.55865475468829,442.893489467234,7.3228360365738,423.588917436512,437.419794391453,7.14077960802184,424.61914542001,6.21904373041879,3.76610991918808,-1.32611400314456,0.732788084966748,2.914,1.96,1.716,-1.55059,-1.4274,-1.575675,-1.55059,-1.5777725,-1.8951,79.4202505,93.52,1.405535,-0.53,-0.588,-0.266000000000001,-0.0880000000000004,1.88,-0.00349999999999994,3.08,-0.332,0.894,306.14,307.94,319.56,311.44,0.28,-0.19,0.19,0.2,0.14,0.128,0.13,0.48,0.2,-0.8432,-0.7102,-0.6623,-0.2593,0.2728,0.662,0.8833,-0.1444,0.00375,0.004,0.692875,-1.89815,-1.66705,-1.47645,-0.85155,-0.59425,0.11565,0.4814,-0.988075,-0.850725,-0.77015,-0.4534,-0.4553,0.41995,0.71585,1.126725,-1.904,-1.8434,-1.7498,-1.5424,-1.3966,-1.0226,-0.16785,-0.424675,-0.0743,8.08025000000001
