DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,5.25,422.3955,3.955,424.039,4.55,2018.98075,421.738,4.06,422.252,4.528,1988.103,422.53375,4.141,424.7245,4.085,2016.929,424.308,4.31975,425.404,4.635,2018.0095,424.6235,3.86675,429.83175,4.3645,2024.54775,2.709,1.6265,0.09325,417.0855,4.13175,0.55325,-0.0535,0.92675,0.549,-1.385,0.16825,-28.177,-7.415,0.4035,2.44,1.91,0.865,0.485,0.664,0.385,1.233,0.786,0.40125,0.35675,99.68575,59.37,1.1245,2.26,2.0975,2.63,2.18,0.4,-3.815,1.4,-1.3,0.13,245.65,323.025,-88.2425,298.9,321.3,-0.39,-0.11,-0.41,-0.48,-0.22,-0.18,-0.32,-0.13,-0.15,2.12625,3.36075,5.51125,6.93575,9.07,10.439,11.3275,12.553,13.712,4.238,5.34875,6.82325,8.286,10.30575,10.29975,12.154,12.965,13.96875,7.88025,8.523,10.09025,10.984,11.748,12.93075,12.9135,12.96925,5.61175,6.32325,7.595,8.5465,10.3455,11.41725,12.03525,13.11275,14.081,5.8765,6.67325,8.0185,9.2295,10.90525,12.1035,13.10475,14.17725,14.7505,-37.868,-17.0945,-18.376
1,5.75,422.81775,4.12875,423.135,4.3925,2016.993,421.85425,4.15275,422.185,4.526,2009.12625,422.76625,4.046,425.1725,4.532,2025,424.59,4.4325,424.174,4.28525,2017.257,424.6765,3.92475,427.76675,4.77,2015.49375,2.82225,1.929,0.09075,417.368,4.1875,0.454,-0.11,0.82425,-0.54475,-2.0405,0.1565,-24.2555,-5.442,0.38375,2.455,1.89,0.845,0.47,0.434,0.221,0.8295,0.45125,0.43325,0.343,99.7085,60.4525,1.043,2.155,2.0375,2.58,2.03,0.4,-3.86,1.4,-1.28,0.15,245.45,322.425,-87.68,299.7,322.3,-0.39,-0.11,-0.41,-0.48,-0.21,-0.18,-0.32,-0.13,-0.15,2.0205,3.2765,5.42725,6.8795,9.06325,10.43475,11.32825,12.55,13.709,4.17,5.199,6.78025,8.261,10.3095,10.29325,12.148,12.967,13.954,7.87875,8.474,10.0555,11.003,11.747,12.92925,12.89425,12.98275,5.49575,6.244,7.54175,8.51,10.33875,11.41475,12.03325,13.1335,14.0785,5.73825,6.5725,7.98175,9.203,10.90375,12.10525,13.10525,14.176,14.74875,-38.3905,-17.32,-18.491
1,6.25,423.113,4.033,423.441,4.599,2023.5895,422.2835,4.2565,422.906,4.3965,1989.63425,423.25,4.095,423.31675,4.7175,2016.641,424.08725,4.4365,423.45425,4.696,2017.044,424.728,3.9935,431.037,4.6675,2022.42825,2.82,1.934,0.1015,417.2465,4.142,0.6015,-0.093,0.833,-0.15775,-2.325,0.1675,-30.933,-6.03775,0.4425,2.375,1.81,0.8,0.44,0.308,0.03,0.643,0.26,0.02075,0.212,99.702,61.55,0.963,1.825,1.6075,2.55,1.87,0.4,-3.815,1.5,-1.26,0.15,243.575,321.475,-86.8575,298.7,320.8,-0.34,-0.08,-0.36,-0.46,-0.2,-0.18,-0.31,-0.12,-0.15,2.01275,3.1615,5.36375,6.83175,9.05575,10.42425,11.327,12.5475,13.70425,4.10475,5.116,6.74275,8.253,10.31325,10.2865,12.14975,12.969,13.949,7.82,8.4395,10.0175,10.98325,11.784,12.92525,12.89425,12.97075,5.417,6.214,7.4885,8.47525,10.336,11.41125,12.031,13.15575,14.088,5.6865,6.47225,7.9405,9.17675,10.8985,12.10525,13.1055,14.17375,14.74725,-37.9875,-17.021,-18.56575
1,6.75,423.4045,3.9355,424.374,4.601,2010.891,422.43425,4.15875,424.0815,4.7255,2002.585,423.227,3.942,424.276,4.799,2025.8265,424.38225,4.2885,425.297,4.70475,2025.02,425.792,3.886,427.918,3.811,2010.56275,2.769,1.57,0.105,417.45,4.198,0.451,-0.05375,0.796,0.7225,-1.276,0.133,-27.99975,-7.45775,0.363,2.475,1.88,0.84,0.45,0.315,-0.04875,0.71125,0.225,-0.08075,-0.1185,99.74,62.78,0.8895,1.61,1.65,2.335,1.6725,1.5,-0.22,2.775,0.28,0.26,244.3,320.6,-81.785,298.75,320.175,2.2025,2.195,2.21,1.2,1.1275,-0.01,1.01,0.74,0.82,1.917,3.0555,5.322,6.754,9.053,10.4055,11.32725,12.544,13.702,4.017,5.062,6.685,8.201,10.2715,10.27975,12.153,12.952,13.92,7.7845,8.435,10.0245,11.0035,11.718,12.925,12.861,12.9445,5.3145,6.1445,7.372,8.4355,10.32,11.4035,12.0185,13.142,14.075,5.5525,6.3675,7.8925,9.126,10.881,12.1045,13.097,14.166,14.743,-38.39925,-17.3945,-17.655
1,7.25,423.64175,4.3355,424.411,4.737,2031.3925,421.9485,4.4465,423.15175,4.716,2033.75,423.02675,4.397,424.71775,4.524,2001.918,424.767,4.545,424.9695,5.12325,2008.5,424.95875,4.099,427.953,4.8555,2013.569,2.881,1.245,0.103,417.642,4.0485,0.414,-0.27275,0.634,-0.54425,-1.15125,0.128,-24.841,-4.094,0.382,2.6125,1.88,0.84,0.46,0.304,-0.075,0.52375,0.291,-0.14975,0.1475,99.745,63.3525,0.943,1.95,1.9,2.5475,1.9775,9.3,9.92,10.6,9.5175,1.22,243.6,321.2,-37.75,300.25,320.975,23.4825,21.705,21.63,13.75,12.56,0.9375,10.325,7.03,8.0425,1.879,3.007,5.2275,6.7155,9.045,10.3955,11.33575,12.54225,13.69975,3.9815,5.0275,6.6215,8.182,10.2695,10.27275,12.151,12.949,13.919,7.76,8.416,10.008,10.937,11.7075,12.9275,12.9045,12.93,5.253,6.0895,7.3015,8.4095,10.315,11.403,12.0195,13.117,14.073,5.5525,6.303,7.834,9.088,10.87,12.1055,13.0955,14.164,14.7415,-38.0875,-17.65725,-17.76025
1,7.75,424.2535,4.01375,423.737,4.1715,2002.337,422.3,4.282,422.48325,4.188,2007.481,424.0335,4.2145,424.3385,3.787,2022.111,425.51675,4.579,425.1935,4.59,2028.8075,426.2565,3.8425,429.927,4.1635,2027.815,2.777,1.278,0.0915,417.43,4.0565,0.3505,-0.4335,0.288,3.434,-0.45125,0.1845,-17.874,0.39225,0.461,2.395,1.735,0.835,0.48,0.312,-0.093,0.49925,0.39325,0.294,0.468,99.7495,63.36,0.905,2.87,2.83,3.1675,2.5175,24,26.355,25.3,25.07,3.02,244.4,323.6,8.925,302.4,323.5,60.08,55.11,54.58,34.15,32.3625,2.655,25.155,17.29,19.47,2.0475,2.9835,5.135,6.687,9.037,10.385,11.344,12.53925,13.6975,3.9615,5.0175,6.5925,8.176,10.2685,10.26575,12.149,12.947,13.918,7.73,8.4165,9.9815,10.952,11.7055,12.925,12.8485,12.952,5.259,6.0585,7.265,8.394,10.3065,11.403,12.0205,13.102,14.0705,5.531,6.301,7.8075,9.071,10.8595,12.1055,13.0925,14.1615,14.74,-36.77125,-17.238,-18.118
1,8.25,424.287,3.996,424.19225,4.702,2021.235,422.816,4.3565,425.00175,4.682,2034.20325,424.2975,4.032,424.239,4.77,2022.595,425.337,4.4865,424.186,4.40225,2009.8855,426.347,3.9525,429.049,5.0425,2025.1925,2.496,1.519,0.124,417.75825,4.0205,-0.064,-0.6655,-0.1875,6.148,-0.1715,0.248,-12.02,2.7155,0.531,2.3025,1.7375,0.895,0.51,0.574,0.118,0.695,0.78025,0.99625,1.352,99.7685,62.2,1.013,3.61,3.82,4.245,3.2275,34.275,53.0425,46.1,49.16,5.22,245.7,327,32.8625,306.7,326.625,115.1675,103.865,106.11,61.41,61.425,4.9975,44.8625,25.42,30.4175,2.225,3.121,5.133,6.695,9.0295,10.375,11.3495,12.53675,13.69525,4.0455,5.0465,6.5945,8.1825,10.268,10.259,12.147,12.945,13.9275,7.749,8.3855,9.9625,10.9425,11.6995,12.9185,12.8305,12.962,5.4155,6.101,7.2565,8.371,10.2985,11.4015,12.0215,13.09925,14.0685,5.5815,6.3365,7.788,9.0625,10.8555,12.105,13.088,14.16,14.739,-35.04325,-17.8345,-17.7615
1,8.75,424.2765,4.25475,424.58125,4.8,2019.3285,423.176,4.1,424.681,4.3905,1988.016,424.27875,4.06125,424.21075,4.88975,2026.1695,424.9335,4.269,425.305,4.989,2021.2165,425.1185,3.983,426.72,5.268,2018.20875,2.40375,2.257,0.14225,417.96225,3.912,-0.75425,-1.09225,-1.29925,12.21575,-4.061,0.305,-5.1725,6.055,0.5455,2.32,1.8,1.0075,0.545,1.33325,1.057,1.5095,1.563,1.76975,2.31375,99.78475,59.05,1.143,4.27,4.42,4.66,4.22,43.05,83.69,79.6,83.26,9.4,245.4,332,64.52,309.2,330.9,191.79,178.94,180.45,91.74,84.74,8.27,56.93,42.43,39.9,2.6295,3.3415,5.2315,6.78225,9.022,10.3655,11.3205,12.538,13.693,4.226,5.1785,6.637,8.2005,10.2685,10.252,12.148,12.94975,13.921,7.8265,8.4425,10.0085,10.98175,11.73925,12.8815,12.906,12.97975,5.5315,6.1375,7.256,8.3585,10.3045,11.4005,12.04725,13.1195,14.06625,5.842,6.4595,7.7885,9.07425,10.87275,12.11225,13.09725,14.1575,14.7375,-32.99375,-17.68875,-17.38325
1,9.25,423.0235,4.17,424.233,4.85325,2027.6715,422.33475,4.301,422.96675,4.9315,2023.4525,423.1765,4.10425,424.22,4.972,1996.173,423.46225,4.25375,424.043,5.2115,2013.73725,424.4305,4.033,426.28975,3.755,2003.61175,2.276,2.9135,0.1575,418.219,3.88825,-2.981,-1.35775,-3.77175,22.14375,-5.516,0.344,20.73,6.49275,0.594,2.28,1.795,1.085,0.585,2.23,2.0745,2.4435,2.3335,2.635,3.3455,99.80525,56.365,1.5195,5.23,5.47,5.8825,5.08,49,118.395,105.8,110.43,11.71,247.1,338.3,95.415,313.1,336.6,239.48,232.09,249.36,126.69,144.4125,10.36,85.4625,53.715,57.295,3.0045,3.723,5.3745,6.8475,9.0495,10.369,11.352,12.5325,13.691,4.469,5.226,6.714,8.2255,10.3015,10.24525,12.191,12.948,13.92025,8.0265,8.568,9.989,11.003,11.777,12.903,12.874,12.9475,5.658,6.259,7.3105,8.399,10.3095,11.4075,12.0605,13.12,14.081,6.0115,6.564,7.8765,9.0955,10.8905,12.1165,13.098,14.172,14.7535,-28.037,-15.85975,-16.1475
1,9.75,421.5365,4.133,421.361,5.1065,2001.027,420.617,4.15775,421.05,5.093,2012.3,421.6055,4.132,419.8115,4.79225,2010.975,422.876,4.30275,422.7805,5.32,2023.6205,422.59825,4.04725,426.274,5.51775,2021.927,2.133,3.8465,0.175,418.09625,3.99,-3.51675,-1.3995,-5.09,26.769,-6.7765,0.3765,30.828,6.642,0.695,2.12,1.6575,1.08,0.62,2.88625,2.727,3.355,3.16,3.47925,4.0315,99.816,51.485,1.806,6.885,6.755,6.6975,5.9525,51.5,124.51,110.225,120.26,12.32,249.025,342.1,94.9125,317.3,342.05,273.5925,255.6925,253.53,141.205,134.295,10.6625,118.2075,60.9625,87.355,3.53925,4.08025,5.51675,6.88475,9.01625,10.35175,11.3285,12.519,13.66725,4.91675,5.41925,6.7565,8.21125,10.2735,10.242,12.1675,12.9395,13.91575,8.22525,8.67825,10.0255,10.99025,11.6855,12.93,12.88025,12.905,6.00725,6.5335,7.45575,8.42225,10.30525,11.4025,12.027,13.10325,14.072,6.41225,6.7505,8.04075,9.09325,10.8745,12.10875,13.0775,14.1605,14.735,-24.57325,-14.1445,-15.537
