DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,SC,H,SH,LE,SLE,PA,T_SONIC,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD
1,0.25,407.3982,0.0139592402120463,1.188828,0.207603480153398,0.1264601,-28.26531,-70.58178,-23.47618,-2.1131835,-66.061925,97.1106625,-15.3635,-1.05079375,0.0433325875,0.168777407660919,0.156687611158514,0.0583951282609868,1.35281,220.436825,305.58725,-4.14623825,0.372329925,-93.1992
1,0.75,407.693375,0.0153169529347057,1.13530575,0.183648247328926,-1.478580125,-17.091775,-71.234645,-17.502975,-3.62446625,-23.0638575,97.07735,-15.539625,-1.564555,0.0505496125,0.169922641618736,0.188403072330916,0.0607625070784033,1.41603625,225.0966,310.0484,-3.827574,0.309947,-90.78334
1,1.25,407.3262,0.0140145593914745,1.10231175,0.22723510211721,-0.71123425,-33.619745,-73.8518025,-16.16095,-3.310875,-43.3605175,96.9979125,-15.446125,-1.389615,0.0573083125,0.236346096496689,0.223885466071704,0.0779586551890138,1.498955,224.2532,308.427525,-3.89187775,0.258,-89.6235725
1,1.75,407.733225,0.0147396302448871,1.0829805,0.204200062493206,-0.41242175,-23.390455,-63.23403,-22.3469875,-2.9150685,-26.8684775,96.974925,-15.51545,-1.270035,0.06282586,0.266808358381676,0.228710094373836,0.0870268846664573,1.4839135,220.1878,303.6334,-3.959546,0.1626598,-90.24402
1,2.25,407.766425,0.0137045269253135,1.070068,0.192844316232742,-1.9457535,-19.1856,-55.9096375,-19.5641,-2.433533,-24.7009,96.9557,-15.610125,-1.30318125,0.078934275,0.261850569818567,0.254644417339294,0.105881624704841,1.60815125,219.915,302.95675,-3.876805,0.34785025,-89.3733
1,2.75,406.8742,0.0146666801462602,1.0390821,0.223744349448525,-0.38877535,-42.1181475,-64.88978,-18.2639625,-2.64354,-28.1529,96.97035,-15.8825,-1.269859,0.06382175,0.244381440007348,0.263012426440173,0.0918486728495269,1.604184,224.501225,306.4763,-3.75265,0.35695145,-87.14013
1,3.25,407.265625,0.0158528607000797,1.0278946,0.23354939173135,-2.0447015,-28.017,-59.46789,-20.867615,-1.39762075,-25.6717775,96.97519,-15.84375,-1.464538,0.076762115,0.296739700355752,0.270698524699552,0.0992333080737999,1.449947,223.9824,302.1778,-3.447698,0.2577064,-84.3835
1,3.75,407.6974,0.0143653054266173,0.9575716,0.278823195843647,1.28088925,-18.38422,-50.5417175,-20.2036625,-2.798797,-13.991065,96.9414375,-16.124875,-1.35899125,0.0846079999999999,0.256754218755568,0.226546346648153,0.0966687617208605,1.28684875,226.5402,303.4526,-3.57893,0.27396,-81.3722
1,4.25,408.00255,0.0138911374932491,0.9353926,0.317431692748713,-0.23690779,-16.49663,-52.6708,-17.9839125,-2.828505,-37.717915,96.9446625,-16.5475,-1.39761875,0.0900668625,0.27543971725096,0.222214554475405,0.0843000834089795,1.26792375,242.814,304.909175,-3.3356675,0.28392565,-78.4229175
1,4.75,408.172575,0.0151275692843193,0.9316672,0.224101909352174,1.53341,-15.2125625,-68.9447625,-13.8875,-2.708234,-22.678685,96.952415,-16.71315,-1.3801255,0.06691009,0.269634486865025,0.256449121174817,0.0873688496549965,1.0963055,242.8821,306.714325,-4.5409825,0.375765,-76.6728925
1,5.25,408.602525,0.0173252399699889,0.92137755,0.287146606856577,1.40981,-29.02563,-53.23296,-21.25174,-2.48093575,-26.99415,96.8394,-16.4776,-1.3222335,0.08543791,0.252633827021787,0.246560719735678,0.0850769213035429,1.199855,239.9714,304.963,-3.45996,0.258,-77.11004
1,5.75,408.96505,0.0164039934162386,0.898465025,0.255231055614462,0.6408056,-25.69893,-49.01538,-14.962965,-1.3203505,-44.989715,96.861715,-16.33965,-1.3038575,0.069731605,0.245418261727567,0.266357997148247,0.0960811852711196,1.2541685,232.8534,302.9686,-3.407058,0.19592,-80.67811
1,6.25,408.97525,0.0189551026494362,0.916231,0.312486121072133,0.68382,-64.1938925,-45.721035,-19.463485,-2.002174,-90.02303,96.921035,-16.32775,-1.176171,0.064125725,0.288976986298864,0.226870701159272,0.0776302902178907,1.014778,225.7354,300.9742,-3.354156,0.13384,-84.24618
1,6.75,407.65935,0.0192129343002437,0.93618365,0.249403887511684,-0.1608133,-47.92764,-65.57816,-23.637265,-2.892359,-58.0657625,96.990255,-16.58115,-1.2567305,0.08248261,0.303660315350533,0.296021287724189,0.0800208515262288,0.9724339,223.9422,301.3646,-0.5039136,0.2757202,-79.1681
1,7.25,408.859,0.0201788007572303,0.94364525,0.293519529224324,1.5130405,-54.0139,-47.9367725,-19.45471,-2.8526325,-69.376625,97.05592,-16.76335,-1.2552945,0.078327435,0.254924620634433,0.228063021585689,0.0912452179637492,1.1689605,242.6658,312.2554,10.4888,2.175296,-28.90756
1,7.75,409.8634,0.0184368923628685,0.953705525,0.205430266209338,0.548168725,-23.890105,-32.507,-17.924405,-2.63254675,-23.300445,96.997095,-17.0052,-0.98455315,0.054756725,0.257982296669748,0.215800581266427,0.0853588484891258,1.2499495,233.8274,309.1962,107.3538,17.70128,29.15794
1,8.25,410.23625,0.018679977677099,0.96663375,0.238710094594568,-2.795955,-24.368935,-43.8942725,-19.075635,-6.587454,-34.9133125,97.045765,-17.22285,-1.02850825,0.07419044,0.286025022749533,0.238661046653884,0.0905507745991168,1.20244525,226.50665,312.734675,97.2503325,17.1003,46.47965
1,8.75,410.26375,0.0184895823076198,0.96184175,0.359842347474591,1.914169,-45.8949825,-32.57655,-17.202025,-2.333065,-44.9126,97.131625,-17.246,-1.09266375,0.088740125,0.332270148664024,0.310932449074718,0.151884711825423,1.360095,234.605,319.2494,79.3906,12.359236,40.0501
1,9.25,410.4127,0.016027493283609,0.996003575,0.456186374568089,1.160357,-55.3960725,-38.43335,-13.38216,-2.78682305,-61.28582,96.972095,-16.986,-1.41996,0.11911575,0.330404678502866,0.303217507581109,0.200692598957639,1.3254535,233.408925,326.91975,182.28025,26.418,120.907375
1,9.75,411.33835,0.0110670067941484,1.0046991,0.387084387964499,-0.0774793499999998,-23.361815,-22.1482225,-7.60974625,-0.7327414,-30.0047425,96.906675,-16.92975,-1.30760125,0.17152425,0.425160838844669,0.363512954594043,0.248694961642366,1.16668875,233.55875,334.897825,241.7619,34.3571,177.8758
1,10.25,411.28445,0.0116264537413251,1.045863725,0.649298953813241,-7.0647,-39.6650975,-4.147945,-5.2873855,2.487594,-22.1052525,96.845635,-16.83155,-1.26591075,0.168577525,0.404376444013083,0.374134012148955,0.271731886104881,1.36221875,244.52865,337.51885,133.794,18.5544825,89.73705
1,10.75,410.88075,0.0105218579560389,1.006545625,0.653007292942813,-4.49283125,-31.95602,-1.877068624,-6.02340425,0.70897065,-33.5561125,96.862615,-16.1048,-1.203181,0.21996775,0.452281917726243,0.431891814279504,0.294426118042716,0.9284422,245.84,353.562,267.9918,44.59254,182.6184
1,11.25,410.3378,0.011458704535094,1.0198054,0.755275040048868,-3.99155675,-23.5955,-7.38793625,-6.1935975,2.683379,-29.04484,96.845585,-15.61055,-1.248536,0.1995974,0.419410678433997,0.390971208657458,0.312358008663747,1.07448875,250.1324,341.8666,124.69544,20.49846,80.68044
1,11.75,410.3294,0.0117637153994816,1.0321895,0.806686053874741,-5.255608,-50.55159,0.322686875,-13.8332875,0.844226000000002,-45.4917,96.987875,-14.901625,-1.06984875,0.178046375,0.422251571526766,0.423910972800373,0.310729786977707,1.15787,252.296225,353.5415,344.315225,46.1301,260.80375
1,12.25,409.622825,0.0135836455306843,1.0331328,0.819151752496363,-6.1739855,-23.518275,-3.45537325,-18.449125,2.95170575,-30.425,96.78807,-14.28345,-1.19496,0.1619503,0.419268528216053,0.476691074908875,0.378892933564114,1.146912,258.3606125,352.96925,234.3650125,31.64221,176.200995
1,12.75,408.931875,0.0109530817581172,1.042684925,0.969942783203236,-6.467088,-26.4423025,-9.12550175,-7.49199625,4.559798,-48.6808,96.7744,-13.78475,-1.68823125,0.191455375,0.541776082036441,0.414691802022671,0.328013702675999,1.205565,264.425,352.397,124.4148,17.15432,91.59824
1,13.25,408.538125,0.0110448252835889,1.0822775,0.803764084749043,-6.7402735,-35.6896525,-9.27772375,-10.09235,-0.762864999999999,-40.020065,96.766785,-13.1177,-1.40023,0.1939411,0.470196674940455,0.421884994894177,0.336892740403264,1.236537,260.6003,363.0486,262.2976,40.99825,181.16362
1,13.75,407.84575,0.0113926304361197,1.0729082,0.901861129690785,-6.9223425,-48.5931,5.3286765,-21.4487,4.279943,-92.3077875,96.7125,-12.42475,-1.53983625,0.191515125,0.441333966900058,0.426725221109181,0.295184382092515,1.257585,256.7756,373.7002,400.1804,64.84218,270.729
1,14.25,407.2335,0.013513463486148,1.135382,0.836151624903351,-9.0665025,-44.2992025,-6.02752,-46.26317,8.15403,-72.8365,96.77912,-12.0731,-1.397984,0.1833683,0.468491795853455,0.380363861933397,0.309397683735516,1.101658,251.4484,354.6356,149.9004,21.03476,109.84224
1,14.75,407.384,0.00891607438924401,1.113909,0.728819352200492,-6.26445375,-33.00764,-14.2489,-19.79164,0.942205600000001,-47.145565,96.86395,-12.0175,-1.453699,0.1797964,0.428245973643943,0.425142397153293,0.338082757423403,1.474215,251.4185,383.12675,472.7128,79.2537225,315.869525
1,15.25,407.324,0.0115694519219303,1.1391085,0.817448389234901,-3.751914,-51.5425325,-26.9162475,-13.92885,-0.4578376,-73.11806,96.952075,-11.852625,-1.187,0.1706025,0.410919988720744,0.473690168546695,0.293562229101373,1.35319,251.9786,382.1406,285.4386,42.1753,194.2912
1,15.75,407.4913,0.0106361372455692,1.1158259,0.734105281349014,-4.1371825,-19.7939525,-14.88412025,-21.5669375,-0.895140999999999,-44.794695,96.9491,-11.626,-1.32134375,0.19545825,0.513031141846987,0.50067852716655,0.308158276931467,1.17562875,250.0196,353.54,139.03816,19.944324,93.16036
1,16.25,407.7285,0.00896599909477775,1.1180766,0.580864774887369,-3.062855,-10.354355,-27.9765225,-17.7576,-0.408042225,-31.8845,97.1125375,-11.434125,-1.396825,0.193179625,0.397783920800503,0.411164629747961,0.28057299468798,1.22851625,247.5505,354.31075,135.2925,20.02505,85.467025
1,16.75,407.1518,0.0109400051921431,1.1066952,0.574529978929206,-3.540072,-42.623,-28.00452,-21.8943875,-1.70624675,-31.805595,97.01661,-11.289,-1.2729045,0.1131346,0.422875590842235,0.372874856180252,0.265018247878383,0.9055418,248.19675,354.088375,145.93155,22.047375,87.8620625
1,17.25,406.92685,0.0160828684065164,1.14605,0.414841457548216,-0.697213975,-30.13481,-47.4227175,-26.7187125,-3.3858775,-71.0614275,97.0447375,-11.17725,-1.1009925,0.13541,0.364732349538772,0.362488746548755,0.207546029036356,1.246805,248.843,353.866,156.5706,24.0697,90.2571
1,17.75,407.4396,0.0194442870455646,1.162578,0.440218596936316,-0.185274875,-34.960325,-44.19728,-24.5307125,-1.71493375,-38.53093,97.074035,-11.4103,-1.172359,0.06758159,0.302794441701624,0.207205566054206,0.122537425403088,0.9605357,237.146,350.195725,79.9376,12.3474475,23.3491225
1,18.25,407.902475,0.0218561721471414,1.160037,0.339254294834516,0.0457318625,-21.3109025,-59.2843425,-17.58755,-0.692482225,-33.651185,97.12748,-11.57175,-1.4057225,0.059447765,0.247467053094344,0.25943936745116,0.0798557654611466,1.00420645,249.41925,347.0215,32.66463,5.2272175,-26.0019975
1,18.75,407.5774,0.0182770014882019,1.142705,0.345652034066897,-0.18483975,-16.967617,-45.14682,-26.147675,-2.52252885,-28.7498475,97.1413125,-11.678125,-0.937315875,0.0666615625,0.252566889741193,0.239252501180889,0.0925050894792311,1.12119375,233.0625,339.93575,5.5918025,1.1820675,-91.543
1,19.25,407.589375,0.0167779526922811,1.127320625,0.287827329582804,-1.4942216,-13.3772,-52.7393625,-16.919175,-1.4601005,-30.52587,97.15472,-11.88265,-1.06374625,0.0736864349999999,0.221725338178832,0.219794589692739,0.0914946121021144,1.154995,231.25475,334.936075,-3.8102,0.294605075,-109.3990675
1,19.75,408.444375,0.0178873298510317,1.120823125,0.251162240044194,-0.04362945,-21.65841,-49.561325,-16.033605,-1.67554165,-22.7603875,97.15501,-12.26565,-1.199524,0.04751413,0.202992230999145,0.231222069257259,0.0727302058370595,1.3219025,232.720075,332.2319,-4.63163925,0.2790375,-105.660825
1,20.25,409.965375,0.020294474897158,1.14083375,0.270100217283164,-4.868892,-27.303,-54.78478,-18.3020875,-2.192932,-31.43194,97.237585,-12.66895,-1.2316945,0.06112702,0.232523381937409,0.212262661337822,0.0712919689065457,1.476855,231.8396625,326.4867,-4.549734625,0.276764625,-103.3032
1,20.75,408.48455,0.0177412709765856,1.17664225,0.352132954648914,-0.34379665,-21.012835,-54.35227,-21.861105,-4.07468625,-20.1526025,97.24707,-12.92735,-1.100889,0.075095035,0.298345027705015,0.220413544699742,0.0802799739482402,1.6612015,230.95925,320.7415,-4.46783,0.27449175,-100.945575
1,21.25,408.7914,0.0164924343737984,1.17205,0.230596998589025,-0.42801355,-42.83486,-58.72482,-20.7596375,-3.5571475,-47.9744625,97.140765,-13.38035,-1.1238915,0.056609475,0.28944790379097,0.218873508136037,0.0745888489950598,1.330642,229.6173375,318.8217125,-4.33273075,0.2694484125,-99.3836875
1,21.75,410.7371,0.0150360773061793,1.1836215,0.27114656717096,-1.02775775,-24.72797,-62.186935,-23.79152,-1.6045995,-47.47376,97.14388,-13.8005,-1.4432155,0.074131665,0.232145785384797,0.22369911118105,0.0736676061417618,1.066606,228.275425,316.901925,-4.1976315,0.264405075,-97.8218
1,22.25,409.472,0.0143350330046104,1.1830575,0.25511068682717,0.06307295,-26.4902,-54.7098,-20.0762875,-2.07028825,-39.65288,97.2051875,-14.0165,-1.410085,0.0619185375,0.250975671470677,0.230084496315139,0.0561880586154347,1.37124,223.3929,312.1394,-6.5459565,0.333067425,-96.897775
1,22.75,407.686875,0.0169837738699528,1.2738845,0.375934548044507,-3.573645,-7.537811,-76.8128925,-23.222675,-3.82460475,-25.0205325,97.138125,-14.2809,-1.3065035,0.046065435,0.191941614609094,0.201488085196724,0.0554550165349548,1.4493235,221.54465,309.2365,-11.4065775,0.265147575,-96.47975
1,23.25,408.07125,0.0169790377475578,1.23976125,0.284526393537888,-0.4703632,-25.8426225,-50.418655,-27.929825,-2.079157,-34.695875,97.125275,-14.66925,-1.40599125,0.0602691375,0.274343781087389,0.189473066609381,0.0391816078366972,1.27736875,224.560275,314.034725,-7.958593,-0.077085775,-95.3044725
1,23.75,408.5115,0.0153805771118302,1.200596,0.216354503597206,-0.291385385,-30.7435125,-69.07657,-18.79597,-1.4506795,-45.9715,97.1107625,-15.095625,-1.26061,0.0565876625,0.196237052985821,0.196173954905538,0.0445300817968432,1.10280125,220.296325,306.44825,-4.69008,0.0975808075,-94.606065
2,0.25,407.5004,0.01342960557154,1.6888085,0.338220757661994,-0.203338855,-15.86706,-84.0174575,-19.94498,-3.3764725,-24.9117525,97.15941,-11.6289999999999,-1.0049828,0.0542150499999999,0.278286605578035,0.246691347522102,0.0712382780429472,1.708623,220.436825,305.58725,-4.14623825,0.372329925,-93.1992
2,0.75,408.0095,0.0152038770793865,1.700933,0.355146534701871,-0.528648,-13.321784,-82.384775,-21.16908,-5.45317,-11.719355,97.18121,-12.229,-1.210126,0.0589224,0.196814296198307,0.259913719133197,0.0494659009233317,1.933303,225.0966,310.0484,-3.827574,0.309947,-90.78334
2,1.25,408.1669,0.0120377461878678,1.647361,0.298543870440862,-0.1570858,-10.852512,-69.74704,-21.32527,-5.232274,-33.598495,97.17297,-12.6843,-1.167393,0.0616935999999999,0.232303156133529,0.265680130834652,0.0471813722173673,1.670703,224.2532,308.427525,-3.89187775,0.258,-89.6235725
2,1.75,408.056,0.0142080962834575,1.67504025,0.277130267855386,0.0296729,-13.9506,-76.133075,-16.72932,-3.845608,-13.7423,97.151015,-12.7112,-1.079373,0.07022934,0.246215292781453,0.243766594817299,0.0505947959267119,1.8251985,220.1878,303.6334,-3.959546,0.1626598,-90.24402
2,2.25,409.105125,0.0136870322446177,1.691392,0.31422871975994,-1.15840425,-7.08949225,-55.8265,-24.869295,-5.6667495,-14.9865575,97.13889,-12.45915,-0.9636998,0.063937915,0.265523009119005,0.275726896845415,0.0525275984358192,1.8033295,219.915,302.95675,-3.876805,0.34785025,-89.3733
