DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,415.8222,1.254887,2049.75,0.1429666,2.301936,0.03830782,-13.85,-3.779591,0.004874208,2.18838,0.2370345,95.90665,-10.292915,-10.88,-10.95333,-11.05667,-11.16,-2.472667,-1.867333,-1.291,-0.3353,1.48,3.057,3.704818,-11.59617,0,0,0.3301806,271.0466,280.5191,-11.18667,-11.2,0.1628505
1,0.75,415.1627,1.2558805,2049.5575,0.1598725,3.473461,-0.03168053,-13.858335,-3.49044,0.03185316,2.2142775,0.23988855,95.891505,-10.30133,-11.08,-11.09,-11.23833,-11.411665,-2.5575,-1.8763335,-1.3328335,-0.349,1.4116665,3.035833,3.690267,-11.554335,0,0,0.3193856,272.9184,280.9187,-11.466665,-11.485,0.1532077
1,1.25,414.8297,1.246703,2045.34,0.1476719,3.229519,-0.19645,-13.77,-3.828989,-0.02798077,2.249413,0.2395649,95.862,-10.288415,-11.178335,-11.316665,-11.44833,-11.543335,-2.6145,-1.8448335,-1.307167,-0.35116665,1.4106665,3.0363335,3.7031675,-12.451815,0,0,0.3216482,273.2818,280.9399,-11.611665,-11.628335,0.1780493
1,1.75,414.9719,1.2539525,2044.717,0.1349602,3.4147,0.065808925,-13.72667,-3.464195,0.02914263,2.12837,0.2386163,95.86766,-10.20475,-11.396665,-11.446665,-11.62,-11.64,-2.653833,-1.834833,-1.2868335,-0.3426667,1.4145,3.029,3.688901,-11.840795,0,0,0.3174366,273.85585,280.52815,-11.66,-11.676665,0.1829816
1,2.25,414.61725,1.2668105,2048.8815,0.1402866,2.996527,-0.1971398,-13.72167,-3.076211,0.07565194,2.24675,0.2428086,95.87297,-10.36583,-11.285,-11.441665,-11.56,-11.675,-2.549833,-1.838167,-1.3075,-0.3116667,1.441,3.0355,3.6850005,-11.01033,0,0,0.3454848,274.4491,281.1915,-11.823335,-11.826665,0.1683794
1,2.75,414.8135,1.264947,2048.221,0.16549745,2.4344955,-0.02357166,-13.76,-3.085,0.01741662,2.200367,0.23977085,95.881655,-10.48207,-11.48,-11.48,-11.76,-11.9,-2.608667,-1.914333,-1.338333,-0.34,1.391667,3.004,3.687099,-10.90067,0,0,0.2962823,275.74055,281.74665,-12.08,-12.06667,0.1875135
1,3.25,414.9202,1.257839,2046.423,0.1437728,2.332448,-0.04187536,-13.77,-3.188,0.02905,2.1137245,0.2188091,95.86136,-10.2092,-11.32333,-11.39,-11.59,-11.66,-2.729667,-1.876,-1.319,-0.374,1.375,2.99,3.686665,-11.216755,0,0,0.2917073,277.05095,281.5895,-11.89,-11.86,0.16246505
1,3.75,414.9802,1.234525,2046.455,0.1320651,3.050458,0.1252973,-13.77,-2.9223885,0.0093238765,2.174339,0.2413109,95.88535,-9.9272665,-11.37,-11.6,-11.71667,-11.80667,-2.662333,-1.927333,-1.335667,-0.3816667,1.38,2.981,3.685899,-10.44687,0,0,0.2726808,278.11415,283.1818,-11.91667,-11.95,0.1630045
1,4.25,414.2765,1.21893,2045.1775,0.1605542,3.759641,0.006648854,-13.748335,-3.26353,0.005938616,2.171134,0.2293304,95.867,-10.0175,-11.415,-11.64333,-11.796665,-11.805,-2.723667,-1.8853335,-1.3215,-0.37898335,1.3971665,3.0095,3.711066,-10.55995,0,0,0.2737761,278.39265,283.24235,-11.875,-11.891665,0.17346675
1,4.75,414.0176,1.183369,2044.7865,0.1322375,3.038629,0.043834115,-13.68333,-2.9140355,0.054991835,2.2413635,0.24744155,95.856,-10.1584,-11.69667,-11.89333,-11.95,-11.95333,-2.930333,-1.992333,-1.320667,-0.4063,1.366667,2.997,3.711099,-9.4983745,0,0,0.2898082,277.034,283.3922,-12.04,-12.04333,0.1436616
1,5.25,413.8427,1.200145,2044.7435,0.1486552,2.451739,0.1644387,-13.79,-3.989796,0.03824739,2.2364965,0.2464259,95.85735,-10.486565,-11.45,-11.68,-11.74,-11.96667,-2.888333,-2.015333,-1.308333,-0.4063,1.405333,3.002,3.724199,-9.791165,0,0,0.274733,276.7653,281.5499,-12.06,-12.06,0.1895661
1,5.75,414.0042,1.1777135,2047.508,0.1735346,2.464108,0.1713504,-13.87667,-3.6764335,0.032162525,2.17829,0.2440824,95.8414,-10.349,-11.39,-11.5,-11.57,-11.66,-2.995333,-2.044667,-1.360333,-0.43,1.395,3.001,3.7369,-9.873501,0,0,0.2551983,274.73245,281.38905,-11.91,-11.91333,0.19267115
1,6.25,415.4629,1.184529,2047.5005,0.17929085,3.0241135,-0.0430251,-13.9,-4.304,0.013182,2.204353,0.2518771,95.839185,-10.4944,-11.52333,-11.55,-11.59,-11.67,-3.021333,-2.040667,-1.371333,-0.4206667,1.412,3.011333,3.7224995,-9.240001,0,0,0.25026175,277.5622,284.1631,-11.94,-11.94,0.2050267
1,6.75,415.88425,1.186579,2046.318,0.160167,3.386213,-0.05713304,-13.90667,-3.728714,0.02114,2.1903025,0.24852485,95.83934,-10.35917,-11.39333,-11.39,-11.73333,-11.7,-2.959333,-2.090667,-1.400333,-0.4303333,1.419,3.030333,3.7216,-9.5818355,0,0,0.2821409,277.2745,283.3682,-11.90667,-11.89667,0.1869451
1,7.25,414.69785,1.174049,2044.658,0.1791672,3.4163675,0.02098565,-13.86667,-3.500463,0.03494786,2.254997,0.230046,95.85268,-10.405485,-11.4,-11.47333,-11.73667,-11.86667,-2.911667,-2.08,-1.407667,-0.4513,1.42,3.029667,3.7210335,-8.4998795,0,0,0.2851365,274.9044,282.1257,-11.99333,-11.90333,0.18597885
1,7.75,414.5941,1.1744325,2045.464,0.1785553,2.766838,0.1166698,-13.77,-2.6361785,0.02984749,2.2920415,0.24332025,95.8743,-10.4304,-11.37,-11.74667,-11.82,-11.88,-2.903,-2.042,-1.414333,-0.468,1.392,3.017,3.734001,-5.321333,0,4.066873,2.899333,277.8688,282.65135,-11.88333,-11.89667,0.2183939
1,8.25,415.33445,1.170062,2048.197,0.21912935,3.115432,0.1937289,-13.64,0.3290719,0.1331922,2.35733,0.2725326,95.89531,-10.58,-11.03333,-11.37667,-11.38667,-11.38,-2.903667,-2.007667,-1.367,-0.4717,1.402,2.996,3.705068,1.9761955,58.906315,26.32533,11.88133,274.32765,280.45815,-11.25667,-11.15,0.22420065
1,8.75,415.537,1.180675,2049.6925,0.2235539,4.0632985,0.1482486,-13.54,7.929,0.3991846,2.61117,0.3109387,95.91366,-10.6008,-10.87667,-10.96667,-10.91333,-10.79667,-2.839667,-2.015667,-1.445,-0.497,1.333333,2.914,3.733001,15.17283,129.22165,55.79084,25.18133,273.4858,281.4815,-10.49,-10.28,0.2143851
1,9.25,415.8094,1.1946435,2048.3885,0.2076634,3.2255045,-0.11910875,-13.31167,17.048085,1.0124295,2.874438,0.3324093,95.95441,-10.244215,-10.318335,-10.371665,-10.29,-10.0616685,-2.835,-2.0343335,-1.532,-0.50383335,1.2665,2.9035,3.7359,32.901165,212.84545,95.775,42.27446,263.25125,280.08865,-9.3984995,-8.927,0.16463765
1,9.75,415.2961,1.219611,2054.593,0.2315709,3.177757,-0.04792774,-12.82167,30.368805,2.137695,3.036193,0.3592214,95.96233,-9.411315,-9.685,-9.5266665,-9.3899995,-9.3933335,-2.8236665,-2.0901665,-1.4321665,-0.54385,1.2055,2.8435,3.735067,47.77867,305.0173,132.4215,56.04314,262.91815,282.5904,-8.326666,-6.9911665,0.1933252
1,10.25,415.36785,1.210242,2053.051,0.2558231,4.797024,-0.1188253,-12.51,42.22708,3.146494,3.097983,0.3749,95.952815,-8.757933,-8.693334,-8.456666,-8.37,-8.389999,-2.722333,-2.122,-1.528,-0.6437,1.148667,2.79,3.7375185,69.26894,383.7362,167.03535,70.03062,256.6139,284.1167,-7.085667,-5.545,0.19726885
1,10.75,415.6657,1.25184,2045.914,0.2278119,4.063136,-0.20184815,-12.06,50.53365,3.974517,3.1405215,0.3776654,95.97538,-8.465384,-8.083333,-7.893,-7.753334,-7.573,-2.694333,-2.188333,-1.613,-0.6363,1.075,2.715,3.740038,80.392805,437.32005,198.3847,82.25288,255.56645,285.60145,-6.088666,-4.198,0.1657922
1,11.25,415.11335,1.2957785,2044.087,0.22436,4.287337,-0.1415424,-11.83333,56.51911,5.425521,3.274593,0.4069596,95.94497,-8.138758,-7.65,-7.49,-7.39,-7.367,-2.605,-2.116667,-1.627,-0.6556666,1.079333,2.699667,3.742171,96.52866,478.6369,220.0954,92.16136,255.14065,287.8714,-5.748333,-3.412667,0.1595162
1,11.75,414.84655,1.297549,2042.7855,0.211271,4.1077885,-0.2482487,-11.55,58.99468,6.499467,3.32358,0.4022041,95.914315,-7.8497505,-7.32,-7.083333,-6.945667,-6.767334,-2.543333,-2.075,-1.678,-0.6746666,1.053,2.695,3.730216,100.41585,517.48665,226.233,97.11337,253.0015,289.6766,-5.238,-3.211334,0.1705778
1,12.25,414.8594,1.312192,2039.752,0.2110981,4.5683915,-0.2156095,-11.241665,63.84738,6.5989205,3.3830395,0.39519245,95.8914,-7.547666,-6.9098335,-6.8195,-6.6715005,-6.4723335,-2.37,-2.0525,-1.6845,-0.66699995,1.0768335,2.7091665,3.716468,102.22325,515.7169,229.4663,97.40739,257.2244,290.292,-4.7625,-2.8965,0.1822949
1,12.75,414.41535,1.329508,2038.618,0.192183,4.0605865,-0.1291018,-11.18,61.24762,7.0499775,3.479137,0.40637675,95.84067,-7.0971165,-6.959833,-6.8231665,-6.6978335,-6.4356665,-2.3596665,-1.956,-1.6556665,-0.67533335,1.07,2.7193335,3.674633,93.437945,482.21515,217.4617,91.83252,256.8005,291.1968,-4.6911665,-2.988,0.1740635
1,13.25,414.3282,1.324546,2036.792,0.2065053,4.417346,-0.3518433,-11.2,56.35308,7.2907865,3.4109575,0.4036774,95.79888,-6.7311835,-6.685,-6.5505,-6.5881665,-6.3683335,-2.3491665,-1.9333335,-1.5953335,-0.6773333,1.0695,2.7196665,3.652415,83.38344,446.10495,206.46105,84.36547,258.4186,291.4962,-4.5760005,-2.3065,0.1660491
