DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,LW_IN,LW_OUT,VPD,CO2
1,0.25,0,-7.83891625,-62.02904726,0,-39.728855,-2.8626005,52.922735,0.0299,96.57234,0,-47.97737,0,-3.0858405,0.2534666,-15.48771,-18.26001,-20.8751725,-21.04138,-17.17009125,-20.75264875,160.01375,154.106,0,396.20233
1,0.75,0,-7.79684,-60.4115,0,-39.730015,-2.8562215,53.801,0.0270525,96.581815,0,-48.064915,0,-3.091265,0.250745,-15.7399975,-19.06622,-20.9163575,-21.63241,-17.3890725,-20.58480125,159.87,154.13425,0,395.70135
1,1.25,0,-13.9094454635,-72.50342791425,0,-39.7290425,-2.83885425,53.2706375,0.02694,96.5626,0,-47.6366,0,-3.11647025,0.248306775,-16.030155,-19.6976375,-21.0438025,-21.9123325,-17.513135,-20.39805,159.4995,154.156,0,395.33834
1,1.75,0,-15.142391016,-59.1777,0,-39.729415,-2.814257,54.158265,0.02809,96.5481425,0,-46.1851,0,-3.11190925,0.222542,-16.14445,-19.7423525,-21.13785,-21.9858575,-17.63873875,-20.2244725,160.4835,153.666,0,394.961035
1,2.25,0,-8.83696125,-54.8425375,0,-39.7287075,-2.879748,53.08427,0.0259625,96.5434875,0,-43.92293,0,-3.085095,0.25771725,-16.1543275,-19.7517925,-21.23099,-22.037315,-17.715845,-20.25255625,160.23825,153.5375,0,397.4971925
1,2.75,0,-14.08331831525,-67.75978713675,0,-39.7289325,-2.8976555,53.20435,0.02744,96.54232,0,-45.67473,0,-3.049048,0.251905125,-16.1475075,-19.7648825,-21.32913,-22.147635,-17.99085625,-20.290305,160.625,153.6815,0,398.057655
1,3.25,0,-12.38318793425,-55.591209483,0,-39.728015,-2.90297275,54.028525,0.024565,96.5389725,0,-45.561385,0,-3.04035025,0.2385835,-16.136085,-19.79596,-21.39461,-22.2526925,-18.2310725,-20.33928625,160.8635,153.043,0,396.857065
1,3.75,0,-13.0631,-75.64812,0,-39.72812,-2.87901475,54.10275,0.030735,96.5423775,0,-45.7415125,0,-3.05015025,0.251294925,-16.113365,-19.81173,-21.338125,-22.37452,-18.47435375,-20.42218125,160.841,152.911,0,398.4083875
1,4.25,0,-9.29361735505,-49.28217777125,0,-39.72704,-2.8335495,52.540875,0.02094,96.5309825,0,-45.934825,0,-3.069151,0.226152,-16.1185225,-19.8192225,-21.2839775,-22.49386,-18.71186,-20.52460625,160.646,153.1505,0,397.639
1,4.75,0,-6.4375637784,-51.428355,0,-39.729,-2.80035175,53.5786,0.030395,96.53381,0,-43.47588,0,-3.0565545,0.2177412,-16.113005,-19.841295,-21.197425,-22.6110275,-18.94949,-20.636455,160.614,153.13875,0,398.95024
1,5.25,0,-6.82037346725,-55.72479,0,-39.728635,-2.78788425,53.448925,0.03223,96.533405,0,-44.0265775,0,-3.02705675,0.2552458,-16.1162375,-19.8754225,-21.022965,-22.56396,-19.16937625,-20.739525,160.371,153.519,0,400.22922
1,5.75,0,-8.0960217441,-48.196,0,-39.7272525,-2.783684,53.344975,0.026765,96.55693,0,-41.61965,0,-3.016945,0.2303284,-16.184345,-19.912575,-20.87205,-22.537595,-19.38012625,-20.83996625,160.274,153.133,0,399.50343
1,6.25,0,-9.62869062005,-58.36056025625,0,-39.7289125,-2.816739,53.5286,0.02454,96.5235775,0,-41.94915,0,-2.999891,0.23474,-16.3068,-19.9343475,-20.858615,-22.5087125,-19.4386275,-20.93449625,160.292,153.122,0,400.138375
1,6.75,0,-13.046553892,-65.0782,0,-39.7297075,-2.7846985,53.933325,0.03065,96.51163,0,-44.29935,0,-2.96154975,0.2151536,-16.429715,-19.96297,-20.9691475,-22.4647775,-19.4982025,-21.01950375,160.812,154.38925,0,398.8265925
1,7.25,0,-6.6810325,-60.0053525,0,-39.73151,-2.78702525,54.0150625,0.0277875,96.51348,0,-46.34165,0,-2.94509275,0.2438252,-16.54381,-20.0057925,-21.0987,-22.45393,-19.5356275,-21.094025,160.00075,154.37575,0,397.3563
1,7.75,0,-7.79371682355,-73.9169375725,0,-39.7302275,-2.832336,53.85275,0.02446,96.51884,0,-48.09865,0,-2.955715,0.2206544,-16.660635,-20.0456675,-21.240465,-22.3942025,-19.54726375,-21.1639225,159.6565,154.66975,0,396.80296
1,8.25,0,-5.8627082299,-58.720006014,0,-39.730915,-2.823032,53.873845,0.026435,96.511885,0,-46.34225,0,-2.9792925,0.266319,-16.6791125,-20.0761775,-21.40263,-22.2279125,-19.4366325,-21.2235775,160.5035,155.137,0,398.1473125
1,8.75,0,-4.9546152948,-55.04682741125,0,-39.7309,-2.806127,53.4573625,0.030935,96.52792,0,-49.0145675,0,-2.97997525,0.242518,-16.6043925,-20.100755,-21.5290825,-22.094635,-19.34207875,-21.27289125,159.757,155.8925,0,398.10726
1,9.25,0,-8.88036325,-62.369802706,0,-39.7310025,-2.8143635,53.6754225,0.02871,96.5433,0,-48.6422825,0.003808725,-2.9611195,0.2207568,-16.5467375,-20.1350425,-21.6048225,-21.93529,-19.2341775,-21.2897625,159.25175,156.23225,0,398.2585125
1,9.75,0,-7.670934,-63.49422478125,0,-39.7307025,-2.81073925,53.9377725,0.02895,96.55342,0,-48.18065,0.174910675,-2.905517,0.24953375,-16.46321,-20.14381,-21.69844,-21.79461,-19.1465625,-21.18995625,158.7245,156.8935,0,398.41585
1,10.25,0,-6.148181073,-63.80115933225,0,-39.7287275,-2.7945985,52.7996375,0.026425,96.5553825,0.735284225,-46.028625,1.22727875,-2.908237,0.227835,-16.3767425,-20.140175,-21.902805,-21.6585,-19.039715,-21.077265,159.1145,155.86925,0,397.881305
1,10.75,0,-4.8394075,-58.393925,0.6015923,-39.724925,-2.812546,54.83257,0.026935,96.532985,1.7433125,-47.1666,3.916024,-2.9263075,0.228003875,-16.3117,-20.1369675,-22.154495,-21.6414975,-18.95494625,-21.01357875,162.432,157.03775,0,397.9029
1,11.25,0,-5.4315103214,-75.19785,2.640909,-39.5604425,-2.85110375,53.46971,0.027235,96.5166,4.6184,-45.82875,7.3466845,-2.96590425,0.2240375,-16.3452625,-20.1177225,-22.2480975,-21.6154925,-18.872335,-20.95029,163.704,159.18875,0,397.35873
1,11.75,0,-9.4804640979,-56.149728595,4.977422,-38.8750425,-2.81919275,53.7107175,0.0276,96.512875,6.5245835,-42.26768,9.50985725,-2.9845145,0.2577725,-16.369905,-20.0868975,-22.20261,-21.58711,-18.79553,-20.8853025,162.228,162.12675,0,397.0307575
1,12.25,0,-8.1588651885,-52.35141591875,5.488072,-38.07115,-2.78560775,53.957135,0.0287025,96.5052,8.4413215,-47.9694,11.8133175,-2.98852675,0.2773245,-16.40497,-20.046205,-22.0376225,-21.56119,-18.716835,-20.8096775,165.68125,166.1665,0.0398777,397.01675
1,12.75,0,-5.006256174,-52.491089449,5.966534,-37.17871,-2.7591065,52.630615,0.0272,96.4987175,9.8825625,-46.8096,11.650655,-2.96942175,0.2671859,-16.433085,-19.9251625,-21.9430075,-21.3826275,-18.64838125,-20.78321,168.91225,169.57975,0.08768495,397.07475
1,13.25,0,-4.872327434325,-56.22047318875,6.15659925,-36.630355,-2.79740225,54.078465,0.024935,96.458875,9.175778,-45.47895,11.2852425,-2.95617025,0.2276809,-16.4146075,-19.79743,-21.9767925,-21.20136,-18.56243875,-20.79914,171.4445,172.66725,0.006632775,397.58416
1,13.75,0,-9.65667119675,-48.04062346175,6.2613175,-36.138075,-2.76604975,53.42549,0.02156,96.469615,7.5644415,-45.2101475,9.8785275,-2.914092,0.26877,-16.30614,-19.7206775,-22.0135125,-21.2431625,-18.491015,-20.80600125,173.30975,172.41325,0,396.03652
1,14.25,0,-7.8075175872,-52.573951003,3.496126,-36.49548,-2.7590515,55.671575,0.02674,96.507,4.848915,-49.58808,6.00189175,-2.912392,0.262649,-16.17794,-19.615765,-22.0558,-21.32379,-18.47215,-20.780105,172.134,172.82525,0,395.9343875
1,14.75,0,-6.75356675,-50.85205222225,0.940852525,-37.0480375,-2.73715225,55.1144,0.03525,96.52408,2.23144175,-50.912875,2.17919175,-2.90276725,0.27574075,-16.0526,-19.48791,-22.040175,-21.3370275,-18.345725,-20.83531625,171.8295,171.5885,0,398.2811
1,15.25,0,-8.235799251025,-57.3312,0,-37.66787,-2.6904345,55.4332875,0.028975,96.5102,0.51014265,-50.13982,0.53629735,-2.90635125,0.26634725,-16.00319,-19.3414025,-22.0640075,-21.3965575,-18.2469875,-20.89956,170.3015,166.379,0,396.9630625
1,15.75,0,-9.49742370675,-68.945932498,0,-38.75033,-2.674078,55.61628,0.02988,96.484905,0,-52.317525,0.06424336,-2.951999,0.253039175,-16.05737,-19.22967,-22.10323,-21.45149,-18.166755,-20.96479,167.639,162.36975,0,397.73238
