DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,1.4335164195,3.595,9.77117347975,4.0098489997,4.0107865,0.3593549095,13.5020346834999,49.3235019725,1.03752776235,9.56215844239999,1.2108,0.9208,1.181,99.769563532,79.77946,438.87534286,0.157199999999997,3.4415,0.0669999999999998,2.093,310.82,315.98,7.10663135682499,0.088292644,2.36383031075,2.130089709375,0.94026437675,4.049468225,2.77611278719999,0.8,0.6,1.6,2.4,3.8
1,0.75,1.82908275,3.6456,9.476765,3.190903333325,3.13202,0.63175805235,13.673762457,60.49394,1.4934143412,6.4316273647,1.2739,0.9258,1.1608,99.777993606,79.775188,456.77279953,-0.356200000000001,3.92625,0.0129999999999998,2.105,313.24,316.38,7.296439145,0.21321275,2.4690515126,2.0436744364,1.0249258767,3.99731325,2.875797817325,0.8,0.6,1.6,2.4,3.8
1,1.25,2.22710466025,3.3152,8.92632299999999,3.2622006671,3.287625,0.50423611075,6.00798799470004,49.282238521,1.31174695529999,4.79870070659999,1.2508,0.9248,1.1732,99.780706578,79.769811,437.207113705,-0.139000000000005,2.7262,0.0639999999999997,2.2948,312.12,316.5,7.56451446395,0.0727554724999999,2.39439293155,2.0890519418,1.06784942205,3.6426938,1.913979085575,0.8,0.6,1.6,2.4,3.8
1,1.75,1.803975,3.1332,9.10266575,3.846677833325,3.847506,0.443158378675001,82.6410167094992,57.1330601469999,1.0758626012,3.445266328,1.2204,0.8904,1.1376,99.779934562,79.76170425,457.309344845,0.0449999999999997,3.95849999999998,0.0615999999999998,1.9578,312.44,316.52,7.55231978575,0.089521702225,2.0893116618,1.881049386,0.995260880600001,3.3988198,2.75893406449999,0.8,0.6,1.6,2.4,3.8
1,2.25,2.52069168425,3.3924,9.14454273835,4.079726305675,4.051001,0.55317841275,10.78263218975,62.3329649999999,0.83442406875,11.128655294,1.2895,0.9316,1.3022,99.775011406,79.766543,464.8232892975,0.118999999999998,3.69295,0.0791999999999997,2.4238,312.24,316.8,7.58740001825,0.098474985,2.1964265802,2.0087187504,1.0141340896,3.5695602,2.444250291875,0.8,0.6,1.6,2.4,3.8
1,2.75,2.3371742392,3.5732,9.029595,3.783125583125,3.74080875,0.615417817074999,43.8717,54.207584765,0.961605886050001,3.83425534459999,1.2022,0.9054,1.1776,99.763079868,79.769943,432.306675825,-0.0250000000000005,2.7998,0.111,2.5124,312.4,316.44,7.610366087575,0.1030890075,2.618984013375,2.32341481975,1.087866737,3.55371759999999,3.0727341795,0.8,0.6,1.6,2.4,3.8
1,3.25,2.2198540958,3.5888,9.3848585,4.0014235001,3.684789,0.832541666499999,14.17021943,60.6229692305,1.475246181075,4.8112239706,1.2217,0.9336,1.1722,99.774981482,79.766509,435.73203786,0.208199999999995,3.31659999999999,0.0885999999999996,2.1952,312.62,316.44,7.643898232525,0.0875581499999999,2.432873016975,2.00687105395,0.96636980575,3.9039621,2.71823387999999,0.8,0.6,1.6,2.4,3.8
1,3.75,2.54153044255,3.82995,9.3528278944,3.7896084448,3.70037825,1.015808512375,33.0472698389999,59.826900395,1.474781382625,4.38561723875,1.242975,0.95335,1.170125,99.770889207,79.743287,459.223176335,0.764149999999999,3.0973,0.184375,2.263025,311.415,315.89,7.6306243062,0.0767945399999998,2.451510574525,2.119263338375,0.97367472225,4.0986022,3.54258750975,0.8,0.6,1.6,2.4,3.8
1,4.25,2.31996361525,3.858025,9.1550327936,4.0709608891,4.03554,0.371082481199999,8.21887590129999,62.6573062387499,1.3435242312,4.56284677635,1.234375,0.944,1.152225,99.767005143,79.74178625,465.29145353,0.319599999999996,4.46925,0.087575,2.366,311.935,315.8225,7.63905059945,0.11931425,2.258454242825,1.97246498895,0.92226647795,4.1813434,2.468990988075,0.8,0.6,1.6,2.4225,3.8
1,4.75,2.94786678797499,3.710825,8.8832330048,4.3412204443,4.257111,0.263856067799999,12.797275356,67.392131225,2.13776638659999,6.58241874614999,1.26955,0.951675,1.1679,99.778989784,79.73239525,458.56145046,0.0674249999999987,3.397975,0.1047,2.180125,310.89,315.8675,7.7705241703,0.06350985,2.47549930065,1.979301966775,0.983816742425,3.9064066,3.072108091475,0.8,0.6,1.6,2.4,3.8
