DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.08,0.56,8.69,8.87,45.62,-4.68,1.55,-66.01,-4.54,-2.875,0.18,0.05,6.06
1,0.75,0.09,0.55,8.52,8.7,44.36,-4.86,1.505,-65.1,-3.28,-3.12,-0.165,0.03,6.07
1,1.25,0.09,0.56,8.4,8.74,42.1,-4.88,1.57,-64.43,-4.42,-2.725,-0.1,0.02,5.99
1,1.75,0.09,0.57,8.34,8.585,42.77,-4.895,1.49,-64.01,-2.32,-2.47,-0.18,0.05,5.89
1,2.25,0.09,0.56,8.33,8.49,43.15,-4.87,1.575,-64.76,-1.93,-1.955,-0.11,0.03,5.84
1,2.75,0.09,0.58,8.29,8.5,40.57,-4.795,1.56,-65.525,-4.71,-2.37,0.03,0.055,5.77
1,3.25,0.08,0.53,8.445,8.65,38.425,-4.88,1.49,-65.4,-5.28,-3.27,-0.41,0,5.69
1,3.75,0.09,0.55,8.23,8.42,40.225,-4.785,1.38,-63.805,-1.08,-2.715,0.21,0.07,5.73
1,4.25,0.09,0.59,8.205,8.4,38.39,-4.815,1.52,-65.13,-4.79,-2.355,0.225,-0.035,5.66
1,4.75,0.09,0.55,8.3,8.445,38.39,-4.9,1.475,-65.165,-4.61,-3.1,0.07,0.05,5.73
1,5.25,0.09,0.59,8.06,8.25,37.49,-4.86,1.525,-64.415,-2.91,-1.92,0.13,-0.025,5.81
1,5.75,0.08,0.56,7.53,8.4,38.02,-4.94,1.47,-65.41,-2.81,-2.41,0.495,0.03,5.75
1,6.25,0.1,0.55,8.005,8.285,38.99,-4.875,1.445,-65.75,-2.35,-2.32,-0.46,-0.005,5.7
1,6.75,0.09,0.58,7.85,8.26,37.31,-4.52,1.5,-64.99,-1.46,-2.695,0.03,-0.03,5.64
1,7.25,0.08,0.57,7.88,8.39,37.54,2.14,2.51,-60.035,-1.99,-1.97,0.06,0.02,5.65
1,7.75,0.08,0.55,8.205,8.53,36.73,43.47,20.88,-22.26,-0.43,-2.615,0.51,-0.07,5.45
1,8.25,0.09,0.555,8.95,9.46,36.39,116.115,34.15,26.045,2.78,-3.54,1.4,-0.23,5.46
1,8.75,0.1,0.49,9.64,10.08,37.06,197.81,28.44,82.61,5.78,1.42,4.39,-0.55,5.44
1,9.25,0.15,0.52,10.385,10.865,35.29,277.055,32.97,148.1,4.96,11.92,18.215,-1.43,5.58
1,9.75,0.25,0.595,11.075,11.62,35.425,350.13,38.045,209.02,6.25,30.305,25.02,-3.08,5.5
1,10.25,0.43,0.99,11.325,12.04,35.045,412.8,42.73,269.7,4.91,67.48,33.04,-4.5,5.51
1,10.75,0.495,1.17,11.775,12.31,34.625,462.91,45.73,319.37,5.66,114.485,64.31,-4.65,5.7
1,11.25,0.54,1.26,12.03,12.78,36.48,504.81,48.25,355.75,-0.1,136.61,59.61,-6.56,5.64
1,11.75,0.59,1.27,12.15,12.7,36.2,529.71,49.96,374.2,5.15,150.57,76.43,-5.875,5.79
1,12.25,0.59,1.26,12.25,12.5,37.545,537.205,49.11,381.13,9.69,149.91,69.715,-6.175,5.78
1,12.75,0.585,1.175,12.46,12.905,36.9,517.55,45.445,362.045,-0.2,152.595,65.515,-6.05,5.93
1,13.25,0.58,1.14,12.42,12.75,38.95,496.67,39.77,340.75,10.54,147.55,63.92,-5.48,5.95
1,13.75,0.57,1.08,12.23,12.645,39.665,448.16,34.24,300.515,10.28,131.23,60.19,-4.73,6.16
1,14.25,0.52,1.05,12.11,12.87,38.81,391.33,27.58,257.89,8.44,120.8,59.69,-4.54,6.28
1,14.75,0.5,0.94,12.23,12.67,41.665,328.45,20.965,197.505,11.62,73.84,45.355,-3.32,6.27
1,15.25,0.45,0.91,11.94,12.55,43.31,172.91,13.38,91.72,11.04,46.34,39.045,-2.465,6.43
1,15.75,0.37,0.81,11.69,12.3,46,54.47,9.95,-13.67,9.89,16.42,15.23,-1.865,6.59
1,16.25,0.27,0.755,11.62,12.245,48.995,34.78,6.47,-31.58,6.65,3.96,6.63,-0.61,6.66
1,16.75,0.18,0.555,10.83,11.405,53,10.08,1.9,-56.45,5.38,-3.35,2.515,-0.03,6.41
1,17.25,0.115,0.54,10.02,10.9,55.175,-2.68,0.75,-67.81,5.31,-2.24,0.15,0.045,6.51
1,17.75,0.09,0.55,9.64,10.19,55.31,-5.225,1,-66.505,8.01,-2.405,-0.15,0.06,6.6
1,18.25,0.08,0.57,9.2,9.82,55.105,-5.06,1.12,-66.33,2.79,-1.93,-0.03,-0.03,6.5
1,18.75,0.09,0.57,9.035,9.455,54.26,-4.91,1.33,-65.03,1.01,-1.56,0.53,0.04,6.38
1,19.25,0.08,0.58,9.025,9.375,53.465,-4.79,1.48,-64.72,-0.72,-1.64,-0.185,0.02,6.44
1,19.75,0.09,0.56,8.78,9.46,54.02,-4.795,1.445,-66.025,-1.71,-2.67,-0.52,0.07,6.51
1,20.25,0.09,0.53,8.75,9.185,51.83,-4.835,1.49,-66.2,-1.75,-2.21,-0.255,0.025,6.34
1,20.75,0.08,0.53,8.595,9.1,52.805,-4.91,1.49,-66.04,-4.84,-2.245,0.52,0.055,6.39
1,21.25,0.09,0.54,8.585,9.255,51.31,-4.855,1.57,-65.17,-4.28,-2.25,0.385,0.04,6.33
1,21.75,0.085,0.535,8.6,9.08,49.25,-4.95,1.52,-66.17,-4.27,-2.12,-0.075,0.09,6.38
1,22.25,0.08,0.54,8.635,9.06,48.51,-4.97,1.51,-66.355,-4.6,-2.02,0.37,0.08,6.33
1,22.75,0.08,0.53,8.56,8.985,46.785,-4.73,1.62,-65.41,-5.48,-2.38,0.035,0.07,6.36
1,23.25,0.09,0.55,8.605,8.975,46.305,-4.795,1.55,-63.625,-5.06,-2.58,0.445,0.07,6.34
1,23.75,0.08,0.59,8.59,8.865,46.25,-4.79,1.59,-64.71,-5.76,-1.88,0.335,0.04,6.26
2,0.25,0.08,0.56,6.99,7.455,67.99,-4.78,1.46,-65.395,-5.735,-2.08,0.255,0.025,6.655
2,0.75,0.09,0.57,6.83,7.47,68.29,-4.745,1.44,-65.7,-5.665,-1.305,-0.04,0.045,6.69
2,1.25,0.08,0.59,6.71,7.495,68.37,-4.745,1.435,-65.84,-4.6,-1.46,0.18,-0.02,6.675
2,1.75,0.09,0.585,6.75,7.39,67.06,-4.64,1.49,-65.13,-4.95,-1.945,-0.28,0.05,6.56
2,2.25,0.09,0.58,6.59,7.115,64.78,-4.78,1.47,-65.43,-6.57,-1.9,0.29,-0.09,6.44
2,2.75,0.09,0.52,6.585,6.94,63.88,-4.805,1.47,-65.45,-8.18,-1.84,-0.105,-0.03,6.31
2,3.25,0.085,0.58,6.415,6.905,63.785,-4.715,1.46,-65.665,-7.54,-1.92,0.08,-0.05,6.25
2,3.75,0.08,0.57,6.615,7.04,62.725,-4.67,1.58,-65.94,-5.4,-1.945,-0.195,-0.02,6.39
2,4.25,0.08,0.55,6.36,6.93,61.125,-4.89,1.43,-65.775,-4.99,-1.035,0.155,-0.01,6.35
2,4.75,0.085,0.595,6.245,6.935,61.555,-4.805,1.585,-66.125,-9,-1.47,0.23,-0.03,6.14
2,5.25,0.08,0.58,6.215,6.715,58.275,-4.835,1.56,-65.205,-4.51,-1.18,0.095,-0.06,6.29
2,5.75,0.09,0.58,6.145,6.37,59.685,-4.645,1.61,-65.305,-3.28,-2.265,0.05,0.05,6.2
2,6.25,0.09,0.59,6.065,6.49,59.07,-4.675,1.45,-65.37,-5.1,-1.9,0.29,-0.03,6.21
2,6.75,0.09,0.565,6.295,6.59,57.085,-0.58,2.1,-61.48,-4.62,-2.45,0.185,0.04,6.27
2,7.25,0.09,0.55,6.355,7.02,54.94,21.005,8.705,-31.065,-3.89,-2.23,-0.22,0.02,6.08
