DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,FC_1_1_1,FC_1_2_1,FC_1_3_1,FCH4_1_1_1,SC_1_1_1,SC_1_2_1,SC_1_3_1,SCH4_1_1_1,H,H_1_1_1,H_1_2_1,H_1_3_1,LE,LE_1_1_1,LE_1_2_1,LE_1_3_1,SH_1_1_1,SH_1_2_1,SH_1_3_1,SLE_1_1_1,SLE_1_2_1,SLE_1_3_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,USTAR_1_1_1,USTAR_1_2_1,USTAR_1_3_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,PPFD_IN_1_1_1,NEE,NEE_1_1_1,NEE_1_2_1,NEE_1_3_1,RH_1_3_1
1,0.5,422.328395,423.475255,423.103005,2.262064,2.38739185,2.36190725,2043.2333,2057.050675,2053.077525,1.76243575,2.02235575,1.410157,19.219005,5.364327675,1.6926828,0.503537212499998,14.539864,24.37166,72.5515225000003,116.61445,33.9760309999991,10.21120775,11.062423875,9.984812,8.494189,101.64662,29.1975937499999,6.55991467499998,50.898673,14.260375,3.610356425,26.233656,11.66695125,6.1270827,1.0256059475,1.10689805,0.96205204,97.42,2.28106700000001,2.91284492499997,0.495474214999999,0,1.82501379999999,4.708033075,2.433416,1.4651233,100
1,1.5,422.5450375,423.86657,423.358765,2.2589782,2.37760625,2.369038275,2041.44635,2058.726875,2052.058275,1.930396,1.82951275,1.42491665,12.9513615,5.59052320000001,1.81823925,0.481312275,13.129634,22.849852,98.1551630000002,91.37044675,24.5721554999999,12.026735,7.016372,7.58510839999997,6.667874,101.742537,27.53908025,7.073640275,51.35376375,12.5102065,3.33110245,25.80618,11.4,6.091880125,0.75852503,1.43275690000001,0.9152365625,97.437924,2.6,3.23087255,0.419334449999999,0,2.09791175,5.9867925,2.5167718,1.4396937,100
1,2.5,422.2257875,423.936735,423.7093625,2.2374076,2.37348925,2.329831675,2043.8769,2060.4216,2051.743375,2.0785609,1.8305898,1.388237,14.21281,4.872866375,1.663280425,0.48874365,10.60817275,19.047445,112.2317925,118.165195,20.6978775,9.83256949999998,17.92989075,8.094406125,9.22107594999999,90.7713047499999,27.582975,7.3047902,52.2228825,13.55419,3.38500625,23.548529,10.84621125,6.398782625,1.018664525,1.318353,0.8923666,97.44555,2.95445269999998,3.20446145,0.293116762499995,0,2.078082,5.27612455,2.427487675,1.21967915,100
1,3.5,422.4366625,423.483055,423.8933,2.23162905,2.382309675,2.327970625,2052.477825,2058.33545,2052.3603,2.75206484999999,1.80933115,1.406396775,8.72934199999999,4.6938526,1.62739605,0.528234525,11.284108,15.382277,86.61798125,184.767575,21.7770547499999,10.584313,12.35006,8.03069199999993,6.54437739999998,80.14555225,26.15791625,6.4775574,69.034054,12.71586825,3.64201565,26.0475,14.6,6.20077395,0.864499260000001,1.7120804,0.9090080625,97.4495995,2.69113520000001,3,0.446943694999992,0,2.010365125,5.38599052499999,2.269601,1.44314345,100
1,4.5,422.181575,424.04524,423.961995,2.272316,2.417536375,2.30991205,2043.769225,2063.014325,2054.845275,2.565368025,1.46586875,1.604195575,9.77237597500001,5.76891175,1.8353354,0.466862075,11.39834125,20.908838,78.998552,109.8422,15.5386437499999,8.735228725,21.63938225,7.06711429999999,7.84201175,85.7921909999998,23.47242,7.03924124999998,44.8772564999998,11.8410715,3.09965335,27.972036,14.471768,6.41778059999999,1.166581,1.650017075,0.889958740000001,97.45925,1.8187901,3,0.512276904999996,0,1.91371125,7.32529129999999,2.060918725,1.456567,100
1,5.5,422.497755,423.8715425,423.832345,2.2401492,2.4287937,2.346161125,2048.490675,2064.74945,2051.25605,1.58000205,2.29639659999999,1.3175885,12.21733375,5.02055695,1.84697405,0.450470405,11.90056125,17.5696980000001,63.6438422499998,111.860885,15.941432,10.525885,16.56422775,9.45223895000001,7.883361375,92.3915969999999,28.583226,7.803029625,44.9209044999999,11.59555525,3.31422145,24.462269,12.53114525,6.4224352,0.967844559999999,1.53044165,0.89412211,97.486549,2.144004,2.8,0.253920629999998,0,1.68043295,4.30603705,2.8431168,1.3259239,100
1,6.5,422.16228,423.7304675,423.91413,2.310005525,2.34747855,2.3112375,2047.5418,2064.96345,2052.631,2.3296324,2.044115225,1.65395455,10.277211875,4.57996749999999,1.708093725,0.475422495,10.1173287,28.7654709999997,54.5764400000004,84.8236045,26.7218325,12.18268775,12.3198735,7.3661898,8.6994754,90.8648494999998,28.6440165,8.604132075,39.2117647499999,10.773874,3.013834075,27.0668635,12.4325649999999,6.25965225,1.367137125,1.277808975,0.91866764,97.527,2.3,2.50754845,0.0204528869999948,0,2.35457075,6.074055,2.611730225,1.6560977,100
1,7.5,422.206525,424.1823175,423.67752,2.307628,2.39396825,2.2866283,2050.3812,2053.53565,2052.5282,2.10895435,1.97552265,1.696348025,12.7004945,5.17691559999999,1.6798444,0.45626408,11.1371115,30.72361975,62.0377625,139.691332499999,32.9877974999997,17.407865,20.442248,9.57544859999999,11.559872,105.608905,34.254462,10.491802,44.377883,15.41157,5.00570200000001,26.55077225,11.597002,6.56266344999999,0.84359614,1.4695279,0.933889139999999,97.556,2.4675,2.696761875,-0.195090457000007,0,2.11465925,6.470732325,2.1543857,1.585166925,100
1,8.5,422.2212,423.96783,423.78968,2.3113174,2.377942875,2.3092205,2047.938,2063.13,2060.118,2.3618355,1.683447,1.7525767,9.6098094,5.2273257,1.6159004,0.4433379275,11.52448,64.14372,147.539285,176.666805,51.4495379999997,27.9642762499999,19.480492,7.718522,12.7027745,119.266065,61.19810875,19.702106,64.958929,24.467638,7.813398125,28.02991925,12.954818,6.3,1.03359885,1.67086675,0.90874275,97.5885,2.79145789999998,2.55827599999996,-0.0368499750000002,268.6,1.69519114999999,6.022731125,1.9094344,1.82166249999999,100
1,9.5,422.3212875,423.94968,423.32764,2.3082255,2.411172,2.36069305,2051.9262,2053.9151,2054.1806,1.82076745,2.850770675,2.4585172,12.85531175,5.2609182,1.463482475,0.30050375,9.15629999999999,120.09674,165.06876125,147.3295575,84.537064,39.767465,17.5988602499999,18.405463,25.29465625,152.3044825,108.7033675,33.18974925,76.16682875,28.191837,7.86080857499999,24.9112815,13.63982575,6.58328075,1.047889065,1.9444045,1.0124164,97.6185,3,2.80014159999999,0.16352846,591.216522499999,2.49627994999999,5.61718072499999,2.4744319,2.0062964,100
1,10.5,422.54962,423.89904,423.00822,2.3181288,2.385254,2.396938875,2050.368375,2059.5781,2056.946,4.154344,3.6433743,1.955577475,17.575395,4.87560312499999,1.2412166,0.3116556,10.894602,182.26745,100.3078695,193.205915,127.589235,45.251316,37.66252,29.1364275,29.728481,155.0894,117.25097,32.748414,100.8037475,28.8945475,7.49068519999999,21.54093,11.14766,6.5770782,1.03399615,1.3441389,1.08339855,97.60975,2.93539669999999,2.6225,1.21810225,853.575,2.34854137499999,7.52648,3.34823375,1.9705282,100
1,11.5,422.9161,423.40737,423.10245,2.289486025,2.397887025,2.420018375,2047.1844,2062.32,2056.48425,5.94632507499998,3.8236669,2.386225875,16.91063625,5.13509832499999,1.19197885,0.29924599,13.975548,208.4458325,134.933655,189.967895,150.7066025,40.3377899999999,47.8229465,32.7638675,37.938348,155.652445,105.703315,27.43931,73.46958,21.86169725,5.2505655,22.77292,10.923066,6.421501,1.15630502,1.6154827,1.0440184,97.548724,2.68677719999995,3.11627585,2.6084952,1007.65,3.2210476,6.914065025,3.11646779999999,2.35459,100
1,12.5,422.9744,423.9524675,423.73585,2.3181497,2.4433635,2.41328125,2055.91695,2060.13005,2058.1835,4.5322915,3.202442625,2.3945626,14.65587525,3.923344,1.085161,0.284055425,10.974642,214.19598,114.7188575,248.632815,155.83493,37.5233025,48.9639249999999,32.758625,41.096936,152.46821,87.27312875,21.693205,66.17215375,16.662365,4.016174875,23.162702,11.4845,6.554158125,0.981242122499999,1.125107,1.022507925,97.479218,2.58378919999999,3.61876564999999,4.0468751,1014.1,2.71777195,6.44442195,2.597275625,2.394634625,99.99955
1,13.5,423.68462,424.38286,424.3330025,2.272271475,2.46413225,2.3756074,2048.1796,2052.985975,2051.179,5.1262903,3.17394779999999,2.141138125,15.839854,3.81366682499997,1.177111125,0.29966075,10.035266,194.3148,140.374425,225.98123,155.98058,33.35667325,48.26364625,30.228568,31.836681,153.274075,61.00066625,15.0542315,64.6543372499999,17.72207125,3.8425696,21.7776375,11.338991,6.42968695,1.00279199,1.0698485,1.03589315,97.419298,3.516992,4.41999999999999,4.612898,900,2.8615157,5.76338864999999,2.8751956,2.1279586,99.601286
1,14.5,423.33355,423.97614,423.9059625,2.24052714999999,2.5046632,2.408497375,2043.1756,2049.99335,2043.759875,4.086203875,2.1499865,1.899266375,12.2481425,3.14821154999999,1.02198595,0.2657937,10.46538,121.230575,68.789372,278.4679575,118.28484,30.5557075,26.703625,30.2557925,29.425864,125.0074725,39.22351675,9.6327553,51.6321732499999,14.91977,3.5836445,18.7378725,11.33379725,6.529702675,0.956416839999999,1.2370004,1.0468124,97.396297,3.28125,4.48100785,4.86499999999999,704.3,1.94908209999998,5.843267625,2.2630565,2.02698039999999,99.6411475
1,15.5,423.04983,423.4261625,423.5060125,2.23793075,2.391818825,2.3843375,2042.0657,2044.22245,2043.647625,2.69983235,1.8101012,1.7319555,9.25577862499999,4.75492460000001,1.48417785,0.354619034999999,10.1077531,58.3536415,32.5237389999999,198.51138,66.4644939999999,21.799163,21.53949,23.61121875,21.36715,79.958752,21.59304725,4.73192245,63.423685,13.6286855,3.58793465,20.31897925,11.48840975,6.3362,0.8171747,1.0515158,0.996294399999999,97.380207,3.4542042,4.31999999999999,4.6696147,400.575,1.7110468,6.9347726,2.0015198,1.68747775,99.94221525
1,16.5,422.827615,423.3353375,423.292515,2.251553125,2.4057574,2.3634034,2040.1076,2040.8532,2040.131,2.399136325,1.29163815,2.05982867499999,11.764439,5.567854375,1.754485875,0.42694839,10.65295675,23.09955625,32.7017039999998,160.2357125,25.8002484999999,36.3261979999999,10.08503625,12.0552385,15.527137,74.7201334999998,34.41701,9.82569725,93.6960337499999,76.3309179999999,30.8650445,23.98634,10.8917255,6.13691675,0.751394045,1.065942,0.9041676025,97.3899075,3.213309175,4.3175,4.166232525,124.625,1.8028788,6.734356825,2.03699515,1.657716975,99.98333125
1,17.5,422.735,423.343625,423.3161425,2.21565005,2.4642395,2.356361525,2040.0354,2042.00495,2041.1762,1.270264,1.47362325,1.2942733,8.86319035,7.22455254999999,2.5329667,0.65299455,13.9412855,41.82567,27.95984125,112.7359,19.581028,95.1622647500001,15.14458,7.92423837499999,10.198739675,83.3127335,116.14488,39.560042,53.39589075,28.1285224999999,38.2708865000001,20.97525,10.875672,6.15106735,0.751690435,0.97671929,0.915956465,97.4215,2.70349999999999,3.528042,3.156933125,2.52499999999998,2.11647565,7.6228332,2.99888555,1.359299125,100
1,18.5,422.293065,422.8570625,422.592255,2.233131,2.479116,2.3198896,2037.0592,2042.406175,2042.3326,1.4952041,1.702710375,1.2265011,8.41604722499997,7.277859475,2.7434494,0.693766580000001,21.933685,15.2158152499998,38.46559075,140.624375,28.65703625,12.033938,7.870623725,7.3004096,10.12980425,92.3464710000001,26.2328295000001,5.28510099999999,61.3127414999999,17.956693,4.05054164999999,22.57,12.223,6.28547835,0.821153865,0.98225798,0.92481812,97.46318275,2.70114195,3.69089319999999,2.685078075,0,2.42183135,7.72387187499999,3.024736125,1.5526835,100
1,19.5,421.4985625,422.5394875,422.503435,2.22095285,2.41341065,2.31999055,2039.8292,2052.704875,2046.5874,2.104348375,1.390783375,1.587821625,10.591005,4.87388755,1.7568682,0.452764355,15.60327,12.830292,35.072928,128.107392499999,25.7579645,14.5394215,17.56698,8.59403895000001,9.86005715,65.31953,16.0170875,3.8694575,48.1285694999999,17.53341,3.375663125,25.61425,11.6377015,6.298402425,1.0679653,0.9466807125,0.981426307499999,97.483345,2.41877735,3.9,2.195,0,1.8779792,5.296247475,1.929317725,1.4494431,100
1,20.5,421.8231625,422.66776,422.649725,2.2646891,2.4256823,2.3407925,2041.3948,2059.294225,2050.1986,2.9456586,1.35658055,1.38417705,7.34437119999998,5.7145898,1.991021,0.5509881575,14.739678,16.0769239999998,25.43316,153.152867499999,27.8119,10.509471,16.1496945,5.85025799999998,11.0092365,70.368826,19.922614,5.2414232,41.5094857499998,12.066245,2.99671075,29.108,11.6475,6.4079008,1.106562,0.957783549999999,0.959394455,97.45,2.74563129999998,3.61033605,1.733577175,0,1.826786125,5.15134,2.20754035,1.407657375,100
1,21.5,422.04596,423.194625,422.90546,2.31594915,2.41295725,2.3355986,2042.0234,2057.7137,2048.7562,3.028839775,1.389547125,1.342179375,9.99129079999999,4.88756920000001,2.0131078,0.49505882,13.52777125,12.72445,64.6922689999997,103.9707175,27.702889,10.95472875,10.12444005,7.22253884999993,8.048741,84.0556015,24.456744,6.2150336,46.50012675,12.1745375,2.94303065,28.725,11.293673,6.3776526,1.08008075,0.930333942499998,0.96706816,97.43045,2.91250562499999,3.32254715,1.312510975,0,1.850320375,5.73976277499999,2.166070625,1.350706475,100
1,22.5,422.115495,423.23714,422.95952,2.2920957,2.42412895,2.3404855,2043.6856,2057.78545,2050.8236,1.70298095,1.492162375,1.4464204,8.70831165,5.0137132,1.7957732,0.451566675,11.1121425,22.411901,57.590079,108.581249999999,37.8882339999999,10.5279925,14.5366735,6.56630844999999,8.09606479999998,93.8420395000001,24.970121,6.153978,100.28640225,13.0257755,3.293215375,25.19891,11.666608,6.2883166,0.960328285,0.95755838,0.967307325,97.434617,3.16,3.27378485,1.203339,0,1.604232225,4.766518175,2.32156625,1.2113616,100
1,23.5,422.52858,423.163275,423.040775,2.3009806,2.40189475,2.383752475,2044.8802,2057.793575,2050.633,2.16285625,1.73765125,1.73870675,15.794888,5.5566337,1.7682423,0.43852955,12.587582,17.06888725,99.6507242500001,120.27404,25.9023054999995,11.72403875,14.20629,6.17229272499998,9.41579714999999,100.35148425,26.83176,6.4195856,51.4399325,13.67390175,3.42245735,30.722,11.09887475,6.1976246,1.08955225,0.989784354999999,0.9603132975,97.40337625,2.96721975,3.13079599999999,1.0742794,0,2.0315976,4.79770725,2.361056325,1.53957,100
2,0.5,420.770375,422.5035,422.19554,2.4300568,2.4685074,2.371625775,2048.22105,2049.6605,2051.0176,3.04010817500001,1.482885,1.300822675,8.173890475,5.140948,1.66256875,0.561040325,70.7096852499991,11.31235425,15.32884575,71.6184685,11.9425165,9.09952215,17.191443,9.81010560000001,7.48153189999999,76.45203175,23.687202,5.5899214,54.23219425,15.637622,3.84497725,22.1410425,10.9013575,6.245296875,0.6425989325,0.84468396,0.91577475,97.2645,4.5649846,4.0475,2.9895078,0,1.5195268,5.616536775,2.1467934,1.1867237,100
2,1.5,420.8700675,422.88035,422.5415875,2.32379855,2.419779,2.366422,2080.031725,2081.861375,2086.3375,1.958587125,1.8270318,1.7547856,9.6340495,5.2434426,1.81396725,0.593045379999995,12.673786,15.50912875,36.69189525,43.8554825,9.76421080000003,12.296074,8.83105719999999,8.7847455,10.09018195,78.6255375,24.748413,6.362559975,85.24111,25.3843420000001,3.6515459,22.4599565,11.200639,6.2770859,0.76350429,0.864674,0.886258155,97.3013675,4.0178724,3.92934914999999,3.095,0,2.021670225,5.823345725,2.7121196,1.7841284,100
2,2.5,420.715585,422.5049075,422.300125,2.31302675,2.468553975,2.364506,2040.11525,2038.7164,2033.81575,2.23941975,1.7993155,1.52694435,9.021995,5.36838559999999,1.530201625,0.4720636,13.8544979999999,11.6813475,24.32234775,40.67384,14.1457025,12.0278925,15.787139,7.31783769999997,10.7950645,78.3112732499999,20.467982,5.3328101,82.2025,22.1581980000001,3.2758632,21.257826,11,6.374299625,0.857867225,0.826085255,0.9135097875,97.3370055,4,4.0475,3.07959,0,2.272529,6.31584732499999,2.216282,1.4079506,100
2,3.5,420.715625,422.48229,422.272465,2.3409309,2.467622,2.373464,2029.9435,2077.2883,2045.065325,3.27929229999999,1.988900225,1.37098615,10.53798,3.912126,1.63908375,0.5906732,10.7158955,23.9321025,19.3849764999999,77.6304117499999,16.02658425,14.952605,14.21608,7.69579145,14.84199425,85.415499,22.51533075,6.34303799999999,142.6964,14.2684705,3.7538699,22.0871425,11.527236,6.1488783,0.6287892,0.851872369999999,0.88792909,97.331049,4.4385195,4.0975,2.69217404999999,0,1.6128603,5.10308559999999,2.926710925,1.39152015,100
