DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,2.45832969715667,0.431293181116568,6.99808018508015,0.982588397708801,0.452332333310823,-4.2231317388968,1.27400667174083,1.41006244432491,419.86115666598,9.96582665793785,429.624610783505,9.041230151623,426.887786296594,430.876047212372,9.11752133727996,428.65330148287,431.894482315916,9.12226163814526,430.724223565647,436.008677761764,9.26076712875889,434.773877764829,455.770488289152,9.13429291614241,460.602380345161,2.67262584234691,8.03858747134843,0.462590861258475,2.515,2.0825,1.02,0.335,6.7546,6.50175,6.6689,6.57485,6.14345,5.783075,97.953955,96.6325,1.40975,7.14,7.41,7.46,7.27,2.35,-0.515,3.8,0.8575,347.15,346.7,356.1,346.65,0.11,0.33,0.65,0.26,0.325,0.115,0.05,0.03,0.13,6.2165,6.596,6.2675,6.73275,7.09275,7.273,7.8305,9.53875,6.1955,5.772,6.3695,6.30775,6.345,6.9435,7.71425,8.5845,6.187,6.6355,6.28575,6.356,6.53225,6.60225,6.9465,7.92225,8.797,6.06625,6.3885,6.3895,6.351,6.1375,6.42925,6.99825,7.571,8.468,6.098,6.372,6.745,6.6045,7.241,7.806,8.501,9.113,-0.07925,0.292,0.2305,4.8825
1,0.75,2.89267925151266,0.251005573181967,11.0670584863335,1.46640963790079,0.458039087613131,-12.7352861578795,2.0796174483609,1.23572250213035,420.906635321617,9.57544243902847,429.816935409454,9.13753193228897,427.511703687015,430.77874910767,9.09158118333845,425.279669310895,431.992365957739,9.11346437838569,432.884063189258,437.777629972063,9.20293492270948,432.392939682381,457.908214928936,9.11885343830258,454.206809260418,2.85055482178718,7.75987649240442,0.461483295239454,2.355,1.91,0.985,0.32,6.6513,6.409,6.61565,6.4274,6.09865,5.7329,97.9117525,96.78,1.3574,7.095,7.37,7.4,7.16,2.25,-0.46,3.675,0.8175,346.575,346.375,356.15,346.55,0.11,0.3275,0.65,0.26,0.35,0.1,0.05,0.03,0.135,6.181,6.5695,6.26275,6.7235,7.09,7.27275,7.8315,9.5335,6.13175,5.764,6.355,6.298,6.3475,6.94175,7.7125,8.5845,6.11175,6.592,6.2765,6.335,6.53125,6.604,6.94675,7.92075,8.80325,6.00325,6.3755,6.3475,6.33825,6.14,6.4285,6.9975,7.572,8.47225,6.069,6.31725,6.744,6.60875,7.24225,7.821,8.4925,9.10025,-0.274,0.118,-0.0835,5.01
1,1.25,2.73695694269847,0.450491969913982,12.3142111842128,1.14502682824197,0.351302257219055,-5.12791501482343,1.88689591099856,1.20498353965489,420.265655829871,9.48096231037485,428.022172549285,8.88599347949712,431.397912771159,430.778893224498,8.95029338113108,428.611729522066,433.573585565857,8.96223655025097,433.815013670886,438.280362178242,9.07893495042059,432.420915828571,457.848529960402,9.16138265285456,456.238559133054,2.40024607303843,7.69360776752649,0.480144774157643,2.29,1.82,0.995,0.32,6.668,6.48325,6.6394,6.302325,6.0038,5.7175,97.94381,96.855,1.3882,7.0125,7.04,7.3,7.09,2.4,-0.53,3.9,0.77,346.6,346.4,355.6,346.4,0.11,0.32,0.6575,0.26,0.3475,0.1,0.06,0.03,0.14,6.129,6.545,6.266,6.717,7.046,7.2765,7.8325,9.53575,6.048,5.773,6.347,6.303,6.34925,6.937,7.71075,8.584,6.068,6.57,6.2295,6.33,6.53075,6.60525,6.948,7.927,8.808,5.96,6.334,6.334,6.333,6.124,6.383,6.997,7.571,8.477,6.06,6.275,6.736,6.607,7.245,7.831,8.49,9.101,-0.25375,0.601,-0.0295,5.2075
1,1.75,2.9273438710839,0.429513488985636,12.907722251181,0.844876238319596,0.380004426156365,-14.5664234162432,1.999659457862,1.24414761635142,421.199076509842,9.24595627468972,429.115925661101,8.84639314193318,428.02823760396,431.159222252508,8.87043482892629,428.146865047217,431.970751104083,8.93634546807733,432.099537613813,436.80410779744,9.17946998111154,437.377051910622,455.01581404274,9.27823032501875,458.287604528086,2.64157881206122,7.88135212862349,0.524487028191583,2.29,1.9175,0.98,0.32,6.3706,6.3565,6.191,6.07145,5.993,5.6557,97.93718,97.025,1.4319,6.995,7.06,7.29,7.2,2.3,-0.5175,3.3,0.77,346.8,345.7,355.4,345.7,0.11,0.32,0.6575,0.26,0.3275,0.1,0.05,0.03,0.13,6.133,6.54,6.266,6.71,7.046,7.278,7.8315,9.5355,6.071,5.775,6.331,6.307,6.35075,6.934,7.70925,8.584,6.068,6.565,6.2265,6.33,6.53,6.60625,6.947,7.926,8.808,5.962,6.356,6.318,6.331,6.128,6.386,6.996,7.57,8.476,6.058,6.269,6.737,6.61,7.247,7.806,8.492,9.101,-0.0605,0.123,-0.1085,5.045
1,2.25,3.3695365679278,0.497443681293767,11.8938437512186,2.05777624079712,0.35768250206097,-8.6554821599262,1.62982631707583,1.16376682440383,421.464484217572,10.2694882633585,428.589645692328,8.90490490306934,428.689140027328,431.131715889207,8.9078649552817,430.500490059855,433.857373123844,8.8867001509774,431.669469747002,435.977104021539,9.19433611811531,434.782561158416,456.754909911318,9.25825160002389,451.02174341771,2.12852512135612,7.25916906267461,0.511788999013221,2,1.69,0.8425,0.28,6.3998,6.268,6.3193,6.2283,5.8206,5.6062,97.97631,97.13,1.57235,6.935,6.98,7.21,7.12,2.2,-0.5925,3.6,0.67,346.6,345.9,354.8,346,0.11,0.33,0.645,0.26,0.345,0.1,0.06,0.03,0.14,6.153,6.541,6.261,6.7,7.051,7.277,7.8315,9.53475,6.14,5.751,6.313,6.308,6.349,6.93,7.7075,8.584,6.132,6.526,6.2245,6.331,6.53,6.606,6.949,7.926,8.807,5.988,6.356,6.306,6.332,6.131,6.388,6.997,7.5685,8.46175,6.06,6.289,6.738,6.613,7.248,7.798,8.489,9.101,-0.091,0.352,-0.19,4.6675
1,2.75,3.05168851300833,0.536352138070637,9.95305186941312,1.45335036465719,0.371892485639718,-3.70121006257876,1.73135997850242,1.14030051100574,420.953756430215,10.1449703227389,428.706747153298,8.7719139830186,428.862096719766,430.575760878098,8.89056211764791,429.309386396104,433.957537884938,8.94120451083761,428.366732896875,440.056171869373,9.26024869647357,436.94690132459,456.413464799042,9.1824719251148,462.130291475728,2.36016795310558,7.27948689480303,0.54684202802069,2.23,1.79,0.9075,0.29,6.6782,6.246,6.5207,6.2785,6.0327,5.4772,97.94248,96.895,1.4071,6.87,6.97,7.2,7.02,2.2,-0.64,3.7,0.78,345.3,345.3,355.5,346.1,0.11,0.33,0.64,0.26,0.3325,0.1,0.05,0.03,0.14,6.171,6.529,6.255,6.702,7.047,7.276,7.8315,9.5345,6.178,5.737,6.296,6.311,6.3475,6.927,7.706,8.583,6.165,6.557,6.224,6.331,6.5295,6.60575,6.94725,7.926,8.806,6.038,6.342,6.322,6.332,6.135,6.391,6.998,7.56775,8.4615,6.077,6.307,6.738,6.614,7.249,7.796,8.488,9.101,-0.177,0.3375,0.022,5.17
1,3.25,2.21036326067869,0.412779832397455,9.61899399013812,1.89741330807383,0.404839304330483,-9.21213707388344,1.98413891434284,1.10681553864073,421.869298947447,10.3252835471162,429.380923164779,8.77803129329715,429.638243320749,431.386979097135,8.86253092862442,429.65715228294,433.05722083971,8.98233857058906,433.539279068027,438.369907526485,9.23763241896098,436.921448220592,456.922863586387,9.21501433975331,452.548825193182,2.60229637907293,7.55652626321006,0.540510756713219,2.29,1.885,0.92,0.29,6.627,6.439,6.5712,6.3671,5.9864,5.3245,97.90965,96.855,1.244,6.7125,7.03,7.1,7.04,2.4,-0.675,3.8,0.76,346.7,345.6,355.1,345.2,0.11,0.33,0.64,0.26,0.32,0.1,0.06,0.03,0.14,6.155,6.51,6.26,6.699,7.044,7.27725,7.83,9.53375,6.177,5.708,6.288,6.313,6.34775,6.923,7.7035,8.583,6.135,6.567,6.2235,6.33,6.52875,6.605,6.9415,7.925,8.806,5.982,6.341,6.355,6.331,6.138,6.393,6.998,7.567,8.46075,6.089,6.283,6.738,6.616,7.248,7.794,8.487,9.1,0.157,0.7165,0.211,5.1
1,3.75,2.42667594256364,0.348577125526511,5.56941549378195,1.97116186529476,0.334008835133508,-9.13646099797178,1.76633171222507,1.16839156441462,420.489224968782,10.4971719938159,430.430857193,8.91576509103441,429.866649003034,433.108102374445,9.05931985200305,430.029345731239,433.968756278855,8.93449132211863,432.009658909551,440.714495371399,9.15722687281628,436.440538040373,456.318682558116,9.44696536994199,460.162213558556,2.45621192930063,7.67755184512759,0.46873730762519,2.1675,1.8125,0.9,0.3,6.3745,6.17725,6.334925,6.3457,6.029125,5.5009,97.885545,97.21,1.0226,6.77,6.9925,7.2025,7.03,2.3,-0.69,3.8,0.6775,344.975,346.3,355.75,345.35,0.11,0.3375,0.6425,0.2675,0.3,0.1075,0.0475,0.0275,0.14,6.147,6.52425,6.26425,6.706,7.0465,7.279,7.827,9.533,6.152,5.699,6.29675,6.3355,6.352,6.91975,7.701,8.58425,6.12,6.59,6.24475,6.34175,6.529,6.60475,6.94225,7.918,8.79925,5.995,6.32225,6.35825,6.37825,6.14075,6.39125,6.997,7.56625,8.47625,6.082,6.28575,6.72625,6.6115,7.247,7.779,8.498,9.09775,-0.571,-0.244,-0.43,4.3
1,4.25,2.92073518199109,0.579280971822806,6.74757997062512,1.08463269196211,0.369732881515752,-9.58698564911041,1.87519384779522,1.17477155947139,421.182976709689,10.100225274757,429.922305103891,8.86706816125402,430.98375479699,433.239651066809,8.9690912070614,430.625433480263,434.960428742378,9.04353951975723,432.510988055349,439.917353736208,9.10352701311554,441.43340678022,457.060963857566,9.31648635817804,454.224092377774,2.37468976521286,7.37524382055855,0.526306633007631,2.13,1.725,0.8675,0.3,6.399,6.081,6.405,6.5295,5.9347,5.4775,97.88262,97.075,1.0993,6.7,6.83,7.19,7.03,2.3,-0.605,3.6,0.75,344.6,346.9,355.9,345.1,0.11,0.33,0.645,0.26,0.33,0.11,0.04,0.03,0.14,6.124,6.516,6.269,6.71,7.051,7.29325,7.82875,9.53275,6.094,5.696,6.293,6.348,6.353,6.917,7.698,8.581,6.122,6.604,6.24,6.347,6.53,6.593,6.942,7.905,8.781,5.982,6.306,6.344,6.395,6.145,6.398,6.994,7.564,8.474,6.107,6.293,6.72725,6.617,7.247,7.746,8.485,9.093,-0.627,-0.465,-0.46675,4.18
1,4.75,2.36305493232718,0.640983519777877,2.68924113426214,1.13342019538664,0.370482307590457,-12.1852929545554,1.29747345987406,1.18384856878339,421.804535525264,9.9084320452414,430.124118109808,8.85384827146496,428.434485626492,431.817670057859,8.79568093845311,430.335090318033,433.434272077564,8.80350580585854,435.890521479812,439.666218602087,8.85499839260795,441.040290695832,456.135295185304,9.31941791181178,452.78185830295,2.51807110218477,7.45424914078416,0.46566925194613,2.12,1.76,0.935,0.28,6.1466,5.741,6.1462,6.32185,5.925675,5.213,97.88178,97.175,1.1394,6.49,6.695,7.08,6.98,2.3,-0.675,3.6,0.73,344.9,346.5,355,344.6,0.11,0.33,0.64,0.26,0.265,0.1,0.05,0.03,0.14,6.078,6.52,6.271,6.712,7.056,7.29475,7.83025,9.53275,6.072,5.762,6.296,6.354,6.354,6.914,7.697,8.581,6.11,6.575,6.229,6.348,6.53175,6.5915,6.94025,7.913,8.78575,5.962,6.308,6.322,6.389,6.149,6.401,6.993,7.564,8.473,6.087,6.275,6.7285,6.618,7.246,7.746,8.484,9.09225,-0.6,-0.4885,-0.3865,4.195
