DOY2,HR2,CO2,FC,H,LE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,TS,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,461.7310125,1.8820795,-0.449363050000006,45.97300725,7.047543675,7.8559112,0.593977819999999,88.69591375,3.90066545,94.6132275,-0.965208969999999,0.14507061,3.4,9.2003854,0.57496904,1.7592918,1.9671946,0.61777064
1,0.75,467.474945,1.87227725,1.11274120000001,47.43860125,6.85038195,7.69300435,0.5693173275,88.756608,3.8333572,94.616399,-1.2651019,0.180917775,3.326667,9.229262025,0.62910332,1.651465125,1.883985975,0.63846692
1,1.25,437.4905825,2.43260875,-2.0167577,50.1967135,6.8561934,7.73057765,0.5615193075,95.13000375,3.94363685,94.619188,-1.39494045,0.1826340725,3.3,9.146784525,0.6473928775,1.648715875,1.9607554,0.6475017475
1,1.75,443.5977,2.278821,-4.86035485999999,48.11825,6.933581775,7.7336228,0.62530909,92.355883,3.915482,94.631364,-0.699527310000001,0.1634262025,3.3,9.1020133,0.6448474675,1.650552825,1.67615725,0.6346275925
1,2.25,441.8323425,1.58238725,-1.37334818,39.8499225,6.68434635,7.4851748,0.44405172,92.394533,3.5031291,94.6394915,-1.241343775,0.18823532,3.3,9.0567718,0.57347352,1.4936966,1.7150818,0.62296354
1,2.75,424.1511475,1.589911,-0.555221075000007,44.8159005,6.95211745,7.5733182,0.6079353325,92.95984025,3.55825165,94.62725925,-1.59217765,0.19043069,3.3,8.71267835,0.580493895,1.438749375,1.6509948,0.567988765
1,3.25,416.68546,1.775386,1.55385127499999,38.3376539999999,6.97475115,7.601384175,0.52752438,94.37981,3.664713,94.627336,-2.0452138,0.1993486675,3.3,8.827602725,0.550310735,1.39978185,1.539883025,0.5837564525
1,3.75,417.829,1.6141225,7.102011625,36.940524,6.992248575,7.6484688,0.4046817975,93.97071025,3.481269775,94.64391275,-2.0788672,0.2158549275,3.233333,8.612824375,0.5201105375,1.408295575,1.809494775,0.59162457
1,4.25,431.2904175,3.27518475,4.1474078,43.8975119999999,6.958269575,7.633922025,0.5816858575,94.09240825,3.74450399999999,94.63770125,-2.122425125,0.21117853,3.2,8.8943639,0.58733347,1.608062325,1.82583335,0.612947615
1,4.75,443.427824999999,1.438165,5.4787966,42.9145320000001,6.776598625,7.44503055,0.9111035375,92.852304,3.6900926,94.6417925,-3.1808481,0.2222031925,3.2,9.286209525,0.6515785725,1.73505855,1.97517185,0.607070325
1,5.25,436.0946925,1.998404,7.70457649999997,45.615975,6.420305225,7.10065045,0.625025665,91.779156,3.6535182,94.626231,-2.654346125,0.2030104325,3.2,8.374256875,0.5460914275,1.57995745,1.734518025,0.58110756
1,5.75,436.628102499999,1.80105,6.05744684999999,47.2914884999999,6.192424525,6.812520525,0.59913547,93.7944205,3.3762872,94.619808,-2.666111625,0.196063635,3.2,8.52672815,0.604897715,1.669836325,1.995538575,0.62400448
1,6.25,492.1236225,4.132405,0.986255969999998,56.646878,6.110658025,6.6815722,0.570989,93.957542,3.3523256,94.626887,-2.035899575,0.17360023,3.2,8.454949,0.55737016,1.6357358,1.9066874,0.61279746
1,6.75,432.706129999999,1.38971925,32.62058625,34.29402125,5.358902325,6.2542494,0.80094696,93.63210025,3.3226934,94.63710675,-1.56129285,0.238917935,3.13,8.6912996,0.6590046,1.6959076,2.0498546,0.6312768
1,7.25,422.15585,1.588131,4.557495225,23.35335975,5.18436895,6.515883725,0.6029682925,94.805683,3.3423343,94.623384,-2.0637918,5.09558465,3.176666,8.47386165,0.6243272825,1.5589291,1.7120568,0.5694642225
1,7.75,437.527985,1.36670975,-0.475562399999977,23.483582,5.3371968,6.43368855,0.6401926475,94.314256,3.540190525,94.6077685,6.81058599999999,36.16502525,3.2,8.58214975,0.5848200575,1.47330965,1.713746425,0.5526400925
1,8.25,427.58633,2.673667,15.587654,31.1756645,5.49054385,6.219205025,0.577104015,91.568726,3.6418497,94.61954475,21.22108625,95.96696425,3.2,8.845843575,0.5847108875,1.5789367,1.744699325,0.5904865775
1,8.75,455.537685,1.58683825,14.9666807499999,37.2756300000001,5.6005768,6.18311805,0.5315928675,91.33406325,3.591612225,94.634142,62.5072054999999,231.621,3.196666,8.68502125,0.6087837675,1.39497945,1.7348624,0.5961536125
1,9.25,428.897385,1.885134,4.8675232,53.136119,5.535139725,6.0695504,0.79686108,93.367002,3.6315037,94.638347,75.78132325,350.289895,3.123333,8.6771388,0.61114572,1.3184968,1.5870636,0.53767042
1,9.75,448.080604999999,1.062740425,38.717635,45.895262,5.727288125,6.3750774,0.8646757275,91.8172535,3.86202375,94.63072375,98.54718925,495.3841125,3.2,8.48639,0.59950059,1.48751745,1.837992625,0.592010575
1,10.25,432.12575,6.73326899999999,47.196938,71.41316,6.7697835,7.37428545,0.656601965,89.614548,3.6009539,94.64543,156.42686,531.05312,3.26441635,8.46629515,0.5991223975,1.425299275,1.775055725,0.6113834375
1,10.75,423.3664075,2.01193775,41.2952735,83.5432575,6.89287425,7.4308775,0.3536183,89.59448,4.1506384,94.64526625,164.4714025,663.9977925,3.396667,8.71094775,0.621138,1.60009175,1.7398495,0.6094542
1,11.25,419.5897,1.2886145,51.12852075,95.3619280000001,7.3908145,7.82439775,0.443000225,85.40481,4.14702,94.615655,171.570875,732.861875,3.51,8.54622475,0.585306475,1.587769,1.797609,0.60335675
1,11.75,511.907675,1.2723705,49.4939175,89.267778,7.11747495,7.657318275,0.57533835,85.251394,4.3597187,94.5774715,174.854545,718.415324999999,3.653167,8.86401262499999,0.6239313325,1.6515598,1.92804365,0.607505447499999
1,12.25,474.4002825,0.7659475,46.0351995,94.849407,7.969644975,8.4283799,0.6824540875,91.318324,4.1666922,94.510544,164.84602,679.14091,3.8490003,8.9866981,0.703009029999999,1.6390888,1.8145437,0.6115467925
1,12.75,452.3674225,0.99019015,52.14587675,95.847267,7.829726,8.411054,0.44711408,85.67772275,4.0964048,94.4691465,163.4654875,664.191415,4.081332675,8.9495308,0.60514994,1.5901972,1.7477274,0.57840798
1,13.25,441.36754,1.820035,44.161609,89.87434,7.240687,7.6229981,0.850487277499998,89.2879045,4.2868271,94.4508995,122.08034,607.701835,4.24116665,9.310011025,0.646737607499999,1.7348581,1.86739275,0.6059091875
1,13.75,447.231425,1.3793864,28.673458,89.390837,6.80721675,7.34064825,0.489677075,90.441676,4.3348625,94.424455,127.001165,577.156115,4.341666975,8.8601008,0.62283724,1.59367685,1.76647275,0.603187175
1,14.25,433.4280175,3.05662725,25.422981,91.0045425,7.30103235,7.926415725,0.3816206575,90.76642625,4.320118,94.394618,79.019082,400.24082,4.41766665,8.20059175,0.5618892525,1.47427415,1.783114325,0.5647824275
1,14.75,419.8763125,1.287365075,10.855825675,64.73851025,6.80412,7.405199,0.58715555,91.14219875,4.08238575,94.37254,55.39255875,346.44245,4.44,8.572210625,0.52266175,1.461971625,1.557776125,0.5298640875
1,15.25,438.0087525,1.387745,7.64360840000001,46.478278,6.8234158,7.4871403,0.633450535,90.71709625,4.03794705,94.3713875,27.9454075,242.0759375,4.432499975,8.6396519,0.496533945,1.4454333,1.6004343,0.535422805
1,15.75,452.46808,1.223065,11.667802175,37.916346,6.4159256,7.052064,0.57567102,90.483454,3.69506965,94.3541855,11.3330869,139.456425,4.41,8.2284434,0.49668154,1.4337142,1.6229326,0.52377552
1,16.25,487.29311,1.685212,11.734673175,29.9801155,5.95665055,6.602967725,0.50817759,94.012056,3.7267981,94.35479575,0.411790712499994,47.53766,4.416667,8.489800825,0.4993377075,1.397032225,1.63856075,0.5231899475
1,16.75,607.7889875,1.90963075,-0.611460900000013,31.5317785,5.52726825,6.14126475,0.7986934875,91.857525,3.75094725,94.37464,2.8576935125,7.91010975,4.2926666,8.705826125,0.5324706875,1.456900875,1.738095875,0.5491452875
1,17.25,441.67567,1.49260575,6.40083319999999,30.91658925,6.0222486,6.405622,0.516334365,94.80103975,3.8430456,94.39737,4.22160475,0.295625125,4.219916075,8.4025088,0.56984459,1.63271575,1.82625335,0.568947375
1,17.75,450.259349999999,1.477887175,18.971079,32.45580025,5.8942541,6.26709545,0.51838243,93.110425,3.86620925,94.4245285,2.007265815,0.22954017,4.12233305,8.5665312,0.602035815,1.63156915,1.97858325,0.58444498
1,18.25,573.92773,1.5276833375,4.45942193499997,28.839495,5.7993824,6.19839825,0.47699492,92.08336,3.609394025,94.4404555,0.737417945000003,0.23373043,4.025833025,8.93866065,0.53121886,1.6113979,1.80360315,0.584754395
1,18.75,446.635764999999,1.5774795,2.294477875,30.71397975,5.27442815,5.50118425,0.80336014,95.015432,3.42010235,94.4702075,0.91532725,0.224701575,3.91108305,9.90748205,0.55142205,1.69218665,1.78852445,0.566427245
1,19.25,443.47668,1.7154875,18.4000576,25.602226,4.87883285,5.20632835,0.66790202,91.395985,3.6614611,94.4897325,-1.62535675,0.2187457875,3.834583025,9.3806664,0.555485195,1.65853825,1.8930555,0.567366585
1,19.75,413.5127,4.74178574999999,2.57538962499999,30.8134675,5.57101125,6.04588785,0.51783934,89.53922125,3.82647575,94.502201,-0.937578724999998,0.208542445,3.663583025,10.54311805,0.574873055,1.6377506,1.9125926,0.5506404
1,20.25,416.2604925,3.38008525,0.911132104999999,30.6925405,5.14523145,5.649783075,0.6712991625,87.3802375,3.782862375,94.514791,-1.6153149,0.193845345,3.605,9.438401275,0.5686182425,1.519434925,1.781020675,0.570249725
1,20.75,458.921549999999,3.28701375,1.034077375,36.96392675,4.4821014,6.71798815,0.50233801,89.5237825,3.77475975,94.5372075,1.0450813,0.216580415,3.573583025,9.67406825,0.563719485,1.48217765,1.7324814,0.54638913
1,21.25,428.389675,1.42704375,-3.98419165,31.8106735,4.2785201,6.75632065,0.447628355,87.4522175,3.697400875,94.550204,-0.563123549999997,0.231512455,3.515,9.2605255,0.511472885,1.44996695,1.6044187,0.54166688
1,21.75,417.8124925,2.53751525,7.591526,35.88694,4.4308045,6.475550575,0.5942286275,87.59421875,3.92066775,94.56067625,-0.2288651,0.2001330125,3.5058333,8.99511845,0.507205145,1.392459125,1.509863875,0.4985436075
1,22.25,435.258475,1.762302,-5.170102175,38.151473,4.6545855,7.0870323,0.496558415,87.57874675,3.774864125,94.58233625,-1.499142875,0.2195194875,3.5075,8.89179555,0.48816847,1.34556955,1.5831447,0.557481095
1,22.75,414.3212,2.34296475,11.0603449999999,31.4410445,4.4537072,5.6432995,1.576112075,87.8350895,3.718294975,94.58296,-0.5273362625,0.1937837625,3.467083,8.39116025,0.539283525,1.518146375,1.544166375,0.5526465375
1,23.25,441.43751,2.479308,-5.033238675,27.182381,4.6483832,5.872986125,0.497343215,87.9727445,3.633701525,94.593487,-1.2156572,0.19398506,3.408667,9.09873824999999,0.51963953,1.52726435,1.623260425,0.53649975
