DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,TAU,PA,RH,VPD,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,SW_IN,SW_OUT,LW_IN,LW_OUT
1,7.75,0.04583,371.581604,-29.24589025,-0.26421275,-9.6725,-5.8865,-4.498,-5.086,2.40125,0.245865,0.566823,0.417783,0.290016,-0.31314675,99.12499775,69.897499,0.13706,-29.99250025,-23.3807185,0.015786,-1.826,-2.44125,-1.55275,-0.8855,0.65075,2.66175,4.28975,-1.35475,-0.32625,0.89875,2.88675,4.40425,0,0.1905,149.853546,185.00229225
1,8.25,-0.006519,372.24858095,-24.1756085,-0.3081885,-9.6775,-5.89525,-4.46625,-5.1,2.3525,0.267693,0.61781225,0.4668715,0.3079785,-0.35750075,99.199997,69.477501,0.1342225,-30.23250075,-23.5409015,0.0127075,-1.82125,-2.44225,-1.54725,-0.89125,0.65025,2.6615,4.29525,-1.35925,-0.335,0.906,2.88025,4.407,0,0.5905,148.0763095,184.22557475
1,8.75,0.032883,372.0325012,-23.39851925,-0.01944075,-9.615,-5.90575,-4.4555,-5.116,2.4845,0.29863125,0.5885865,0.4688795,0.3048135,-0.33565325,99.2249985,69.1174985,0.135335,-30.35250025,-23.3988225,0.01209625,-1.828,-2.438,-1.5495,-0.8835,0.6505,2.65875,4.29025,-1.36825,-0.34025,0.90325,2.87675,4.4065,3.538,3.73025,151.70258725,182.65004375
1,9.25,-0.028551,372.0250778,-12.00212725,0.03995,-9.6,-5.9485,-4.4995,-5.128,2.5415,0.3146175,0.580911,0.498057,0.353365,-0.357801,99.199997,68.9275015,0.140295,-30.054999,-22.52387275,0.01583825,-1.839,-2.457,-1.557,-0.88875,0.6505,2.65075,4.28125,-1.38975,-0.3495,0.86625,2.87875,4.3995,18.699999,15.2875,152.4356995,184.624592
1,9.75,0.00333,372.132682775,-3.76004925,-0.070963,-9.695,-5.93725,-4.5185,-5.13475,2.7395,0.323609,0.63030075,0.54472225,0.3711815,-0.361024,99.199997,68.9099995,0.1482875,-29.64999925,-22.39036175,0.0155875,-1.841,-2.45925,-1.55425,-0.88375,0.65075,2.65225,4.27475,-1.39625,-0.36225,0.86175,2.88175,4.3935,41.32499975,31.7000005,152.9083175,189.4223935
1,10.25,-0.08952,371.748123175,3.760282,0.22571775,-9.795,-5.945,-4.557,-5.132,2.8325,0.320815,0.68908275,0.5819885,0.38949825,-0.40262575,99.199997,68.17499925,0.1604075,-28.6949995,-21.6236725,0.017534,-1.857,-2.45525,-1.55375,-0.87325,0.6505,2.65575,4.28425,-1.39575,-0.362,0.86475,2.88175,4.39425,67.90249825,52.0125,150.064312,193.588871
1,10.75,-0.054043,371.953376775,8.07262175,0.006457,-9.875,-5.9315,-4.59225,-5.13075,3.0055,0.324226,0.7267035,0.6205895,0.39961,-0.43097,99.199997,67.4325025,0.172615,-27.82500075,-21.354034,0.01986625,-1.85975,-2.44725,-1.55625,-0.8675,0.648,2.66125,4.28625,-1.40425,-0.377,0.85375,2.88,4.397,95.92499725,71.360001,147.69904675,197.957775
1,11.25,-0.159155,372.16387175,10.68562825,0.3028495,-9.8275,-5.92825,-4.60625,-5.12975,3.0495,0.34821775,0.706469,0.6717515,0.3963945,-0.510959,99.12499775,67.2849975,0.1868325,-26.932501,-21.3485485,0.02083775,-1.85775,-2.44,-1.55725,-0.86525,0.647,2.662,4.2885,-1.39925,-0.39175,0.865,2.886,4.403,118.10000225,86.450001,148.9016765,201.16370375
1,11.75,-0.0546865,372.22206115,12.832848,0.29005425,-9.68,-5.91925,-4.624,-5.13,3.22075,0.3552445,0.805132,0.6784995,0.43612,-0.454342,99.099998,65.925001,0.207855,-26.3249995,-22.11567675,0.0196025,-1.852,-2.43525,-1.5545,-0.8655,0.64675,2.6655,4.29125,-1.39375,-0.3865,0.8585,2.89075,4.40175,132.42499925,99.1750015,148.54383075,203.70051175
1,12.25,-0.1286345,372.272758475,12.44977,0.166057,-9.51,-5.882,-4.63775,-5.126,3.22225,0.3562745,0.798733,0.7443205,0.4433625,-0.472885,99,65.017502,0.216935,-25.552501,-21.4341925,0.018807,-1.8385,-2.46475,-1.55075,-0.866,0.64975,2.66975,4.29025,-1.392,-0.3875,0.8675,2.8985,4.403,156.17499925,109.52499775,147.8198625,206.05256675
1,12.75,-0.147528,372.2830505,8.56238675,0.296976,-9.4625,-5.8675,-4.649,-5.10875,3.4845,0.35489075,0.829468,0.6916425,0.432652,-0.51571725,99,63.62499975,0.238715,-25.10999975,-21.36388775,0.01456925,-1.82425,-2.48625,-1.545,-0.866,0.65725,2.679,4.2925,-1.38675,-0.38025,0.86725,2.901,4.409,172,112.82500075,148.9856685,207.42662425
1,13.25,-0.074316,371.8392029,-3.420115,0.60809175,-9.495,-5.86725,-4.64775,-5.116,3.564,0.3349835,0.804441,0.7469625,0.4421785,-0.478442,99.0249995,62.41749875,0.260355,-24.60499925,-21.388,0.012574,-1.809,-2.47925,-1.52525,-0.86425,0.66525,2.68925,4.29425,-1.37625,-0.36525,0.8655,2.9055,4.41025,164.87499625,121.0500015,147.728344,208.49567825
1,13.75,-0.023151,372.5994873,-6.454031,0.244459,-9.5275,-5.86675,-4.64725,-5.1215,3.58725,0.3204,0.792721,0.7404305,0.423885,-0.49564625,99.0249995,61.60750025,0.2817175,-24.48999925,-21.260967,0.008356,-1.7965,-2.462,-1.51275,-0.8625,0.674,2.699,4.296,-1.362,-0.35475,0.8915,2.908,4.411,141.4749985,104.5250015,148.4751435,209.1908565
1,14.25,0.0181225,372.1603317,-11.79323125,-0.290284,-9.585,-5.89175,-4.6605,-5.12175,3.787,0.296735,0.770852,0.6872055,0.4027775,-0.4267085,99.0249995,61.24499975,0.29273,-24.16499925,-20.95347225,0.0081455,-1.79275,-2.4375,-1.51,-0.8605,0.67775,2.696,4.2975,-1.352,-0.337,0.8995,2.90775,4.4115,119.550003,88.54999925,147.80981075,210.4009855
1,14.75,-0.001597,372.4024963,-20.54827375,-0.3642855,-9.6425,-5.8345,-4.67375,-5.1155,3.58275,0.298619,0.7765675,0.643159,0.4004925,-0.4180895,99,60.8499995,0.2991075,-24.06249975,-21.088417,0.00942325,-1.78575,-2.40875,-1.50925,-0.861,0.68075,2.69875,4.3,-1.348,-0.3225,0.9225,2.911,4.41425,101.0250015,73.39000325,146.75196875,210.53374125
1,15.25,-0.053839,372.1040955,-25.662392,-0.383493,-9.6025,-5.7745,-4.68425,-5.09775,3.49225,0.27272,0.6590665,0.5246125,0.354294,-0.3743615,99.099998,60.822499,0.297015,-23.682499,-21.631218,0.009237,-1.78025,-2.3925,-1.50825,-0.8615,0.684,2.70175,4.2995,-1.344,-0.3125,0.927,2.91525,4.41425,79.527502,54.39750125,145.32482925,207.761726
1,15.75,0.008764,372.24559025,-26.5646,-0.62751275,-9.4925,-5.7235,-4.72725,-5.098,3.349,0.2467705,0.6723,0.5873975,0.3735675,-0.347578,99.099998,61.31750125,0.2911225,-24.1725,-21.7326355,0.010655,-1.78025,-2.39225,-1.5075,-0.861,0.68625,2.7055,4.3005,-1.34725,-0.298,0.927,2.9165,4.41325,48.01,33.54499925,144.33586075,206.75196825
1,16.25,0.000378,372.24814605,-33.81865425,-0.3873375,-9.495,-5.74225,-4.7585,-5.12575,3.089,0.238284,0.637043,0.4931155,0.352009,-0.316539,99.199997,62.20499875,0.284785,-24.29500075,-21.612938,0.015543,-1.78125,-2.39375,-1.50775,-0.8615,0.68675,2.704,4.30075,-1.34825,-0.2975,0.93475,2.917,4.41425,19.5625,14.5275,146.30316925,203.36074475
1,16.75,0.012121,372.302116425,-33.591206,-0.511837,-9.4575,-5.7445,-4.78875,-5.163,2.641,0.2012645,0.544543,0.4380235,0.294418,-0.35659,99.199997,63.6350015,0.2660675,-24.6775,-21.803818,0.018756,-1.7665,-2.4155,-1.51,-0.863,0.686,2.69975,4.29975,-1.34375,-0.301,0.96625,2.92025,4.4165,2.15525,3.154,146.40366,199.467079
1,17.25,0.04331025,372.310348525,-29.571985,-0.610354,-9.4525,-5.725,-4.80325,-5.21425,2.435,0.168481,0.4948155,0.384863,0.2957475,-0.361626,99.300003,65.589998,0.2364675,-25.58249925,-21.8758775,0.0191205,-1.75125,-2.41125,-1.515,-0.868,0.68425,2.69825,4.29725,-1.341,-0.283,0.987,2.923,4.41875,0,0.50675,147.212494,196.73332225
1,17.75,0.0265885,372.63010405,-29.92076175,-0.6554915,-9.385,-5.70975,-4.78925,-5.21175,2.343,0.169493,0.455889,0.359474,0.2379835,-0.358307,99.2249985,66.557501,0.216765,-25.97250075,-21.959068,0.01013425,-1.7335,-2.39875,-1.51025,-0.874,0.682,2.6955,4.29325,-1.3445,-0.288,0.9775,2.92,4.4175,0,0.18275,148.704033,194.15419425
1,18.25,0.01414675,372.818725575,-33.38896275,-0.596069,-9.2925,-5.69825,-4.77325,-5.20325,2.458,0.197015,0.4325095,0.340609,0.2457485,-0.335924,99.300003,67.4174995,0.1959175,-26.4275,-22.11269,0.0162005,-1.71925,-2.383,-1.512,-0.88025,0.67825,2.692,4.29,-1.34675,-0.2895,0.9725,2.91075,4.41125,0,0.17475,147.69086475,192.440109
1,18.75,0.0043645,373.2412109,-32.87505,-0.3543635,-9.2225,-5.68675,-4.757,-5.1775,2.3715,0.210846,0.402743,0.3233595,0.2148385,-0.38009525,99.300003,67.71000075,0.1801325,-26.7274995,-22.39695375,0.0143,-1.74,-2.37525,-1.508,-0.883,0.6765,2.6875,4.28725,-1.3495,-0.29175,0.95775,2.905,4.4045,0,0.1495,145.08808875,191.709602
1,19.25,0.0159245,373.06814575,-35.659389,-0.43817225,-9.1375,-5.702,-4.7435,-5.17275,2.3955,0.2091845,0.441698,0.37177,0.262567,-0.41940525,99.300003,68.032503,0.177775,-26.99750025,-22.55661425,0.014153,-1.763,-2.3715,-1.50225,-0.8845,0.67525,2.6845,4.285,-1.361,-0.3025,0.95,2.90375,4.4,0,0.163,145.62317275,190.779972
1,19.75,0.011665,372.52648925,-31.4819745,-0.35676275,-9.145,-5.70675,-4.727,-5.16675,2.518,0.2081145,0.4560385,0.397763,0.272525,-0.3937955,99.300003,68.68749825,0.1706775,-27.232501,-22.7692835,0.01382575,-1.76225,-2.37175,-1.5265,-0.8855,0.67075,2.68125,4.2835,-1.3655,-0.3075,0.95425,2.8995,4.39675,0,0.13,149.1115075,191.197975
1,20.25,-0.039685,372.41966245,-36.93389375,-0.57451275,-9.295,-5.67225,-4.71025,-5.15575,2.4665,0.201602,0.443442,0.4009495,0.250376,-0.3769695,99.300003,69.1175,0.1708725,-27.6525,-22.753288,0.013655,-1.7565,-2.38125,-1.53975,-0.884,0.6685,2.67975,4.28225,-1.3705,-0.3095,0.936,2.89275,4.39425,0,0.15425,148.29211025,189.585438
1,20.75,0.0043645,372.262229925,-37.3815085,-0.40553575,-9.2675,-5.67,-4.7005,-5.122,2.4495,0.2363115,0.4611795,0.3871095,0.259888,-0.341649,99.2249985,68.8424985,0.1679575,-28.1449995,-22.825867,0.011144,-1.7525,-2.39775,-1.55275,-0.87725,0.6665,2.67825,4.28,-1.37975,-0.3165,0.915,2.88575,4.39125,0,0.13575,147.4062305,190.69147875
1,21.25,0.062942,372.6520996,-37.79969475,-0.322179,-9.28,-5.675,-4.69175,-5.08625,2.69625,0.246264,0.4540445,0.374399,0.262236,-0.334956,99.2249985,68.9699995,0.1691475,-28.51249975,-22.7876435,0.0137365,-1.751,-2.4085,-1.55525,-0.86975,0.666,2.676,4.2765,-1.3845,-0.3335,0.90775,2.8845,4.38825,0,0.1805,146.1287535,190.5941425
1,21.75,0.021774,372.3871002,-35.97724625,-0.2962435,-9.325,-5.683,-4.6735,-5.04225,2.6315,0.2335955,0.5097605,0.4089755,0.2946315,-0.4050165,99.2249985,69.17499925,0.16932,-28.08249925,-22.9119875,0.0143735,-1.751,-2.417,-1.55525,-0.8595,0.66775,2.67475,4.27275,-1.387,-0.33625,0.89575,2.88,4.3855,0,0.15725,147.73157125,190.920334
1,22.25,0.02185075,372.5911865,-36.0742035,-0.513589,-9.3325,-5.69025,-4.68125,-5.012,2.74,0.2196305,0.4388575,0.429745,0.2447065,-0.325326,99.199997,69.32749925,0.1688075,-28.03000075,-23.084137,0.011698,-1.77175,-2.40675,-1.55575,-0.85925,0.66925,2.67375,4.26925,-1.3905,-0.33525,0.8935,2.87775,4.38375,0,0.14575,145.589695,190.1225965
1,22.75,-0.025758,372.682563825,-34.641443,-0.24672825,-9.4875,-5.68075,-4.66025,-4.98975,2.66675,0.2030575,0.4706305,0.41039,0.2539675,-0.3344525,99.199997,69.52500175,0.16599,-27.885001,-23.17881025,0.007487,-1.78925,-2.41275,-1.55325,-0.86075,0.667,2.67275,4.2655,-1.3925,-0.33875,0.89225,2.87725,4.38325,0,0.1305,148.10350775,191.4404755
1,23.25,0.0019195,372.9381104,-32.938534,-0.4162085,-9.565,-5.69425,-4.60225,-4.96275,2.57425,0.229027,0.472228,0.4170345,0.253098,-0.2990865,99.199997,69.40999775,0.1634025,-28.07750075,-22.85659,0.01161,-1.78875,-2.42,-1.554,-0.86225,0.66675,2.67175,4.26225,-1.39175,-0.337,0.89375,2.87675,4.38025,0,0.1165,148.2523535,192.3494795
1,23.75,0.003492,372.97889705,-33.265816,-0.397622,-9.5675,-5.73275,-4.55425,-4.9355,2.63975,0.21628125,0.497938,0.4285555,0.2603945,-0.33166675,99.099998,69.83750125,0.16339,-28.9,-22.95386875,0.008398,-1.7885,-2.42725,-1.55475,-0.86925,0.6665,2.6715,4.2595,-1.39025,-0.338,0.904,2.87375,4.379,0,0.12975,148.39507325,192.3380165
2,0.25,0.0346915,371.85345455,-35.2367135,-0.16502,-6.50025,-3.86125,-3.86875,-3.953,1.9105,0.1793055,0.35648575,0.28441375,0.180757,-0.15623025,99.9250015,68.08499875,0.165955,-27.91250025,-23.826836,0.0224835,-1.57225,-1.86125,-1.30325,-0.892,0.34875,2.21325,3.7345,-1.2695,-0.49,0.58775,2.4205,3.88,0,0.13175,148.8412055,185.0322645
2,0.75,0.050912,370.947547925,-32.7756355,-0.21378475,-6.45525,-3.8375,-3.86925,-3.967,1.8485,0.1931515,0.393449,0.339947,0.218391,-0.195681,99.9250015,68.7700005,0.16097,-28.22250075,-23.778568,0.02179575,-1.57725,-1.8565,-1.29825,-0.8925,0.34625,2.209,3.7285,-1.26925,-0.48725,0.5815,2.42275,3.87825,0,0.11425,149.0808525,185.42421725
2,1.25,0.006131,371.084198,-33.1027725,-0.3072615,-6.4165,-3.84275,-3.874,-3.9825,1.96125,0.172944,0.3886115,0.299543,0.2231425,-0.173257,99.900002,68.5425015,0.1559925,-28.820001,-23.84864025,0.01910775,-1.57975,-1.84975,-1.29475,-0.8975,0.3435,2.20225,3.72625,-1.27475,-0.48425,0.58475,2.42375,3.87075,0,0.1855,149.22880925,184.303307
2,1.75,0.050278,370.2443619,-35.500011,-0.273033,-6.43,-3.89525,-3.8715,-3.997,1.92,0.1892025,0.4168725,0.3571135,0.2409985,-0.183351,99.900002,68.30999975,0.150935,-29.26750025,-23.953918,0.024107,-1.57875,-1.8475,-1.295,-0.9005,0.34175,2.19775,3.726,-1.2685,-0.48925,0.584,2.41925,3.86675,0,0.1395,148.9203415,184.08906525
2,2.25,0.07968175,370.076339725,-31.178205,-0.2033135,-6.45575,-3.95025,-3.86825,-4.007,2.031,0.207328,0.412453,0.33571,0.2289965,-0.192725,99.900002,68.4775025,0.1520125,-29.62250025,-24.014343,0.022627,-1.577,-1.856,-1.3,-0.90325,0.34125,2.199,3.72475,-1.27275,-0.496,0.57575,2.41725,3.86425,0,0.125,147.9223675,182.83890525
2,2.75,0.0550645,370.297042875,-34.31800375,-0.232043,-6.48425,-3.989,-3.86825,-4.014,2.16575,0.223399,0.4361515,0.361981,0.2444395,-0.205396,99.900002,68.52249875,0.1476675,-29.885,-24.032883,0.01345675,-1.5745,-1.863,-1.303,-0.90175,0.3405,2.195,3.72325,-1.26775,-0.49725,0.5725,2.41425,3.8605,0,0.19475,148.418152,182.3091735
2,3.25,0.0596575,370.9855728,-29.51194225,-0.1750265,-6.511,-4.01125,-3.88175,-3.9975,2.1915,0.218532,0.46269,0.3963655,0.277239,-0.2163205,99.900002,68.407501,0.144745,-30.21250025,-24.18090075,0.01669225,-1.575,-1.86925,-1.305,-0.90075,0.33775,2.18825,3.72175,-1.26225,-0.502,0.56625,2.40975,3.86,0,0.19225,148.972332,182.545582
2,3.75,0.0574975,372.5108948,-28.86669425,-0.1274095,-6.53725,-4.01825,-3.885,-3.97975,2.157,0.1875365,0.465894,0.3948825,0.27915525,-0.21973075,99.82500275,68.4050005,0.1395925,-30.60500025,-24.13669975,0.0086535,-1.572,-1.8735,-1.308,-0.90125,0.3365,2.18225,3.719,-1.2575,-0.50225,0.56,2.408,3.86025,0,0.17525,150.8449785,182.46273
2,4.25,0.083834,371.9104004,-28.1068815,-0.196351,-6.54075,-4.0155,-3.8895,-3.96225,2.2215,0.1878305,0.45704075,0.36704425,0.2824975,-0.196198,99.82500275,68.5649965,0.1364375,-30.7525,-24.07740425,0.0097775,-1.57675,-1.879,-1.31075,-0.90275,0.3355,2.1795,3.7145,-1.255,-0.5065,0.55375,2.41125,3.85375,0,0.17775,153.85090625,183.63776375
2,4.75,0.02610925,371.57225035,-28.45758,-0.165665,-6.52875,-4.01375,-3.8875,-3.9615,2.1725,0.21562725,0.419135,0.369835,0.257388,-0.21277925,99.82500275,68.01250075,0.137115,-30.682499,-23.8194655,0.01131275,-1.577,-1.88525,-1.31125,-0.90275,0.335,2.17675,3.712,-1.2555,-0.517,0.5485,2.40725,3.84875,0,0.15375,154.68619875,183.216015
2,5.25,0.0631795,371.87678525,-27.866011,-0.2607935,-6.511,-4.00125,-3.879,-3.968,2.18025,0.197495,0.451846,0.411373,0.266841,-0.18110025,99.800003,68.36500175,0.13755,-30.487499,-24.029938,0.010105,-1.5805,-1.88625,-1.3085,-0.902,0.331,2.173,3.711,-1.25225,-0.52525,0.55725,2.40175,3.85075,0,0.18175,155.5422175,182.46692275
2,5.75,0.0432235,371.8282013,-27.1624125,-0.332637,-6.48725,-3.976,-3.86475,-3.97225,2.16825,0.1962315,0.472962,0.406782,0.282599,-0.1983655,99.800003,68.3275015,0.1357525,-30.5424995,-23.8347395,0.012372,-1.5805,-1.887,-1.30775,-0.903,0.32675,2.173,3.71275,-1.2545,-0.526,0.549,2.402,3.84975,0,0.144,156.084,182.98079275
2,6.25,0.0780535,372.517295825,-29.2135675,-0.14642325,-6.4725,-3.949,-3.84975,-3.976,2.15025,0.20746,0.478733,0.415279,0.263626,-0.155865,99.800003,67.9799975,0.1343875,-30.50249975,-23.835953,0.0155305,-1.58225,-1.8855,-1.30875,-0.90325,0.328,2.17525,3.71475,-1.25325,-0.522,0.54475,2.401,3.85175,0,0.168,155.56307575,183.06039825
2,6.75,0.0571655,372.6089859,-25.8047845,-0.176599,-6.496,-3.93625,-3.83525,-3.976,2.0995,0.22899275,0.461789,0.399855,0.26261,-0.168856,99.800003,67.842501,0.1348025,-30.41500025,-24.06964825,0.0114385,-1.5845,-1.88325,-1.3075,-0.9025,0.32825,2.17875,3.714,-1.253,-0.52075,0.548,2.4005,3.854,0,0.1595,156.00936175,180.56430775
2,7.25,0.02944,372.35618595,-12.629157,-0.2174575,-6.4675,-3.94175,-3.8195,-3.97575,2.18225,0.249248,0.4675525,0.3855245,0.2690715,-0.19570225,99.800003,67.76499775,0.1329575,-30.87500075,-23.578964,0.01217325,-1.5885,-1.884,-1.3075,-0.90175,0.32375,2.18275,3.711,-1.25675,-0.51575,0.546,2.399,3.856,0,0.2355,154.093456,179.19261175
2,7.75,-0.10784825,372.47122955,-9.939206,-0.26750175,-6.476,-3.936,-3.8245,-3.97375,2.0785,0.2741425,0.500222,0.433084,0.306927,-0.24971,99.800003,67.78250125,0.13383,-30.952499,-23.856239,0.01862725,-1.5955,-1.88625,-1.31,-0.904,0.31925,2.187,3.71225,-1.2595,-0.52075,0.5545,2.3995,3.85225,0,1.024,155.94772325,181.540077
2,8.25,-0.07033025,372.2359924,-6.59720575,0.025492,-6.51775,-3.933,-3.83175,-3.97175,2.1755,0.30883075,0.5532035,0.49479725,0.33129675,-0.262547,99.800003,67.79750075,0.1363775,-30.672499,-23.7061385,0.025314,-1.61025,-1.88925,-1.31425,-0.90775,0.3165,2.18475,3.7065,-1.26625,-0.5345,0.53,2.40175,3.84825,8.455,7.50025,154.533451,183.12635025
2,8.75,-0.07449975,373.7759094,3.276246,-0.01590375,-6.53775,-3.935,-3.83975,-3.98125,2.329,0.31898175,0.62793525,0.49109625,0.34928575,-0.346675,99.800003,66.8900035,0.1440375,-29.6075005,-23.67852,0.0317655,-1.62225,-1.8935,-1.32025,-0.906,0.3105,2.17575,3.7015,-1.271,-0.58675,0.49775,2.39725,3.84875,43.385001,29.182499,157.611038,184.59606925
