DOY2,HR2,G_2_1_1,G_3_1_1,G_4_1_1,USTAR,FC,LE,H,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN_1_2_1,PPFD_OUT,TA_1_2_1,TA_1_2_2,TA_1_3_1,TA_1_3_2,RH_1_2_1,RH_1_3_1,WS_1_2_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_6_1_1,TS_6_2_1,TS_6_3_1,PPFD_IN_1_1_1,TA_1_1_1,TA_1_1_2,RH_1_1_1,WS_1_1_1
1,0.25,0.196278999999995,-0.405035000000003,-0.610268250000001,0.320286697975,0.360681818,5.14539999999999,114.536,12.20156,2.058891,1.90017299999999,291.276225,302.7803,0.23441095,0.330635375,-1.54026,-2.71260750000002,-1.8149225,-1.17204,97.623955,97.520895,4.5108925,-1.39505,-1.339025,-1.186225,-0.8863375,-0.02894125,0.89022125,-1.7880875,-1.721275,-1.5538375,-1.4599375,-0.53687625,0.7135075,-1.6843625,-1.5381625,-1.475875,-1.6210125,-1.44005,-1.320925,-1.429125,-1.2787125,-1.2184625,-1.883975,-1.71305,-1.5686125,14.07725,-2.736625,-1.5072475,97.280445,4.2419025
1,0.75,0.0503064999999969,-0.527988000000001,-0.723308750000002,0.349796052,0.2284545455,7.31199999999999,15.60125,13.925195,2.125066,1.74046475,289.484175,301.4457,0.368276525,0.38131515,-1.7379175,-2.92484750000002,-1.9057225,-1.58636000000001,97.6213675,97.4879675,4.7086525,-1.41665,-1.339275,-1.1912,-0.88004875,-0.02659875,0.8906075,-1.7892875,-1.720625,-1.555525,-1.45655,-0.5284075,0.71758875,-1.691475,-1.5393625,-1.4703875,-1.6193125,-1.441325,-1.3207875,-1.4670875,-1.2637625,-1.2038625,-1.8840125,-1.7520875,-1.5498625,9.44668625,-2.8471325,-1.7120175,97.2365925,4.54565
1,1.25,0.154322249999998,-0.513070250000001,-0.848022750000002,0.308288163775,0.1737954545,4.419525,10.11825,13.75702,2.2563585,1.89585275,290.22685,300.955725,0.2632244,0.337924524999999,-1.91295749999999,-3.06964000000001,-1.896655,-1.661205,98.36974,97.6752,4.7548475,-1.417775,-1.338075,-1.1930375,-0.8756675,-0.02543125,0.89119875,-1.7903125,-1.7203375,-1.5566375,-1.4532125,-0.52957125,0.72227,-1.6827125,-1.5448625,-1.46945,-1.622975,-1.441875,-1.3279875,-1.494025,-1.2522,-1.2085625,-1.881325,-1.7717625,-1.5326125,12.4208125,-2.8436875,-1.83094,97.2035175,4.6399725
1,1.75,-0.177763750000004,-0.71787,-0.638122000000001,0.267468116125,0.735522726999998,6.335,63.433,13.562595,2.3817825,2.3951015,291.0533,300.6174,0.24245885,0.337801825,-1.82993,-2.83016000000001,-1.8375375,-1.89693000000001,98.6685475,97.7969325,4.6633175,-1.450875,-1.3387,-1.190125,-0.879575,-0.02572125,0.89183875,-1.7924,-1.7195875,-1.5587,-1.4509125,-0.5309375,0.7453775,-1.666525,-1.541775,-1.474925,-1.6257,-1.4417875,-1.3381875,-1.511375,-1.2858625,-1.2104625,-1.8808875,-1.7764375,-1.5104625,7.039935,-2.7957125,-1.8843025,97.1619525,4.4100125
1,2.25,-0.118435250000003,-0.602282500000002,-0.679827250000001,0.30136877425,0.33067045445,5.624,23.67425,12.448845,2.2797435,2.37001,289.3185,303.002725,0.25983295,0.2996915,-1.39637749999999,-2.57037,-1.15824324999999,-1.61153050000004,99.0412075,97.924675,4.8627725,-1.456575,-1.3468,-1.1795,-0.8826925,-0.03001375,0.88744,-1.79475,-1.7173125,-1.5594625,-1.4487125,-0.53292125,0.74389625,-1.6574125,-1.5388625,-1.46865,-1.62575,-1.4434375,-1.3439875,-1.5169125,-1.3082875,-1.214175,-1.88125,-1.7794625,-1.539275,10.36415,-2.8324575,-2.034025,97.0222925,4.4228025
1,2.75,-0.319820000000004,-0.515509750000001,-0.839362750000004,0.332252063225,0.2996931819,4.49285,20.9725,13.148835,1.990377,2.07966425,288.829675,299.98435,0.263899075,0.291133199999998,-1.93113999999999,-3.063075,-0.945759499999988,-1.88996000000003,98.979575,98.023145,4.8371375,-1.4633375,-1.37195,-1.184825,-0.88793625,-0.035855,0.8814875,-1.911325,-1.7168,-1.56105,-1.4482125,-0.53289625,0.74269875,-1.6534875,-1.5445625,-1.4630625,-1.6280875,-1.4486625,-1.34895,-1.523,-1.3431875,-1.212225,-1.8785625,-1.7824625,-1.56205,6.55413375,-2.937495,-2.2570075,96.89472,4.2412125
1,3.25,-0.183089500000003,-0.523331500000002,-1.0631235,0.254483835575,0.307079545325,4.8725,60.3449999999999,12.87158,2.304133,2.15719825,289.3559,298.0906,0.354533400000001,0.260023774999999,-2.50795,-3.36235,-1.92262,-1.881655,98.668615,97.895355,4.8799525,-1.4723125,-1.3896875,-1.21905,-0.89627625,-0.0372275,0.88067,-1.9786375,-1.71655,-1.565075,-1.4461375,-0.52594375,0.735145,-1.6476625,-1.545575,-1.454075,-1.6310125,-1.4535625,-1.352475,-1.5294,-1.376125,-1.2180125,-1.875575,-1.78815,-1.5723625,7.32867375,-2.833615,-2.1722275,96.8310825,4.2469875
1,3.75,-0.287083750000004,-0.6491445,-1.012482,0.660112384425,0.26656704535,3.574,16.064,13.56227,2.5284185,2.37410175,289.634925,296.911025,0.29593885,0.293942775,-3.25517499999999,-3.65375,-2.7237375,-2.60745,98.3119675,97.869975,4.54761,-1.473475,-1.398925,-1.2338875,-0.89371875,-0.03684625,0.879815,-1.976275,-1.7774625,-1.5683375,-1.4463,-0.52626125,0.74668375,-1.644025,-1.5482875,-1.44745,-1.6322,-1.4599625,-1.35125,-1.5831,-1.40695,-1.2226375,-1.8732875,-1.7902875,-1.5729375,6.66086375,-2.810445,-1.7048525,96.6637225,4.166185
1,4.25,-0.301326500000005,-0.51267475,-0.905012000000002,0.308160860275,0.22473409095,2.7125,20.1465,13.86265,2.606464,2.2897065,289.23085,296.65405,0.24770835,0.333348575,-3.28114749999999,-3.6985375,-2.86420749999999,-2.734325,98.097635,97.7141375,4.628935,-1.471325,-1.40585,-1.2524,-0.9005275,-0.0364225,0.881955,-1.9687125,-1.8696,-1.5744,-1.4476125,-0.52971875,0.75671625,-1.6614375,-1.5482,-1.443775,-1.6359,-1.4643875,-1.3515375,-1.5895625,-1.4315375,-1.2195875,-1.8728375,-1.79495,-1.572725,10.0550775,-2.85645,-1.5751755,96.4968825,4.4413025
1,4.75,-0.307903250000009,-0.605546000000002,-1.11355775,0.988695809525,0.2519795456,3.06225,9.46245,14.31091,2.3699545,2.33875425,290.004575,297.377925,0.21729065,0.34238665,-3.3280775,-3.4727,-2.63648249999999,-2.431725,98.5908375,97.449855,4.769705,-1.469125,-1.411975,-1.2673125,-0.903775,-0.03450625,0.89732875,-1.9580875,-1.873175,-1.5865125,-1.4494125,-0.534255,0.74768625,-1.6560625,-1.5447625,-1.4412875,-1.6383125,-1.4696875,-1.3525125,-1.59625,-1.434725,-1.2137,-1.87445,-1.7974625,-1.569875,9.05179625,-3.0137725,-1.51601075,96.573835,4.348215
1,5.25,-0.305559750000009,-0.472217500000001,-1.24557175,0.2552434654,0.23373977295,1.940375,46.4255,15.516475,2.195134,2.28404424999999,290.291775,295.753775,0.156289525,0.415320699999999,-3.52856,-3.56295,-2.19059499999999,-2.2527375,98.340915,97.5741375,4.9643125,-1.472,-1.418675,-1.2778625,-0.8960825,-0.03289125,0.91232,-1.9495875,-1.872675,-1.5869625,-1.4496875,-0.5461925,0.73452,-1.6569,-1.5565,-1.445825,-1.6382375,-1.4718875,-1.3525125,-1.5970625,-1.436275,-1.211125,-1.8750375,-1.79175,-1.5677,6.3456575,-3.301985,-1.70346725,96.5747225,4.5992575
1,5.75,-0.232804250000007,-0.489065750000001,-1.443253,0.258751917075,0.31636363665,4.4411,32.5195,14.31753,2.354945,2.31247075,290.12385,295.37085,0.420518425,0.419167374999999,-3.03318,-3.138595,-1.86291349999999,-2.35265,97.98596,97.3680375,5.3712425,-1.474975,-1.4254375,-1.2699,-0.8949925,-0.02897875,0.92344,-1.9397125,-1.8717875,-1.630825,-1.4454875,-0.54578,0.69579375,-1.667775,-1.5587625,-1.4497375,-1.6379125,-1.4685625,-1.3504375,-1.5987,-1.4596625,-1.2167125,-1.8739625,-1.7894875,-1.56985,11.11315,-3.45009,-2.0447875,96.4472025,4.292365
1,6.25,-0.299474250000009,-0.682627500000003,-1.06782575,0.2559232314,0.3578806817,7.60105,19.0325,14.83475,2.505228,2.432896,289.5669,296.18555,0.2764846,0.3949324,-2.576295,-2.506555,-1.44917874999999,-2.093325,97.4875575,97.25145,5.13123,-1.4812625,-1.4298,-1.267975,-0.8925525,-0.0236025,0.93294625,-1.9326875,-1.8701,-1.66665,-1.440925,-0.54091375,0.7048625,-1.6692375,-1.5641875,-1.449425,-1.64195,-1.4706875,-1.3517375,-1.603925,-1.461575,-1.218475,-1.8719875,-1.7911,-1.5695125,8.42661875,-3.207545,-2.08939,96.5210425,4.3483525
1,6.75,-0.263883000000009,-0.643149000000003,-1.132503,0.256577034825,0.338221590675,3.88935,11.0902,14.57589,2.4581065,2.2731515,289.7527,297.3424,0.27515075,0.378747924999999,-2.1234275,-2.085545,-1.24825624999999,-1.9483125,98.221125,97.5306375,5.1500975,-1.487225,-1.4335625,-1.2599625,-0.8880825,-0.02051375,0.93685875,-1.9339875,-1.86905,-1.6702125,-1.4281375,-0.53324375,0.7188275,-1.6589375,-1.5549625,-1.4435625,-1.64375,-1.4743125,-1.3515,-1.6102875,-1.4635375,-1.21905,-1.869125,-1.7936,-1.5680625,6.0917325,-3.2147325,-2.0852875,96.2983875,4.513
1,7.25,-0.351401000000006,-0.618130500000001,-1.3680175,0.2654413462,0.4161931819,5.33647499999999,18.1645,14.988275,2.469438,2.166378,290.064375,297.24285,0.421320200000001,0.5489272,-2.05547,-2.009175,-1.20232024999999,-1.93725,97.607735,97.5645825,5.094935,-1.4940875,-1.4351,-1.25105,-0.8815475,-0.02092625,0.9328275,-1.9345625,-1.8682625,-1.6720875,-1.4184875,-0.53243625,0.70753875,-1.6619625,-1.5517875,-1.4371375,-1.645,-1.4765,-1.351425,-1.617375,-1.4616875,-1.2244625,-1.8727625,-1.7919125,-1.5698,11.16254875,-3.56573250000001,-2.135745,96.4119725,4.5648325
1,7.75,-0.268095000000008,-0.702024000000002,-1.420635,0.24176753765,0.4903409089,4.7565,65.7800000000001,17.22115,2.391773,2.168102,286.76755,296.034475,0.29399605,0.526249724999999,-2.0414,-1.8815875,-1.22053750000002,-2.06314,97.90572,97.349365,5.1596325,-1.500585,-1.42873,-1.240455,-0.873261,-0.013104,0.941308,-1.93715,-1.868605,-1.66921,-1.409115,-0.5374185,0.715132,-1.656705,-1.549385,-1.43715,-1.64967,-1.47869,-1.350895,-1.62711,-1.464155,-1.22041,-1.870405,-1.79448,-1.568905,13.3938125,-3.3763275,-2.21422,96.250625,4.5663475
1,8.25,-0.234096000000009,-0.716188000000002,-1.1619475,0.2545289281,0.413846590775,5.2845,13.5375,16.5684,2.8368785,2.3356995,286.69155,297.5671,0.416398175,0.61123355,-1.8672825,-1.5138325,-1.43927200000001,-1.837585,97.915165,97.3218525,5.0636575,-1.5062825,-1.4216725,-1.228635,-0.862921,-0.00806450000000012,0.949030499999999,-1.9534875,-1.869565,-1.6688825,-1.4153375,-0.541013,0.72141825,-1.65321,-1.550485,-1.4368975,-1.65099,-1.4853825,-1.3513925,-1.6337925,-1.46528,-1.2170375,-1.8679125,-1.798305,-1.566495,9.483271,-3.6202275,-2.4558575,96.3043925,4.2669
1,8.75,-0.305216000000007,-0.655451750000002,-1.3895185,0.265050571575,0.323249999975,4.7195,40.67125,18.225665,6.0650545,4.4050385,288.57115,296.937125,8.960177,4.685132,-1.6685025,-1.370545,-1.4091825,-1.8542025,97.82543,97.2114025,4.9921725,-1.5134125,-1.41678,-1.2223825,-0.86384425,-0.00536350000000015,0.946479749999999,-1.9660575,-1.87145,-1.6769075,-1.4291625,-0.53920875,0.73398,-1.656205,-1.54407,-1.440885,-1.653215,-1.48555,-1.3513625,-1.6423575,-1.4735325,-1.213125,-1.8695375,-1.798085,-1.57091,17.751955,-3.5918575,-2.4385425,96.3171875,4.36706
