DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,SC,G,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,TS_1_1_1,TS_1_2_1,TAU,U_SIGMA,USTAR,W_SIGMA,WS
1,0.25,394.58794315,0.609024379,7.7755014,0.002880329,0.759149108,-0.186733874,-8.96,-27.4138027,5.648490106,99.3,57.078834571,10.347648635,0.187007967,9.3255758515,4.24851801,9.575,10.57,-0.117907706,0.688001635,0.308449929,0.370660962,2.256
1,0.75,394.694208,0.651946118,7.709802055,0.0025414615,0.744777372,-0.084929344,-9.19,-28.29659026,6.098305747,99.3,58.40122511,9.90522662,0.1863470355,9.068697383,4.04814667,9.555,10.495,-0.107566961,0.663426764,0.301211403,0.362321883,2.252
1,1.25,395.0138356,0.6601634775,7.6173981675,0.002938083,0.7705700705,-0.1520695245,-9.54,-27.256983175,5.7290902215,99.3,58.822096323,9.635142841,0.1813681865,8.687803512,3.96910478,9.34,10.37,-0.102579174,0.65109919,0.289613076,0.354499168,2.211
1,1.75,395.290059,0.549151122,7.545854397,0.002426436,0.7947814595,-0.2126963635,-9.83,-25.62045523,6.655668687,99.3,59.58142941,9.3679639685,0.1840058465,8.3959472425,3.79976243,9.215,10.26,-0.098947688,0.6451526425,0.28167351,0.346933724,2.127
1,2.25,395.8656382,0.590957773,7.501646141,0.0028768005,0.7566603,-0.084691441,-9.99,-25.84099393,6.584727381,99.3,60.136823076,9.3226063645,0.176014791,8.085963035,3.652383785,9.19,10.18,-0.104843239,0.657741889,0.29161626,0.362379905,2.131
1,2.75,396.3257599,0.5754611085,7.41077761,0.002233226,0.7828826375,-0.107626041,-10.29,-25.6873387,5.687016843,99.3,61.004823875,9.036817493,0.174828346,7.768497769,3.479021715,9.17,10.14,-0.093174083,0.636437464,0.2776966475,0.339684045,2.112
1,3.25,397.342773,0.6167642995,7.321064151,0.002608387,0.7257577865,-0.149188681,-10.66,-25.839822395,5.3405846865,99.3,62.5818559465,8.795739017,0.176300277,7.655464585,3.383715865,9.085,9.99,-0.0928184095,0.613007675,0.27737503,0.343258084,2.092
1,3.75,397.78154745,0.710350066,7.163247638,0.002747339,0.700031079,-0.145630842,-10.51,-23.986447565,5.618104389,99.3,64.502159888,8.3498758395,0.19101207,7.235382964,3.29791571,8.98,9.91,-0.094184618,0.6359340935,0.272184929,0.342217304,2.084
1,4.25,398.3589571,0.604598692,7.1554260125,0.002819498,0.695719617,-0.137016788,-10.46,-26.146415845,5.400865023,99.3,64.711832015,8.080400881,0.173869844,7.043863526,3.173338725,8.88,9.845,-0.098290795,0.6449617215,0.2786201595,0.346965964,2.094
1,4.75,398.2819752,0.602373082,7.194701682,0.002822653,0.669122994,-0.135457998,-10.85,-25.73452597,5.356129761,99.25,64.9452797335,7.911179161,0.175372968,6.8163825855,3.037912805,8.825,9.745,-0.08716075,0.626406507,0.2651155,0.331699739,2.076
