DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,TA,PA,RH,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,5.25,0.0065,-0.14233,12.1536,1.85223,0.318293,0.179845,0.061525,2.9171,0.372628,2.37217,1.55728,99.0284,89.7183,400.48525,6.13325,1.26916,1.17144,0.488521,0.303717,1.4845,89.88825,-1.1120625,-0.22795325,1.602915,316.29175,316.621,0.0734,0.591173,-4.4450225,-5.86726,-0.29125
1,5.75,0.00424,0.809548,8.61628,1.22888,0.296152,0.21307875,0.085,2.52957,0.313322,2.30978,1.71159,99.0288,89.4595,402.1965,6.2806375,1.10677,0.965455,0.481031,0.351532,1.492863,90.278875,-1.185825,-0.35056175,1.3870375,316.8435,318.46125,0.094925,0.5576535,-4.74849,-5.96338,-0.378
1,6.25,0.00389,0.762169,8.94871,1.263835,0.162857,0.1342235,0.06595,2.8915,0.314344,2.10716,1.60918,99.0445,91.1426,401.3835,6.12403,1.26851,1.05324,0.455422,0.335942,1.479535,91.453925,-1.2651425,-0.46534925,1.514865,316.0525,317.15775,0.09005,0.56898125,-4.568415,-5.5894875,-0.3475
1,6.75,0.00536,1.15965,13.1299,1.343235,0.177912,0.0804,0.10087,2.76257,0.30332,1.8964,1.39369,99.0428,91.129,405.813,6.15938,1.14952,1.05428,0.457134,0.325425,1.326965,91.9285,-1.43095,-0.57748125,1.6672975,317.154,317.75325,0.077725,0.58498225,-4.6203775,-5.369655,-0.4025
1,7.25,0.00186,1.14182,13.826475,1.257945,0.241559,0.104099,0.1140915,3.02248,0.324334,1.42963,0.714289,99.0699,91.0472,403.2235,6.1624425,1.23294,1.1221,0.498906,0.302289,0.789649,92.40395,-1.310435,0.01845,1.9572675,315.763,316.15175,1.34019,0.56856575,-4.61885,-5.9499975,-0.72675
1,7.75,0.00621,0.908133,13.474125,1.6487125,0.314776,0.1251335,0.104693,3.08493,0.332691,1.26856,0.479712,99.0519,90.245,403.7145,6.09073,1.24342,1.07267,0.468262,0.294273,0.71354175,91.62485,3.68707,9.329215,6.17458,315.58325,315.6185,21.3062,0.5607195,-4.719185,-6.0881725,-0.66125
1,8.25,0.005375,4.09271,13.4109,1.36595,0.874407,0.222656,0.06805,3.33832,0.3515625,1.248555,0.768205,99.0538,89.814,405.08175,6.6121275,1.30201,1.1252875,0.516918,0.3381395,0.768205,89.814,26.404125,47.87485,19.94805,315.88,316.221,77.222425,0.551249,-4.7659725,-6.181455,-0.615
1,8.75,0.00877,9.39339,15.631275,1.16808,2.1949,0.572689,0.050325,3.09128,0.346365,1.49229,0.799463,99.0649,86.7605,404.2465,6.5010125,1.15019,1.11882,0.47866,0.320844,0.892772,86.804075,64.990175,126.73325,45.842775,316.7645,317.041,172.325,0.55089475,-4.80719,-6.1859225,-0.3215
1,9.25,0.0091775,15.523175,17.3248,0.658044,1.90829,0.34417675,0.070875,3.1378275,0.330509,2.0371875,1.478365,99.06805,85.205825,405.457,6.333905,1.20697,1.15222,0.5348125,0.27546175,1.478365,85.205825,107.32275,215.01725,70.3059,319.8155,320.43275,344.4655,0.53888075,-4.8487125,-6.0297625,0.1995
1,9.75,0.006355,22.5036,21.4226,0.729481,1.9174375,0.298897,0.073,3.38862,0.372905,2.9547375,1.97681,99.06995,82.67755,403.361,6.219815,1.34129,1.2423175,0.57552475,0.31603475,1.97681,82.67755,141.35975,295.0645,93.49255,322.65375,323.18575,477.14825,0.56640325,-4.6102475,-5.743405,0.4555
1,10.25,-0.011375,26.61735,27.3304,0.827774,1.647005,0.3664,0.054,3.54478,0.40724575,3.8091875,2.41027,99.10005,80.528025,400.992,6.295975,1.2853825,1.276825,0.55956775,0.319342,2.41027,80.528025,173.1125,365.121,117.6035,326.8795,328.08125,532.6805,0.570103,-3.510325,-5.36691,1.4485
1,10.75,-0.03045,42.398675,29.323475,0.626177,1.5027975,0.24027075,0.0396,3.62385,0.418428,3.5799175,2.936115,99.097,79.394775,400.084,6.30035,1.3540675,1.39287,0.5505595,0.359501,2.936115,79.394775,188.707,410.96725,133.064,330.86925,331.8555,581.9295,0.57013675,-2.979935,-4.7169675,1.83825
1,11.25,-0.0162,44.3196,33.2396,0.533207,1.51645,0.400339,0.043,3.5248425,0.41060725,3.6797075,3.263805,99.041825,79.12455,398.801,6.24872,1.3659125,1.3078075,0.541783,0.37201825,3.263805,79.12455,210.9065,446.03375,131.771,330.746,331.66225,676.4845,0.62812525,-2.3379225,-3.479875,2.73825
1,11.75,-0.0108225,43.441975,33.738825,0.55444,1.59595,0.308534,0.102815,3.5934675,0.40748625,3.56953,3.399335,98.998725,76.4469,400.363,5.969615,1.3627475,1.2874975,0.53213875,0.36295275,3.399335,76.4469,239.5905,480.3265,144.55425,332.43925,333.9985,730.5695,0.671663,-1.668595,-2.4322275,3.3115
1,12.25,-0.026175,48.240675,39.769125,0.478427,1.5689675,0.412802,0.0081,3.723165,0.4514395,3.6681675,3.1700025,98.950275,77.478975,398.331,5.84562,1.3623475,1.3765325,0.57847,0.343887,3.1700025,77.478975,256.8745,473.5195,130.9805,333.5685,334.04575,718.34075,0.73725,-0.71833975,-1.78652,3.38575
1,12.75,-0.02095,42.288125,38.5985,0.329259,1.6192075,0.357302,0.0102,3.4296725,0.43297875,3.63998,3.6753,98.8977,75.337775,397.351,6.06991,1.355245,1.287295,0.59503025,0.3438445,3.6753,75.337775,238.65475,445.868,135.7975,334.08375,337.0385,655.463,0.851066,-0.217244,-0.56141075,3.73125
1,13.25,-0.007345,38.248025,34.4248,0.67113825,1.1871625,0.425489,0.0313,3.6091225,0.41074575,3.91939,3.805655,98.8506,76.3806,397.1405,6.07388,1.3602975,1.3761675,0.58392925,0.308182,3.805655,76.3806,228.64575,422.06575,110.46125,335.3535,337.84075,621.38025,1.064095,-0.3546045,-0.42714,3.199
1,13.75,-0.019475,38.1023,37.4964,0.608892,1.0950675,0.3200385,0.071525,3.4732775,0.406726,4.04842,4.231595,98.802975,77.5705,397.19425,6.21747,1.3687925,1.315955,0.60104225,0.307142,4.231595,77.5705,241.46475,372.2245,110.95725,335.93775,339.33825,576.8895,1.34961,0.01363525,-0.226805,3.86175
1,14.25,-0.0072075,37.71255,36.168175,0.62664025,0.97152925,0.27219875,0.051625,3.4536475,0.41926275,4.229105,4.5939825,98.80695,78.4649,397.43275,6.231955,1.3461225,1.2908575,0.60453475,0.26636775,4.5939825,78.4649,187.5165,359.66975,107.8355,337.8605,340.33175,511.60225,1.6705275,0.40937225,-0.054615,3.09
1,14.75,-0.0251,20.48845,31.584075,0.430963,0.76144875,0.308962,0.037325,3.741375,0.402165,4.7132675,5.01578,98.806925,78.1577,397.154,6.5188925,1.3485925,1.3447925,0.60806975,0.2646325,5.01578,78.1577,158.03475,291.783,105.7515,338.54,341.32075,449.26325,1.78882,-0.14014325,0.17038925,3.22575
1,15.25,-0.01935,14.36315,27.61,0.78630075,0.48977175,0.275379,0.052625,3.7250275,0.4258745,5.143705,4.9614475,98.8239,73.7544,396.92825,6.530095,1.4313725,1.3430575,0.58055825,0.2157425,4.9614475,73.7544,120.49425,241.473,81.2258,338.885,340.45975,359.0785,1.991585,0.48439425,1.3288825,2.76425
1,15.75,-0.0107225,6.477735,26.32105,1.00571,0.22098,0.21797425,0.0368,3.7000675,0.42617225,5.0302775,4.6969675,98.843475,72.88635,397.051,6.2454,1.3603875,1.284755,0.601293,0.200925,4.6969675,72.88635,77.100575,162.0785,48.96565,336.48225,337.021,231.29375,1.87171,0.58091025,2.0176775,2.25825
1,16.25,-0.0069675,0.3108035,20.779225,1.25935,-0.12308175,0.15459725,0.0427,3.368205,0.3766775,4.381705,4.45144,98.88315,73.184725,397.997,6.038225,1.25087,1.1445125,0.57640075,0.205015,4.45144,73.184725,44.72015,77.1797,31.0906,333.47575,335.04625,118.31825,1.7146925,1.179232,1.93143,1.37775
1,16.75,0.0016425,-0.2542605,19.1292,1.3805075,-0.289605,0.160151,0.0655,3.2198575,0.37625825,4.365755,3.9072125,98.9139,74.104725,397.54675,5.99982,1.1803675,1.1796175,0.53733975,0.29055725,3.9072125,74.104725,15.55685,25.738,10.8652,329.772,330.15075,46.674075,1.5666925,0.74325925,1.13156675,0.43475
1,17.25,-0.00062275,-0.190826,15.012175,1.3349,-0.39867525,0.2096995,0.0747,3.1078675,0.36696775,4.19988,3.62327,98.95715,75.91305,396.8005,6.197305,1.290695,1.150335,0.500761,0.3168565,3.62327,75.91305,1.1931325,3.024625,2.5320875,326.593,328.2,7.355325,1.389995,0.241914,0.4618495,0.125
1,17.75,0.00386,-1.121755,14.953475,1.35358,-0.22055225,0.25243825,0.0725,3.1706325,0.349118,3.55751,3.1208075,98.988725,78.0979,397.1925,6.147385,1.1467275,1.0223625,0.45403725,0.32013175,3.1208075,78.0979,-1.0987175,-0.32154825,1.3584,324.16325,324.82425,0.516323,1.1632475,-0.13962375,0.300121,0.04825
1,18.25,0.0042675,-0.55234925,13.24065,1.53492,-0.09604,0.23783625,0.0531,2.781535,0.31098225,3.2776825,2.751225,99.011975,77.766525,397.304,6.1242125,1.0862275,1.042045,0.44174675,0.31497375,2.751225,77.766525,-1.3090825,-0.672156,1.385065,323.17975,323.68,0.091575,1.101325,-0.475544,-1.9399075,0.04175
1,18.75,0.005855,-0.10258975,12.4217,1.62133,-0.076375,0.2474325,0.063725,3.003985,0.3328725,3.173765,2.5388925,99.04075,80.3298,397.87475,6.4452825,1.1517525,1.07503,0.466239,0.336738,2.5388925,80.3298,-1.223395,-0.51022875,1.405585,323.283,323.41725,0.10476775,1.06702225,-0.8747895,-2.656435,0.0365
1,19.25,0.00365,-0.559249,12.4442,1.46912,-0.06325,0.15887775,0.0715,3.0459475,0.33603825,2.93115,2.2846325,99.0263,82.26615,397.99,6.23114,1.220865,1.133035,0.4964255,0.3275265,2.2846325,82.26615,-1.479285,-0.65843725,1.2875025,321.855,322.91975,0.106455,1.01149925,-1.4057575,-2.6986125,0.0465
1,19.75,0.0057425,-0.52154925,11.76005,1.5650625,-0.1260465,0.267361,0.0949,3.095555,0.34394725,2.90286,2.1922075,99.0315,85.9504,398.59725,6.146075,1.18622,1.1506325,0.46346475,0.31511825,2.1922075,85.9504,-1.26482,-0.41326875,1.267025,322.00625,322.13975,0.086425,0.95629175,-2.0237525,-2.7601025,-0.06725
1,20.25,0.00361,-1.16968,9.28626,1.5103425,0.0086725,0.251552,0.0649,2.982495,0.36194425,2.82874,2.251455,99.03165,84.1034,397.811,6.16519,1.2749925,1.097885,0.4640355,0.3465275,2.251455,84.1034,-1.018246,-0.34248025,1.2436875,321.51925,322.619,0.087975,0.90565875,-2.34838,-2.68594,0.02525
1,20.75,0.0054625,-0.444199,13.1448,1.5659225,0.11456975,0.209867,0.058925,3.0930625,0.376341,2.89482,2.1598,99.003625,84.444275,398.049,6.04231,1.21565,1.119815,0.46056925,0.38241225,2.1598,84.444275,-0.88780625,-0.20006125,1.2778825,321.75575,321.80375,0.12505825,0.828709,-2.3486375,-2.6229425,0.016
1,21.25,0.00488,0.265762,11.687875,1.78955,0.04505,0.199619,0.1021575,3.0268825,0.34395425,2.9475075,2.2842825,98.983525,83.077475,399.5215,6.16562,1.1448875,1.1352475,0.46666425,0.37708675,2.2842825,83.077475,-1.02868,-0.27422,1.4044775,321.15675,321.3445,0.131392,0.7605385,-2.346435,-2.5660325,0.0405
1,21.75,0.005515,-0.297175,10.18935,1.50746,0.1075135,0.208838,0.068825,2.8303875,0.328121,2.7866975,2.1780575,98.9726,84.2138,399.3085,6.259575,1.1565475,1.13308,0.451602,0.35472625,2.1780575,84.2138,-1.235955,-0.401096,1.2904875,320.42525,321.389,0.11476475,0.762142,-2.7309125,-3.096955,-0.024
1,22.25,0.0069175,-0.53103425,12.3937,1.867055,-0.0100975,0.28416225,0.0855,3.010695,0.34002175,3.0379975,2.08132,98.98055,85.352625,400.41875,6.3105,1.13592,1.0836775,0.46364875,0.36221975,2.08132,85.352625,-0.8804155,-0.3072225,1.4085125,320.62375,321.242,0.114522,0.7455485,-2.67876,-3.2831275,0.036
1,22.75,0.0054325,0.70834275,9.2645025,1.69615,0.16952575,0.174743,0.0584,2.74377,0.30194375,2.996845,2.160115,98.969475,87.0388,399.235,6.46355,1.0177375,0.90762575,0.42975675,0.32822125,2.160115,87.0388,-1.076985,-0.3091945,1.4193875,321.414,321.80875,0.141556,0.7790055,-2.62643,-3.231455,0.033
1,23.25,0.0069,0.63080775,9.151255,1.6657375,0.2468445,0.217079,0.056725,2.8006375,0.31774525,2.900365,2.074845,98.971,86.894325,400.302,6.496595,1.1010825,1.0333425,0.4322715,0.3775325,2.074845,86.894325,-1.2328125,-0.4660855,1.6195525,321.557,321.6905,0.1100065,0.77862775,-2.5756925,-2.9701525,0.03375
1,23.75,0.0073875,0.57683975,10.589,2.0918225,0.062675,0.2114295,0.111222,2.7727,0.3405385,2.52619,1.5789925,98.9588,86.05285,400.054,5.911855,1.156945,0.98636675,0.43962525,0.374974,1.83775,86.34295,-1.2606975,-0.47593225,1.729685,320.597,321.098,0.10834325,0.7433595,-2.3766875,-3.04975,0.031
2,0.25,0.0127,0.51214375,6.9683675,1.376375,0.0835,0.29824375,0.0995,2.54362,0.26210975,5.71944,5.199735,98.84375,87.3071,402.04325,6.8537675,0.95321475,0.84448875,0.365035,0.39351025,5.0141525,87.086125,-1.0786125,-0.40184425,1.6164225,332.79625,332.9985,0.233489,2.65105,-1.4726425,-2.82781,1.26575
2,0.75,0.0111,0.25524775,10.56525,1.74026,0.16338025,0.379893,0.019,2.445545,0.27601,4.9663525,4.3716075,98.8296,86.408325,402.814,6.67086,0.94359025,0.81535125,0.37019425,0.395633,4.35392,86.266825,-0.731097,-0.19607975,1.4085,331.049,330.98625,0.2472105,2.4756575,-1.7711975,-2.9376675,0.90075
2,1.25,0.006755,0.48779975,6.90931,1.5899375,0.3958895,0.26221675,0.0352,2.1073175,0.24874325,5.2184075,4.0895375,98.8358,86.708075,401.15775,6.75236,0.909577,0.80916775,0.335932,0.406664,3.9327175,86.5185,-0.98446575,-0.274692,1.5236,330.16925,330.4185,0.252073,2.3436275,-2.537075,-3.349175,0.7015
2,1.75,0.0079275,-0.64113575,6.25295,1.480385,0.371356,0.226865,0.082025,2.1112225,0.25711,4.4563475,4.639045,98.8368,87.40645,400.695,6.62579,0.884056,0.7696765,0.35520175,0.42053975,4.4480575,86.944875,-1.1538775,-0.262502,1.6675925,329.67475,329.94125,0.254952,2.2394,-3.1104475,-3.8012925,0.7965
2,2.25,0.008825,0.3440515,7.0343525,1.2791,0.235627,0.36574,0.046,2.085685,0.2425835,5.355915,4.46091,98.84775,87.72625,399.14,6.5879175,0.931537,0.8068335,0.35283375,0.43522975,4.413845,87.3738,-0.88562925,-0.23003425,1.74217,329.833,329.7865,0.241822,2.1815825,-3.1394075,-3.2729375,0.76425
2,2.75,0.00761,0.1918795,9.39088,1.304765,0.20144275,0.32532675,0.0688,2.4183425,0.279526,5.1328,4.1200175,98.829625,86.141425,401.2825,6.5066975,1.0317875,0.95543875,0.3955605,0.40754575,4.028255,85.7479,-1.1176875,-0.381896,1.53622,327.97675,329.3795,0.24048275,2.1272625,-3.0958525,-3.151865,0.8825
2,3.25,0.0114,0.2066985,9.54167,1.68319,0.14843725,0.21910025,0.0875,2.29181,0.24554225,4.2954775,3.9181375,98.824375,86.4,400.1365,6.4770275,0.93019175,0.99671675,0.3929845,0.37773475,3.77618,85.7433,-0.96130125,-0.1910975,1.6990575,328.81225,328.826,0.23766125,2.07352,-3.0537975,-2.6770625,1.06625
2,3.75,0.01175,-0.8806245,9.48348,1.57253,0.12308475,0.250086,0.085,2.425515,0.26546625,4.410895,3.5493275,98.815875,86.94795,399.4935,6.54386,0.94666175,0.9148615,0.39428525,0.36479075,3.4452675,86.366575,-0.85176725,-0.18632325,1.460195,327.29525,327.4135,0.21098125,2.1113075,-3.0225225,-2.78896,0.99325
2,4.25,0.013025,-0.38017925,8.2131,1.74553,0.1032165,0.324026,0.0828,2.4066475,0.27951675,4.490905,3.3381575,98.826875,88.7715,403.198,6.65053,0.980606,0.89538725,0.4067825,0.40422725,3.2324425,88.240025,-0.95845125,-0.3546045,1.532795,325.89925,325.89475,0.23036375,2.5445575,-2.924245,-2.71,1.009
2,4.75,0.0089275,2.12503,7.30011,1.657145,0.10009275,0.275483,0.105733,2.3390625,0.28604075,4.18893,3.1714675,98.8646,90.0443,402.2845,6.58659,0.9635265,0.9327805,0.399114,0.396794,3.0074175,89.92025,-1.0879825,-0.28375125,1.5917525,324.83775,324.9235,0.20742575,2.417225,-2.902325,-2.4593825,0.989
2,5.25,0.011225,0.1594605,6.438825,1.682295,0.10255575,0.303178,0.129143,2.7171725,0.319155,4.5069675,3.3205625,98.9007,90.751575,403.942,6.71357,1.0259625,1.0046375,0.4374855,0.3548895,3.07959,90.992125,-1.168295,-0.4150145,1.6410475,324.3905,324.4965,0.20399275,2.107865,-2.929885,-3.1080225,0.771
2,5.75,0.00848,0.073137,7.124505,1.289235,0.16580475,0.133248,0.0522,2.3351725,0.29490575,4.3957475,3.210665,98.91295,91.20445,405.0025,6.77997,0.95864125,0.981723,0.3839765,0.386597,3.07134,91.287725,-1.1651025,-0.49010225,1.78116,324.071,324.87975,0.18687175,1.94148,-3.00599,-3.140665,0.5545
2,6.25,0.017525,0.15510075,8.326605,1.83147,0.25853125,0.2783455,0.1953865,2.341145,0.2927325,4.1306075,3.448965,98.9156,91.3971,406.992,6.599005,1.02812175,0.98590275,0.399028,0.3687525,3.3829925,91.5113,-1.0537,-0.278934,1.68888,324.1595,325.20775,0.20497525,1.9079925,-3.339395,-3.7887825,0.357
2,6.75,0.0049825,1.01748725,7.22573,1.358515,0.4443795,0.2446225,0.048125,2.2073025,0.27727825,4.1755525,3.414315,98.9344,92.110875,407.60725,6.48979,0.94992975,0.93977525,0.38412925,0.364676,3.3476025,91.6219,-0.44788875,0.4450115,2.1811575,324.08575,324.9855,1.7904075,1.890235,-3.313105,-3.86968,0.337
2,7.25,0.008905,0.3932365,9.3437475,1.50455,0.5755435,0.2329,0.14694275,2.30601,0.2958245,3.958665,3.302235,98.95045,92.0657,407.378,6.6986825,0.919295,0.858254,0.4000565,0.3586705,3.238485,92.0679,6.733805,11.614325,4.58259,325.809,326.46325,22.17235,1.87383,-3.49023,-3.898435,0.32225
2,7.75,0.00813,2.740755,9.474595,1.36493,0.9548115,0.474622,0.115669,2.75309,0.310418,3.892275,3.27199,98.96145,90.4162,411.053,6.767,1.001147,0.947702,0.410669,0.3483815,3.201755,91.643275,26.79225,47.78885,22.02885,325.493,327.27725,77.76115,1.8665075,-3.4380425,-4.07016,0.5545
2,8.25,0.00646,3.63053,14.0062,1.374915,1.79158,0.4972005,0.122925,2.642995,0.3107815,4.082965,3.626,98.97205,87.57765,407.7525,7.01586,1.067545,0.9419425,0.398672,0.351572,3.5198,88.4824,73.62965,143.156,46.234025,327.78425,329.29575,206.28825,1.911865,-3.2775,-4.0807325,1.774
2,8.75,0.00911,13.102475,21.3729,1.361075,2.4535,0.4943105,0.07975,2.76118,0.30777,4.5014825,4.108055,98.977375,83.37815,410.5945,7.00056,1.1266225,1.0303625,0.44181475,0.3681835,3.9739725,84.81975,129.73625,207.11775,65.778325,330.9655,332.6005,291.36075,1.9860675,-1.8373125,-2.1290125,2.678
2,9.25,0.014675,12.1212,22.68635,0.938543,2.2404,0.520838,0.051075,2.9887325,0.35641,4.7653175,4.7568975,98.97915,83.072525,407.29125,7.11682,1.2709275,1.1454,0.49971,0.35589775,4.5268425,84.63695,169.74375,258.65675,82.279975,335.55025,336.4575,390.851,2.2834125,-1.040374,-1.1978735,3.70625
2,9.75,0.00534,25.2201,31.08025,0.790541,2.0009675,0.56533225,0.0509,3.14115,0.3517565,5.483325,5.462405,98.9732,79.5496,403.94675,7.184295,1.235075,1.27568,0.511623,0.3608225,4.9772175,80.453475,214.76775,367.76175,103.3126,339.53625,340.10875,542.75775,2.8125525,-0.02186125,0.7814085,4.538
2,10.25,0.0060425,35.095425,38.831,0.818819,2.54157,0.432892,0.032925,3.41444,0.4222325,7.501515,6.8119075,98.9561,78.406,403.231,7.274905,1.3316375,1.3557975,0.5271575,0.3839025,6.5991425,79.3285,271.301,444.85975,108.80275,346.963,349.23125,696.397,3.0278775,1.739336,1.85899,6.615
2,10.75,-0.020125,39.606325,52.8395,0.9198135,2.265475,0.4961815,0.022275,3.38317,0.41943,8.5217775,7.1882825,98.9207,77.604275,404.053,7.34446,1.279535,1.3138875,0.49645325,0.42172175,6.808195,80.06115,301.57175,497.89275,123.62,349.42225,351.6775,736.66475,3.4133125,5.7962925,7.0035825,6.68525
2,11.25,-0.029825,41.171075,46.8057,0.745588,2.2332675,0.3389365,0.066275,3.3020925,0.405195,8.4973,7.644575,98.902525,77.0071,401.286,7.28318,1.259045,1.3795525,0.53339,0.43343425,7.4717225,79.1937,375.05325,554.54675,135.369,351.8325,352.61175,831.63425,3.7665025,9.108995,15.196825,7.605
2,11.75,-0.037725,46.436375,55.77135,0.614186,1.7964125,0.42775525,0.082625,3.3942,0.40350175,8.7701275,8.11644,98.8671,73.936425,402.3105,7.196935,1.263425,1.3109825,0.5754275,0.41334175,7.970365,75.015475,381.6355,586.24375,124.137,353.15425,355.206,880.0975,4.83535,12.474325,18.150725,9.025
2,12.25,-0.045075,47.22815,54.983775,0.52960075,1.88363,0.580229,0.0513,3.4233075,0.4353555,8.8516475,8.6667375,98.822225,75.237675,402.6235,7.48355,1.3252725,1.4254775,0.60172375,0.42248125,8.490085,76.019225,455.20075,593.95375,145.692,357.6405,359.78775,928.46,5.9418125,12.60215,20.4785,9.3475
2,12.75,-0.055225,39.705675,66.4683,0.52343375,1.46337,0.414789,0.0195,3.4739575,0.44173025,9.0046725,9.17422,98.79945,70.895325,400.65,7.15979,1.3912275,1.3748325,0.60549325,0.395771,9.1159,71.513375,417.76975,587.88025,140.66775,358.02325,361.25575,873.661,6.2093825,13.97915,19.67205,9.7125
2,13.25,-0.045375,42.925675,60.263425,0.778667,1.41851,0.663175,0.0565,3.693205,0.4256055,9.198105,9.3304775,98.782225,71.553475,401.56,7.32424,1.44345,1.42179,0.58972925,0.39728975,9.209495,71.686625,406.1735,583.51075,128.44425,358.53625,360.467,897.2425,6.536155,15.12855,21.340225,9.3675
2,13.75,-0.04515,47.196,70.10075,0.828455,1.32432,0.528282,0.04615,3.8278625,0.4332695,9.4784175,9.7601025,98.761175,69.96355,401.732,7.44745,1.43701,1.45846,0.62450075,0.4039085,9.612545,71.50025,386.61775,532.183,162.955,359.91075,363.388,806.995,6.3393975,16.48595,24.024475,10.1825
2,14.25,-0.036975,48.063775,64.86465,0.766296,1.2760975,0.601373,0.0555,3.8630425,0.462629,9.3848075,9.5887125,98.708,68.920875,401.528,7.556615,1.3902375,1.442455,0.64295875,0.39318975,9.2239175,70.845425,362.67,533.8295,146.148,360.48225,364.1955,779.47,6.56682,19.553925,24.1718,9.735
2,14.75,-0.0457,37.56905,70.29615,0.638536,0.6889315,0.3348755,0.039325,3.891105,0.4538065,9.4107675,10.0938,98.683,71.3923,401.742,7.758975,1.512215,1.496935,0.638862,0.31031825,9.8405025,72.2335,299.05925,445.36325,113.8875,356.481,360.2175,642.692,6.55754,18.756525,22.60985,8.75
