DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,429.047667,9.5252805,2589.847815,1.328118,-0.624484,-6.07905,-18.124154,3.6117385,1.1978795,0.12316,0.000853,0.4066475,0.130686,102.02,92.354,7.9643,0.860183,8.7957065,0.296569,7.9326,8.29535,8.41985,8.3296,8.59775,-8.6286,0,0,-0.58035,1.41245,331.992704,343.014741
1,0.75,424.8374555,9.4503875,2514.598802,1.5446485,0.080958,-6.571975,-14.694011,3.6117385,1.2455375,0.115295,0.0013115,0.4132255,0.1439085,102,91.67,7.8197,0.826097,8.6802615,0.29085,7.8486,8.2741,8.35085,8.3206,8.608,-8.587,0,0,-0.64577,1.2465,332.89979,340.562835
1,1.25,426.094675,9.165396,2522.218982,1.526726,-1.0737225,-7.1099,-20.3663075,2.945998,1.380547,0.1089155,0.002891,0.4531355,0.151612,102,92.395,7.7035,0.839564,8.3586125,0.346601,7.7466,8.25975,8.2954,8.3119,8.6067,-9.46153,0,0,-0.69687,1.4052,332.521419,339.9083935
1,1.75,430.20131,9.203654,2415.846148,1.468694,-1.017645,-7.38005,-19.4826905,2.2802575,1.3765135,0.132512,0.000259,0.4370325,0.143122,102.01,93.215,7.5025,0.763677,8.0354895,0.3297,7.58755,8.2337,8.2318,8.30445,8.62065,-7.52179,0,0,-0.6062,1.49165,336.726456,340.945891
1,2.25,431.178729,9.5282715,2458.4464,0.960614,-1.017938,-7.218175,-30.0109055,-4.331915,1.441656,0.127038,0.001506,0.412471,0.157875,102,93.417,7.6524,0.749166,8.336071,0.3087975,7.4491,8.119,8.20405,8.3007,8.63275,-6.5038,0,0,-0.44405,1.31425,341.048108,344.022353
1,2.75,431.161145,9.5145975,2598.840589,1.269422,-2.09718,-6.5799,-23.451061,0.0576474999999999,1.539456,0.1270895,-0.006771,0.427817,0.156287,102.02,93.394,7.5739,0.712577,8.4233115,0.2725285,7.39905,8.0325,8.155,8.2894,8.62885,-6.132402,0,0,-0.5622,1.21005,341.660812,343.660766
1,3.25,425.224715,9.228797,2338.007528,1.759867,-1.03365,-6.077725,-27.580571,4.44721,1.3088135,0.1184495,-0.0016165,0.426467,0.144621,102,94.09,7.5245,0.617544,8.3354325,0.351431,7.3236,7.9379,8.13305,8.2776,8.6426,-6.70523,0,0,-0.62628,1.2838,340.267537,342.8416595
1,3.75,423.9546195,8.9318345,2381.623861,1.84023,-0.829498,-5.37565,-22.131696,5.893801,1.422305,0.12368,-0.005086,0.439255,0.1460875,101.98,94.118,7.731,0.65647,8.3307165,0.3415245,7.4578,7.9396,8.1385,8.25465,8.6463,-6.74194,0,0,-0.56771,1.33925,337.917482,341.36693
1,4.25,424.837528,9.158396,2389.461642,2.0430745,-2.009862,-5.779575,-21.597877,3.1751035,1.4520265,0.1358655,-0.0033175,0.412165,0.15306,101.98,94.314,7.5007,0.639895,8.4313005,0.3251605,7.4255,7.95,8.17795,8.23255,8.6646,-8.401287,0,0,-0.61304,1.192,336.901404,342.5023875
1,4.75,426.7843495,8.875226,2480.249197,1.6671055,-0.544109,-5.703125,-18.377766,3.5011435,1.238274,0.1273445,0.000774,0.4487965,0.1407025,101.98,93.614,7.41,0.665569,8.3764165,0.3064995,7.4223,7.8999,8.20095,8.21945,8.6745,-5.93934,0,0,-0.41079,1.18585,337.356567,341.239839
