DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN
1,0.25,-1.34740555,-7.272679525,-38.0896156,-34.5994,387.5601596,0.992863825,1845.0172,0.021239875,0.0545824,-27.9737562,-33.12275,68.16075,93.85204725,0.104625,0,9.09,5.833625,1766.4829,1968.948575,-5.309375
1,0.75,-1.44854475,-8.520856125,-41.95384,-9.413925,387.3874636,0.9006754,1846.569,0.02402,0.05828775,-28.34296275,-33.1785,68.7935,93.738353,0.10425,0,-2.7036,6.44,1819.1307,1969.8093,-5.325625
1,1.25,-1.649491,-9.0112128,-36.253093,-26.81925,386.4705781,0.92318375,1847.5594,0.024078775,0.086472125,-28.589187625,-33.28525,69.173,93.7417276,0.097175,0,-16.75625,5.248075,1863.4959,1969.53715,-4.65975
1,1.75,-0.9363898,-10.51073815,-35.8924516,-29.272025,386.748734775,0.863846,1845.08535,0.025223,0.049815125,-28.506320725,-33.351,68.5335,93.7740038,0.099,0,8.24565,6.933325,1823.1419,1972.4861,-4.468
1,2.25,-1.2801827,-8.3629385,-35.41096205,-11.636875,387.095315225,0.877939075,1844.2729,0.0201233,0.0525737,-28.49298495,-33.48475,68.94325,93.8095468,0.10335,0,7.82025,8.1893,1829.6106,1964.939875,-3.962
1,2.75,-1.297250875,-7.7931088,-32.530545875,-47.81975,387.152475625,0.859730125,1831.676,0.025942225,0.054759625,-28.53693535,-33.74325,69.27175,93.805133,0.105425,0,8.089375,7.5682,1789.8728,1972.4764,-3.941125
1,3.25,-2.08309465,-7.43478025,-33.635425,-31.7845,387.56425775,0.80973035,1843.32795,0.0232051,0.075857,-28.5429235,-34.01775,68.841,93.7778354,0.101175,0,8.81925,7.3633,1823.1948,1977.565725,-3.9534
1,3.75,-1.303611775,-7.35480125,-35.1924253,-11.5526,387.425955,1.0023052,1842.691625,0.0216661,0.06821405,-28.6820062,-34.25275,67.9435,93.667055875,0.10445,0,8.5103,8.93675,1803.2578,1974.45355,-3.965375
1,4.25,-1.5121542,-6.9049846,-34.64873095,-3.157325,387.456953875,0.988230175,1838.8924,0.0209218,0.0823469,-28.756721225,-34.332,68.49025,93.636533225,0.104175,0,-63.570875,6.0615,1820.912875,1971.6042,-3.631375
1,4.75,-1.299488575,-7.8530489,-36.118642,-14.15295,387.3652594,0.9034556,1844.8958,0.02404235,0.07396245,-28.46771235,-34.473,67.89875,93.695063375,0.102,0,10.98575,6.66125,1809.891375,1967.7822,-3.68475
1,5.25,-1.5569692,-6.8761577,-39.1486675,4.5234,387.7320455,0.7205072,1846.9208,0.025248775,0.060200525,-28.64633365,-34.616,68.05375,93.7479326,0.10825,0,8.86815,8.28175,1846.768125,1962.6543,-4.086125
1,5.75,-1.26933,-6.4865004,-32.625629,-10.08975,387.81130245,0.806754575,1846.7312,0.022048625,0.0801866,-28.7053506,-35.281,68.25325,93.810208,0.1029,0,9.359225,4.9219,1843.629875,1963.497175,-3.9015
1,6.25,-1.3774018,-6.1662579,-39.504534225,-17.750525,388.11236925,0.81728775,1835.9576,0.0194418,0.05726275,-28.5209335,-35.61825,68.7605,93.7822698,0.099625,0,10.5365,7.29205,1759.9725,1968.902075,-4.09375
1,6.75,-1.10809525,-5.9384677,-33.899220325,-7.881725,388.054962,0.8337324,1847.59935,0.0267531,0.04931635,-28.2704874,-35.65525,69.233,93.819065775,0.101175,0,8.182025,7.4918,1784.473125,1971.165375,-3.789625
1,7.25,-2.3636078,-5.13143865,-39.0746293,-16.866,387.935727525,0.852047275,1846.4305,0.026059975,0.070749925,-28.18631255,-35.924,68.617,93.9086478,0.101725,0,9.07965,6.813525,1794.163625,1963.28595,-3.87855
1,7.75,-1.1268412,-4.2740402,-33.040242275,-0.53625,388.376643,0.86642625,1851.902875,0.0265826,0.09336685,-28.2367758,-36.105,68.87325,93.9049542,0.0999,0,8.9638,7.8416,1856.716875,1964.2921,-1.075625
1,8.25,-1.036706325,-5.1150499,-37.622795475,-9.111625,387.9100962,0.8410622,1855.361975,0.0221809,0.0872861,-28.21406925,-35.99625,68.64,93.90311145,0.099625,0,8.602975,6.358375,1822.005375,1967.336,2.16825
1,8.75,-1.27083245,-7.8886747,-33.442256,-44.065375,388.30314135,0.8382907,1856.4311,0.02482525,0.077509675,-28.4125899,-35.561,69.1565,93.9401233,0.101,0,-50.34305,6.0052,1836.2075,1970.87525,10.3225
1,9.25,-1.2156526,-5.53412415,-37.66016615,-45.4677,387.939930875,0.8642849,1844.1733,0.028597,0.0835034,-28.307364125,-33.8655,68.8115,93.9958387,0.100725,4.4025125,7.5975,6.7488,1842.224,1970.376,19.83875
1,9.75,-1.281884,-5.8920201,-33.579853,4.466025,388.362134125,0.8387887,1832.9565,0.033085025,0.1315094,-27.817806125,-31.57,66.228,94.002831575,0.10245,7.7940275,-9.44555,5.67535,1789.3683,1971.09005,29.06125
1,10.25,-1.331545,-4.8679582,-29.2638802,-24.28965,388.658057,0.9229853,1846.001725,0.03470465,0.1236448,-27.989307,-28.69275,63.099,94.008072,0.10245,21.2512,4.8462,4.8073,1849.07125,1971.5992,33.35625
1,10.75,-1.376133225,-3.0596382,-28.0388254,-20.2291,389.2668368,1.02403505,1846.535675,0.04435275,0.189160975,-27.0391246,-27.1915,58.29975,94.013069,0.1079,31.40775,6.34875,4.9388,1886.046375,1970.769125,45.61075
1,11.25,-1.344431,-2.846568525,-24.904042,-0.9325,388.53756305,1.10040195,1852.573,0.05154625,0.2576656,-26.2668382,-25.91775,55.55425,93.9879642,0.1149,39.87615,6.1782,4.83635,1859.858,1967.60865,33.966
1,11.75,-1.310945925,-3.025589775,-22.845657575,-20.2206,388.5939525,1.1176968,1847.6295,0.0533307,0.3004607,-25.530918175,-24.9465,49.62275,93.93611105,0.11645,55.0645,-166.34285,4.98865,1803.90585,1964.531575,41.136
1,12.25,-1.524647125,-1.0243338,-23.0394555,3.64625,388.513135575,1.1140424,1846.925775,0.05535375,0.35193625,-24.549326525,-24.337,48.81075,93.9064811,0.116325,53.278,-121.233,3.8672,1829.66225,1961.2698,52.62
1,12.75,-1.7014718,-1.295925,-20.908282425,0.8647,388.348677,1.127286875,1846.13715,0.0523674,0.294739175,-23.948284025,-23.736,45.179,93.87705125,0.1117,54.359475,-16.537,7.12785,1744.688125,1958.844975,49.691
1,13.25,-1.80330305,-1.2850941,-28.1773324,-4.6351,388.138413475,1.140436825,1844.130775,0.0539652,0.191051,-23.49382435,-23.1945,43.47175,93.8710618,0.119075,60.65,-12.5972,5.7327,1748.726625,1957.3982,54.258
1,13.75,-1.4632164,-1.6209517,-26.029625775,3.119875,388.334563875,1.136577,1840.936,0.055568,0.225611875,-23.094580375,-22.83,41.598,93.850799,0.118725,52.84425,-50.218875,4.6321,1786.064875,1955.155775,47.933
1,14.25,-1.07487245,-2.3090833,-29.5449626,-29.01775,388.33888545,1.1361353,1838.3962,0.0577946,0.2807314,-22.594798375,-22.38925,41.968,93.8029125,0.114,48.354,-16.1526,6.5231,1786.4697,1956.8715,47.173
1,14.75,-1.29851425,-2.791657,-29.175005,-1.569,388.1353744,1.13903165,1839.8506,0.0524187,0.2805006,-22.425535,-22.1065,41.30875,93.845017,0.113725,43.129,9.7265,4.3296,1786.0724,1955.8526,36.956
1,15.25,-1.2812124,-1.935452,-31.636559125,-19.896,388.122872,1.13561625,1842.959375,0.0572236,0.249255,-22.4071072,-22.2925,41.05125,93.8902034,0.113,26.31575,5.347925,5.6236,1777.9425,1956.1645,23.709
1,15.75,-1.349795,-3.0381748,-38.15243395,-3.60875,388.2469911,1.141069925,1839.708,0.046670425,0.205062325,-22.47467555,-22.44375,42.64175,93.8817302,0.112725,15.106375,-12.10325,4.8352,1781.535875,1959.9744,9.916
1,16.25,-1.4174723,-4.5321813,-38.511536225,-6.6001,388.50528625,1.09432775,1838.755,0.04048855,0.120281025,-23.0362608,-22.9855,43.79325,93.86527985,0.112,6.892925,-55.463675,4.586175,1802.764875,1961.376,6.4464
1,16.75,-1.148026725,-4.3308616,-45.7782072,-22.334325,388.400702125,1.124965475,1835.0643,0.03629035,0.1289797,-24.4306467,-24.50675,47.4935,93.8920703,0.113,1.099675,-31.6573,4.1892,1837.3214,1963.916175,-0.703975
1,17.25,-1.24407975,-4.551362475,-40.742409875,-13.6249,387.63142575,1.1549485,1840.93165,0.0213884,0.073012425,-25.00625295,-25.361,49.76575,93.867640525,0.115625,0,9.571225,4.2428,1787.8665,1968.2738,-4.73805
1,17.75,-1.44517,-5.363919,-44.7196177,-51.903375,388.417420075,1.15104555,1837.8677,0.0278386,0.0397372,-25.6409758,-26.27775,54.127,93.90572595,0.109175,0,8.54245,7.8565,1825.6542,1974.900875,-4.7945
1,18.25,-1.273592,-4.692448275,-39.37120235,-79.9238,388.79515105,1.1584614,1842.492,0.0255446,0.0520258,-26.540343,-27.39425,55.257,93.908844,0.103175,0,6.731225,3.62465,1795.9054,1971.1044,-4.033
1,18.75,-1.108277875,-6.6776363,-39.03453125,-8.3204,388.39668015,1.1475463,1842.3564,0.02628725,0.063650875,-26.9686981,-28.43275,56.89925,93.916824,0.104625,0,9.7938,4.68005,1784.4303,1972.187725,-3.8413
1,19.25,-1.375260875,-5.996903575,-40.108957225,-37.41265,388.7458859,1.0689868,1853.06985,0.02147765,0.045957425,-27.07045375,-29.0375,59.105,93.888821,0.10745,0,10.029,6.03825,1795.219375,1971.1863,-3.64465
1,19.75,-1.5252288,-6.612363325,-45.436591875,-39.252625,389.1284418,1.00748245,1854.248725,0.0254561,0.0504006,-27.2402951,-30.14,60.22,93.86918775,0.1059,0,-39.2302,7.2219,1778.575125,1973.498725,-3.882725
1,20.25,-1.5076145,-7.6599026,-38.38477,-9.676375,388.3139385,0.9556185,1853.56815,0.025219,0.041695,-27.0355306,-30.80925,60.26825,93.87174535,0.101,0,-52.778375,6.7878,1770.813375,1969.9974,-4.4696
1,20.75,-1.176797725,-8.051069125,-38.0722964,-37.662675,388.493468075,0.99873255,1848.563375,0.0285342,0.05718235,-27.099656275,-31.167,62.10925,93.9060988,0.103725,0,-44.4753,5.94425,1755.88,1968.5301,-3.77235
1,21.25,-1.5071988,-6.82759875,-34.926549,-14.918,388.856411,0.864477,1848.342,0.025627975,0.050423525,-27.41897465,-31.87275,62.8445,93.9242844,0.1039,0,6.140375,7.18015,1766.73825,1969.493075,-3.605975
