DOY2,HR2,LE,H,FC,USTAR,TA,WS,CO2,VPD,H2O,RH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,G
1,0.25,9.59319,-40.8252,0.0782078,0.461711,-6.605175,2.56597,416.942,0.580720885797784,4.13126,80.374345,-11.4144275,-1.348678,0.730395175,275.478438374426,285.082330916826,-4.1075
1,0.75,11.7815,-47.11305,-0.210195,0.413864,-6.2658995,2.325265,417.1445,0.635740032487767,3.994105,81.62897,-11.55671,-1.2413585,0.7687895,277.74855748354,288.141341937942,-3.8605
1,1.25,7.09283,-37.5001,0.122371,0.410526,-6.68437475,2.569365,417.959,0.593321880601572,4.08067,81.4663475,-13.72358,-1.2608194,0.67871965,273.000962641109,285.377400630186,-4.0615
1,1.75,7.300055,-38.59635,-0.3109525,0.397043,-6.522616,2.439175,418.2925,0.587160267078029,3.89409,81.84815,-16.03892,-1.432045,0.79833035,275.826823277647,288.213328187147,-4.096
1,2.25,5.45544,-41.4405,0.07427215,0.40646,-7.1942495,2.4506,418.441,0.577315920047714,4.00656,80.8135475,-13.999125,-1.40765025,0.742239875,274.144905626544,282.205775540443,-4.1055
1,2.75,9.076515,-36.0594,0.124751,0.405091,-6.695475,2.44161,418.067,0.5474431631508,4.00918,81.07635,-13.774305,-1.563731,0.83186645,275.52650822521,287.267798290753,-4.0995
1,3.25,5.88279,-37.453,0.09728965,0.3443355,-7.3596995,2.15637,418.985,0.525228761127309,4.19011,80.73637,-14.8487025,-1.53932175,0.75697245,271.14224571291,281.227174451754,-4.1085
1,3.75,8.783785,-43.23445,0.254157,0.3586985,-6.4024495,2.37044,418.03,0.524739758484518,3.97901,83.448095,-13.43534,-1.436819,0.7886874,273.64458002272,287.201025800886,-4.1155
1,4.25,7.019205,-42.7966,0.399411,0.427479,-7.50704975,2.4065,418.481,0.508484735949839,3.84668,82.015575,-12.91306,-1.43588575,0.79695915,269.46392043071,280.603496634687,-4.121
1,4.75,8.44038,-36.863,0.110341,0.423009,-6.66545,2.237565,417.8205,0.505402486311928,4.16053,83.41145,-13.56245,-1.3305965,0.81114205,273.377246152073,285.349527005315,-4.115
1,5.25,6.63103,-33.7343,0.0397449,0.3787865,-7.82745,2.44795,418.39,0.473622350912208,4.073145,82.7236725,-9.72236875,-1.216757,0.68253725,270.067889133906,279.651634186285,-4.1145
1,5.75,7.279315,-33.2905,-0.2648135,0.361768,-6.6322995,2.42991,418.399,0.480620058324367,4.13308,83.614995,-10.73705,-1.391182,0.70480025,271.633255980161,284.889489196869,-4.115
1,6.25,8.57486,-40.62185,-0.0641084,0.378888,-8.0747495,2.208435,418.635,0.48013009998714,4.20063,82.534775,-12.3732925,-1.53869275,0.79044005,269.26154207477,279.749194801561,-4.1705
1,6.75,10.94995,-42.2908,-0.450779,0.379861,-6.6551995,2.30889,418.173,0.484752001675767,4.1983,84.06175,-9.424942,-1.251007,0.84740055,272.930183396302,285.701298371872,-3.8565
1,7.25,6.44382,-46.13905,0.35683,0.387495,-7.722175,2.382425,418.13,0.499068252488214,4.23831,83.1750225,-7.992121,1.091751775,1.51719925,271.257884507017,281.577473033803,-4.0305
1,7.75,11.3036,-39.54475,0.252223,0.360015,-6.6318,2.44408,417.318,0.530102099247269,4.159505,84.172645,0.5386616,16.51091,5.05424,276.602719268716,287.168675550696,-4.119
1,8.25,8.93247,-32.7527,-0.895321,0.4375685,-6.6211995,1.958585,416.4815,0.593126011828484,4.17139,81.2722725,28.0873675,54.7452225,13.0435675,272.295414457597,284.963566580758,-4.118
1,8.75,11.2432,-11.8858,-0.561885,0.40728,-5.961,1.64067,416.615,0.672106697706543,4.22594,81.32932,42.993825,80.927265,17.04893,277.948243018895,290.233422500551,-4.094
1,9.25,15.1616,24.7974,-1.51702,0.370042,-6.374725,1.430745,416.242,0.742711871595906,4.27414,78.0929225,72.7603175,109.66535,23.575385,277.291266984749,288.213187756647,-4.0835
1,9.75,17.1819,59.0058,-2.43477,0.496429,-5.59425,1.70794,414.821,0.801740485608651,4.3321,77.94675,98.84742,141.9074,32.10157,281.724002712602,293.296555861704,-4.08075
1,10.25,18.9912,64.3634,-2.18071,0.533584,-5.5402,2.03243,415.108,0.812622323194807,4.217485,77.7054975,125.4514,168.752225,35.833555,280.265569864407,292.518472222699,-4.0995
1,10.75,18.2265,64.95575,-2.47272,0.49362,-4.5077,1.78594,414.557,0.905679779326086,4.297105,74.77445,155.39605,211.78745,41.609395,280.135179787081,297.091320319858,-4.09725
1,11.25,22.10295,69.0433,-2.026,0.550559,-5.382925,1.952245,414.718,1.02399726308294,4.15931,72.124945,161.681075,237.8409,48.631,280.001734172464,295.363495033188,-4.1065
1,11.75,17.4445,79.1479,-2.52905,0.560503,-4.28575,2.02461,413.5285,1.06298723136948,4.183475,71.877995,157.07575,208.30675,44.87368,282.49946251758,302.589758183125,-4.10875
1,12.25,24.9804,74.99995,-2.27965,0.567774,-4.867825,2.35537,414.483,1.13674722242041,4.28128,71.5219725,158.8363,218.2991,44.3969275,284.473894496114,295.385567445604,-4.157
1,12.75,23.3404,93.026,-2.17423,0.565884,-2.84645,2.360185,414.423,1.22672896112161,4.29567,68.835995,159.9651,223.2825,42.510405,287.299455826519,305.417486717208,-3.8115
1,13.25,20.9814,71.9462,-2.75372,0.568396,-4.24885,2.31615,413.158,1.19439925004296,4.19711,68.288325,140.7063,192.3574,40.1227375,286.273775647695,297.823334690579,-4.041
1,13.75,17.0285,52.5278,-2.23268,0.585906,-2.71065,2.51309,412.296,1.28164961040754,3.99814,65.12092,121.93155,167.6709,36.227645,287.721613556401,305.293188030536,-4.03075
1,14.25,15.2221,37.6491,-2.0184,0.598456,-4.145975,2.455035,415.097,1.33220797725705,4.07975,65.44085,81.360135,118.2718,28.14753,286.936068467966,296.614983453767,-4.062
1,14.75,12.91095,25.6704,-1.96916,0.5543055,-3.398942,2.42943,415.698,1.29979228941625,4.02028,64.47789,71.122455,109.8492,21.21771,286.746933586561,303.304635467907,-4.0735
1,15.25,12.176,11.5587,-1.65518,0.5185625,-4.26512475,2.017825,418.6145,1.25721819845637,4.01049,67.1241,35.34669,64.710385,12.9786325,283.633278874108,295.410013296708,-4.1015
1,15.75,8.92377,-11.6446,-1.4527,0.50088,-4.0250495,2.41567,419.3175,1.09232798359846,4.01135,70.32175,10.479928,32.76671,6.9629555,283.001520552567,296.693896046042,-4.0985
1,16.25,13.9924,-17.9502,-0.4556485,0.475614,-5.269125,2.3002,421.413,0.987129968032718,4.01258,74.188075,-8.03640025,7.837791,2.7318225,279.244050576023,292.461129136957,-4.11125
1,16.75,9.12081,-23.58275,-0.2007255,0.454553,-3.988,2.78693,420.955,0.999465352429913,4.13784,76.22215,-15.2226,0.09766006,1.2800425,280.992897453853,297.572394853335,-4.102
1,17.25,8.037835,-35.0227,-0.2367215,0.401033,-5.510975,2.65887,421.449,0.82781053926293,4.415135,77.9458975,-12.7990825,-1.4362735,0.823864125,277.986002131228,291.270911109754,-4.1
1,17.75,10.45579,-21.3513,0.320469,0.399293,-4.4134,2.59478,422.0475,0.908321135469634,4.17938,78.47241,-13.257395,-1.124823,0.843878,278.701634273551,295.173267142495,-4.1025
1,18.25,10.1685,-35.3821,-0.471739,0.432208,-5.63405,2.571295,420.8265,0.766205230672546,4.18624,78.84587,-13.234965,-1.114751975,0.686183275,274.425628775011,288.90146255146,-4.10875
1,18.75,11.8476,-33.7713,-0.179802,0.444531,-4.53925,2.58561,420.38,0.801974185162885,4.112925,79.29905,-12.66433,-1.070897,0.6752825,281.872802580512,295.49819576473,-3.8075
1,19.25,7.27777,-33.8557,-0.2758735,0.392516,-5.6650995,2.6995,420.6235,0.685585589121892,4.11619,80.93124,-13.3661475,-1.07293275,0.605256075,272.163441282878,289.301989804876,-3.94125
1,19.75,7.08997,-37.9641,-0.300779,0.417426,-4.8410495,2.82309,420.444,0.728028305213997,4.093345,80.20085,-14.64671,-1.0884775,0.75454865,274.33331414311,293.32609489491,-3.994
1,20.25,9.171835,-39.9745,0.166136,0.413606,-6.491024,2.66765,419.063,0.695460932055351,4.1954,79.4389225,-11.42149,-1.160796,0.704459775,270.78697098626,287.263897094899,-4.007
1,20.75,7.41554,-35.5472,0.2281565,0.3803175,-5.390708,2.67102,417.831,0.71860305281717,4.07239,79.7256,-16.78507,-1.138481,0.8183616,271.684688625076,291.244066539822,-4.032
1,21.25,8.65164,-40.4559,0.2809205,0.4069275,-6.897075,2.571605,419.242,0.685122452604759,4.10157,79.81885,-13.7820375,-1.04230145,0.7143358,268.667094932293,284.215419662909,-4.038
1,21.75,13.46585,-43.1014,0.434613,0.412714,-5.6741,2.75118,418.8215,0.71547802992346,4.03106,80.0109,-13.41442,-1.10564,0.7341239,271.361249848236,288.988047020473,-4.037
1,22.25,9.22088,-33.8682,0.459199,0.38386,-7.09212475,2.67383,419.265,0.69329585044657,4.07449,79.5608,-17.2141275,-1.44409725,0.857466025,268.875875061571,283.439500156734,-4.044
1,22.75,9.00734,-43.7266,0.3381225,0.425672,-5.76605,2.62711,418.24,0.701536985150136,4.115885,80.52825,-12.39126,-1.085647,0.7518163,274.065095923154,287.673045445034,-4.043
1,23.25,10.7675,-36.9644,0.450442,0.364622,-7.49609925,2.5684,416.5055,0.695881953699302,4.03643,79.6131225,-15.81696,-1.654894,0.789700225,268.062924041179,282.483272109822,-4.0585
1,23.75,11.4867,-39.9629,0.3857085,0.427133,-6.06945,2.65946,416.231,0.676275302152011,4.00001,80.32625,-13.15837,-1.339085,0.7315237,275.147000845412,288.17139158651,-4.044
2,0.25,5.60371,-36.53155,0.391648,0.331678,-5.9007,2.57558,422.172,0.828526253891714,4.33707,74.604475,-20.65366,-1.899894,0.911137,268.256031064743,289.35960642409,-3.5175
2,0.75,7.42206,-48.8345,0.6953775,0.303321,-5.745854,2.627745,419.7745,0.881691844941493,4.35981,74.6910975,-20.840795,-1.67517825,0.96510135,275.195931151012,290.063826440753,-3.087
2,1.25,11.01705,-52.1396,0.678454,0.311112,-5.9759,2.056845,419.227,0.793671075676561,4.28841,74.924795,-25.85453,-2.05339225,0.8864149,268.752659662218,288.090194292526,-3.325
