DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.52725,-18.56875,3.02625,0.29875,-4.5355,0.0585,80.00725,387.86,0.26,-1.37925,0,-0.28375,0.4315,0.213,0.99225
1,0.75,0.51475,-18.7805,2.94475,0.36475,-3.1525,0.112,80.0595,387.81575,0.26,-2.911,0,-0.1425,0.42075,0.1775,1.03375
1,1.25,0.516,-18.988,2.94225,0.37275,-5.208,0.0845,80.02025,387.9495,0.2475,-4.4585,0,-0.19125,0.43325,0.17875,1.04625
1,1.75,0.533,-19.27325,2.9475,0.2715,-3.098,0.0525,80.17225,387.99575,0.24,-2.3495,0,-0.181,0.423,0.187,1.081
1,2.25,0.5425,-19.48975,2.98325,0.31525,-3.2765,0.0675,80.44625,387.91375,0.24,-2.19975,0,-0.075,0.42125,0.21075,1.097
1,2.75,0.5455,-19.81375,3.045,0.29375,-3.8525,0.0455,80.363,387.99175,0.24,-3.2425,0,-0.132,0.42,0.2245,1.101
1,3.25,0.5445,-19.79,2.961,0.25,-2.88275,0.0585,80.7575,387.91025,0.24,-1.90175,-0.483,0.086,0.41925,0.19025,1.057
1,3.75,0.52725,-19.65075,2.8765,0.33075,-2.052,0.104,80.78625,388.043,0.24,-2.1065,0.399,0.046,0.40575,0.24375,1.008
1,4.25,0.5315,-19.74825,2.8595,0.255,-1.931,0.082,81.1285,388.071,0.24,-2.19725,0.675,-0.02225,0.456,0.23625,0.9635
1,4.75,0.52,-19.79475,2.845,0.298,-4.142,0.088,81.27325,388.133,0.24,-2.259,0.45625,-0.01275,0.46275,0.23975,0.9485
1,5.25,0.4955,-19.6835,2.773,0.356,-4.87175,0.002,81.177,388.221,0.2375,-2.274,-0.0025,0.01075,0.4495,0.21625,0.966
1,5.75,0.514,-19.89125,2.837,0.273,-3.858,0.0555,81.27225,388.356,0.24,-2.27775,-0.77975,-0.01125,0.40825,0.2285,0.963
1,6.25,0.48,-19.89325,2.8605,0.333,-5.252,0.104,80.92125,388.415,0.2375,-2.51625,0.00925,-0.1285,0.42575,0.2275,0.953
1,6.75,0.4865,-19.9795,2.9575,0.368,-3.0925,0.1095,81.24325,388.553,0.24,-2.58425,-0.929,-0.1605,0.43775,0.2435,0.9415
1,7.25,0.506,-20.1055,2.973,0.32,-3.004,0.067,81.37975,388.413,0.24,-2.948,-0.6765,0.00425,0.41125,0.25275,0.93875
1,7.75,0.4905,-20.17075,2.9425,0.302,-4.78,0.081,81.4095,388.409,0.24,-2.3255,-1.3405,0.03475,0.40425,0.233,0.94075
1,8.25,0.51,-20.108,2.798,0.283,-3.812,0.072,81.36925,388.455,0.24,-2.11425,0.73575,0.07175,0.54075,0.3135,0.9445
1,8.75,0.497,-20.01875,2.914,0.276,-1.98625,0.04975,80.8805,388.697,0.24,-0.55425,7.168,3.91275,1.603,1.25925,0.9445
1,9.25,0.519,-19.772,2.9495,0.2835,-1.442,0.157,81.06875,388.735,0.24,7.00575,31.11825,26.87125,7.04675,5.53325,0.97475
