DOY2,HR2,USTAR,TA,WS,FC,H,LE,TS_1,RH,PA,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,TS_1_1_1,TS_2_1_1,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2,TS_2
1,5.75,0.1991421285,-9.0375,4.184,0.236921568,-1.4960497565,1.750322309,-3.55375,77.2425,90.4,-6.075,0.118055,0,0.991571,0.1675,-2.77475,-1.99,-4.26925,-3.67475,-3.43975,-4.2475,-3.490375,-4.603125,415.125,-2.77925
1,6.25,0.1864834015,-9.305,4.004,0.18255925,-1.2586375,2.24799483675,-3.533,77.455,90.4,-7.2,0.113222,0,1.022,0.14125,-2.758,-2.0095,-4.28875,-3.661,-3.453,-4.22275,-3.4785,-4.619625,414.7,-2.80875
1,6.75,0.1919,-9.1125,4.0455,0.24545861,-1.0071579285,1.82136,-3.5435,77.525,90.35,-6.782,0.105168,0,0.975155,0.1355,-2.792,-2.00425,-4.326,-3.665,-3.4435,-4.25175,-3.476,-4.619375,414.55,-2.81275
1,7.25,0.191630899,-9.28,4.145,0.19589124375,-0.87277,2.10127831475,-3.54275,77.44,90.3,-6.675,0.09872515,0,0.984814,0.155,-2.7715,-2.0505,-4.293,-3.655,-3.428,-4.233,-3.4745,-4.6125,414.475,-2.848
1,7.75,0.216336763,-9.0475,4.0165,0.2465253395,-0.736898877,1.469256965,-3.5835,77.2525,90.3,-6.213,0.1082025,0,0.952737,0.15725,-2.76075,-2.05025,-4.333125,-3.67325,-3.424,-4.223,-3.4675,-4.591875,414.4,-2.86375
1,8.25,0.19148647925,-9.28,3.986,0.25479724375,-1.0383075,1.7213,-3.59925,77.5,90.325,-7.4335,0.1232865,0,0.974823,0.143,-2.7525,-2.0295,-4.391,-3.664,-3.437,-4.212,-3.461,-4.5805,414.6,-2.85475
1,8.75,0.195045,-9.3,3.896,0.224315884,-0.8133187805,1.619645566,-3.60675,77.42,90.3,-7.0865,0.1365765,0,0.960807,0.145,-2.812,-2.043,-4.358,-3.637,-3.449,-4.204,-3.438,-4.604,414.55,-2.8625
1,9.25,0.17898236275,-9.175,3.717,0.23326634,-0.696739888,1.18953221,-3.57875,77.205,90.3,-5.92475,0.135452,0,1.01959,0.1645,-2.841,-2.046,-4.404,-3.67175,-3.46,-4.2615,-3.497,-4.658,414.65,-2.8785
1,9.75,0.1997696065,-9.04,3.8395,0.224578309,-0.6632275,1.3474811595,-3.5765,76.84,90.3,-5.833,0.1774985,0,1.167415,0.2485,-2.81875,-2.031,-4.410625,-3.655,-3.47425,-4.25375,-3.495625,-4.656375,414.6,-2.90025
1,10.25,0.196753713,-9.2525,4.04975,0.244277581,-0.8192707395,1.48544765925,-3.5945,77.32,90.3,-5.6305,0.43070375,0,1.873385,0.61575,-2.8875,-2.02675,-4.389,-3.676875,-3.4935,-4.226,-3.521375,-4.65275,414.25,-2.8885
1,10.75,0.19375897,-9.38,3.835,0.2449804645,-1.0151495,1.78606173975,-3.5875,77.35,90.325,-6.3915,3.447185,0.87025,5.3583375,2.094,-2.8985,-2.028,-4.388,-3.653,-3.488,-4.214,-3.542,-4.654,413.8,-2.85125
1,11.25,0.202939461,-9.55,3.969,0.2511696265,-0.960532,1.73432342575,-3.623,77.66,90.4,-6.9165,9.92287,3.44225,11.868525,4.913,-2.859,-2.034,-4.396,-3.668,-3.514,-4.2,-3.5185,-4.7055,414.5,-2.89875
1,11.75,0.2002376295,-9.48,3.929,0.1976514105,-0.38403775,1.3951866835,-3.653,77.36,90.4,-7.2905,19.082,7.727,20.476175,8.7,-2.8785,-2.0445,-4.45,-3.716,-3.531,-4.193,-3.5,-4.7075,414.4,-2.85975
1,12.25,0.195150526,-9.24,3.859,0.207478053,-1.1757775,1.4521175,-3.584,77.515,90.4,-8.069,27.8907,12.18,28.45855,12.24,-2.902,-2.053,-4.37075,-3.756,-3.51,-4.169,-3.601,-4.68875,414.65,-2.84175
1,12.75,0.19249,-8.635,3.868,0.21400127075,-0.75628,2.089105,-3.60575,77.52,90.3,-10.115,32.724325,15.605,35.501975,15.55,-2.932,-2.07,-4.3515,-3.711,-3.547,-4.18,-3.5895,-4.6575,414.45,-2.8755
1,13.25,0.203348949,-8.82,3.78475,0.24968425925,-0.6895525,1.2490395405,-3.59425,77.38,90.3,-8.665,34.3323,16.8075,37.684125,16.23,-2.865,-2.079,-4.32025,-3.6705,-3.541,-4.18425,-3.63575,-4.6645,414.55,-2.8415
1,13.75,0.22043641,-8.7875,3.97225,0.254972,-0.14904930775,1.17179,-3.55275,77.48,90.35,-8.64,30.503975,18.24,35.535225,16.28,-2.87825,-2.021,-4.43775,-3.63125,-3.553,-4.156,-3.63525,-4.676625,414.975,-2.84225
1,14.25,0.2080975,-8.7,4.06725,0.2336925845,0.1626425,1.00760075,-3.49075,77.2825,90.3,-8.515,24.74985,13.025,28.50135,12.2175,-2.8095,-2.1035,-4.4095,-3.6485,-3.5625,-4.17625,-3.629625,-4.679,414.575,-2.77175
1,14.75,0.211636921,-8.76,4.089,0.2418545,-0.82859133325,1.52376257575,-3.555,76.97,90.3,-8.825,16.497,7.067,19.72815,7.855,-2.8135,-2.0635,-4.375,-3.634,-3.602,-4.146,-3.62,-4.6605,414.3,-2.80375
1,15.25,0.2129975,-8.91,4.042,0.2362012745,-0.75069,1.498134945,-3.55725,76.97,90.3,-8.17,7.63293,3.2395,11.17395,4.145,-2.8405,-2.061,-4.352,-3.613,-3.633,-4.221,-3.6145,-4.628,413.975,-2.7625
1,15.75,0.210101866,-9.095,4.16325,0.2139984075,-0.449323,1.4120125,-3.62775,77.15,90.3,-7.631,2.48632,0.487,4.66854,1.609,-2.81425,-2.08375,-4.277375,-3.606375,-3.62225,-4.1905,-3.585,-4.589125,414.5,-2.8005
1,16.25,0.2026455,-8.9725,4.05325,0.22765773225,-1.323187058,1.6118475415,-3.6305,77.21,90.3,-7.31325,0.344071,0,1.8029025,0.49975,-2.8235,-2.06425,-4.254625,-3.650625,-3.616,-4.2035,-3.577,-4.58975,414.35,-2.85725
1,16.75,0.213023229,-9.2425,4.007,0.2471565265,-0.604277,2.0314,-3.6645,76.7975,90.3,-7.181,0.177367,0,1.247275,0.19675,-2.818,-2.029,-4.1965,-3.625,-3.59525,-4.19225,-3.5325,-4.5705,414.45,-2.9185
1,17.25,0.19539868675,-8.69,3.98175,0.23664639825,-1.423,1.728045,-3.6085,76.82,90.3,-6.937,0.122201,0,1.08008,0.129,-2.81425,-2.032,-4.181625,-3.62425,-3.60375,-4.188,-3.498625,-4.586875,414.55,-2.81575
1,17.75,0.1942125,-8.7775,3.92225,0.22504644875,-1.3607775,0.9842425,-3.6585,77.1225,90.3,-8.0215,0.117764,0,1.09398,0.16825,-2.79225,-2.01625,-4.144875,-3.621625,-3.62825,-4.16875,-3.525,-4.6025,414.4,-2.859
1,18.25,0.189195,-9.1975,3.977,0.2358296305,-1.763915,1.03377,-3.632,76.985,90.3,-6.313,0.109167,0,1.09862,0.139,-2.8085,-2.0345,-4.193125,-3.649875,-3.633,-4.15675,-3.540375,-4.605625,414.725,-2.83025
1,18.75,0.19751,-8.9725,4.14925,0.19,-0.68562,1.2114077215,-3.64675,77.02,90.2,-6.64225,0.113212,0,1.08532,0.123,-2.83225,-2.056,-4.122,-3.60225,-3.63125,-4.15,-3.567375,-4.613125,414.6,-2.902
1,19.25,0.2000744225,-8.77,4.216,0.24983474,-1.049023054,1.00103,-3.63975,76.975,90.3,-6.6915,0.12820025,0,1.08684,0.124,-2.863,-2.081,-4.222,-3.669,-3.636,-4.125,-3.587,-4.6055,414.6,-2.86625
1,19.75,0.18339734125,-9.23,4.0425,0.246180454,-1.6887368015,1.30488,-3.636,76.43,90.3,-6.3875,0.10685,0,1.0966725,0.1195,-2.839,-2.065,-4.22075,-3.651,-3.634,-4.131,-3.58925,-4.5995,415,-2.87725
1,20.25,0.201641224,-9.005,4.0115,0.1998121295,-1.12548482275,0.8748948205,-3.59825,76.605,90.3,-7.136,0.107764,0,1.099045,0.145,-2.796,-2.065,-4.2115,-3.6435,-3.6225,-4.1215,-3.596,-4.58675,415,-2.87175
1,20.75,0.193881249,-9.2125,4.17175,0.22,-1.7193325,1.27025,-3.6685,76.2025,90.3,-7.969,0.116449,0,1.08863,0.1145,-2.82075,-2.077,-4.214625,-3.64125,-3.6385,-4.1295,-3.608375,-4.583,415.3,-2.87925
1,21.25,0.200797575,-8.97,4.1665,0.220582311,-1.212325,1.07221,-3.629,76.695,90.3,-7.665,0.031584075,0,0.9531505,0.1355,-2.777,-2.011,-3.98375,-3.6905,-3.599,-4.0435,-3.40575,-4.67575,415.6,-2.8615
1,21.75,0.1887564375,-9.27,4.195,0.253322233,-1.166205,1.144575,-3.6435,76.73,90.3,-7.2885,0.009811455,0,0.95244425,0.1545,-2.747,-2,-3.96925,-3.6895,-3.58,-4.053,-3.41925,-4.6705,415.675,-2.8885
1,22.25,0.18980741775,-9.015,4.0855,0.23206068375,-1.23096,1.194626638,-3.57425,76.92,90.3,-7.90975,0.009672445,0,0.93105525,0.1235,-2.765,-1.988,-3.976,-3.6795,-3.58,-4.0565,-3.422,-4.6635,415.375,-2.84375
1,22.75,0.18277854325,-9.475,4.011,0.198834874,-1.00899,1.1945894875,-3.5995,76.915,90.3,-8.4775,0.0161144,0,0.96159775,0.131,-2.741,-1.957,-3.995,-3.684,-3.576,-4.072,-3.4545,-4.65675,414.8,-2.9415
1,23.25,0.190455565,-9.515,3.9185,0.2347206255,-0.8801505,0.9530125845,-3.60375,77.55,90.325,-6.7695,0.0161842,0,0.9403135,0.128,-2.606,-1.908,-4.03375,-3.70725,-3.541,-4.0905,-3.45925,-4.6635,414.8,-2.92775
1,23.75,0.193953366,-9.275,4.098,0.221151747,-0.431948509,1.355785,-3.6135,77.16,90.4,-6.31725,0.0094375,0,0.9486505,0.135,-2.606,-1.913,-4.0435,-3.7005,-3.524,-4.1285,-3.4565,-4.6715,414.75,-2.9395
2,0.25,0.1889122375,-9.1,4.28175,0.195555967,-0.686141,0.72612851825,-7.178,78.8075,90.3,-7.38,0,0,1.14731,0.10225,-3.359,-2.316,-3.94175,-3.35325,-3.09,-4.218,-3.280375,-3.86925,416.6,-5.83975
2,0.75,0.183117348,-9.2075,4.23625,0.209258836,-1.0012475,0.872745,-7.12,78.7675,90.3,-7.0465,0.0059404325,0,1.01006,0.14,-3.305,-2.295,-3.903125,-3.32575,-3.05475,-4.176,-3.25475,-3.84,416.775,-5.77975
2,1.25,0.18449733925,-9.25,4.279,0.19248825525,-0.716713,0.7272589215,-7.13375,78.5875,90.3,-6.98925,0.0396491,0,1.01914,0.17375,-3.261,-2.284,-4.0015,-3.3925,-3.065,-4.23725,-3.327375,-4.01775,416.9,-5.75775
2,1.75,0.18387490175,-9.3975,4.0165,0.2455352305,-0.598592,1.240015151,-7.1925,79.2425,90.3,-8.7475,0.04147,0,1.0105475,0.1455,-3.269,-2.233,-4.01775,-3.4935,-3.10275,-4.27725,-3.328125,-4.0615,416.725,-5.75025
2,2.25,0.19553448375,-9.2575,4.357,0.194057309,-0.155485,0.9713579955,-7.17625,79.0925,90.3,-8.0925,0.0525524,0,1.0415275,0.134,-3.255,-2.26,-4.01675,-3.519,-3.0925,-4.29425,-3.3305,-4.0795,416.75,-5.7535
2,2.75,0.182160579,-9.1625,4.21825,0.200270439,-0.871321,1.1987,-7.199,79.235,90.3,-7.86025,0.0428085,0,1.0251375,0.13675,-3.25,-2.285,-4.044,-3.538,-3.08675,-4.3055,-3.322625,-4.09475,416.9,-5.75525
2,3.25,0.1788029165,-9.245,4.1905,0.254162342,-0.8678133545,0.903845,-7.20575,79.11,90.3,-8.1775,0.0377679,0,1.01766,0.139,-3.236,-2.293,-4.0375,-3.572,-3.08175,-4.3115,-3.336125,-4.12275,416.8,-5.75775
2,3.75,0.161683703,-9.02,4.0015,0.2045413055,-1.0403877765,0.9745369565,-7.26725,79.1975,90.3,-9.055,0.03237755,0,1.03059,0.1355,-3.269,-2.327,-4.0255,-3.5725,-3.08275,-4.32,-3.3435,-4.15175,416.95,-5.8095
2,4.25,0.1810634025,-8.795,4.1235,0.167130638,-1.007255,1.1130125,-7.14875,78.76,90.3,-8.52,0.130052,0,1.17225,0.1235,-3.286,-2.382,-4.210625,-3.582,-3.0525,-4.31225,-3.288375,-4.084,416.825,-5.80025
2,4.75,0.177772029,-8.71,4.04625,0.196507052,-1.1567,1.3684740515,-7.20775,78.595,90.3,-9.2475,0.189873,0,1.1072025,0.086,-3.318,-2.352,-4.222125,-3.61575,-3.032,-4.31775,-3.3,-4.0745,416.7,-5.82175
2,5.25,0.17784,-8.645,3.96625,0.23,-1.035320118,1.3295952235,-7.2745,78.7825,90.3,-9.3475,0.1984925,0,1.121155,0.13325,-3.34,-2.408,-4.23325,-3.6135,-3.029,-4.3045,-3.32125,-4.076,416.7,-5.81475
2,5.75,0.165203378,-8.88,3.83,0.18,-1.6071229765,1.188238576,-7.203,78.8425,90.3,-8.4275,0.178837,0,1.098575,0.102,-3.4,-2.457,-4.237,-3.65425,-3.032,-4.31375,-3.32875,-4.07775,416.6,-5.82175
2,6.25,0.1759912565,-8.8325,3.92,0.25565420875,-1.1418625,0.74916625,-7.2255,78.5525,90.3,-8.445,0.1738605,0,1.1550475,0.102,-3.436,-2.464,-4.23175,-3.6275,-3.02275,-4.2715,-3.33175,-4.072,416.7,-5.811
2,6.75,0.16766675,-8.64,4.108,0.239623081,-1.9576722395,0.95341300425,-7.302,78.1275,90.3,-8.4075,0.1862735,0,1.1020125,0.1345,-3.462,-2.434,-4.23925,-3.63375,-3.01975,-4.2915,-3.34075,-4.09475,416.8,-5.845
2,7.25,0.16811489025,-8.405,4.145,0.194124415,-1.81995,1.0994,-7.3185,77.9675,90.3,-7.676,0.18504175,0,1.1438575,0.1205,-3.468,-2.405,-4.24075,-3.6295,-3.012,-4.326,-3.33925,-4.10375,416.9,-5.91925
2,7.75,0.17503097425,-8.4475,4.048,0.1982056525,-1.35087554825,0.6505581065,-7.2685,77.9975,90.2,-9.34,0.21387175,0,1.2464275,0.1895,-3.435,-2.461,-4.22225,-3.65125,-2.99125,-4.32525,-3.32725,-4.098,417,-5.9175
2,8.25,0.162111916,-8.285,4.01125,0.2325763185,-0.67226221425,1.197597022,-7.26075,78.2075,90.2,-8.9525,0.389874,0,1.7554025,0.5195,-3.447,-2.415,-4.25725,-3.63775,-2.99075,-4.3195,-3.33125,-4.096,416.8,-5.921
2,8.75,0.17542,-8.7575,3.9725,0.237977108,-1.2555575,0.723305138,-7.2785,78.33,90.2,-10.125,5.9833075,1.5365,6.517025,2.763,-3.44,-2.433,-4.25475,-3.64325,-2.9945,-4.32975,-3.34225,-4.1045,416.55,-5.97575
2,9.25,0.18011,-8.885,3.99675,0.20119500225,-1.5352781325,0.93478,-7.28975,78.33,90.2,-9.53,24.9856,11.255,23.3102,10.38,-3.48,-2.455,-4.26,-3.64675,-2.98675,-4.29375,-3.353875,-4.09875,416.975,-5.988
2,9.75,0.17262902725,-8.8375,4.06425,0.220970568,-1.8026874955,0.90680047425,-7.26125,79.0975,90.2,-7.677,56.001725,29.9,55.022525,25.07,-3.521,-2.489,-4.26225,-3.656875,-2.9945,-4.34575,-3.35675,-4.105,417.2,-6.02625
2,10.25,0.17903975,-8.74,4.1585,0.24,-1.1401475,1.3911,-7.2015,78.51,90.2,-8.2825,89.2671,57.72,91.703375,45.115,-3.456,-2.478,-4.2255,-3.6655,-2.99325,-4.33875,-3.343,-4.09075,416.9,-6.02525
2,10.75,0.1772704905,-8.4475,4.31325,0.229446308,-1.331795,1.1812246675,-7.3055,78.25,90.3,-6.9905,153.6035,88.05,138.77675,65.0275,-3.532,-2.539,-4.2605,-3.691,-2.98825,-4.35175,-3.32475,-4.08225,417.1,-6.0715
2,11.25,0.17387,-8.625,4.219,0.24629927575,-0.8445,1.74105521625,-7.296,78.28,90.2,-7.421,212.34175,111.6,178.005,81.95,-3.52275,-2.536,-4.2585,-3.681,-2.9785,-4.373,-3.31925,-4.083875,416.7,-6.09625
2,11.75,0.177748,-8.14,4.4395,0.2539740075,-1.089655,1.7850380785,-7.319,78.44,90.2,-6.035,252.9095,131.425,217.277,95.45,-3.51675,-2.5395,-4.26925,-3.6915,-2.98,-4.372,-3.341,-4.08425,416.6,-5.98875
2,12.25,0.19263135,-8.155,4.512,0.28715153125,-0.611105,1.719305,-7.05125,78.48,90.2,-5.4355,283.294,147.35,241.67,112.2,-3.554,-2.504,-4.2675,-3.668,-2.97,-4.379,-3.319,-4.0875,416.375,-5.8055
2,12.75,0.18926,-8.09475,4.504,0.274669326,-0.37263,2.5406,-7.01775,78.0525,90.2,-5.808,300.908,149.375,259.94025,116.325,-3.606,-2.48,-4.27475,-3.68175,-2.96775,-4.3445,-3.306,-4.10075,416.3,-5.687
2,13.25,0.1954674625,-8.1625,4.4485,0.208220676,-0.613112,2.1454,-6.99575,77.675,90.2,-6.159,307.0735,154.275,266.09625,119.35,-3.565,-2.43225,-4.284,-3.6875,-2.9755,-4.362,-3.28325,-4.115625,416.7,-5.6805
2,13.75,0.172703009,-7.881,4.4115,0.2199259205,-0.36603,3.109445,-6.958,77.94,90.25,-6.945,296.198,140.05,262.788,116.3,-3.5085,-2.401,-4.288,-3.68,-2.979,-4.3315,-3.308,-4.0855,416.075,-5.613
2,14.25,0.200740275,-7.9675,4.3025,0.217161222,-1.03482,2.52490710825,-6.89625,77.905,90.2,-5.521,291.765,132.6,251.517,112.375,-3.48,-2.353,-4.2765,-3.6375,-2.97375,-4.363,-3.283,-4.1605,416.475,-5.5655
2,14.75,0.196547179,-8.11,4.08475,0.24,-0.0918225,3.1138525,-6.89125,77.59,90.225,-7.13825,264.73775,122.925,224.951,102.875,-3.491,-2.352,-4.2735,-3.622,-2.989,-4.363,-3.28025,-4.1575,416.1,-5.5845
2,15.25,0.184633074,-8.00875,4.1705,0.24405206525,-0.951703,2.119966753,-6.78775,76.925,90.3,-5.933,219.844,101.5,186.21,84.7,-3.477,-2.33,-4.237,-3.592875,-2.99675,-4.36925,-3.277625,-4.134,416.7,-5.52625
2,15.75,0.192671954,-8.175,4.21475,0.254378036,-0.42459,2.623755874,-6.79575,77.2825,90.3,-8.85,180.078,81.45,142.174,69.4625,-3.424,-2.3135,-4.2645,-3.602375,-3.00775,-4.3715,-3.2955,-4.1225,416.5,-5.49175
2,16.25,0.17802837975,-8.6875,4.12275,0.20501600525,-0.7312015,2.47734,-6.76725,77.4375,90.3,-9.22,127.5405,57.84,100.826,47.0625,-3.365,-2.331,-4.22625,-3.590875,-3.01,-4.37425,-3.296875,-4.1075,416.4,-5.497
2,16.75,0.17551,-8.745,4.051,0.2140909895,-0.640765,1.56345,-6.879,77.8125,90.3,-6.952,71.44925,31.14,56.6629,24.39,-3.372,-2.3225,-4.251625,-3.590625,-3.011,-4.34275,-3.295125,-4.096,416.3,-5.59475
2,17.25,0.1798725895,-8.975,4.11775,0.237070623,-0.23407900675,1.590145,-6.93375,77.9075,90.3,-7.6695,28.94935,11.3725,24.6329,9.17,-3.324,-2.2725,-4.243625,-3.58475,-3.006,-4.33325,-3.288,-4.1175,416.575,-5.67175
2,17.75,0.2003082045,-8.875,4.2205,0.30008890475,-0.552338687,1.68377159575,-7.05875,78.36,90.3,-8.595,6.234485,1.4975,6.71012,2.0495,-3.397,-2.298,-4.291,-3.57475,-2.99725,-4.336,-3.2665,-4.097,417.1,-5.848
2,18.25,0.1714782925,-9.04,4.0665,0.2363201855,-0.8802255,1.2613,-7.0435,78.5525,90.3,-8.63,0.509795,0,1.74981,0.337,-3.3815,-2.2825,-4.27,-3.569,-2.99925,-4.33475,-3.268875,-4.081,417,-5.79225
2,18.75,0.16983878125,-8.77,4.00175,0.249031357,-0.4367297925,1.356986392,-7.18275,78.82,90.3,-6.683,0.2010485,0,1.23203,0.1785,-3.408,-2.3115,-4.267,-3.56325,-3.00375,-4.33525,-3.253875,-4.085,417.05,-5.82175
2,19.25,0.18345797525,-9.1275,4.25225,0.15851344425,-0.9651620065,0.73117,-7.15775,78.8325,90.3,-9.23,0.178074,0,1.097085,0.156,-3.409,-2.296,-4.2735,-3.567,-2.98775,-4.31625,-3.25275,-4.08625,416.7,-5.8275
2,19.75,0.17816774325,-9.22,3.927,0.190796264,-1.1472825,0.86822,-7.22575,78.3975,90.3,-7.436,0.1733265,0,1.169735,0.11875,-3.42,-2.294,-4.259,-3.566,-2.992,-4.32725,-3.245375,-4.0595,416.8,-5.875
2,20.25,0.1668576595,-9.2925,3.962,0.213101825,-1.217223488,0.7236302995,-7.212,78.4775,90.375,-7.2555,0.179728,0,1.115425,0.1435,-3.426,-2.322,-4.26625,-3.567,-2.97825,-4.34,-3.22975,-4.0455,417,-5.846
2,20.75,0.15480525025,-9.2075,3.8995,0.16712583375,-0.803822,0.6558,-7.2395,77.9925,90.4,-7.3735,0.1641135,0,1.12345,0.13875,-3.4555,-2.303,-4.31,-3.5955,-2.99975,-4.35625,-3.22825,-4.0525,416.8,-5.87625
2,21.25,0.1646295,-8.88,3.935,0.16991649,-0.796801386,0.596708812,-7.18475,77.95,90.4,-7.115,0.03155345,0,0.989751,0.112,-3.4615,-2.3665,-4.196625,-3.509875,-3.04475,-4.34325,-3.319,-4.081,416.775,-5.824
2,21.75,0.17084684175,-8.915,3.95575,0.153245251,-0.459806676,0.8253554125,-7.29525,78.265,90.325,-7.9135,0.025323275,0,1.01643,0.122,-3.449,-2.433,-4.182125,-3.47,-3.07575,-4.35725,-3.3105,-4.0645,417.1,-5.89275
2,22.25,0.173040743,-8.925,3.93475,0.200254874,-1.0075225,0.767865,-7.32975,77.7975,90.325,-6.631,0.03277765,0,1.00092,0.13075,-3.408,-2.369,-4.19325,-3.460875,-3.0775,-4.35375,-3.3085,-4.0535,416.975,-5.924
2,22.75,0.16378425,-8.9625,3.86575,0.205671598,-0.636989272,0.783667,-7.352,78.3975,90.3,-7.81975,0.04542785,0,1.0252,0.1355,-3.3155,-2.2725,-4.18425,-3.44525,-3.0775,-4.35825,-3.31875,-4.08,417.1,-5.9505
2,23.25,0.1714397315,-8.88,3.884,0.215891,-0.9047792455,0.7740435985,-7.28525,78.78,90.3,-7.26525,0.05140715,0,1.040125,0.118,-3.33175,-2.22925,-4.17,-3.466,-3.074,-4.354,-3.3005,-4.081125,416.85,-5.86625
2,23.75,0.1695714445,-9.335,3.957,0.241248,-0.95882275,1.1808513055,-7.33325,79.1025,90.325,-7.6985,0.0345736,0,1.0762,0.1105,-3.381,-2.286,-4.1745,-3.46775,-3.0825,-4.36775,-3.34,-4.125,416.75,-5.92225
3,0.25,0.11935927075,-9.1675,3.716,0.149629525,0.011725,0.204764137,-7.91575,78.0375,90.2,-12.865,0,0,1.1935175,0.091,-3.64575,-2.76775,-3.535,-3.3085,-2.39575,-3.6915,-2.723375,-3.58075,417.725,-6.812
3,0.75,0.129761,-9.1275,3.6675,0.1751616755,-0.45663,0.2917378395,-7.86525,77.9925,90.2,-12.38,0.02112775,0,1.0678525,0.1105,-3.613,-2.78175,-3.396,-3.298875,-2.368,-3.6815,-2.699125,-3.51375,417.65,-6.78925
3,1.25,0.1227262615,-9.7225,3.77375,0.16477777675,-0.495145,0.27338025,-7.809,77.8,90.2,-12.01,0.0564154,0,1.0535225,0.126,-3.58875,-2.76,-3.3675,-3.35925,-2.432,-3.714,-2.7415,-3.603125,417.775,-6.7675
3,1.75,0.1504508895,-9.7075,3.76325,0.143849,-0.4513725,0.162038,-7.84025,77.695,90.3,-11.27,0.04382085,0,1.048375,0.12125,-3.578,-2.77225,-3.50525,-3.3545,-2.45125,-3.711,-2.758,-3.636875,417.525,-6.86275
3,2.25,0.14255537475,-9.4275,3.8445,0.1326356045,-0.317668,0.309204456,-7.84275,78.065,90.3,-10.6825,0.03496955,0,1.0465925,0.10975,-3.6495,-2.78975,-3.546,-3.3505,-2.447,-3.7485,-2.76575,-3.662625,417.65,-6.84075
3,2.75,0.147275,-9.51,3.835,0.15,-0.342685,0.632745687,-7.8645,77.89,90.3,-9.645,0.048187175,0,1.04853,0.129,-3.707,-2.793,-3.543,-3.341,-2.479,-3.755,-2.7735,-3.667,417.775,-6.80375
3,3.25,0.136107345,-9.57,3.788,0.13,0.026545,0.36179025,-7.88075,78.03,90.2,-10.895,0.0409549,0,1.05288,0.119,-3.6375,-2.7835,-3.527,-3.335,-2.464,-3.781,-2.768,-3.6545,417.7,-6.83825
