DOY2,HR2,USTAR,TA,WS,FC_1_1_1,H,LE,G,TS,RH,PA,CO2,VPD,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O
1,0.25,0.589724999999998,14.79,4.11299999999999,0.361499999999999,2.78669999999999,8.6427,-9.87150000000003,14.605,100,91.2582,392.3,12.0415,-9.76650000000006,-0.0850000000000003,3.21,362.10195,380.1062,14.6996
1,0.75,0.612675,14.78925,4.14075,0.460199999999999,5.95739999999997,10.4416,-10.17525,14.505,100,91.25345,392.2,10.70375,-9.76500000000006,-0.118750000000005,3.03625,364.45245,379.1603,14.6172
1,1.25,0.446899999999999,15.70435,3.2815,0.3207,14.3469,10.6538,-10.46255,14.31,100,91.2027,394.3,11.019,-7.28800000000002,0.539999999999998,3.108,358.35,379.2845,14.572
1,1.75,0.504125,15.2563,3.28075,0.309,4.78849999999999,16.9408999999999,-12.03185,14.3,96.68275,91.2033,393,10.8825,-6.16815000000002,-0.106050000000001,3.3066,353.51835,379.15,13.47
1,2.25,0.431449999999999,14.904,3.490425,0.181999999999999,9.36659999999998,8.65544999999998,-11.73,14.1,98.830525,91.24395,393,9.89475,-6.35780000000003,0.2252,3.325,361.3635,377.3,13.0049
1,2.75,0.4918,14.425,3.0385,0.25695,13.362,7.10284999999999,-11.56,13.905,100,91.205,393,10.3725,-7.56055000000006,-0.0449500000000007,3.3925,362.10935,376.1,13.375
1,3.25,0.405275,14.51,3.1855,0.311125,8.31875,10.95625,-10.96485,13.425,98.288,91.2,392.375,10.0875,-4.67245000000001,0.178299999999999,3.3039,362.16955,376.05,12.9125
1,3.75,0.500949999999999,13.635,3.19624999999999,0.21155,4.80599999999999,7.71369999999999,-10.5633,13.3409,96.490425,91.2,393,10.1805,-5.76700000000001,0.0305249999999995,3.132,362.11845,375.1,12.605
1,4.25,0.402674999999999,14.205,2.8655,0.18525,8.54375,8.66625,-10.48195,13.24065,100,91.2,391.375,9.3375,-6.77690000000002,0.130199999999997,3.38965,360.0211,375.05,12.67125
1,4.75,0.369974999999999,13.355,2.55225,0.206949999999999,2.122525,10.918675,-10.395,13.10715,100,91.2,392,9.145,-6.73785,-0.0291000000000015,3.64245,356.14485,372.33905,12.686725
1,5.25,0.49165,12.8001,3.20125,0.3382,19.98,12.3456000000001,-11.075,12.86655,100,91.2,391.4,9.397,-6.89520000000001,-0.291475000000001,3.483,351.2892,370.15,12.6316
1,5.75,0.469949999999999,13.115,3.1525,0.543525,12.380625,9.84449999999996,-11.385,12.65635,100,91.2,391,8.9725,-6.64450000000001,0.109899999999998,3.3605,355.7218,372.02825,12.723775
1,6.25,0.468424999999999,12.805,2.991,0.631299999999998,7.90899999999995,8.70599999999999,-11.84385,12.72,100,91.2,391,9.495,-5.75255,-0.00495000000000002,3.351325,356.2359,372.00205,12.3879
1,6.75,0.402675,12.8,2.41549999999999,0.548599999999999,5.74799999999999,5.2004,-13.60775,12.715,98.2184,91.20185,391,9.05575,-6.13190000000001,0.163975,3.53935,358.3545,372.3173,12.3412
1,7.25,0.40305,12.72505,2.533,0.337299999999999,8.13569999999999,8.44499999999998,-14.34445,12.7119,100,91.20325,392,9.63,-4.77275000000002,3.62005,4.1735,359.3905,373.53545,12.3391
1,7.75,0.380525,13.0936,2.363,0.1798,7.38209999999997,9.28989999999998,-14.0235,12.7746,100,91.3,392,9.425,6.79949999999999,54.5618,16.415,363.14125,374.73955,12.20855
1,8.25,0.433999999999999,13.723,2.92589999999999,0.232,22.3,17.7728,-13.0704,12.96485,100,91.27625,392,10.497,59.25,152.68175,31.205,362.018,377.2188,12.4106
1,8.75,0.55945,15.005,3.51635,0.20575,50.9285,30.91125,-10.0358,13.17055,90.741675,91.24015,393,13.68025,128.6,256.0983,42.905,361.5981,379.4884,12.8
1,9.25,0.5384,17.136,3.7578,0.483175,88.983275,48.3297,-5.184,13.691,80.62025,91.2199,394,14.6785,220.5,359.2621,57.56,368.2567,394.1,12.9525
1,9.75,0.61425,17.82855,4.01674999999999,0.3218,115.1848,70.7439,2.97199999999995,14.405,75.348675,91.205,394,16.40075,290.8,451.5,70.865,375.41945,408.05,13.2428
1,10.25,0.560049999999995,19.2086,3.83079999999997,0.178849999999998,138.75,66.8649999999999,19.33675,15.12,74.71545,91.3,394,17.346,366.25,552.08475,89.02,375.5605,417.05,12.9939
1,10.75,0.670949999999997,20.115,4.70384999999999,0.336899999999999,180.55115,81.205,43.14985,15.81,79.3221,91.2,394,18.857,421.699999999999,625.2,105.1,374.5119,430.05,13.4436
1,11.25,0.695399999999998,21.12,5.03485,0.376399999999994,183.6,100.7841,62.62645,17.33255,77.418,91.2,394,20.82,439.7,673.6431,118,372.15,444,13.92
1,11.75,0.73835,22.51,4.97399999999999,0.417525000000001,210.275,111.22905,79.43795,18.8378,76.8573,91.2,394,22.0625,478.39055,724.25,128.05,359.05,455.2,13.3475
1,12.25,0.70515,23.1701,4.7993,0.568699999999999,218.4,106.5842,91.5731,20.0138,74.712,91.1,394,23.47,479.45,753.04535,137.05,364.7581,465.2096,13.98
1,12.75,0.77135,24.11,5.21899999999999,0.732125,229.275,126.275,100.19815,21.71,74.06,91.1,394,23.61,482.1,760.7515,143.05,359.2837,475,12.685
1,13.25,0.8572,24.41,5.9802,0.764125,227.55,103.825,106.0113,23.143,68.58355,91,394,24.4765,461.35,742.3,140.05,360.8597,479.01045,11.7925
1,13.75,0.78815,24.33495,5.73205,0.595975,228.6,95.10975,108.52605,24.205,58.735,91,393,24.66,456.35,704.6,135.0633,362.45,477.14185,12.7575
1,14.25,0.7729,24.32,5.30335,0.768675,228.04785,97.8350000000001,107.8705,24.805,65.163,91,393,25.2105,397.8,653.2874,126,372.48405,477,13.87775
1,14.75,0.752049999999999,24.56485,5.3775,0.535925,191.8,95.5133,104.65685,24.91,70.034425,91,393,25.572,367.1,600.9251,116,375.8156,473.00705,13.360475
1,15.25,0.727899999999999,24.505,5.395,1.0505,163.675,88.19,97.81215,24.805,71.533075,91,393,25.7855,297,512.17445,101,374.11,466,13.4272
1,15.75,0.74515,24.5054,5.203,0.434899999999999,131.3,81.9476,82.46085,24.51,62.37065,91,393,25.44775,216.6,424.57915,83.12,367.3,455.05,13.46
1,16.25,0.6785,23.96985,4.7905,0.285875,98.19,54.695,66.1938,23.91,61.5932,91,393,24.952,130.35,317.19405,64.515,366.3,443.05,13.33105
1,16.75,0.651099999999999,23.7641,4.5935,0.578,61.46,57.34,53.6889,22.805,64.8117,91,393,24.1455,63.0049999999999,209.6,46.93,366.36095,429.7485,13.3736
1,17.25,0.63005,22.82045,4.371,0.45825,23.85,44.65,38.8871,21.61,66.743225,91.005,393,22.2985,10.8661499999999,106.2,29.75705,366.37675,420,13.15
1,17.75,0.571349999999999,20.67085,3.982,0.4755,4.70654999999999,19.8895,25.435,20.305,69.754,91.005,394.475,19.228,-23.5013000000001,17.1595,7.9841,367.15,404.07495,13.1325
1,18.25,0.494299999999998,19.325,3.43349999999999,0.44425,27.5405,14.825,14.12,19.143,87.88395,91.1,394.25,17.0475,-22.565,-0.86535,2.7615,364,400.04805,13.475
1,18.75,0.493949999999999,18.50745,3.2901,0.39195,19.14205,10.8125,6.16085,18,94.779775,91.105,396,15.85725,-18.1556000000001,-0.9458,3.42855,363.2,397,13.43
1,19.25,0.550525,18.4251,3.53875,0.462799999999999,12.26,12.06,1.71899999999998,17.23305,97.64865,91.12875,395.325,15.87125,-15.355,-0.84535,3.597,357.1,391,12.9325
1,19.75,0.629875,17.57365,4.240075,0.3768,1.8901,11.13305,-1.51680000000004,16.9354,94.186,91.1278,395.35,15.8525,-13.37,-0.805650000000005,3.623,357.1,389.2,12.8
1,20.25,0.669624999999999,17.32,4.48639999999999,0.31995,5.11549999999996,13.5267249999999,-3.54790000000001,16.6107,100,91.1658,395,15.80075,-12.5800000000001,-0.63995,3.7015,365.1903,388.19715,12.7425
