DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,0.513470897646711,-13.1401284007662,0.0977311898648228,-1.10224636598117,-0.236342679121483,-4.58362869522712,-2.03582680001313,0.0361550008263842,-41.1048507809439,-8.89363916806861,0.179857957630264,0.53025,0.465,0.26,-13.21285,-12.9104,-13.7385425,-13.22873,-15.96368,80.9844435,35.89375,0.1876,-14.887,-13.652,-14.415,0,-5.527,0.57,-0.91975,185.55,245.57,189.57,244.74,-0.393,-0.61,-0.15,-0.31,-0.16,-0.3245,-0.22,-0.393,-4.3677,-2.844275,-0.801775,-0.0499,0.998575,3.14165,4.6744,7.533125,6.874675,-4.8782,-4.0483,-1.4793,0.637025,1.74375,2.69825,4.604,7.04245,8.326625,-4.8456,-3.3312,-1.482,-0.1611,0.741375,2.3763,3.3721,6.5829,7.5832,-5.132,-3.9287,-1.6574,-0.5342,0.482325,1.869225,3.9257,7.288475,8.4869,-6.1293,-4.9533,-2.7721,-1.407625,-0.4912,1.821225,3.698,9.44735,-43.02765,-42.35155,-65.9546,-96.78175,2.31735583422715,2.07001722375051,2.08292730512402,2.00207544339389,1.75114888508759,401.696785454067,412.071440473802,407.218913686003,412.016770344812,409.14229976898,412.1049004179,408.851554981078,412.375280648191,408.903778555006,1985.43539149748,1993.13438023934,1987.22608889057,1968.15906247981
1,0.75,0.554881958534435,-13.531405630999,0.111956979108594,-1.07961502075424,-0.253205640345002,-2.9892344642292,-1.66537162310157,0.0378974896197285,-38.1145341152095,-10.2187178283762,0.206571696899958,0.6035,0.65,0.3,-12.457175,-12.7579,-13.00432,-13.05371,-15.75798,80.99621925,35.995,0.2173625,-14.963,-12.94,-14.076,0,-5.171,0.37,-0.605,187.19,246.07,189.54,244.18,-0.36,-0.623,-0.153,-0.31,-0.16,-0.33,-0.22,-0.393,-4.5943,-3.0667,-0.9251,-0.0468,0.99945,3.142425,4.6753,7.532125,7.0375,-5.0898,-4.1956,-1.5559,0.620625,1.7454,2.6972,4.6037,7.0424,8.326625,-4.9979,-3.5408,-1.6114,-0.1905,0.737925,2.3753,3.367,6.5819,7.5821,-5.3952,-4.0832,-1.7376,-0.5374,0.4776,1.867325,3.9263,7.28845,8.4859,-6.2798,-5.0792,-2.8642,-1.437225,-0.4863,1.820675,3.698,9.4483,-44.7167,-44.584725,-64.287625,-94.227,2.65383433733253,2.031391204759,1.97705114427214,1.86602621043072,1.5567952733742,401.824090493982,414.840667980776,408.035647960937,414.250333212652,408.815921746484,414.904360573751,407.709425527521,417.75536204533,408.177865495719,1982.90851358269,1986.81219956944,1984.68014269478,1974.84360265415
1,1.25,0.605728074427648,-12.6265765956594,0.087358889534862,-0.191597874805273,-0.198767488977286,-5.48727309277163,-2.57495241136013,0.0394473462922928,-45.8470448155133,-14.1677748514297,0.219262705719221,0.4905,0.47675,0.247,-12.00728,-12.7688,-12.65442,-13.274285,-15.7799125,81.012798,36.9,0.23126,-15.258,-12.32,-14.399,0,-5.261,0.4,-0.732,186.88,246.79,189.57,244.67,-0.372,-0.62,-0.15,-0.32,-0.16,-0.3245,-0.22,-0.4,-4.7745,-3.31905,-0.99985,-0.048,1.000875,3.142975,4.67615,7.5321,6.84975,-5.2497,-4.2867,-1.632,0.594225,1.742225,2.697625,4.6027,7.04135,8.325625,-5.1842,-3.7391,-1.7629,-0.2254,0.735025,2.3739,3.3649,6.5809,7.5805,-5.5182,-4.3573,-1.8095,-0.548175,0.473075,1.86555,3.9268,7.287475,8.4852,-6.3536,-5.17545,-2.9502,-1.46615,-0.489425,1.82035,3.6982,9.447775,-45.63365,-51.102375,-63.92335,-95.34,2.34298539862509,1.97971695140098,2.07671446915009,1.90006169602351,1.74822717796745,401.53653794763,414.224481762226,409.693211692506,413.777605953483,409.699716612036,414.531786692745,409.833051694556,414.986073362484,409.704662415258,1978.36999733252,1980.34392142928,1988.33975553039,1981.77270497933
1,1.75,0.58883536900149,-12.8560541140673,0.0968016630923872,-1.03261133762934,-0.256418618875456,-9.4854849364428,-2.78582973003253,0.0370964215171348,-38.5685405303899,-12.8602994436772,0.176674054858263,0.5035,0.4735,0.23,-12.03186,-12.4547,-12.704025,-13.06752,-15.182375,81.00582525,36.451,0.25773,-14.648,-12.568,-14.479,0,-5.20275,0.47,-0.73,187.2,247.41,188.9,244.01,-0.372,-0.62,-0.15,-0.31,-0.17,-0.33,-0.22,-0.4,-4.923,-3.61165,-1.02995,-0.0573,1.002075,3.14385,4.676,7.531125,6.7759,-5.5341,-4.4947,-1.7059,0.56755,1.737875,2.69705,4.601,7.04035,8.324625,-5.3737,-3.9777,-1.9025,-0.2692,0.7309,2.3732,3.3617,6.5799,7.5788,-5.5973,-4.4838,-1.8779,-0.57415,0.469025,1.86445,3.9276,7.28745,8.4849,-6.4198,-5.33755,-3.084,-1.496,-0.49215,1.820025,3.6992,9.447775,-46.45165,-57.67,-61.999125,-95.30975,2.3079783965813,2.03830240093941,2.08832862947459,1.86980812956632,1.57449338619302,401.279949223296,413.56818487633,409.800687244508,413.858152737946,409.590123282833,413.453641562875,410.290660985902,413.561117676995,410.412304092622,1977.97813611006,1981.23727996361,1987.52766825923,1980.42945249754
1,2.25,0.515760707806584,-15.311429642224,0.0980461148538028,-0.912765444106009,-0.269558309518159,-4.76934472798233,-1.03541332589993,0.049945562182677,-33.7405647420037,-12.5780808560812,0.207720712474332,0.4965,0.459,0.244,-13.11376,-13.3684,-13.6420875,-12.8817925,-15.89115,81.017708,39.016,0.23047,-15.103,-12.856,-14.585,0,-5.285,0.5,-1.304,187.14,244.94,189.28,241.97,-0.363,-0.613,-0.14,-0.32,-0.17,-0.3245,-0.213,-0.4,-5.0546,-3.889325,-1.0571,-0.0655,1.0015,3.145725,4.67495,7.528375,6.5895,-5.7697,-4.72435,-1.7778,0.536425,1.730975,2.69695,4.6004,7.03935,8.3241,-5.4789,-4.146,-2.0326,-0.3206,0.727,2.374,3.3565,6.578375,7.5796,-5.6346,-4.5568,-1.9478,-0.602925,0.4638,1.86365,3.9278,7.286475,8.4846,-6.551,-5.57365,-3.1837,-1.5268,-0.4971,1.8197,3.6984,9.447775,-47.11925,-59.59,-61.19475,-94.572,2.32069280526457,1.82904783662762,1.81346998874335,1.75357626035671,1.61202757715011,401.214451184968,414.00499880501,407.898722714888,413.69506049259,410.513028453977,414.364253113197,410.739372921995,415.108506430192,410.443931890148,1980.2509607469,1980.37319949374,1980.60157809347,1973.52610497942
1,2.75,0.514158685537231,-13.7322390636114,0.103064668467866,-0.736027708202533,-0.240575224338437,-3.95627016818674,-1.50196171028489,0.0432207632215485,-35.8029720348707,-13.3636084395019,0.192323393934924,0.509,0.4795,0.26,-12.26898,-14.0307,-12.7834,-13.3063075,-16.6273,80.98661,37.308,0.2254325,-15.198,-12.798,-15,0,-5.139,0.37,-0.784,186.44,245.36,189.58,243.81,-0.363,-0.62,-0.15,-0.32,-0.16,-0.33,-0.22,-0.4,-5.2449,-4.146875,-1.1281,-0.0792,1.002375,3.145725,4.67585,7.529125,6.54135,-6.0163,-4.953,-1.8503,0.504025,1.72235,2.6969,4.5994,7.03835,8.323625,-5.6279,-4.2979,-2.1551,-0.3789,0.7221,2.3748,3.3177,6.577375,7.5776,-5.7306,-4.6436,-2.0421,-0.629425,0.45825,1.863825,3.929,7.28645,8.4846,-6.7908,-5.75375,-3.272,-1.5611,-0.5082,1.81915,3.6986,9.4473,-47.4202,-60.7326,-62.0385,-93.172,2.25924129304108,1.83253840545808,1.80696543035529,1.76280270335867,1.49721591180255,401.219581452053,416.196495106015,409.609850901841,416.096831343811,409.619591296915,416.97427681292,409.895896073618,417.613876212633,409.609054450148,1984.23733128862,1981.17899813851,1978.86564900842,1977.60376410524
1,3.25,0.541356780114631,-12.5460952107835,0.120570475960841,-1.46866366645021,-0.148387177769972,-2.13973926261693,-1.06942311163349,0.0493317660279619,-36.7667732809723,-12.6391306834752,0.231016314290031,0.53625,0.41,0.22675,-11.9961,-13.2961,-12.32795,-12.97382,-16.2145125,80.9670275,39.515,0.1980125,-14.982,-13.056,-14.69,0,-5.227,0.4,-0.762,186.72,244.3,189.75,242.58,-0.36,-0.623,-0.15,-0.31,-0.17,-0.32,-0.22,-0.4,-5.5082,-4.367825,-1.168575,-0.0992,1.00435,3.14495,4.6768,7.5291,6.5137,-6.2853,-5.20805,-1.9218,0.471425,1.71255,2.696425,4.6043,7.03735,8.322625,-5.7825,-4.457,-2.2775,-0.4436,0.716425,2.3759,3.2931,6.576375,7.5766,-5.8444,-4.7633,-2.1437,-0.654875,0.4519,1.862575,3.9295,7.28645,8.4836,-6.9886,-5.9202,-3.3465,-1.6309,-0.520525,1.818825,3.6996,9.44735,-47.528725,-60.21075,-63.125125,-92.562,2.25561592110146,1.86770644808858,1.77824177760629,1.75088532455851,1.52485709547344,401.472870524969,413.612535601428,408.139675104558,413.657875216392,408.278090111248,414.171422192669,408.157933187146,414.766828483717,409.231936522229,1978.31433407861,1974.77837548024,1979.25863284175,1972.30908129703
1,3.75,0.605430391298041,-13.7689174354976,0.101154214241,-0.641836459332682,-0.183931077322808,-1.42689986943135,-1.30071576077465,0.0486466874959806,-40.6099125285418,-12.4432102749885,0.198419117216484,0.493,0.4975,0.23675,-12.16125,-13.9328,-12.5716625,-12.7226725,-16.6647875,80.91456,41.2725,0.262735,-16.234,-13.402,-15.601,0,-5.303,0.47,-0.70525,183.55,242.81,190.04,240.85,-0.366,-0.623,-0.15,-0.32,-0.17,-0.32,-0.213,-0.393,-5.757,-4.58015,-1.217375,-0.1196,1.002125,3.147725,4.67775,7.52725,6.589275,-6.559,-5.4743,-2.0537,0.44145,1.7023,2.697325,4.6129,7.03635,8.3221,-5.9794,-4.6061,-2.3954,-0.5151,0.71075,2.3767,3.2981,6.57585,7.5767,-6.0164,-4.8573,-2.2222,-0.675075,0.444225,1.862525,3.93,7.28545,8.4833,-7.2422,-6.08555,-3.4616,-1.688,-0.535825,1.8185,3.6996,9.44535,-47.506125,-49.6033,-63.7067,-92.64325,2.3179504769496,1.85311382368644,1.81490502334674,1.71305892553518,1.60775405796243,401.061431539901,412.343161875721,407.784659005085,413.194249836083,407.257475052467,413.924969156393,408.713510597997,413.271100971198,408.170309394982,1975.70090449963,1973.66801799142,1972.38518058943,1970.08130507138
1,4.25,0.506396535241262,-15.7468374476796,0.0957533963834818,-1.8300376808066,-0.12189585033898,-7.07168834782697,-1.82361536766426,0.0482311674722099,-54.0638794129045,-13.1830913408516,0.205095546625274,0.4565,0.4555,0.23675,-13.8463,-14.7231,-12.6242675,-12.83137,-16.87152,80.875259,42.241,0.19391,-15.789,-13.47,-15.513,0,-5.61,0.5,-0.918,184.26,243.66,189.71,239.78,-0.37,-0.62,-0.15,-0.32,-0.16,-0.32,-0.22,-0.4,-5.9426,-4.792675,-1.2708,-0.1679,0.998275,3.14905,4.67855,7.492,6.6256,-6.7635,-5.71495,-2.1949,0.40095,1.69005,2.698325,4.6101,7.03635,8.3211,-6.1956,-4.7505,-2.5093,-0.5885,0.710825,2.3782,3.3052,6.575375,7.5737,-6.2059,-4.9496,-2.3031,-0.6927,0.4359,1.86295,3.9305,7.28545,8.4826,-7.4017,-6.22825,-3.5793,-1.7326,-0.5682,1.81795,3.7006,9.4454,-49.234625,-53.9904,-62.972625,-92.813,2.27963616152395,1.91668173860006,1.93584216455349,1.83490346956081,1.47941607558114,401.093023332638,412.759380114656,408.039673368269,412.141028813852,407.598182362151,412.904044656203,407.914068321861,413.136552511169,407.833649311181,1977.63817486701,1977.4413549991,1973.52679521368,1969.52349555382
1,4.75,0.478778599376477,-14.8935137463682,0.091000913112382,-0.780333803344974,-0.198956136503538,-5.35665438070658,-1.73820790951747,0.0531816781587258,-48.9078592944454,-13.4094011914372,0.229824967676912,0.42,0.4665,0.24,-12.86314,-14.4714,-12.17304,-12.76827,-14.73154,80.86171925,41.1275,0.13308,-15.328,-12.99225,-14.997,0,-5.583,0.4,-0.642,184.94,244.45,189.57,239.92,-0.36,-0.62,-0.14,-0.32,-0.16,-0.3245,-0.22,-0.4,-6.1277,-5.010275,-1.3216,-0.2103,0.992825,3.15015,4.67935,7.5271,6.515475,-6.9467,-5.89825,-2.327,0.332525,1.6758,2.6998,4.6085,7.03445,8.320625,-6.4224,-4.8927,-2.6227,-0.6546,0.710675,2.377325,3.3042,6.574375,7.5724,-6.4627,-5.1002,-2.3905,-0.7108,0.434125,1.865925,3.9313,7.28445,8.4823,-7.5874,-6.3861,-3.6953,-1.7778,-0.611,1.8162,3.7008,9.44445,-49.356475,-53.730075,-62.2988,-93.172,2.32397199151595,1.8247920807325,1.83082573875498,1.67573098588861,1.63085871771503,401.48509306569,413.158979450097,408.302283462813,412.47937656155,407.800191110035,413.326194430423,408.144480440658,413.074735848641,408.355182066243,1977.22019858883,1973.96220208953,1974.57198637274,1973.27927338649
