DOY2,HR2,H,LE,FC,TAU,CO2,H2O,WS,USTAR,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,G_1_3_1,NETRAD,PPFD_IN
1,0.25,-17.66545912,1.030995442,0.512296358,-0.018801853,404.8851186,9.2833219725,1.1806312355,0.125728642,10.1351835,79.386125,97.02674446,2.3970249,13.331521665,12.585556665,10.349306685,-7.798765,-27.254766665,-17.70154833,-62.070548335,0.0357774765
1,0.75,-22.97682358,2.144333426,1.544069103,-0.0210244165,403.9961008,9.101414831,1.2353584545,0.132650933,10.0278884835,77.378355,97.028436625,2.44024664,13.286939985,12.393749985,10.262361665,-7.9254235,-27.29560667,-18.031618335,-61.258615,0.03775
1,1.25,-20.47400881,3.1255092995,1.257121154,-0.018735463,404.2034273,9.160027662,1.2608623675,0.1251035595,9.9812631665,78.26146667,97.02959466,2.35863601,13.187775015,12.210408335,10.175278315,-8.0735131665,-27.632178335,-18.125126665,-60.348118335,0.035092837
1,1.75,-19.143657355,2.077102491,1.3575539865,-0.0246433365,404.41760465,8.9344055605,1.371320675,0.1435297275,10.038621,77.316426665,97.02385712,2.359573595,13.079031665,12.07958667,10.094585515,-8.105459667,-27.13958333,-18.112795,-59.61462,0.03376535
1,2.25,-22.33032737,2.57228647,1.187709289,-0.0219437585,404.20921685,8.7613865195,1.343474131,0.135769509,9.776570833,76.06107667,96.989583025,2.54095399,12.98152335,11.956805,9.8868033165,-8.0390206665,-27.23051,-18.13513167,-58.689486665,0.0324532165
1,2.75,-16.58928836,4.4757990165,1.143374476,-0.0240810535,404.767652,8.676393249,1.2393026665,0.1422946935,9.7947835,77.977936665,96.975621715,2.568764865,12.943888335,11.829718335,9.6836118335,-8.7730735,-27.68101833,-18.540203335,-59.76453333,0.03577749
1,3.25,-12.45502406,2.099975859,0.626762132,-0.018598865,403.2309114,8.605298143,1.1695885605,0.124836133,9.7323933,78.463188335,96.946618905,2.45274828,12.8677817,11.67542165,9.53527735,-9.100803,-28.17442833,-18.602715,-57.856921665,0.0318
1,3.75,-15.705565985,5.72248857,1.045470368,-0.025910613,404.9280017,8.636485128,1.0769101875,0.1476004465,9.8629980165,78.095901665,96.938224475,2.39575771,12.78487,11.597640015,9.385415,-8.622214333,-27.72802667,-18.603565,-57.872281665,0.0357774835
1,4.25,-18.72150458,5.987265971,1.0365594855,-0.021294084,404.0208854,8.5374639855,1.0617544995,0.135888506,9.5544991665,76.98347167,96.90976589,2.4536493,12.711528335,11.50584,9.2377781665,-8.300196,-27.8036,-18.467361665,-59.377876665,0.03375322
1,4.75,-15.624209975,4.578451995,0.547478322,-0.025890043,403.77036705,8.3041350615,1.0370661145,0.1465116025,9.608643,78.54705,96.89951051,2.517112495,12.685691665,11.354166665,9.09236185,-8.376644,-28.154228335,-18.94596,-60.223148335,0.03047896
1,5.25,-18.737966375,2.913841595,0.4006348475,-0.0205371,404.9972443,8.427373357,1.1725144575,0.1316839865,9.63514235,79.148448335,96.928305745,2.33686707,12.628745015,11.27999835,9.0697231665,-8.3287525,-27.79165833,-18.645568335,-58.470488335,0.0371
1,5.75,-14.371725685,5.660268225,0.7019994915,-0.01980612,404.6484714,8.2000681245,1.2966321985,0.1282720265,9.39551365,79.6514,96.963607365,2.129497705,12.542495,11.21722335,8.9437509835,-8.5055655,-27.37837167,-18.645041665,-60.540715,0.0337532435
1,6.25,-18.268453545,5.806815472,0.460801488,-0.019408984,404.1743112,8.1575738165,1.249151119,0.1280148695,9.31820885,80.49255833,96.99154451,2.111023685,12.44346833,11.1607,8.8244445,-8.8332935,-28.041473335,-18.57962167,-61.244945,0.1052785635
1,6.75,-17.35687776,5.2368938355,0.8273441975,-0.021431191,404.055188,8.082126771,1.050519728,0.133923285,9.4170286665,78.23823167,97.016337985,2.1968359,12.3811117,11.114723335,8.61944565,-8.9371076665,-27.307598335,-18.510685,-55.963235,9.7975327515
1,7.25,-15.04812951,7.3899848795,0.5660393915,-0.020977326,403.4187214,8.2202366845,1.270045217,0.132979562,9.79766535,78.2006,97.02119934,2.206393595,12.35069165,11.02916665,8.57958435,-8.467737,-26.67156833,-17.969688335,-40.718903335,54.873318335
1,7.75,-12.57411891,8.190032517,0.021088865,-0.018799806,403.2378483,8.49735771,1.2286582775,0.1250402385,9.7717406835,76.88032,97.0255045,2.46500619,12.325975,10.90194165,8.59000165,-7.5364016665,-23.439736665,-16.831481665,-32.202915,89.31531333
1,8.25,-5.192714184,16.020630995,-0.315464804,-0.024421352,402.9419248,8.646205654,1.062749891,0.141546215,10.053439,78.03251667,97.05797986,2.70706798,12.2402767,10.83999667,8.737501,-6.331224333,-20.30883667,-15.34504,-12.18681113,123.0356
1,8.75,5.725071231,30.89764284,-2.0980349935,-0.0287139785,405.43281975,10.357450755,0.9336661765,0.1562329045,10.771000665,70.513323335,97.164096655,4.20728045,12.110001685,10.748753335,8.89430565,-5.3936691665,-17.64551333,-13.737685,114.21809335,469.6205833
1,9.25,45.56493581,37.21677835,-2.703042942,-0.034757166,407.62504255,10.96185221,1.0327760395,0.177164109,11.832065,65.87120667,97.17829263,6.38933942,12.078611685,10.81138772,9.2244439835,-3.6474225,-10.85544583,-8.971480667,214.543,755.0263
1,9.75,71.59269472,62.516801475,-3.5090437125,-0.0459388405,406.4171446,11.24916199,0.89039202,0.203898493,12.49219835,61.339513335,97.15207617,7.635019315,12.02832833,10.79375835,9.6150006835,-2.2764023335,2.093575535,-0.349881878,312.6966333,966.2544333
1,10.25,75.38964866,66.025035935,-3.505012937,-0.051250931,405.0919919,10.827467995,1.24708361,0.213171382,13.324803335,59.52174167,97.1329246,7.99663443,11.993341665,10.77223,10.362779,-0.3420341115,19.299977665,6.1308375,303.5834667,1038.734967
1,10.75,92.90766405,83.54034608,-3.674985224,-0.06879893,404.2260125,10.40103889,1.4860715235,0.24667031,13.817195,58.254661665,97.110569675,8.85759333,11.968891665,10.836531685,11.198335,0.2041799615,33.47621833,14.289023835,355.82618335,1160.9638335
1,11.25,104.0467846,104.9260677,-3.6459042505,-0.0829137165,403.6056532,10.840279595,1.756939414,0.2664447715,14.434316665,57.00170333,97.063500945,9.04701924,11.96555665,11.0079167,11.82625165,1.780794783,47.947608335,24.87408,398.4476,1237.276333
1,11.75,113.68117655,90.70549586,-3.278235741,-0.0815558085,403.0657224,10.876449455,1.897213817,0.265371719,15.137128315,54.69198,97.017042065,9.32464904,11.937505,11.177223315,12.68222165,3.6441431665,61.322613335,36.538035,402.5461333,1276.693
1,12.25,124.0921084,69.59882938,-3.291530823,-0.098617727,402.8559249,11.405924735,2.022644669,0.3038341595,15.718075,54.00063667,96.96059204,9.53554549,11.959165,11.418328335,13.801943315,4.541326333,66.66826333,43.66544,392.88673335,1244.30735
1,12.75,119.9846694,85.32781361,-2.991756007,-0.105655687,402.2724375,11.0725734,2.0307989025,0.3081348035,15.8246017,54.05312667,96.934415745,10.197613735,12.04153165,11.691665,15.11194833,6.538119167,68.34616333,39.47887333,351.61038335,1154.4756
1,13.25,117.10734055,81.3622978,-2.831568295,-0.1181404635,402.5222639,11.18168609,2.537290102,0.321976083,15.95908835,55.282528335,96.88882821,9.43675333,12.10403335,12.026386685,16.177785,8.7333241665,64.74065333,38.05794667,303.6098333,1067.549333
1,13.75,109.56881975,81.797539215,-2.9798624775,-0.130705656,402.51954965,11.309747745,2.5563471735,0.3391465845,15.77510335,58.455823335,96.874908135,8.89603192,12.31347835,12.505001685,17.193185,11.004635,58.44415667,38.08282667,248.6765667,908.4932667
1,14.25,85.64732269,70.03695212,-2.630990025,-0.1113799735,402.3261842,11.12468295,2.365170372,0.3134270275,15.9312,59.94301167,96.871919385,8.48730889,12.385555,12.879305,17.7002767,12.67240333,54.52012,33.57842667,214.5861667,787.4494333
1,14.75,81.44076056,56.56916671,-2.4035496915,-0.136250384,403.4173349,11.39571306,2.484824261,0.351726795,15.5991533,59.85497,96.858351825,8.540841345,12.60819665,13.356948335,18.04472,13.036195,48.57284667,29.845313335,190.8562367,766.4598667
1,15.25,54.760398455,43.504941345,-1.598708553,-0.112470538,401.77106795,11.035779685,2.424833161,0.312906743,15.6605283,62.047488335,96.87057021,7.77126544,12.8368067,13.723615,17.85056,12.6093,42.52539333,22.14185333,107.99683165,547.8128333
1,15.75,34.28622894,36.73280087,-1.2119113275,-0.089821683,401.3976296,11.30198842,2.3654008955,0.278373147,15.21513165,64.654938335,96.874622355,7.137695385,12.983191665,14.028608335,17.32694,12.94194167,34.420906665,16.43881,48.479348335,363.98715
1,16.25,15.61863096,28.40919451,-0.744513757,-0.069136685,401.4652497,11.372103405,2.094548986,0.242758459,14.61897333,67.41753,96.8681575,6.033787165,13.216110015,14.250696665,16.585,10.21997333,21.46523333,11.483956835,2.2280564835,220.0064017
1,16.75,-3.904518009,8.518980885,-0.0645028085,-0.045947145,402.05847125,10.6403339,1.570994496,0.199512084,13.4324167,70.604115,96.87725817,4.77399808,13.385411665,14.404723315,15.88193665,6.3519755,9.498932,6.3889008335,-43.6572,62.395771665
1,17.25,-16.68749754,6.27038395,1.060831044,-0.027103512,401.24671595,10.003176315,1.407692087,0.151097036,12.773075,72.825531665,96.89260409,4.056252035,13.47346335,14.398891685,15.13888665,1.82495475,-1.800165085,0.451188758,-72.825396665,5.3745071
1,17.75,-16.61714498,3.245602416,1.542565635,-0.022222122,401.6697554,10.20167249,1.5526791655,0.138939687,12.25930165,75.38891333,96.92881952,3.407519265,13.596381665,14.34583,14.482225,-0.60654727,-9.185907,-3.670069,-69.268765,0.06951859
1,18.25,-18.3415192,3.7375364975,1.510629195,-0.014231822,401.7627863,10.25713359,1.509780225,0.110464352,11.93688165,76.316001665,96.956380385,3.02632436,13.71499833,14.288891665,13.799581665,-2.303373667,-15.161283335,-6.6032151665,-65.05753167,0.0397517465
1,18.75,-20.63628601,3.370418819,1.473664026,-0.0179504795,402.55917145,10.1488745,1.4287063915,0.123160332,11.852966685,78.026065,96.957814775,2.54748064,13.7437483,14.185001665,13.424168335,-3.965991667,-18.192785,-9.5554423335,-64.733713335,0.0383896335
1,19.25,-21.94302591,0.8069657,1.378587018,-0.0145480965,402.0626164,10.238134655,1.6353756005,0.1111254745,11.542695,79.925205,96.960199795,2.40660456,13.7533283,13.997221685,12.995416685,-4.8323571665,-21.298133335,-11.626323335,-68.759523335,0.0384035235
1,19.75,-21.9725352,0.827271529,1.4189324895,-0.019979382,402.2299864,10.057848809,1.5427734205,0.129763705,11.494831685,80.25609,96.982829475,2.46271633,13.743885,13.856948315,12.613613335,-5.861401,-23.06281,-13.085095,-67.00519833,0.0358
1,20.25,-19.99188766,1.2688102695,1.566756296,-0.0181515835,403.1456441,9.9692621765,1.5000253955,0.1240075015,11.413943315,80.792815,97.02195112,2.302497945,13.72347,13.79069835,12.44597,-6.5683136665,-24.039586665,-13.99005833,-64.841178335,0.0318
1,20.75,-17.9863978,1.126024497,0.9931386575,-0.0211344335,403.565391,10.08667989,1.440665213,0.1338388045,11.15618665,81.47757833,97.0578699,2.40149462,13.707775,13.581525,12.169025,-6.5844846665,-24.770858335,-14.73583167,-57.23161,0.03375
1,21.25,-17.83347158,2.504929349,1.330801507,-0.020958124,402.68382645,10.09555211,1.56722326,0.1326523465,10.930678335,80.79168833,97.053653185,2.430723995,13.58861167,13.432086665,11.916945,-7.2319693335,-23.42147167,-14.88789167,-61.775998335,0.0344153565
1,21.75,-14.94781725,2.812513415,1.1839361715,-0.0179685035,403.7670866,9.960817256,1.2365051865,0.123123843,10.804153335,82.28925167,97.064906545,2.20952331,13.478883335,13.279723335,11.69527835,-7.394249667,-24.170748335,-15.43548667,-62.57329333,0.037079233
1,22.25,-20.834392825,0.914337414,1.5364125975,-0.0179495895,403.2920345,9.8380600545,1.4041927555,0.1230685405,10.680141,80.129846665,97.07478304,2.37136165,13.462225,13.134441665,11.399998315,-7.587517,-25.417266665,-15.886786665,-61.82037333,0.0337686
1,22.75,-19.64242162,1.7390582135,0.985530456,-0.022409772,403.0453669,9.526789161,1.399282092,0.1371479675,10.750428315,81.397778335,97.071666385,2.125356375,13.44166835,12.962081665,11.121944985,-7.464195167,-25.723535,-16.11038,-63.285683335,0.0370792335
1,23.25,-19.13384931,-0.1136833075,1.035655564,-0.0209162865,404.0155313,9.4229151155,1.2302794795,0.133128709,10.552832165,79.80272,97.0593752,2.282899045,13.43597165,12.788475,10.78805335,-7.6012575,-26.53261167,-16.262386665,-62.141303335,0.0351
1,23.75,-19.34086612,3.303433755,1.059686251,-0.0179359505,403.6770793,9.4291288705,1.120862583,0.1232012435,10.41378985,80.17337833,97.06875023,2.3661091,13.4125,12.67903,10.594160015,-7.8955685,-27.403066665,-17.13767167,-63.623163335,0.0350928565
2,0.25,-18.722256615,4.1627501945,1.071710211,-0.020211224,401.90356755,5.915729476,1.2289486345,0.130159567,12.971948335,61.65489833,96.91504332,6.96188833,14.985558335,14.280838335,12.43403,-9.4812291665,-32.933861665,-18.310983335,-70.55991833,0.0377517535
2,0.75,-16.171733775,3.210974055,1.1081976415,-0.016577632,402.3422763,6.101454849,1.372516955,0.1191929795,12.77738,59.126495,96.911951065,6.220022205,14.914994985,14.112775,12.353746665,-9.505487333,-32.829591665,-18.253158335,-70.23586833,0.03645
2,1.25,-24.456601015,6.015607329,1.646012945,-0.016617648,402.6661579,5.95735126,1.3554884235,0.1191726555,12.696898335,54.52379833,96.88985074,7.18296316,14.76860665,13.971528335,12.132639985,-9.6916861665,-33.347805,-18.271655,-69.322006665,0.0397
2,1.75,-22.64990478,2.8887374105,1.2759670535,-0.0179784955,402.4869252,5.902968065,1.263074921,0.1231033905,12.495941665,55.75080667,96.86725517,6.32326248,14.69291833,13.847915,11.98903167,-9.7069538335,-33.075298335,-18.383975,-69.825221665,0.0397138535
2,2.25,-18.624843295,6.078632311,0.748579902,-0.019288172,402.9446052,5.649515945,1.0590219765,0.127574893,12.636585,64.79454667,96.85044741,6.980504795,14.67347333,13.753333335,11.914168335,-9.468508667,-33.10858,-18.403368335,-69.85785333,0.0390517565
2,2.75,-26.58632554,6.403608725,1.375402829,-0.020749236,402.5107909,5.7213900115,1.2547503835,0.1318060585,12.494469985,62.635435,96.84212045,7.08731935,14.571251665,13.635971665,11.829726665,-9.7201846665,-33.453905,-18.59866667,-68.573156665,0.0384
2,3.25,-20.50166884,6.011188805,1.388742621,-0.0218930555,402.3168701,5.771270084,1.156735372,0.1360984425,12.62085167,60.617283335,96.841386305,7.053267115,14.458898335,13.521116665,11.75083333,-9.6237771665,-33.290911665,-18.75442167,-68.699083335,0.0403760165
2,3.75,-14.69405724,5.870453881,1.139291824,-0.014304671,402.7072393,5.440863767,0.9809884235,0.109827639,12.52359165,59.905645,96.82667508,6.78097958,14.372368335,13.44250167,11.720143335,-9.32777,-32.900208335,-18.795586665,-67.725971665,0.03775
2,4.25,-23.158852875,6.914868297,1.361504966,-0.0180589205,402.35173785,5.473784258,1.1421077195,0.123487085,12.6522,55.47549667,96.81290371,6.68607927,14.351246685,13.34847,11.56542165,-9.2606523335,-32.364281665,-18.930728335,-67.97614833,0.03577749
2,4.75,-20.34549656,5.4778429515,1.0897939245,-0.019280436,402.5085784,5.191342728,1.0572580915,0.128127161,12.29697833,56.72596,96.824888335,6.984176275,14.28263335,13.213193315,11.369725,-9.355476333,-32.137695,-18.7648,-68.131585,0.03511537
2,5.25,-14.591034105,6.9084623905,1.032448314,-0.021358012,402.2026052,5.095757414,1.065636347,0.1341508165,11.9389367,57.024866665,96.839253975,6.16529333,14.197908335,13.042226685,11.2204233,-9.5627101665,-31.389673335,-18.69975667,-66.39403,0.0404138935
2,5.75,-14.306036505,6.0752292785,0.785093056,-0.0241825425,402.9579426,5.099777572,1.1294590495,0.142994786,12.229868335,58.856805,96.84291665,6.800649665,14.097928335,12.93791833,11.045835,-9.614673667,-31.57076333,-18.680465,-68.38774833,0.0423881435
2,6.25,-17.247262365,6.387783652,0.998135985,-0.0162847525,403.4556462,5.0244161405,1.0847367955,0.116779872,11.937635,56.94318,96.86532714,6.437258345,14.09625,12.807498335,10.8219483,-9.644584,-31.223813335,-18.798055,-66.24699,1.75464283
2,6.75,-20.823206685,5.994341182,0.574290916,-0.0210177005,402.5922167,5.0922005905,1.3170054935,0.132884852,12.187285,54.89283,96.890779685,6.658590785,14.040974985,12.762225,10.68250665,-9.567911667,-31.225805,-18.848183335,-58.002521665,32.707210165
2,7.25,-16.47106358,16.695058445,-0.082719671,-0.022875764,401.4871857,6.164431325,1.0930106405,0.1396962665,12.41238,54.148376665,96.91134249,6.091080885,13.950971665,12.70917,10.59277165,-8.792524833,-29.894961665,-18.551225,-45.704641665,79.301921665
2,7.75,-13.289189105,13.94618891,-0.613781211,-0.0183095835,400.8485183,6.746698759,1.0468678345,0.12499388,12.01835167,53.364363335,96.93942996,5.24030982,13.80750667,12.661943335,10.59402165,-8.0456363335,-28.015165,-17.687948335,-19.55676333,113.782905
