DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,FC_1_1_1,H_1_1_1,LE_1_1_1,TS_1,RH_1_1_1,CO2_1_1_1,PPFD_IN_1_1_1,H2O_1_1_1,T_SONIC_1_1_1,VPD_1_1_1,TA_1_1_2,PPFD_OUT_2_1_1,PPFD_IN_2_1_1,PPFD_IN_2_3_1,NETRAD_2_1_1,SW_OUT_2_1_1,SW_IN_2_1_1,LW_OUT_2_1_1,LW_IN_2_1_1,TA_2_2_1,RH_2_2_1,TA_2_3_1,RH_2_3_1,TA_2_4_1,WS_2_1_1,CO2_2_1_1,H2O_2_1_1,WS_2_2_1,USTAR_2_1_1,H_2_1_1,LE_2_1_1,FC_2_1_1,T_SONIC_2_1_1,TA_2_1_1,RH_2_1_1,VPD_2_1_1,PPFD_IN_2_2_1,TA_2_1_2
1,0.25,1.131,6.76609999999999,4.256,1.1,6.375,10.3,4.6,100,418.85,0.093,9.9,8.21,3,7.055,0.1,0.3905,0.2,1.396,2.02625,0.17525,340.9975,339.05,5.6145,100,4.92875,100,4.9218,5.44625,439.165,9.51349999999999,5.04025,1.2546,22.056,9.231,2.2605,6.25749999999998,6.4675,100,2.0290625,0.53675,8.88999999999999
1,0.75,1.16,6.7332,4.187,1.44,4.815,11.1999999999999,4.6,100,419.2425,0.0475000000000001,9.4,8.26499999999998,2.98,6.85555,0.1,0.3,0.1,1.368,1.8205,0.203500000000001,341.2075,342.31,5.59575,100,4.8385,100,4.7797,5.5325,438.695,9.74149999999999,5.101,1.224175,21.596,16.509,2.22975,6.10999999999999,6.205,100,2.002575,0.943500000000003,8.96249999999999
1,1.25,1.1315,6.57224999999999,4.47,1.29225,3.91174999999998,11.2625,4.6,100,418.8,0.0580500000000004,9.15,8.11,2.8825,6.2586,0.1,0.252500000000001,0.12625,1.81999999999999,1.79525,0.1105,341.3125,341.16275,5.572,100,4.89075,100,4.8043,5.6265,438.625,9.504,5.01799999999999,1.1602,15.7979999999998,9.34155,2.06665,5.58749999999999,6.0575,100,1.97732,1.01,9.00749999999999
1,1.75,1.1,6.3056,4.339,1.71125,9.22499999999999,9.665,4.525,100,419.3175,0.083,9.5425,8.42500000000001,2.678,6.6825,0.01,0.3,0.2,1.4,1.946,0.450250000000003,342.97775,339.48,5.79575,100,5.10025,100,4.6817,5.2145,439.495,9.92849999999999,4.702,1.098875,15.2857499999999,11.3435,1.7422,5.76,6.177,100,2.044695,0.905000000000001,9.15249999999999
1,2.25,1.1095,6.385,4.3895,1.2026,4.05462999999999,14.52,4.525,100,419.5425,0.0475000000000001,9.495,8.4,2.62,6.91999999999999,0.0574999999999989,0.2,0.1,1.83999999999999,1.99075,0.1305,343.3125,340.765,6.0135,100,5.281,100,4.6868,5.35625,439.74,9.332,4.86275,1.09825,10.822,9.383125,1.85975,5.52249999999999,6.39075,100,2.069335,0.705000000000001,9.35249999999999
1,2.75,1.09,6.458775,4.25,1.0895,5.425,12.4625,4.525,100,418.965,0.0575000000000001,9.495,8.11,2.58,6.9,0.0996,0.4,0.1,1.71999999999999,1.981,0.188250000000001,343.32325,339.1,5.80400000000001,100,5.25675,100,4.8467,5.3505,439.125,9.44125,4.63525,1.09775,15.376,9.66860000000001,2.525375,5.86999999999999,6.5945,100,2.0038825,0.652500000000001,9.86999999999999
1,3.25,1.1195,6.53325,4.46,1.315,7.01871,10.3,4.5275,100,420.36,0.072,9.6475,7.91,2.6085,6.81,0.1,0.3,0.1,1.76,1.8405,0.227750000000001,345.2575,340.525,6.6485,100,5.81475,100,5.102275,5.45,438.3675,9.581,5.078,1.2012,14.031,9.46869999999998,1.8565,5.93000000000001,7.16275,100,1.99782,0.410000000000002,9.94249999999999
1,3.75,1.09025,6.6812,4.042,1.324,7.66604749999997,9.25,4.5275,100,422.3325,0.062,8.5575,7.65999999999999,2.52625,6.82999999999999,0.118,0.381,0.152500000000001,1.46559999999999,1.8605,0.142,345.7275,340.525,6.75375000000001,100,5.92475,100,5.2922,5.62575,438.07,9.24625,4.89474999999999,1.2319,14.726,11.1475,2.082725,5.37499999999998,7.32500000000001,100,1.996635,0.557500000000002,10.1875
1,4.25,1.12,6.72325,4.18649999999999,1.2,4.975,12.3425,4.5275,100,421.885,0.041,8.4,5.975,2.28799999999999,6.88084999999999,0.1,0.352500000000001,0.1,1.2022,1.78525,0.11525,345.935,345.36,6.74950000000001,100,5.94425000000001,100,5.168225,5.88775000000001,437.8025,9.0655,4.942,1.1619,10.1512999999999,11.525,1.9255,5.05999999999999,7.37750000000001,100,2.011945,0.6,10.415
1,4.75,1.123,7.06999999999999,4.4315,1.235,6.39199999999998,9.82249999999997,4.5275,100,420.7075,0.052,8.4965,6.87999999999999,2.207,7.46499999999999,0.1055,0.3,0.2,1.33679999999999,1.7915,0.173000000000001,346.2525,341.195,6.62575000000001,100,5.89675000000001,100,5.39475,6.071,436.96,9.19549999999999,5.316,1.26225,14.82925,12.3614999999999,2.13845,6.06,7.42500000000001,100,2.0009275,0.605000000000001,10.3875
