DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,489.186,22.746,467.073,23.164,2129.331,513.8175,22.57,499.598,22.924,2289.745,554.53,22.061,525.11,22.114,2444.784,653.853,20.784,620.621,21.046,2527.057,0.673,22.728,0.3175,473.413,22.327,3.061,0.605,3.286,0.825,-2.5355,0.07,-2.889,-1.705,0.274,0.465,0.375,0.08,20.673,20.6955,20.002,20.002,17.9575,101.4875,95.585,1.074,17.625,18.2,18.21,0.4,-2.805,1.6,0.12,377.2,419.8,-48.49,388.3,412.1,0.06,-0.01,-0.06,-0.07,-0.09,-0.04,0.07,0.03,22.598,23.152,23.9815,23.97,24.698,25.069,25.1,26.419,25.402,21.582,22.445,24.012,23.3695,24.509,25.277,22.488,23.59,23.486,24.048,24.447,24.9055,25.21,25.505,25.3115,22.0295,22.8715,23.6805,24.422,25.102,25.4535,26.114,26.5315,26.2735,22.648,23.437,24.326,24.419,24.817,25.5635,25.84,25.346,26.529,-14.527,-8.4885,-7.726
1,0.75,489.543,22.4825,478.9885,22.7805,2137.964,522.052,22.156,507.057,22.5605,2240.056,555.265,21.761,534.051,21.9925,2399.849,668.0445,20.419,635.444,20.798,2960.636,0.691,22.412,0.312,487.283,22.119,3.726,0.04,6.3975,0.816,-2.408,0.077,-2.2735,-1.1175,0.281,0.505,0.405,0.08,20.3785,20.3575,19.7265,19.636,17.802,101.471,96.145,0.902,17.62,18.06,17.97,0.4,-2.705,1.6,0.095,376.75,419.45,-46.8,386.7,410.4,0.05,-0.01,-0.08,-0.075,-0.09,-0.05,0.07,0.03,22.47,23.056,23.9435,23.964,24.699,25.068,25.099,26.419,25.3995,21.454,22.334,23.929,23.3575,24.507,25.277,22.372,23.461,23.392,24.041,24.448,24.9055,25.209,25.501,25.312,21.848,22.721,23.591,24.398,25.102,25.4535,26.1135,26.535,26.273,22.508,23.305,24.286,24.404,24.817,25.563,25.839,25.337,26.528,-15.361,-9.063,-8.455
1,1.25,494.537,22.216,478.043,22.5315,2145.877,522.8995,22.088,510.953,22.049,2362.83,555.33,21.4185,529.033,21.808,2475.885,651.363,20.267,637.218,20.702,2764.019,0.714,22.2485,0.3065,486.11,21.893,4.475,0.2365,2.152,-0.3445,-1.4985,0.073,-3.274,-0.8275,0.31,0.5,0.405,0.08,20.2305,20.254,19.602,19.492,17.703,101.446,96.54,0.8075,17.32,17.815,17.745,0.4,-2.54,1.6,0.195,377.65,418.3,-46.27,386.05,409.5,0.06,-0.01,-0.08,-0.08,-0.09,-0.06,0.06,0.03,22.312,22.928,23.899,23.95,24.699,25.067,25.099,26.418,25.3935,21.354,22.208,23.845,23.345,24.501,25.276,22.157,23.299,23.315,24.018,24.4465,24.905,25.209,25.497,25.312,21.682,22.599,23.5005,24.3755,25.099,25.453,26.1135,26.535,26.2725,22.332,23.188,24.243,24.388,24.818,25.563,25.839,25.343,26.523,-15.646,-9.5825,-8.908
1,1.75,493.349,21.967,481.905,22.089,2148.759,527.958,21.5505,517.635,21.827,2291.937,559.567,21.1955,544.295,21.451,2481.184,647.919,19.997,642.28,20.179,2552.855,0.684,21.83,0.324,489.723,21.579,4.205,-0.101,5.244,1.341,-2.8615,0.076,-2.8905,-1.9485,0.296,0.48,0.38,0.08,19.9775,19.971,19.288,19.2095,17.571,101.412,96.46,0.82,17.26,17.72,17.645,0.4,-2.675,1.6,0.11,377.15,417.2,-45.195,385.55,408.8,0.06,-0.01,-0.075,-0.08,-0.08,-0.055,0.06,0.03,22.171,22.86,23.861,23.936,24.699,25.067,25.098,26.418,25.39,21.208,22.091,23.776,23.329,24.501,25.252,22.012,23.101,23.233,23.988,24.4455,24.905,25.209,25.493,25.3125,21.5605,22.491,23.4185,24.3535,25.101,25.452,26.1145,26.526,26.272,22.205,23.091,24.206,24.378,24.818,25.562,25.839,25.334,26.521,-16.348,-10.0435,-9.597
1,2.25,500.8585,21.832,485.1835,21.899,2165.4815,538.163,21.26,517.9845,21.5535,2354.088,566.569,20.854,551.5105,21.2015,2569.4,669.137,20.012,662.413,19.898,2644.2795,0.683,21.532,0.285,496.739,21.319,6.524,-0.502,5.688,0.798,-1.5595,0.072,-2.007,-0.61,0.299,0.49,0.39,0.09,19.641,19.6535,19.095,19.0485,17.3175,101.388,96.535,0.7695,17.2,17.685,17.595,0.5,-2.555,1.7,0.06,377.35,417.15,-44.92,385.75,408.55,0.055,-0.01,-0.065,-0.08,-0.085,-0.06,0.05,0.02,22.041,22.772,23.8275,23.922,24.698,25.067,25.098,26.417,25.3875,21.071,21.998,23.696,23.315,24.505,25.232,21.805,22.932,23.19,23.957,24.4455,24.9045,25.208,25.489,25.313,21.407,22.3925,23.323,24.316,25.1015,25.452,26.1135,26.5255,26.272,22.138,22.985,24.166,24.364,24.818,25.5605,25.838,25.334,26.529,-16.591,-10.449,-10.086
1,2.75,504.613,21.4665,492.1175,21.792,2194.086,539.4225,21.285,515.034,21.478,2282.5125,567.804,20.657,550.8425,20.9755,2494.364,667.142,19.6715,657.228,19.805,2719,0.744,21.264,0.302,497.316,21.406,3.325,0.37,2.051,0.7545,-2.0795,0.069,-1.743,-0.937,0.297,0.5,0.41,0.085,19.5295,19.581,18.925,18.666,17.167,101.3645,97.2,0.678,17.005,17.48,17.345,0.45,-2.505,1.6,0.095,375.1,416.6,-45.375,385,406.95,0.05,-0.02,-0.08,-0.07,-0.09,-0.06,0.05,0.03,21.951,22.661,23.776,23.907,24.698,25.066,25.097,26.417,25.391,20.954,21.91,23.613,23.3,24.507,25.231,21.639,22.826,23.115,23.942,24.447,24.905,25.208,25.486,25.313,21.3185,22.283,23.2375,24.2895,25.1005,25.4515,26.108,26.5265,26.262,22.011,22.901,24.129,24.352,24.819,25.5595,25.827,25.338,26.53,-16.858,-10.936,-10.559
1,3.25,509.151,21.269,488.28,21.517,2223.2875,538.286,21.14,526.344,21.247,2317.528,572.3095,20.744,554.399,20.6235,2485.096,671.523,19.508,664.116,19.536,2774.876,0.701,21.111,0.289,503.2325,20.841,5.487,0.5,5.278,0.116,-1.848,0.077,-3.186,-0.744,0.311,0.51,0.39,0.08,19.281,19.318,18.692,18.652,17.1635,101.3445,97.29,0.5885,17.08,17.46,17.26,0.4,-2.59,1.6,0.04,376.5,415.6,-42.6,385.6,406.5,0.05,-0.01,-0.02,-0.08,-0.09,-0.06,0.05,0.03,21.8865,22.545,23.738,23.8945,24.6975,25.066,25.097,26.416,25.395,20.833,21.813,23.537,23.277,24.505,25.231,21.491,22.676,23.0105,23.915,24.448,24.9045,25.215,25.483,25.314,21.165,22.151,23.159,24.229,25.098,25.451,26.108,26.526,26.271,21.9015,22.789,24.088,24.3385,24.818,25.5585,25.826,25.3405,26.525,-16.469,-11.295,-10.4035
1,3.75,511.098,21.0535,494.303,21.158,2154.161,544.253,20.6205,523.222,20.91,2274.157,576.9425,20.284,555.781,20.521,2404.495,684.6065,19.423,665.036,19.311,2573.0155,0.704,20.855,0.3,500.076,20.687,2.9485,0.2955,4.693,1.191,-0.694,0.072,-2.2625,-0.7465,0.293,0.5,0.37,0.08,19.097,19.193,18.503,18.482,16.8965,101.326,97.375,0.5485,16.92,17.26,17.055,0.4,-2.5,1.6,0.02,375.9,414.9,-42.83,385.8,405.6,0.05,-0.01,-0.01,-0.08,-0.09,-0.07,0.05,0.03,21.794,22.461,23.652,23.885,24.697,25.065,25.096,26.416,25.3925,20.77,21.721,23.463,23.253,24.509,25.231,21.371,22.532,22.944,23.884,24.447,24.9045,25.207,25.48,25.315,21.081,22.04,23.095,24.196,25.099,25.4505,26.113,26.525,26.271,21.8105,22.7095,24.0505,24.3255,24.818,25.558,25.826,25.335,26.534,-17.019,-11.39,-10.9
1,4.25,503.951,20.829,498.991,21.237,2194.55,544.883,20.528,529.064,20.859,2342.3705,583.466,19.969,560.201,20.238,2388.28,681.973,19.042,669.477,18.953,2537.4345,0.72,20.909,0.284,497.791,20.859,2.779,-0.405,2.1595,1.163,-1.231,0.072,-1.966,-0.431,0.299,0.5,0.39,0.08,18.976,19.041,18.421,18.389,16.654,101.3255,97.125,0.677,16.71,17.1,17.08,0.4,-2.46,1.6,0.2,375.1,413.8,-42.19,383.65,404.8,0.05,-0.01,-0.05,-0.08,-0.09,-0.07,0.05,0.03,21.7075,22.376,23.646,23.868,24.694,25.064,25.096,26.415,25.391,20.6925,21.6395,23.394,23.227,24.51,25.231,21.394,22.42,22.9045,23.863,24.448,24.9045,25.207,25.477,25.315,20.909,21.908,23.046,24.183,25.097,25.451,26.114,26.525,26.2705,21.7015,22.6595,24.005,24.3105,24.8185,25.557,25.826,25.335,26.533,-16.9265,-11.8955,-11.4205
1,4.75,505.684,20.6225,503.235,20.976,2219.667,544.367,20.304,539.5965,20.703,2408.515,582.51,19.8825,562.964,20.05,2425.4415,687.822,18.942,668.455,18.964,2497.192,0.759,20.853,0.32,504.7535,20.436,2.657,0.541,9.1545,0.635,-1.82,0.076,-2.152,-0.544,0.3,0.51,0.39,0.08,18.89,18.978,18.347,18.182,16.607,101.337,96.77,0.703,16.65,17.05,17.03,0.5,-2.48,1.6,0,374.1,413.4,-43.48,384.9,405.1,0.05,-0.01,-0.08,-0.08,-0.09,-0.07,0.05,0.03,21.618,22.307,23.586,23.856,24.697,25.064,25.096,26.415,25.3995,20.6175,21.5655,23.355,23.206,24.509,25.23,21.365,22.303,22.87,23.832,24.448,24.9045,25.207,25.475,25.316,20.801,21.827,23.008,24.143,25.098,25.451,26.114,26.526,26.27,21.5965,22.584,23.9645,24.296,24.8185,25.5565,25.825,25.338,26.528,-16.649,-12.059,-11.4755
