DOY2,HR2,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,SC,G_1_1_1,G_2_1_1,G_3_1_1,H,LE,SH,SLE,PA_1_1_1,PA_1_2_2,RH_1_2_2,RH_1_1_1,RH_1_3_1,T_SONIC,T_SONIC_SIGMA,TA_1_2_2,TA_1_1_1,TA_1_3_1,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,TS_1_1_1,TS_2_1_1,TS_1_2_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,384.0014,0.339089486034177,-8.328181,1.04805775,0.0215865607607712,-3.812476,-46.224651925,-29.6613983666666,-38.0786307166667,-61.5945275,-10.229205,-2.813595,-4.68519625,100.978225,102.285403333334,19.884405,45.7699195,50.349908525,-0.0989136674999999,0.0570426175,-2.3132485,-2.4620058425,-5.383537615,0.000274800153081068,232.501533333333,293.827713,-90.2070494333333,0,0,0,0,8.85546524,6.99790154,7.00407577333334,-0.440469175,0.0890352375,0.01375476,0.12003945,0.01082981475,0.1383634
1,0.75,385.202975,0.371565250748338,-14.38116,1.16017875,0.021836388683516,-2.26675375,-45.6878730083333,-30.1180304083333,-37.8446468416666,-63.96924,-53.3618375,-2.689168,-2.65871125,101.1628,102.254455,20.08562,43.7812671,48.4803028416667,-0.0950237199999999,0.06480596,-2.4486,-2.42329589166667,-4.99397018166667,0,231.702807,294.134402916666,-88.78242315,0,0,0,0,8.85306038,6.91395333333334,6.90707249333333,-0.3550682,0.1116872,0.0138915,0.1237056,0.01015766,0.04862296
1,1.25,385.16025,0.351172017452511,-17.460425,1.032174,0.0240897783675903,-6.239709,-45.9489631833334,-30.2370909333333,-38.1837171666667,-58.2208,-11.34508,-2.992742,-4.45412,101.1416,102.240915,19.218855,44.6909111166667,49.1883933416667,-0.168935,0.05107768,-2.437916,-2.41989297416667,-5.249954805,0.000509911602665059,231.162279666667,294.25595825,-88.19065915,0,0,0,0,8.85036817333333,6.82906532666666,6.82779431333334,-0.3655978,0.09343964,0.01978684,0.1153326,0.01293254,0.11031446
1,1.75,384.80275,0.376471491384224,-12.119025,1.074104,0.018346227245575,-3.154505,-46.41677685,-30.199728975,-39.1777061166666,-51.91938,-14.23692,-4.304638,-5.0707675,100.996,102.236888333333,18.7152625,45.1587013,49.109935375,-0.0488268239999999,0.0528406,-2.38662,-2.47867823416667,-5.36444894833333,0.00117759438540196,228.1273175,293.664705916667,-89.9791293166667,0,0,0,0,8.84954576666667,6.75158566666667,6.759351,-0.3816602,0.07899198,0.01558678,0.1201714,0.01185674,0.12623938
1,2.25,386.192,0.397253886231809,-7.0393575,1.10241575,0.0220760195564431,-2.4100325,-46.679119525,-30.3973865416667,-39.6575928416666,-53.18766,-91.5773475,-3.346088,-3.944602,101.1426,102.211166666667,19.709475,46.1120527,50.2020844083333,-0.1169254,0.03691054,-2.386712,-2.49201287416667,-5.63409322333333,0.000118432430159798,229.647665083333,293.82739275,-89.8906152833333,0,0,0,0,8.84250666666666,6.68738076,6.69079960666667,-0.3385132,0.1000155,0.01810788,0.0961388,0.01307564,0.0760025
1,2.75,383.560825,0.342183596964939,-4.28540375,1.19042625,0.0206489314605216,-2.8141935,-46.726308375,-30.5532256333333,-40.0269815083333,-59.6846925,-13.3258,-3.978728,-6.695474,101.0747,102.1943475,20.70868,48.4623725666667,52.5271472916667,-0.20777355,0.05276796,-2.32941925,-2.23527379416667,-5.4428607775,0.00078640216356421,228.808276166667,293.334407666667,-89.92673995,0,0,0,0,8.83449073333333,6.63184630666666,6.63036797333333,-0.407063625,0.079388535,0.0162768325,0.0898302075,0.0131458925,0.095206945
1,3.25,385.434975,0.490619070475235,-9.41350575,1.088929,0.0242886024500813,-5.13366475,-46.6948798916667,-30.6729133833334,-39.9859225583334,-51.9092,-21.2017925,-3.34587775,-19.5954125,100.963375,102.191108333333,20.088885,50.0705987416667,54.019101725,-0.109076865,0.035969405,-2.4069605,-2.2838197825,-5.28723509916667,0.000773871747229315,227.26758525,292.945123083333,-88.7753897166667,0,0,0,0,8.82299122666667,6.58627232666667,6.58217779333333,-0.359474925,0.103751225,0.0197893125,0.120349925,0.011381845,0.137175175
1,3.75,383.4485,0.367973443607208,-6.17816475,1.1100809,0.0212112141647685,-2.22635975,-46.5999237,-30.7773965083333,-39.903088075,-61.586255,-13.353027,-3.3568565,-13.40768,101.0486,102.188675,19.45508,52.159365925,56.4387822083333,-0.0979657374999999,0.04625794,-3.7530775,-2.3378339575,-5.33713752833333,0.000447620320495806,226.371295583334,292.16779375,-87.4626814666667,0,0,0,0,8.8147660045977,6.55750291954023,6.54202901264368,-0.340575825,0.1074050725,0.01904474,0.12520315,0.013605065,0.11981145
1,4.25,386.28775,0.535922361454497,-5.74733975,1.121332,0.0217816130804865,-1.50219,-46.470757825,-30.8324391083333,-39.8032725333333,-67.798205,-27.5379,-3.5990505,-4.87394325,101.055725,102.1912875,19.48291,52.0869916583333,56.2640029833333,-0.1374830825,0.056361295,-2.94497825,-2.64390118166667,-5.54293907583333,0.000428029396393942,225.271545333333,291.446938416667,-89.9494398333333,0,0,0,0,8.80131516,6.5396731,6.50970482,-0.349916225,0.105323375,0.01721661,0.114739175,0.011299555,0.0949004075
1,4.75,386.7952,0.515890794498109,-7.245084,1.14396,0.0232695435810084,-3.1943795,-46.3381795666666,-30.8541363166666,-39.9562218666667,-47.579605,-37.66675,-3.0841725,-10.074262,101.056,102.202463333333,19.71279,48.6100855416667,55.0532238,-0.38095045,0.0670976625,-3.2211815,-3.02064152916667,-5.41282307333333,0.000469411715180141,224.256528,290.883764833333,-89.2055052166667,0,0,0,0,8.78891515333333,6.48323516666666,6.48829216666667,-0.322001375,0.118672775,0.01920259,0.1400599,0.011445055,0.11439465
1,5.25,386.883,0.519727981337519,-4.6782145,1.07833905,0.0183033431280406,-3.02274,-46.1769930333333,-30.8444739583333,-40.1000580083333,-49.7849325,-18.5160075,-4.13564875,-8.8680055,100.9145,102.212156666667,20.379535,50.0601012916667,54.7791142833333,-0.609689875,0.0577123275,-3.37974925,-3.24164533583333,-5.3920331575,0.000540417313245667,224.42398375,292.162250583333,-88.8191139,0,0,0,0,8.77393864,6.41894516666666,6.44147902,-0.341021525,0.123035225,0.02496459,0.14227025,0.0129523725,0.125815525
