DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_3_1_1,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,TAU,PA,RH,VPD,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.147285,407.9260864,-5.013109,0.09046,-2.056,-2.25625,-2.247,-2.41075,6.17075,0.362294,0.87782,0.739642,0.424155,-0.027653,100.900002,80.174999,0.31133,-17.59249925,-16.211548,0.064038,-2.50525,-0.73125,-0.39375,-0.0825,1.2645,2.856,-0.1135,0.2215,0.413,1.19575,2.0265,3.349,0,0.703738,234.59326575,239.147873
1,0.75,0.150555,407.8887024,-3.85479725,0.027627,-2.059,-2.24875,-2.24525,-2.407,6.123,0.38533325,0.903197,0.748761,0.458882,-0.039354,100.8500025,79.9025025,0.30468,-17.73999975,-16.3318025,0.050231,-2.50775,-0.73175,-0.39525,-0.08275,1.2645,2.85525,-0.1135,0.2215,0.413,1.19575,2.0255,3.34825,0,0.7198595,236.96640425,237.857952
1,1.25,0.124532,407.8450317,-2.9468285,0.11090375,-2.05925,-2.244,-2.2415,-2.40675,6.14325,0.372154,0.862656,0.696356,0.457808,-0.044096,100.800003,80.14999925,0.305125,-17.947501,-16.115875,0.0450915,-2.50975,-0.732,-0.3925,-0.083,1.2635,2.855,-0.1135,0.22075,0.413,1.19575,2.02475,3.348,0,0.725233,236.80745325,238.104107
1,1.75,0.11539925,407.76280215,-4.1424645,0.065116,-2.06125,-2.2455,-2.237,-2.4045,6.18325,0.35711625,0.823863,0.659361,0.441952,-0.03565,100.800003,80.450001,0.30004,-18.155,-16.07485975,0.05289225,-2.51075,-0.73575,-0.392,-0.08275,1.26325,2.85425,-0.1135,0.22075,0.41225,1.19575,2.0245,3.34725,0,0.72243,236.78814325,238.3880235
1,2.25,0.156587,407.79043575,-4.607278,0.07603475,-2.0665,-2.23575,-2.23475,-2.40275,5.97175,0.375882,0.867975,0.706519,0.460552,-0.0281345,100.800003,80.4000015,0.2941175,-18.10750075,-16.1746365,0.038142,-2.51425,-0.73975,-0.3915,-0.08275,1.2625,2.854,-0.1135,0.22075,0.41225,1.195,2.02375,3.34625,0,0.693925,236.971001,237.8237575
1,2.75,0.1539445,407.95458985,-4.47420325,0.079609,-2.07425,-2.22975,-2.23275,-2.40025,5.6505,0.377004,0.876787,0.7124845,0.448736,-0.0312275,100.800003,79.78999725,0.2964775,-18.005,-16.4997255,0.0420725,-2.53875,-0.742,-0.392,-0.0825,1.2615,2.85325,-0.1135,0.22,0.412,1.195,2.0235,3.3455,0,0.69088775,236.30891075,238.48206675
1,3.25,0.16059675,408.0625,-3.250744,0.06388,-2.07525,-2.2325,-2.2285,-2.398,5.7695,0.358091,0.840907,0.666036,0.4380595,-0.030501,100.800003,79.7200035,0.291265,-17.94999975,-16.573288,0.049308,-2.536,-0.74025,-0.39175,-0.0825,1.2615,2.85325,-0.1135,0.22,0.412,1.195,2.0235,3.3445,0,0.70303725,233.8266675,238.093933
1,3.75,0.161846,408.11512755,-6.136916,0.152187,-2.07775,-2.24075,-2.2265,-2.39575,5.7655,0.365294,0.8557845,0.655783,0.439317,-0.04305,100.800003,79.86249925,0.2865925,-17.884999,-17.018875,0.042051,-2.54075,-0.7345,-0.3915,-0.0825,1.2605,2.8525,-0.1135,0.22,0.41125,1.19425,2.0225,3.3445,0,0.68271,233.9466475,237.36481075
1,4.25,0.142635,408.0426865,-2.4791375,0.137446,-2.08275,-2.24625,-2.22425,-2.394,5.74,0.3688085,0.9301795,0.7145815,0.4389755,-0.0291035,100.800003,80.699997,0.29029,-17.8625005,-17.353687,0.0458595,-2.541,-0.73425,-0.391,-0.08175,1.26025,2.8515,-0.1135,0.22,0.41125,1.19425,2.0225,3.3435,0,0.70233625,235.6329155,237.14654575
1,4.75,0.130744,408.2485962,-2.6190755,0.08890175,-2.0875,-2.242,-2.224,-2.39075,5.8895,0.363588,0.8721845,0.68537225,0.44043125,-0.027879,100.800003,80.6999985,0.2820875,-17.78999975,-17.1014555,0.066797,-2.54175,-0.73725,-0.391,-0.08275,1.2595,2.8515,-0.1135,0.22,0.412,1.19425,2.0215,3.3435,0,0.6941585,236.4929505,236.04539875
