DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,LW_IN,LW_OUT,VPD,CO2
1,0.25,4.1846580645,7.0063051689,16.260925,1.218763,0.0983945300000021,-0.0176242699999999,100,0.254118084,102.06035,1.913203,12.31472,0.06281385,0.06479359,3.76268325,1.7913635,1.658357,2.1639255,2.606432,0.944698650000001,2.38517875,293.3425,303.204,2.620595,588.46192
1,0.75,3.02279230425,7.52107999999999,16.06146,1.25778925,-0.292171500000002,-0.0200794875000001,100,0.26591925,102.1136,2.21512525,13.03286,0.0612739725,0.0440507999999999,3.81922025,2.65082249999999,2.30165474999999,2.954579,3.1198195,1.5599445125,3.03719925,296.5575,300.57425,2.3343,597.069325
1,1.25,3.2347905032,7.273917832375,13.25248612,1.31704625,-0.731707000000015,-0.0206874500000002,100,0.3100249244,102.040725,1.847503,11.795975,0.0655837325,0.0326134949999999,4.20690225,2.93113775,1.88906625,3.03381975,2.3133285,2.018894375,2.671899,294.105,304.378,2.1368,603.97506
1,1.75,4.28086245912499,8.72721625,34.247975,1.1528675,-0.614891200000007,-0.0301964075000003,100,0.2987205,102.114275,2.04020675,9.98016499999999,0.0593899875,0.0252352849999994,4.28493225,2.68827675,1.75638725,2.86411525,1.90631425,1.86861225,2.3843485,299.527,307.4105,3.006095,614.754009999999
1,2.25,3.84998900535,9.93248,11.01016,1.39751025,-0.362415250000032,-0.0438113375000002,100,0.2566198,101.97925,2.20042425,11.8878,0.0622911875,0.0119839257499998,4.11680475,2.49109675,1.64964475,2.69894,1.702836,1.783962875,2.200888,298.30225,309.1565,3.3635375,623.5634
1,2.75,3.777577346,8.1806,12.383336336,1.419199,0.13685337499998,-0.05137228,100,0.27091385,101.97025,1.9624135,11.4385325,0.05942789,0.01700097,3.927451,2.389538,1.56262925,2.564315,1.58429675,1.70639975,2.074305875,301.73625,307.53825,2.87348,658.0205375
1,3.25,3.1493258853,7.6369955,15.5915175,0.998451774999999,-0.0782372750000266,-0.0473663000000001,100,0.29299135,102.07795,1.9062315,11.72,0.0635060049999999,0.03074315,4.11393925,2.278263,1.48788125,2.44716925,1.52483625,1.63041975,1.98600275,301.28275,304.774,2.6570425,645.3198625
1,3.75,4.4863137103,7.2972556343,8.6653905539,1.23618,-0.096471500000025,-0.0634039700000002,100,0.30309895,102.076325,2.50247149999999,11.362,0.0578714875,0.0193247749999999,4.27748,2.220489,1.41718075,2.33992625,1.475486,1.569225125,1.907706125,297.664,303.1945,2.86446,655.864084999999
1,4.25,4.049746229,9.973811122,29.159765,1.15259,-0.880307500000007,-0.0523923875000002,100,0.2839997312,102.11225,2.07849549999999,12.13126,0.06289424,0.0280617199999998,5.08459,2.1637325,1.459297,2.27250775,1.4715085,1.519071,1.865960125,298.23325,303.59075,2.80724,662.960044999999
1,4.75,1.998387767175,9.524271000425,13.190435,1.25496025,-0.859219725000004,-0.0364657450000005,100,0.263448563975,102.102175,2.84864475,12.5961675,0.06219438,0.031303665,4.606922,2.10339975,1.48061974999999,2.17926325,1.43147075,1.46338275,1.80029775,298.992,302.114,2.78816,671.55649
