DOY2,HR2,USTAR,H,LE,NEE,FC,SC,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,PA,G_1_1_1,G_1_1_2,SW_IN_1_1_1,SW_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_2,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN,PPFD_OUT,T_CANOPY_1_1_1,T_CANOPY_1_1_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1
1,0.25,0.12586885725,-39.2197998625,-0.902319475,0.1672939215,0.04130345,-0.012872183,0.3673475,0.35085875,0.14911425,0.17907,374.9211699,1.249088,-21.73675,-22.30025,58.6575,63.2325,93.866336,-5.1988,-4.6761,0,0,0,0,199.121927975,221.98750485,-48.5964587875,-39.1950333375,0,0,-22.20890173,-24.20122735,-3.38237675,-2.02380325,-1.680028,-0.3932644,0.11104805
1,0.75,0.124521904,-39.058364205,-0.9809465145,0.17121625525,0.015550113,-0.017229097,0.369259,0.320588,0.148444,0.183202,375.0813628,1.285299,-22.05625,-22.5125,58.7,63.41925,93.891416,-5.180731,-4.6761,0,0,0,0,197.094744575,221.12441715,-48.9178053775,-37.7619845375,0,0,-21.85179191,-24.56393922,-3.38916325,-2.023015,-1.6435,-0.390588825,0.11217005
1,1.25,0.1325362855,-36.4440371825,-1.001634085,0.18035528725,0.0181038895,-0.0227797315,0.37663075,0.33175,0.151603,0.168676,375.225476,1.2788685,-22.18625,-22.4545,58.412,63.2495,93.882278,-5.175025,-4.6761,0,0,0,0,196.69055525,222.239519075,-48.799750525,-39.1933422075,0,0,-21.8933815,-25.15560345,-3.4071,-2.00985925,-1.6246985,-0.3908867,0.109571625
1,1.75,0.125261369,-36.2794446575,-0.938558421,0.19466148675,0.024504993,-0.014380779,0.35867375,0.34126175,0.148323,0.16816175,374.79534865,1.3445995,-22.28125,-22.64525,58.4075,63.49475,93.915188,-5.18952775,-4.6761,0,0,0,0,195.650422625,220.712594025,-46.524406525,-38.163876235,0,0,-21.95979769,-24.92992402,-3.4048,-2.02669575,-1.621428,-0.39634465,0.1183797
1,2.25,0.12796632625,-38.17391411,-0.763897695,0.166438282,0.019657316,-0.01401498625,0.3770105,0.34520825,0.14835975,0.173431,374.60302575,1.295033,-21.92175,-22.6135,58.356,62.8125,93.908492,-5.1671,-4.639803,0,0,0,0,196.44892695,223.15874195,-45.631650025,-37.64800647,0,0,-22.39364162,-25.0806765025,-3.3522405,-2.036366,-1.65305725,-0.3981772,0.116397025
1,2.75,0.11824811,-36.193594225,-0.735605635,0.179055234,0.03774741475,-0.01407138,0.353236,0.349513,0.143078,0.176022,374.9578821,1.304412,-22.035,-22.59025,59.0825,63.3975,93.937664,-5.17732325,-4.678062,0,0,0,0,195.124411475,223.91294435,-47.202269425,-38.098801415,0,0,-22.24589595,-24.99918177,-3.3887235,-2.06576775,-1.5883,-0.3953462,0.12289
1,3.25,0.12849834325,-37.0379977,-0.717303634,0.16702410275,0.048560723,-0.014547093,0.3698615,0.33768675,0.15353475,0.18001175,374.943865325,1.3673975,-21.8525,-22.49125,59.03,63.88,93.936578,-5.1671,-4.680678,0,0,0,0,194.781905175,222.142995975,-46.965254425,-38.7086885125,0,0,-22.5155491325,-25.4396844,-3.3941925,-2.0794545,-1.66173,-0.3868418,0.12184525
1,3.75,0.12577949775,-35.040094325,-0.701163511,0.1487479465,0.0573015475,-0.019244911,0.381462,0.34270725,0.1608095,0.18340475,375.01127865,1.3613505,-22.13,-22.57875,59.1525,63.7625,93.948764,-5.17130025,-4.6761,0,0,0,0,193.8922368,221.924496275,-49.250869075,-37.9516443225,0,0,-22.66495665,-25.8814436,-3.4101815,-2.090178,-1.61732575,-0.4055654,0.11347025
1,4.25,0.12530775675,-38.7880449425,-0.683622114,0.19275777775,0.066513904,-0.01679142975,0.38663825,0.33065225,0.15338,0.17838025,374.7768576,1.38916875,-22.2,-22.68825,58.515,63.84625,93.946064,-5.16892275,-4.7415,0,0,0,0,193.4689687,221.987136325,-52.512867745,-36.2160537875,0,0,-21.937875725,-24.5523816475,-3.3922305,-2.10170325,-1.58795,-0.410326,0.11167015
1,4.75,0.118200724,-36.54844816,-0.62014311325,0.176024507,0.0691965275,-0.016167764,0.36518525,0.33500525,0.14179675,0.1797025,375.020256975,1.306991,-22.0625,-22.72425,59.14,63.775,93.92423,-5.1567975,-4.72515,0,0,0,0,192.900696325,221.982549475,-49.856079315,-37.4835820775,0,0,-22.299017345,-24.221464055,-3.401418,-2.11588575,-1.619535,-0.416173075,0.1097614
