DOY2,HR2,LE,H,G,FC,CO2,H2O,T_SONIC,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,RH_1_5_1,VPD_1_1_1,VPD_1_2_1,VPD_1_3_1,VPD_1_4_1,VPD_1_5_1,USTAR,WS,PA,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,T_BOLE_1_2_1,T_BOLE_1_1_1,T_BOLE_2_2_1,T_BOLE_2_1_1
1,0.25,-22.26777554975,-109.4005,-20.719,-0.488583,380.065,0.89497,-7.608625,-8.486,-8.212,-8.092,-8.338,-8.4735,3.420725,2.6067,0.7662,2.4505,5.2286,0.0028649125,-0.00749715,-0.0031771775,0.0022826025,0.003028225,0.06821675,1.1228625,73.361051,0,0.28534625,177.68975,270.336,-142.884,0.001,0.0094,-0.465125,0.070125,0.37975,0.697625,1.201125,2.26225,3.14325,-0.61025,-0.116375,0.04475,0.434875,0.95575,1.97725,3.158125,0.116875,0.455625,0.64075,1.048,1.647625,2.313,3.485625,-0.917375,-1.485875,-0.883,-1.255
1,0.75,-27.933830568,-111.45513602,-21.042975,-0.82101775,379.848,0.87501,-7.348215,-8.100225,-7.992375,-8.01,-8.352,-8.26725,3.59075,3.0665,0.765625,2.55335,5.398125,0.0030323475,-0.00633422,-0.004210425,0.00236335,0.003423756856,0.06067055,1.36138,73.395422,0,0.11478,177.656,270.4,-143.66,0.001,0.0094,-0.466875,0.045125,0.376375,0.69275,1.19225,2.2565,3.144875,-0.669,-0.124375,0.044375,0.432875,0.954,1.974375,3.153375,0.114625,0.45525,0.64125,1.048625,1.646875,2.307875,3.48675,-0.933,-1.509,-0.88575,-1.254125
1,1.25,-32.19767032525,-127.2302087125,-21.210675,-0.9322519733525,379.53575,0.83436,-7.4244,-7.880375,-7.897875,-7.9188,-8.3855,-8.3085,3.0543,2.97915,0.7675,2.9279,5.296425,0.0037760275,-0.00551128,-0.0053776075,0.0021407245938,0.0034485375,0.058290125,1.61585,73.4120845,0,0.091425,179.388,270.73125,-143.2215,0.001375,0.0094,-0.4704,0.00960000000000002,0.3764,0.6886,1.1908,2.2532,3.143,-0.726999999999999,-0.1332,0.0412,0.43,0.9536,1.9712,3.151,0.1084,0.4512,0.6404,1.0486,1.6476,2.3042,3.4828,-0.947,-1.5284,-0.9068,-1.2772
1,1.75,-15.92205,-117.4758990475,-20.75135,-1.252905,379.815,0.90313625,-7.25688,-7.75495,-7.9096,-7.8184,-8.3725,-8.268,3.1181,3.1069,0.76925,2.38435,5.2916,0.00538025,-0.00437762,-0.0022824,0.0028642,0.0031342026251,0.061426,1.38366,73.425603,0,0.0749,182.45325,270.38275,-142.98975,0.001,0.0094,-0.4762,-0.0344,0.3632,0.6888,1.189,2.248,3.143,-0.795799999999999,-0.1418,0.0362,0.4234,0.9534,1.9716,3.149,0.0984,0.4464,0.6432,1.0506,1.6502,2.3004,3.4836,-0.9644,-1.5304,-0.9126,-1.285
1,2.25,-19.79825,-109.4901009375,-20.31745,-0.81654,380.25225,0.9257015,-7.2795875,-7.8176,-7.999125,-7.8962,-8.33525,-8.2245,3.32915,2.679625,0.76955,2.2482,4.729,0.00335180767175,-0.0063468875,-0.002067375,0.00134408,0.0019347278084,0.06148025,1.3549625,73.419,0,0.11463375,181.026,270.4195,-142.8675,0.002,0.0094,-0.4795,-0.0632,0.36005,0.692875,1.186125,2.244025,3.142175,-0.7103,-0.149275,0.035875,0.390775,0.952825,1.969575,3.1428,0.08515,0.4432,0.642025,1.049975,1.65035,2.29805,3.483975,-0.91645,-1.454625,-0.8951,-1.259025
1,2.75,-28.3168,-115.9305,-21.04105,-0.72494406243,379.9825,0.9278315,-7.234415,-7.9092,-8.121,-7.9764,-8.3815,-8.2545,3.36,2.45125,0.7684,2.336725,5.784,0.0038610125,-0.00673901,-0.00332453,0.004332625,0.001678425,0.059729325,1.673635,73.534,0,0.1023,180.38,270.1535,-143.778,0.001,0.0094,-0.49735,-0.0918000000000001,0.353325,0.692175,1.1833,2.242775,3.1383,-0.672,-0.155125,0.037575,0.387375,0.9537,1.965575,3.1392,0.07775,0.44305,0.64175,1.04795,1.6512,2.29145,3.4831,-0.93705,-1.459425,-0.898375,-1.262725
1,3.25,-19.2241251765,-139.72375,-20.9018,-0.942396,379.7975,0.8991015,-7.1582825,-8.1115,-7.9531,-7.948,-8.20975,-8.194,3.005,2.293875,0.76605,2.3948,5.307,0.0029562225,-0.00812674,-0.004090275,0.0026296375,0.00220763,0.069795375,1.4835075,73.45745,0,0.0651,177.8,270.064,-142.179,0.002,0.0094,-0.531725,-0.0994250000000001,0.3446,0.677025,1.1816,2.239175,3.136,-0.6775,-0.164,0.030175,0.38895,0.956275,1.96745,3.140225,0.06345,0.438375,0.643175,1.037875,1.653625,2.293725,3.484225,-0.9605,-1.484375,-0.907675,-1.2553
1,3.75,-31.145410894,-109.6,-20.168825,-0.58401875,379.8125,0.91858725,-6.760615,-8.23525,-8.2575,-8.0232,-8.1575,-8.174,3.3,2.5698,0.758,2.55035,5.154475,0.0024326125,-0.006933855,-0.0036112875,0.001882311085925,0.0033533,0.056952075,1.3240875,73.43712875,0,0.0846,178.118,269.8545,-141.386,0.001,0.0094,-0.553075,-0.105775,0.327625,0.671925,1.1829,2.23875,3.14015,-0.713725,-0.174,0.028075,0.391825,0.9574,1.96215,3.139475,0.05715,0.437075,0.6469,1.032775,1.65375,2.29515,3.481375,-0.978475,-1.478825,-0.9297,-1.23885
1,4.25,-20.5704179555,-112.50432267,-20.4535590465,-0.98867,379.52025,0.995734,-6.83626,-8.44525,-8.078875,-8.0412,-8.28925,-8.349,3.355,2.3827,0.758,2.13275,5.1888,0.0029807890743,-0.00644,-0.0039333075,0.0018415125,0.00351332,0.064131,1.43038,73.46652025,0,0.07135875,176.993,269.038,-139.925,0.00125,0.0094,-0.563275,-0.111125,0.3196,0.66405,1.1856,2.238325,3.12975,-0.754,-0.18155,0.020525,0.3917,0.9594,1.964875,3.14065,0.0532,0.432375,0.6503,1.026825,1.652875,2.295725,3.480525,-0.9835,-1.478125,-0.931975,-1.232675
1,4.75,-21.2737998165,-107.34,-19.828375,-0.969157613405,379.55625,1.05562,-7.2838,-8.2175,-8.1925,-8.182,-8.462,-8.6045,3.2682,2.3913,0.7567,2.157875,5.438,0.0034451610982,-0.0046604425,-0.002578875,0.00340455,0.0028086364924,0.0501226,1.67094,73.453612,0,0.0785375,178.50175,269.0095,-141.56225,0.002,0.0094,-0.637525,-0.11275,0.3048,0.666325,1.186175,2.239925,3.109525,-0.725325,-0.189,0.01585,0.3967,0.96125,1.96015,3.137075,0.0518,0.429325,0.649325,1.025725,1.650875,2.298725,3.479375,-1.004575,-1.488025,-0.93435,-1.230125
