DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1
1,0.25,393.2345,1.4050374165,1.491795,-0.279952,10.5373,0.063075069,-20.5536,-3.67571,-4.73186,-0.448512,101.4435,84.335045,9.835,11.9711,0.1924836345,0.50445975,0,-54.8158975,-2.843192,0.488857975,304.46875,350.593725,-0.037525,0.06195,0.2235433865,0.17880285425,0.05186125225,0.66306582125,-17.2734775,-18.795475,-14.9769275,-14.060245,15.7787925,15.21537
1,0.75,394.054,1.328182958,1.4093175,-0.21577975,10.571,0.06047278275,-20.1389,-0.781893,-2.9023725,-0.684253,101.4165,84.975,9.51225,11.7905,0.18834386975,0.422154,0,-53.518175,-2.61812,0.4785176,305.79175,351.913875,-0.042775,0.0636,0.2064144815,0.19603162175,0.05761634125,0.64973575,-17.5203725,-19.3662675,-15.8564525,-14.607585,15.5857675,15.1210775
1,1.25,394.4945,1.32256523075,1.271185,-0.367316,10.57395,0.060858174,-17.278475,-0.6950875,-3.02643,-0.6351625,101.3985,85.10745,9.67,11.29775,0.18451225,0.35002875,0,-51.3356925,-2.5139575,0.45643875,308.23175,351.110575,-0.0387,0.065275,0.205031116,0.19370449125,0.05240501275,0.68222718975,-17.566825,-20.3303825,-16.008835,-15.08044,15.4432325,15.055675
1,1.75,394.069,1.525585148,0.41387975,-0.138352,10.07867,0.06945122225,-16.35725,-0.79072975,-4.2805875,-0.649236,101.3855,86.1725875,9.33,10.945625,0.194603666,0.2890655,0,-51.189,-2.72015075,0.52284475,308.988675,349.093375,-0.040725,0.076375,0.226278,0.20949825,0.0629672345,0.603888,-17.6216625,-20.45065,-16.13425,-15.417995,15.3463425,15.009895
1,2.25,393.393,1.406047022,1.36147,-0.106221,10.352925,0.08699950725,-17.4904,-0.69768425,-3.99662,-0.551146,101.37125,87.55,9.11,10.83775,0.164986279,0.246179,0,-49.546175,-2.52862425,0.4883322,310.325125,349.190625,-0.046075,0.055875,0.19769038025,0.196786656,0.05506579275,0.64628,-17.642675,-20.320625,-16.7719025,-15.783955,15.27633,14.9476725
1,2.75,391.4005,1.445310076,1.05533,-0.401981,10.24465,0.095823399,-19.01045,-0.4874985,-4.79252,-0.6139765,101.347,88.411225,8.89,10.469,0.166082,0.2209835,0,-50.61313,-2.430102,0.48453325,310.2865,350.106525,-0.0551,0.0657,0.207364414,0.184868,0.0486,0.5599411655,-17.9996425,-20.596825,-17.243,-15.912415,15.1584025,14.8929325
1,3.25,394.57625,1.28439491275,1.20335,-0.2517645,10.3386,0.0638664435,-18.5534,-0.6520585,-4.87682,-0.770751,101.3465,88.287135,8.64,10.588,0.1530168445,0.203629,0,-45.4846875,-2.2851005,0.427406375,308.82085,350.949175,-0.04645,0.06485,0.2055419665,0.1916222205,0.0467722585,0.630919,-17.704975,-21.08755,-17.6740325,-16.10859,15.0469925,14.8273
1,3.75,392.39175,1.4007240615,1.032558,-0.38492775,10.189,0.077642996,-20.432775,-0.59296625,-5.351155,-0.732642,101.361,86.717525,8.857,10.582,0.1664385,0.2098885,0,-39.7389875,-2.34763025,0.4810605,310.08755,351.073925,-0.053825,0.07095,0.2350315,0.194759665,0.05457010075,0.66398190825,-17.8352725,-21.726725,-17.8491775,-16.482725,14.9685,14.78603
1,4.25,396.4,1.42893097475,1.23898,-0.13789375,10.13215,0.071731066,-18.2463,-0.56652075,-4.757945,-0.651337,101.3485,87.44646,8.57,10.1935,0.16752412,0.183204,0,-42.19365,-2.3704195,0.48797725,309.93385,350.88875,-0.0432,0.07875,0.238640129,0.1822213515,0.0511813675,0.6653754545,-18.21102,-21.59453,-17.9263,-16.55564,14.859795,14.756585
1,4.75,394.9645,1.2798329155,1.216035,-0.2998345,9.7840125,0.071732021,-19.841225,-0.714257,-3.76592,-0.8609075,101.3585,88.8404825,8.32,10.87905,0.172411246,0.15200825,0,-42.999615,-2.62049,0.451976,309.6635,349.729575,-0.05015,0.07315,0.2273759145,0.218364404,0.0487722085,0.670244078,-17.5289625,-21.6498775,-18.11575,-16.632015,14.77203,14.7491775
1,5.25,396.935,1.33791838625,1.4996825,-0.20345875,9.99051,0.0592409775,-18.5876,-0.665429,-4.892065,-0.96748175,101.36925,87.7038075,8.215,10.97035,0.14965608975,0.132516,0,-47.1856375,-2.6906175,0.40207075,308.525325,348.98125,-0.061275,0.07855,0.2287588635,0.21406075,0.0543136675,0.751846854,-17.573835,-21.93286,-18.31545,-16.70608,14.6947275,14.7173275
1,5.75,394.723,1.420847381,1.18683,-0.1171345,9.79799,0.08986630125,-21.2731,-0.62588575,-4.40763,-0.786031,101.373,88.2187675,8.36275,10.0544,0.18493242,0.148871,0,-47.7509025,-2.793554,0.399962075,307.3675,346.82625,-0.0565,0.0828,0.232594067,0.227156334,0.067007462,0.756818551,-18.4487225,-21.724275,-18.471325,-16.755095,14.582745,14.65247
1,6.25,392.9875,1.197474374,1.314225,-0.322916,9.89749,0.079451601,-19.1159,-0.7339485,-5.01586,-0.72618,101.39475,88.372,7.9175,9.6347025,0.154989503,0.098744275,0,-41.903145,-2.67434825,0.47665125,307.148475,343.81575,-0.049025,0.08475,0.26410220225,0.21817388175,0.07987424275,0.75116131125,-18.42357,-21.4746975,-18.99994,-16.7662,14.516325,14.59285
1,6.75,396.017,1.2879808325,1.33512,-0.21923175,9.2881925,0.0634549625,-24.4543,-0.437855,-3.6495175,-0.723696,101.41625,87.56476,7.837,9.61775,0.177293722,0.113168,0,-50.78192,-2.70957,0.47614725,308.717675,346.3875,-0.0566,0.086775,0.22254401725,0.22029876925,0.07252794975,0.749586423,-18.694675,-21.2401225,-19.387845,-16.8598,14.464545,14.54228
1,7.25,396.139,1.374743844,1.1573025,-0.26576625,9.09683,0.059773867,-19.8264,-0.380749,-2.577565,-0.6126475,101.44225,87.16615,7.785,9.957,0.1663575905,0.0968476,3.08832,-44.60535,0,0.83144675,309.199875,346.178,-0.06785,0.076025,0.21414625,0.21400651925,0.06798124,0.6312025,-18.56391,-21.08513,-19.1934775,-17.16355,14.412845,14.461365
1,7.75,396.1585,1.20513512875,0.74449225,-0.269515,9.6603,0.126041401,-15.12935,-0.0382,-2.17355,-0.230507,101.482,86.269175,8.141,10.05975,0.1711183205,0.125929,24.2686875,-21.27305,5.97099,2.2098625,311.83975,348.6711,-0.066775,0.085025,0.247827876,0.225665662,0.0804,0.6885305,-18.6017625,-21.2382675,-18.9255475,-17.54425,14.2901575,14.38201
1,8.25,394.7265,1.2096269295,-0.5657555,-0.7645315,10.31455,0.208496027,-6.55315,0.8046025,10.78805,0.3699835,101.503,81.96002,9.80275,11.596,0.251396102,0.162301,96.85281,18.779,47.8047875,9.069248,317.30565,357.99315,-0.102389,0.150783,0.411905,0.297321375,0.153948043,0.87597725,-17.1892675,-21.0487525,-19.2404125,-17.665555,14.15227,14.27925
1,8.75,392.124,1.42106480075,-3.18949,-0.901222,11.0349,0.246725743,4.90011,1.16586,34.1798,0.124431,101.526,77.0048,10.9535,12.794,0.273678644,0.2791365,216.73785,66.462775,121.7513,21.6467875,322.12685,366.73055,-0.146389,0.199449,0.486483299,0.426541,0.216101828,1.27443,-15.5928775,-19.7048675,-18.958925,-17.49077,14.0725125,14.23875
1,9.25,388.8515,1.4289380065,-5.48137,-0.62607,10.796,0.264158405,23.4717,1.5037325,58.91,-0.462381,101.555,72.4209,12.0195,14.26,0.334806,0.954683,349.8388,115.253,183.98515,33.83554,310.616725,377.8417,-0.192044,0.247986,0.572823,0.53411422,0.265123,1.546269956,-10.306425,-17.758675,-17.4638025,-16.733275,14.114955,14.259085
1,9.75,385.8105,1.7727971405,-7.366065,-0.4342895,10.6684,0.247774225,47.951,1.09391,73.98425,-0.767889,101.566,66.8939875,13.6445,15.5624,0.423582342,2.42763,431.3065,176.2287,253.6311,43.68217,303.727,386.4,-0.210559,0.251621,0.604786,0.620869552,0.304001,1.620840071,-3.43287,-14.9743,-16.1917,-15.91004,14.224,14.43763
1,10.25,382.989,1.918507702,-9.0539875,-0.238962,9.94196,0.2628062815,75.49245,1.40026,89.5407,-1.07232,101.5755,62.1488,14.53175,16.24025,0.4527373,3.790435,621.2612,228.14,315.599,55.1177,305.437,394.199,-0.247,0.2816875,0.7288817725,0.7678912315,0.326240339,1.79470566,2.096395,-12.4514,-14.3251,-14.4940175,14.329,14.45393
1,10.75,382.2825,2.0339983075,-10.4871,-0.16480975,10.0823,0.28908714375,103.329,1.004595,100.0885,-0.806226,101.547,59.455,15.24625,17.0425,0.508126321,4.942775,799.25055,289.136,420.201,72.0534,308.5168,402.73,-0.2675,0.305653,0.814237,0.866146968,0.3597474305,1.84996,7.839471,-8.45398,-11.9133,-13.1224375,14.62713,14.57838
1,11.25,381.47325,2.185835102,-11.1478,-0.138416,10.2687,0.3143700435,106.2055,0.944882,105.43525,-1.00585,101.50375,57.0828825,16.408,17.9663,0.58442585,5.8235675,882.707375,344.5337,489.997,81.5656,307.699,413.079,-0.28815075,0.31092675,0.835807987,0.85371375,0.364129505,1.87118988125,14.33379,-5.63934,-9.712763,-11.39003,15.03083,14.70509
1,11.75,379.96425,2.238029775,-11.92285,-0.0803,10.147005,0.3166731195,104.5885,0.8378425,117.81775,-1.2642425,101.503,53.993675,16.70275,18.4105,0.5863637875,6.348955,800.66145,335.919,456.5542,77.7962,311.729,416.961,-0.2740005,0.309768,0.902786047,0.888284831,0.3662734805,1.95621,20.1063,-2.70031,-7.66375,-8.87844125,15.40809,14.853
1,12.25,379.20325,2.43769393475,-11.7108,-0.05255,10.20945,0.35341589275,119.107,0.48777875,128.92425,-1.0647,101.439,52.4911775,16.84225,19.118,0.651428329,7.812825,949.23885,382.266,551.335,88.67001,313.648,421.4739,-0.262314,0.33679,0.9570224375,0.9267593025,0.382593,1.883358353,23.56051,1.05634,-4.62022,-5.22805225,15.87429,15.01864
