DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,390.448516575,4.0906165,1916.6953241,-0.60641575,-47.24510445,-92.483567,-12.052099475,0.1575897,0.0322874,-0.448445425,0.1271762,0.0367724,4.202980725,0.084177,100.553,50.24,0.4804,0.1385518,7.13375,7.5545,7.7899998,8.12975,9.28,-91.797783375,-0.189753,-0.93985
1,0.75,391.02365085,3.9161582,1913.52765625,-1.381024,-60.25009125,-76.642096775,-11.36929115,0.2409705,0.027353,-0.55155525,0.127703475,0.036598175,4.189658125,0.07590875,100.5665,60.154,0.492,0.1115168,7.085625,7.53375,7.7800002,8.15,9.28,-89.90770725,-0.189753,-1.12782
1,1.25,386.224250875,3.84266775,1918.05858455,-1.7348526,-63.568371525,-67.10766245,-11.628512,0.140158875,0.031940875,-0.5612503,0.1653105,0.0360255,4.164890625,0.079133625,100.532,60.842,0.611,0.11199095,7.02935,7.51465,7.831933475,8.12975,9.323875,-92.94965115,-0.29886155,-0.93985
1,1.75,387.4762375,4.0881185,1917.713557775,-2.056563,-38.943643175,-70.75204105,-19.4460855,0.17315575,0.0328545,-0.513575425,0.1454736,0.041273,3.962373,0.0644817,100.541,60.688,0.50275,0.10944075,6.953,7.4815,7.8426625,8.1385,9.323875,-93.72407185,-0.379507,-0.9680455
1,2.25,393.3531975,3.98005085,1916.750000125,-0.89311155,-48.6922278,-70.13727075,-10.663256925,0.1221947,0.032047,-0.539238725,0.1472472,0.0394316,4.0733125,0.0719766,100.551,59.345,0.37475,0.107120325,6.92865,7.4107,7.835025,8.13825,9.319,-91.1265721,-0.189753,-0.9680455
1,2.75,393.755079625,3.977290225,1923.027837125,-2.028044,-52.445139375,-73.2473114,-11.7592837,0.14842295,0.0369348,-0.483082875,0.138725775,0.038543075,4.1184068,0.07312055,100.4895,61.255,-0.02625,0.09702925,6.874,7.33275,7.845033525,8.13875,9.3195,-88.503604775,-0.189753,-0.97274475
1,3.25,394.295665,3.890267,1911.07835915,-1.379451,-41.562162125,-70.77652675,-12.916847475,0.20281715,0.0348668,-0.44516945,0.1598435,0.035187,3.94594815,0.0672531,100.493,62.47975,-0.112725,0.09588675,6.95345,7.39905,7.81452485,8.159,9.319,-93.4047418,-0.30834925,-0.98214325
1,3.75,395.57127145,3.584402,1912.776283,-1.047768075,-37.129519375,-74.09669095,-22.78719775,0.1707421,0.03181795,-0.48149665,0.158120925,0.03424855,3.57621165,0.076813,100.5,62.345,-0.2025,0.0927235,6.869725,7.3562,7.807474825,8.14925,9.3285,-93.495682475,-0.3036054,-1.12782
1,4.25,393.626737625,3.512802375,1925.1458507,-1.9393533,-53.02756095,-66.842899125,-20.73845325,0.192422325,0.0322568,-0.492351125,0.142916,0.031134,2.982115375,0.08276545,100.49625,63.7575,-0.35675,0.09214575,6.770875,7.33195,7.806312325,8.197,9.3285,-91.4424679,-0.379507,-1.12782
1,4.75,393.7292386,3.5233894,1924.3454868,-1.865616575,-41.7670197,-67.25448625,-20.308103325,0.1179639,0.0332012,-0.4807423,0.14855545,0.0341789,3.2448674,0.0777826,100.46125,63.169,-0.4996,0.091453775,6.7971,7.2886,7.82,8.195,9.3195,-94.5056714,-0.189753,-1.12782
1,5.25,395.16812725,3.2712912,1929.7041857,-3.05176155,-49.99699925,-65.872876525,-18.41600655,0.2002835,0.0358623,-0.408893125,0.135458375,0.03610995,2.8621801,0.06771215,100.426,63.2355,-0.4355,0.0883097,6.8404,7.2506,7.8275,8.195,9.3375,-94.660196975,-0.189753,-1.12782
