DOY2,HR2,FC_1_1_1,LE_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_2,LE_1_1_2,CO2_1_1_2,H2O_1_1_2,H,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,0.24035,-0.032294079,402.93432,5.5882484,-0.0075879,-0.168319215,419.962835,3.69910235,-9.89211045,0.10637889,-1.18488,62.27931,84.35943,2.05322475,1.91479525,-61.829918,0.0260379845,0,231.34966,1.543142,294.000495
1,0.75,0.25699,0.036651197,402.9912,5.6156628,0.0147865,-0.13962939,420.29243,3.7385207,-9.6169548,0.1062281,-1.53,64.52345,84.3559,1.9471314,1.85270015,-61.356803,0.0251349795,0,230.554815,1.612428,292.5063
1,1.25,0.25237,-0.096426514,403.34298,5.5957756,-0.020923,-0.3194879,420.04804,3.6932372,-9.20968075,0.110776575,-2.00768,64.945305,84.34763,1.83274375,1.8335585,-60.8080925,0.0256515025,0,230.509785,1.602238,291.411955
1,1.75,0.265295,-0.06291849,403.389325,5.5740555,-0.0069536,-0.20967179,420.222875,3.6982678,-9.4111965,0.1101675,-2.17899,66.37643,84.355215,1.7376651,1.8129463,-61.023222,0.0261987295,0,229.27869,1.632586,290.32993
1,2.25,0.285185,0.013781149,403.40061,5.54607345,-0.0319095,-0.075228051,420.58434,3.68875685,-8.3158287,0.105380735,-2.465595,67.04652,84.357325,1.63022925,1.8291067,-60.472996,0.0254403325,0,228.13351,1.62410885,289.82571
1,2.75,0.30359,-0.10657593,403.28146,5.5291986,-0.015358,-0.1162277315,421.23862,3.7041484,-8.1850258,0.101458485,-2.65278,68.336045,84.360475,1.54547,1.8150609,-59.85561,0.0247820515,0,228.85058,1.64695325,288.42908
1,3.25,0.30113,-0.089082689,403.15682,5.5017887,-0.003514,-0.065837416,421.689105,3.7566934,-7.1804,0.102490835,-2.906845,69.84531,84.35806,1.4836514,1.7414579,-59.797521,0.024320745,0,227.54301,1.557839,287.61266
1,3.75,0.325315,-0.10885547,402.9454,5.4891524,-0.0076864,-0.15329047,421.79053,3.7505412,-7.33206945,0.10311063,-3.25743,70.0532,84.357,1.3414864,1.7212297,-59.611314,0.023100637,0,226.94115,1.5393264,286.722055
1,4.25,0.342725,-0.10113558,402.95523,5.49396825,0.0083321,-0.075712076,422.028965,3.7025194,-5.7977063,0.0982631435,-3.40568,70.98997,84.35867,1.2958438,1.7422036,-59.16309,0.0229080905,0,226.53189,1.6254632,285.21892
1,4.75,0.34741,-0.032720335,403.08471,5.4979672,-0.011419,0.034084168,422.60322,3.68621255,-5.6232342,0.10037295,-3.64531,72.511075,84.36111,1.2144561,1.7372963,-58.289984,0.0220799435,0,226.313395,1.6247112,284.872515
1,5.25,0.345775,-0.086704363,403.492505,5.4751215,0.025793,-0.094958923,422.67034,3.6597201,-5.5792729,0.097563829,-3.897515,73.750975,84.36539,1.17107555,1.6917551,-58.09361,0.021149502,0,225.76677,1.598103,283.203045
1,5.75,0.359405,-0.0918937095,403.74845,5.45395815,-0.01252765,-0.0418726735,422.351145,3.6008462,-5.51700485,0.09930587,-4.06442,74.67454,84.3849,1.09982325,1.70420925,-57.977671,0.0213736255,0,226.053515,1.5368458,282.32618
1,6.25,0.365285,-0.10438508,403.643285,5.4545098,-0.012945,-0.117921078,422.35604,3.5665012,-5.5560883,0.094481933,-4.21028,75.828655,84.40166,1.04974485,1.68868795,-57.6877345,0.0214684015,0,225.44901,1.5900855,281.81987
1,6.75,0.350775,-0.042365867,404.04525,5.43462965,-0.016947,-0.047494828,422.47254,3.5497874,-5.9877685,0.093326922,-4.5326,75.65822,84.4267,1.04124055,1.7172395,-57.0281215,0.25500591,0,226.27338,1.601553,281.687555
1,7.25,0.34983,0.16271849,404.51343,5.42040525,-0.017803,0.507575585,422.55348,3.57828305,-6.2358067,0.096156194,-4.568455,75.863885,84.45323,1.0289639,1.6496,-51.939277,15.105283,3.98248,224.37849,3.0362084,281.960715
1,7.75,0.293775,2.4099929,404.52879,5.5241175,-0.060308,0.99395839,422.689305,3.7038811,-3.0915605,0.0987723715,-4.18788,73.18597,84.46745,1.1921094,1.3175884,-30.0804545,94.15382,61.23257,223.60091,25.2999295,288.68078
1,8.25,0.13263,7.9709721,405.08527,5.8328901,-0.07565,4.5651794,423.4356,3.93118695,7.1242869,0.13709012,-2.162945,65.336935,84.47879,1.7708991,1.1774729,18.916217,260.05276,146.08488,224.92658,43.7895,301.30521
1,8.75,0.110165,12.4024475,405.285,5.82154985,-0.059495,8.5343293,423.51909,3.9396822,32.423921,0.17429866,-0.48865999999998,56.957975,84.47692,2.52243195,1.4789155,81.3528,457.29564,240.50473,225.72632,58.37608,314.42106
1,9.25,0.0883205,12.500611,405.19471,5.7801762,-0.054019,9.04281775,423.60758,3.85279705,58.211376,0.1934717,0.65828500000001,51.17462,84.478045,3.15888095,1.7025006,140.47789,616.95679,327.9522,228.75502,70.76109,326.31342
1,9.75,0.10597,13.295745,404.965935,5.7175094,-0.033406,11.434265,423.26411,3.961227,82.047691,0.21140823,1.792535,47.15918,84.47465,3.63545285,1.907664,198.74074,772.58743,411.285,230.99345,84.7693,338.27987
1,10.25,0.12507,14.660496,404.49538,5.6987428,-0.0385005,13.223071,423.091305,3.9586339,103.67715,0.22759088,2.55524,43.84463,84.480265,4.0813796,2.1252824,242.16621,889.234105,480.40985,233.76165,96.0847205,349.99066
1,10.75,0.092172,15.3266965,404.02761,5.6443832,-0.01766975,13.668093,422.52328,4.0001863,120.15793,0.25357771,3.38366,40.67458,84.46438,4.5590867,2.2419819,279.576765,986.47288,536.84806,235.715465,106.13337,360.06824
1,11.25,0.062886,16.028605,403.90702,5.61433635,-0.0132,15.0673325,422.132715,3.9422705,127.78042,0.256440245,4.16893,38.10465,84.41881,5.0688672,2.3279802,302.57926,1069.108,579.48466,238.81295,114.35833,370.35314
1,11.75,0.027602,16.124177,403.37033,5.5538326,0.0411745,15.204461,421.66716,3.8930327,137.14092,0.27237458,4.85088,35.19533,84.3644,5.5172801,2.456487,316.2556,1119.0106,605.4711,241.71766,120.2167,379.20506
1,12.25,0.038781,15.982167,402.47558,5.4637308,0.0658845,15.141048,421.307205,3.8806835,140.43212,0.28331625,5.69594,32.91497,84.30866,5.9940076,2.44883685,321.61216,1139.3451,613.521795,244.11956,121.81423,386.72405
1,12.75,0.0350625,15.024556,402.27444,5.4187439,0.0956585,15.4706245,420.70449,3.8363119,142.09663,0.28838464,6.40597,31.13197,84.25583,6.4958996,2.4526631,317.4135,1118.046,605.48271,246.06318,120.75852,391.22221
1,13.25,0.057371,14.7078,402.009,5.3471296,0.08135,13.915631,420.40607,3.7309167,134.17018,0.29022933,6.982185,29.26969,84.22198,6.88169495,2.5118022,296.29135,1075.3237,580.69627,246.88748,116.824,391.91895
1,13.75,0.06501,13.2256875,401.52529,5.2892437,0.067796,12.345599,420.24774,3.68132085,126.714475,0.28642374,7.39079,28.190095,84.197795,7.1966134,2.62456585,266.838425,1004.1924,540.8801,247.27112,109.9216,391.48948
1,14.25,0.0627985,11.415702,400.999205,5.2190205,0.095208,11.291623,420.24791,3.6438203,113.74721,0.28675733,7.88571,27.03043,84.18124,7.58121825,2.64006635,227.42013,896.86572,479.96842,249.023785,99.459444,387.415775
1,14.75,0.0934435,10.904251,400.9187,5.1547955,0.079764,10.43698,420.1118,3.50694525,94.219258,0.27932,8.095,25.96751,84.159715,7.7646239,2.7759771,183.21936,775.16473,410.47085,249.45305,87.524723,381.35201
1,15.25,0.1004085,8.5897219,400.6532,5.1187491,0.11125,7.4521122,420.08284,3.4875473,70.6077505,0.268791025,8.484715,25.787505,84.16095,7.92240485,2.7685495,127.12352,627.265125,329.0037,248.48237,73.67603,373.22881
1,15.75,0.053648,6.5556057,400.577705,5.1251291,0.10914,5.7808909,420.14898,3.5252032,43.8511125,0.26645706,8.51778,25.75133,84.16874,7.91254485,2.817333,64.63287,461.61654,242.97828,247.220375,60.022741,363.957975
1,16.25,0.077314,4.5080646,400.7249,5.1714893,0.0936785,3.1643846,420.22525,3.5696639,14.686125,0.2404245,8.35792,26.341005,84.17339,7.7366973,2.744402,5.9474495,278.395745,149.5897,246.95646,44.17247,353.621205
1,16.75,0.038307,2.49171885,400.97444,5.2748778,0.0786345,1.57747585,420.32168,3.6618662,-3.1073345,0.19610005,7.60766,28.3307,84.17655,7.1515514,2.27187045,-45.5626195,113.07285,58.649,245.38129,23.39574,340.71796
1,17.25,0.028675,0.8991498,401.59006,5.3790162,0.0524565,0.30248668,420.1601,3.81126655,-8.984129,0.136214945,6.32615,32.34984,84.18483,6.3547859,1.8186172,-71.657675,20.116181,3.724042,246.51104,3.1485065,325.95061
1,17.75,0.013555,0.12328439,401.9491,5.3681915,0.028876,-0.020722047,420.161435,3.7262295,-8.97568,0.12006358,4.86206,37.29199,84.21434,5.2704567,1.8532026,-73.115687,0.49787508,0,245.00768,1.197671,317.50754
1,18.25,0.0206205,-0.0149460805,401.99782,5.4755941,0.03036,-0.092447085,420.12897,3.716123,-10.580482,0.12384932,3.03531,43.14109,84.23528,4.2292212,2.0461396,-71.094869,0.027089125,0,242.25604,1.2127905,312.49433
1,18.75,0.030982,0.0794158425,402.191595,5.53882105,0.043039,-0.246018675,419.88154,3.713292,-13.918626,0.12145308,1.92461,45.72975,84.24958,3.6174367,2.0850101,-69.161,0.021197629,0,240.30011,1.35052,309.00295
1,19.25,0.050483,0.032371747,401.91827,5.4780522,0.018546,-0.32409955,419.48512,3.7416032,-16.557043,0.122606775,1.55785,48.76988,84.27925,3.3737768,2.10788095,-67.870608,0.023106131,0,239.75551,1.5586876,306.52719
1,19.75,0.090903,-0.012605465,402.28899,5.4757337,0.012731,-0.28249483,419.822085,3.7346903,-15.7394815,0.125534375,0.923185000000015,49.88953,84.299,3.0767062,2.0830186,-67.1717615,0.0267347065,0,238.956365,1.58749435,304.543925
