DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.14225,-31.464,1.11325,0.016,-21.152,-1.15975,70.99125,379.0525,0.13,-33.26925,-0.09775,-3.61875,-0.12275,-0.12775,1.503
1,0.75,0.131,-31.96975,1.1245,-0.0565,-20.6575,-1.199,71.0415,379.2285,0.12,-34.457,-0.124,-3.53075,-0.1225,-0.12875,1.498
1,1.25,0.11525,-31.62125,1.03225,0.02075,-21.62575,-1.0975,71.23525,379.297,0.12,-35.439,-0.0815,-3.3855,-0.1245,-0.11475,1.502
1,1.75,0.137,-31.94,1.07125,0.034,-20.4145,-1.128,71.06675,379.3655,0.12,-32.585,-0.06525,-3.37125,-0.124,-0.072,1.491
1,2.25,0.12875,-32.251,1.1005,0.0145,-19.81075,-1.34075,71.02875,379.154,0.12,-30.741,-0.069,-3.25475,-0.1235,-0.02775,1.512
1,2.75,0.1175,-31.94675,1.0415,0.03125,-18.659,-1.32375,71.00225,379.3115,0.11,-29.79175,-0.073,-3.26725,-0.12475,-0.0095,1.52
1,3.25,0.12075,-32.259,1.12975,-0.07425,-19.0355,-1.239,70.71875,379.479,0.11,-30.179,-0.0655,-3.1945,-0.1255,-0.00725,1.504
1,3.75,0.13325,-32.612,1.095,-0.0185,-19.448,-1.2175,70.727,379.44675,0.1175,-29.834,-0.05775,-3.13375,-0.1295,-0.007,1.538
1,4.25,0.124,-32.625,0.993,0.022,-18.377,-1.07,70.4085,380.0645,0.11,-29.59375,-0.03775,-3.228,-0.1235,-0.0455,1.55775
1,4.75,0.092,-32.489,1.029,-0.0035,-18.351,-1.0645,70.385,379.931,0.11,-29.2095,-0.0405,-3.081,-0.12675,-0.0045,1.6555
1,5.25,0.09975,-32.56075,0.96625,-0.0355,-16.3515,-1.1135,70.042,379.907,0.11,-27.44925,-0.069,-3.0085,-0.12625,0.0105,1.604
1,5.75,0.09775,-32.70775,1.00825,-0.028,-14.79325,-1.119,69.806,380.0995,0.11,-26.0285,-0.071,-2.79375,-0.1305,-0.004,1.648
1,6.25,0.11225,-32.9605,1.06875,0.004,-17.95475,-1.067,69.774,379.859,0.11,-24.12625,-0.063,-2.899,-0.12,-0.011,1.6405
1,6.75,0.11,-32.99575,0.988,0.0105,-15.479,-1.1295,69.435,379.33725,0.11,-23.1245,-0.049,-2.883,-0.12,0.0625,1.62975
1,7.25,0.108,-32.7715,0.997,0.0135,-16.845,-1.21625,69.3075,379.1865,0.11,-22.752,-0.06,-3.019,-0.1195,0.0385,1.662
1,7.75,0.119,-32.9305,0.98325,-0.00875,-17.471,-1.27275,69.5155,379.2735,0.11,-25.25,-0.049,-2.9495,-0.12475,0.029,1.699
1,8.25,0.1035,-32.781,0.90225,-0.11,-14.4235,-1.237,69.277,379.19975,0.11,-24.3425,0.036,-2.5495,-0.094,0.0585,1.6765
1,8.75,0.1105,-32.895,0.948,-0.03,-16.2365,-1.155,69.1885,379.23175,0.11,-19.41875,1.696,-0.236,0.484,0.5275,1.533
1,9.25,0.12525,-32.9,0.928,0.011,-13.6675,-1.283,69.408,379.26225,0.11,-8.11375,10.077,5.33425,3.71575,2.464,1.54525
1,9.75,0.151,-32.2035,1.0845,-0.046,-9.19675,-1.346,69.3125,379.1975,0.12,5.331,24.554,19.98375,11.187,7.023,1.51825
1,10.25,0.1945,-31.443,1.10475,0.032,-4.897,-1.5355,69.3855,379.1435,0.125,14.509,38.639,35.9185,19.5,12.60425,1.385
1,10.75,0.226,-30.588,1.161,-0.082,2.1205,-1.074,69.6725,378.90625,0.14,26.62175,53.498,50.5995,28.88225,16.8945,1.43
1,11.25,0.223,-29.586,1.1475,0.036,11.703,-1.175,69.24175,378.395,0.15,34.9995,61.853,62.70325,37.92025,21.975,1.454
1,11.75,0.249,-28.8065,1.3505,-0.116,18.7405,-1.273,68.6585,378.13275,0.16,42.8035,72.266,71.60875,44.63025,25.19275,1.443
