DOY2,HR2,TAU,H,LE,FC,CO2,T_SONIC,TA,PA,RH,VPD,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,NETRAD,G,TS,PPFD_IN
1,11.25,-0.0292155845,147.77313185,25.2616891575,1.669218843,338.7177919,16.15749344,15.64673527,92.287054605,63.08355068,11.712352235,4.0779197995,0.38868256225,1.30600059325,1.24222166925,0.42569601075,0.774685944,285.17504725,133.147332925,12.02760125,1140.24575
1,11.75,-0.034825955,150.9920002,25.94722966,1.60388224125,338.42401745,16.73017734,16.01134163,92.2517125275,62.060726505,12.3079050025,4.748318891,0.43590072,1.422674036,1.314407787,0.466402112,0.772055974,288.88293655,137.200928825,13.395589875,1166.786
1,12.25,-0.03945546,145.6387746,19.58840285,1.4989275525,337.448589875,17.27672254,16.30176227,92.2069723525,59.7970602475,12.7493333375,4.759160898,0.457504524,1.366386997,1.260572234,0.476441826,0.736369946,288.346072725,131.8530048,14.71102625,1171.8095
1,12.75,-0.0434228865,128.595063525,18.3825915875,1.058493541,337.3905494,17.3397147875,16.55462265,92.1690249925,58.088671435,12.828053995,4.982313575,0.43889926825,1.33260704175,1.298394826,0.48026043625,0.67130011525,276.51647975,122.7961826,16.244505,1136.74175
1,13.25,-0.03936126275,113.0007255,16.195914485,1.10376089125,337.407221475,17.6172689725,16.8796829925,92.1503251375,56.591680505,13.52257867,4.57505795,0.409193495,1.3226433795,1.20719433725,0.43532857425,0.617695559,258.9358208,106.5219712,17.09501875,1063.59725
1,13.75,-0.0423408625,88.3579656625,10.364916635,0.887452389,337.362456625,17.976993995,17.128859875,92.1447551675,56.315324725,13.65707183,4.6737880765,0.41061539475,1.32925124125,1.14171526675,0.45211163575,0.520011019,225.72886845,86.8805225575,17.81015,969.898325
1,14.25,-0.0410146155,58.493114715,10.656921475,0.85564757375,336.965237475,17.7900056875,17.0611528375,92.1391546925,57.39839109,13.85446936,4.46429994175,0.40043928825,1.30075227975,1.1212040665,0.42703934275,0.39722691775,188.795197625,66.21490255,18.26047875,843.06865
1,14.75,-0.0395776245,30.52710257,6.65983657675,0.415527555,337.23064445,17.660960195,16.9953867575,92.1191261625,59.312432425,13.81697671,4.408493357,0.386233788,1.241399178,1.048613583,0.429987654,0.2739168245,143.923217225,48.55078071,18.33139,712.923925
1,15.25,-0.024518707,3.79563946675,4.11149432225,0.68363906725,338.37251385,16.9229645175,16.3555362825,92.1369051075,61.56331565,12.49145762,4.36896590775,0.368710724,1.08601033675,0.85048322475,0.40498241725,0.381400629,88.4165805475,30.3884997375,18.18500875,537.348775
1,15.75,-0.0063347145,-1.67966199325,1.7121004745,0.496274116,339.273989975,15.40949224,14.80002091,92.137006695,66.48820548,10.80143628,3.62730069175,0.2968054135,0.96434758425,0.73459226525,0.3261347785,0.56863077975,32.55620034,2.08835717675,17.65127,365.026225
1,16.25,-0.00512879975,-3.74585451025,2.35625039175,0.203163784,340.86844855,13.6350965875,13.005872025,92.165556605,67.93620341,9.5355212995,3.536783355,0.29880519575,0.90465055875,0.8238504315,0.322668302,0.6152457495,-17.07578223,-18.80067004,16.9440575,182.896075
1,16.75,-0.007109207,-4.9610428995,2.114286667,0.39192777225,342.27650405,12.5797784325,11.9533781125,92.2076834925,71.63436588,8.135842947,3.3758550255,0.28393762825,0.96807028425,0.81046357725,0.31768827925,0.6761132865,-53.6847956575,-29.987636625,15.9861125,47.366155
1,17.25,-0.00939569325,-5.61871260275,1.6465027555,0.261546507,344.210647725,11.479667165,10.7548449275,92.2146249025,75.66729321,7.07901982,3.56290335975,0.31062201675,1.001657249,0.80647455875,0.34170275375,0.712229839,-67.42679647,-43.4428054525,15.04584875,3.00053025
1,17.75,-0.0139703435,-8.14532717525,1.5641228725,0.34784549625,344.2711645,10.5415340675,9.87489949725,92.2258673925,82.5600964925,5.78646091125,3.75823587925,0.33372547875,0.99948594575,0.8381328475,0.35814574875,0.6029135935,-64.0150358825,-45.0189520775,14.1058875,-0.0505176175
1,18.25,-0.01482781175,-8.78443581475,1.64828931475,0.3203010485,344.32717655,9.7067633155,8.90834614675,92.26260175,88.6350054025,5.02461565,3.3718944635,0.3005073155,0.9964241275,0.8012344775,0.3313801815,0.50540530375,-60.8822816975,-42.2120027475,13.22887875,-0.0563671825
1,18.75,-0.01774168475,-7.93739839225,1.03560667475,0.33597842975,345.418138225,9.39533814025,8.61279820275,92.2839442275,88.3035182375,4.752021745,3.6904628725,0.37309345675,1.061012821,0.84903206,0.373490741,0.5174972585,-57.47489267,-42.573931195,12.41194875,-0.0535355675
1,19.25,-0.01729732225,-9.0638711205,1.3964280405,0.21111646325,346.880994125,9.11865615225,8.297307641,92.295218775,89.9428270075,4.47666963425,3.4239885905,0.3285273035,1.09221513625,0.80940196175,0.346215372,0.48952972975,-54.318838655,-38.291219,11.715525,-0.0449761675
1,19.75,-0.01545608725,-8.58439057075,1.3241218345,0.54568952575,346.8844148,8.91760038525,8.05751159075,92.3088790275,92.28821874,3.9773200195,3.29514469075,0.3065457795,1.03669681075,0.8741372245,0.32432832125,0.5632447905,-54.7067730225,-35.8026816,11.09944125,-0.0430936825
1,20.25,-0.01603449875,-8.51869012025,0.96994890925,0.11937057425,347.981373525,8.55448130225,7.84251357225,92.3105641225,94.357571095,3.762629838,3.31598675475,0.31089339525,0.94023137225,0.908211024,0.33664764475,0.51148566125,-53.4123498925,-33.1600258375,10.6043575,-0.0401592475
1,20.75,-0.014654947,-8.745398111,0.63627556875,0.503494801,347.926036,8.32622732525,7.546841997,92.3067979375,96.100892395,3.6123427305,3.35822248825,0.2906283,1.00357373925,0.823794117,0.319490194,0.5323557005,-51.87325405,-30.5772108925,10.10496625,-0.037017845
1,21.25,-0.0133303465,-7.69854752925,1.005284262,0.241581401,348.2152502,7.83636691525,7.18798129425,92.31216354,97.3165449525,3.25968584175,3.05824455975,0.28322990025,0.91971823825,0.755769534,0.31358146125,0.53386890125,-48.2847069475,-30.715918895,9.67520975,-0.03223903
1,21.75,-0.010082411,-6.966712129,1.724456924,0.38577888525,346.96332555,7.801440804,7.06469791625,92.3150509325,98.7106749725,3.352509195,3.21652388925,0.27504329325,1.0337154935,0.831332313,0.3037321515,0.512517232,-48.8480651475,-28.671377355,9.289402125,-0.0298376275
1,22.25,-0.010565925,-6.375534818,0.442519757,0.435767932,346.0171118,7.437270303,6.6630561505,92.305749505,99.8339184925,3.08203140825,3.067944395,0.331219733,1.0997658855,0.825050172,0.3270439565,0.591611,-50.3171752625,-28.29119817,8.911596,-0.0271052675
1,22.75,-0.0100321745,-6.121535482,1.8956058575,0.523816873,346.199928,7.2246906715,6.5735480835,92.29794199,97.57419482,2.8073289325,3.308700383,0.299428279,0.9627470735,0.8624548525,0.3469721155,0.638034073,-47.76927838,-28.041555585,8.5358485,-0.026704655
1,23.25,-0.01032549,-7.2412450085,1.0125685825,0.210077556,348.4855839,7.2283139815,6.5451348775,92.2851768375,100,2.837335757,3.645899373,0.343376192,1.083200221,0.845973055,0.3536446605,0.6482866485,-48.46164318,-26.4544209025,8.191758625,-0.02619948
1,23.75,-0.008787728,-7.07380028,1.406089357,0.55230977,347.3964546,7.322907734,6.569672584,92.282671375,100,2.91223253,3.154530502,0.296046483,0.927259945,0.8871454945,0.351654967,0.635988722,-47.0230489,-25.74993146,8.08671075,-0.0212243725
2,0.25,-0.01409136075,-8.84536616625,1.20893751725,0.3382534075,335.00634465,8.68354968275,7.766815378,92.13307237,95.80899727,3.6134192695,3.275376465,0.29679412625,1.00264141875,0.806297349,0.3281359175,0.448392808,-51.98086897,-30.27555562,11.20441,-0.03315997
2,0.75,-0.01459843075,-8.47617098675,1.2365062445,0.2622530145,331.5025078,8.33297724625,7.73275698275,92.12410436,97.019772965,3.384137251,3.18899384125,0.2946448605,0.8585809735,0.8031477235,0.31697176225,0.51258226375,-52.28022298,-30.08386012,10.81644,-0.03319744
2,1.25,-0.0127939695,-7.42345651775,1.97367417025,0.2076354645,335.42285,8.0941439695,7.41703676475,92.10771435,98.77019454,3.210170941,3.001352787,0.29251873375,0.91709461175,0.8047323655,0.3220759365,0.57097062575,-50.39405597,-29.25589347,10.4739275,-0.03405312
2,1.75,-0.0154670395,-8.71501924875,2.0755396705,0.2704354935,337.63007005,7.7257861075,7.0385131675,92.10140577,98.110775435,3.1017530695,2.97369471325,0.29343090325,0.971609713,0.75813579,0.31722783025,0.5156966275,-49.62846027,-29.28893462,10.238937,-0.03333342
2,2.25,-0.0143475735,-8.63130844275,1.88106953425,0.3746970055,337.69345815,7.70016542675,7.08715764475,92.09012633,99.520040255,2.9014590745,3.2845371915,0.3157377375,0.92937324975,0.730042794,0.34909138975,0.5279019515,-49.48378374,-28.88261882,9.9521245,-0.03054625
2,2.75,-0.013097199,-6.08391160825,1.79763313775,0.568714532,335.7276006,7.474417593,6.915689043,92.08983852,100,2.68281320325,3.55374910875,0.3339623225,1.061561726,0.82906155825,0.35960241125,0.501045417,-48.33242137,-27.75416673,9.560607,-0.03141632
2,3.25,-0.009421822,-5.77222185775,1.64859318175,0.2572217815,334.79152,7.4183867255,6.79869310725,92.09204813,100,2.6707885105,3.5252213,0.30759095,1.00927975275,0.7940469035,0.37226314025,0.513399948,-49.63583028,-28.80675282,9.2742485,-0.02563259
2,3.75,-0.010905969,-8.048085821,1.8637963915,0.300695039,336.02006585,7.244708364,6.70076551425,92.09648729,100,2.586127002,3.32435278825,0.32205086875,1.025636834,0.84947709325,0.36150269775,0.62904826925,-49.00397166,-28.31832192,8.9906025,-0.0267697
2,4.25,-0.01080329525,-7.805032675,1.26814610175,0.2437794415,337.06594675,7.02929556025,6.372082475,92.12770695,100,2.737745117,3.207623613,0.30336468575,1.0153962585,0.82576480375,0.34172505025,0.56027652125,-45.87481132,-26.41329938,8.830577,-0.02568722
2,4.75,-0.0107724795,-7.79811322475,1.5005483895,0.407054084,337.6186992,6.5293830475,5.88566507725,92.14888969,100,2.3983227845,2.9318499415,0.28167053975,1.024658522,0.84774765975,0.31252753375,0.56660512825,-44.16896841,-23.63013711,8.6976455,-0.02475564
2,5.25,-0.010522151,-7.28756663975,1.0640518115,0.418504361,337.17593175,6.5039939465,5.6141622665,92.16145543,100,2.27115940325,3.48321605475,0.321727176,1.00226806375,0.78468652075,0.3451062085,0.5688696895,-47.43903856,-27.19428896,8.5439915,-0.02238912
2,5.75,-0.0112797125,-5.86701923725,1.99045903475,0.4811106255,332.9212773,6.1205262095,5.38813356125,92.16948034,100,2.411738093,3.2199638525,0.31081385125,1.01432493825,0.78130153325,0.34683684175,0.63393136175,-45.75756185,-27.69018762,8.4097085,-0.0157532
2,6.25,-0.01495598875,-2.9471729485,3.824719607,0.4628441415,331.24178835,7.33763946875,6.5014269975,92.19426383,100,2.83745602,3.30111478175,0.3062559185,0.99625148025,0.816028309,0.34085685975,0.67698078475,-45.52877626,-26.57204591,8.032603,3.810435
2,6.75,-0.0233629965,14.69168606,7.47824445825,0.587754064,326.5101963,8.3170855735,7.55421634175,92.23048488,94.149488065,3.706129605,4.05899098075,0.3894027735,1.1207150685,0.84686424,0.407224438,0.7163544875,-31.20483168,-25.35558872,7.8607765,57.50214
2,7.25,-0.0213973255,42.396715745,11.47524527,0.428801292,323.9080903,9.6720015675,8.81195970275,92.24811456,91.754947865,4.50298099975,4.21176454275,0.3970122995,1.09600690025,0.84449404925,0.42950191375,0.6471906,11.35874977,-21.06819686,7.660251,209.9459
2,7.75,-0.0234007025,67.58383589,17.675995775,0.337108601,323.49368595,10.56335679,9.875594877,92.28851273,87.5830910175,5.41459449275,4.43186817525,0.42072214875,1.20834282825,1.07742860975,0.45114749675,0.622832936,67.92022607,2.634278822,7.7462985,421.5409
2,8.25,-0.0211212975,99.25058342,22.7151281725,0.3340713425,323.63751565,11.9257233025,11.1826968025,92.30084129,81.29448454,6.243089577,4.3549571205,0.41482778775,1.31582244625,1.1446088165,0.42788099325,0.68511486725,128.0886338,34.54089093,8.4703515,629.1307
2,8.75,-0.02888528825,131.857141,30.1338182725,0.773337598,320.6587709,12.7812921975,12.0365895425,92.28910628,79.70069102,7.28632047075,4.96169012175,0.45887969375,1.342021097,1.17694800975,0.482081096,0.74613504,181.0733943,63.89796733,9.4108995,816.9729
2,9.25,-0.028438286,154.1255345,34.568378925,0.6532998535,320.118233225,13.78016947,12.87323338,92.28975006,72.8132980125,7.98039306875,4.648089702,0.4576253965,1.3505640925,1.189764325,0.468683862,0.812944549,236.5476141,82.85616387,10.455769,1002.669
2,9.75,-0.048982599,180.3163656,32.367195465,0.797828277,318.478649425,14.56884616,13.82035452,92.26420532,67.19173724,8.74113679625,4.6038805655,0.4424075515,1.367690614,1.266609332,0.454376331,0.907664292,281.7195573,101.924389,11.614276,1154.549
2,10.25,-0.04612359675,208.520281875,34.82566944,0.7419049365,318.34211695,15.5083078875,14.4949375775,92.23578762,64.02516778,9.639653359,4.3561378445,0.4277086085,1.39654697425,1.30587254875,0.4429720595,0.96175420425,321.2434639,123.9522257,13.12534,1273.336
2,10.75,-0.0497012625,215.2050746,36.011717585,0.8885536225,318.2818858,16.051705425,15.200942625,92.17986363,62.473320555,10.321729715,4.4972206035,0.435896077,1.49596376175,1.43445962275,0.46180604975,0.9699691175,347.6334252,150.9850286,15.071855,1369.242
2,11.25,-0.0505863675,210.152338575,38.2143345225,0.825309992,316.844878,16.52332604,15.64038908,92.14467674,61.1804426475,10.8094711325,4.354269287,0.40255163425,1.46163340025,1.38141897025,0.436719874,1.0142155105,362.5992222,162.3140464,16.55358,1431.421
2,11.75,-0.05278523825,215.042108325,38.6589866625,1.18765140425,317.121667125,17.321138525,16.3321830825,92.112186615,60.754681765,11.5910818675,4.24912091575,0.42247086625,1.48431360775,1.47768909,0.44742666225,1.01253869425,374.64591425,157.551019125,18.52259875,1466.0255
2,12.25,-0.066384716,209.708406,35.79420649,1.198267799,316.532818325,17.86200253,17.06700548,92.0672698675,59.2402181425,12.28207297,4.331107157,0.429084687,1.540187891,1.427927857,0.441793691,1.005149241,374.70852955,152.987739025,19.86096125,1473.0905
2,12.75,-0.055032702,202.18657185,35.8457095,0.76834853575,316.58456525,17.9638613725,17.293893235,92.0271943975,56.80482438,12.73124796,4.55270680125,0.413347247,1.43848556175,1.42324977525,0.4388350135,0.96524613025,361.74790475,140.05995205,21.074415,1441.32625
2,13.25,-0.06055584975,185.5191832,32.2069725925,0.66791689525,316.6042541,18.4257444425,17.553996285,92.0097226875,56.95637295,13.16095037,4.05523215225,0.3848226465,1.426400165,1.40617949225,0.421728675,0.933414256,340.66674945,124.706978725,22.25334375,1378.688
2,13.75,-0.057965339,158.7417796,29.4986548,0.4871354295,316.67844475,18.59043273,17.79878701,92.00623785,55.528990405,13.7985789775,4.245905284,0.403221259,1.360249759,1.382051351,0.427385789,0.835609665,306.911926675,106.124682875,23.0636,1271.694
2,14.25,-0.05711725575,130.8670479,23.159029115,0.4123026975,317.21234215,18.5599780225,17.8011228675,91.983186605,54.60550283,13.76365502,4.543212217,0.4105615125,1.3480253775,1.34332407175,0.42878549725,0.71530520875,272.761218625,85.7132680975,23.25217,1150.544
2,14.75,-0.052489681,99.58906644,22.90907061,0.36387549325,316.437665825,18.53847514,17.75438341,91.97271936,53.6990441625,13.6239111575,4.479994911,0.395877671,1.360884776,1.291149544,0.437964703,0.587569423,223.2229178,69.34447748,23.515255,1002.74175
2,15.25,-0.054938388,65.66262613,15.52493448,0.138566403,316.5458198,18.49264364,17.64163089,91.9699258875,56.5893657925,13.27640559,4.171571925,0.400853988,1.178329129,1.184887328,0.395292508,0.442522563,169.68285105,48.02607801,23.57304,817.20395
2,15.75,-0.04119175325,29.87365388,12.99587143,0.169827938,316.3787219,17.98147504,17.304296935,91.9828935225,60.49393121,12.74829814,3.9830326035,0.34961187025,1.09572740825,1.0127127695,0.3811131895,0.34799328925,106.1458063,24.994149895,23.34645625,613.0928
2,16.25,-0.0147741675,1.95603501225,11.2284836425,0.15766997775,315.948428575,16.89970077,16.391737835,92.001508715,64.36769866,11.775234295,3.40486257875,0.32030878025,1.0116762,0.80238734875,0.341034506,0.44191029825,43.568027905,-2.09787507525,22.5487925,414.938725
2,16.75,-0.00913707125,-2.6180530765,4.8538367835,0.114224631,318.0213199,15.6957020075,14.81532071,92.0195058725,69.32641293,10.225591285,3.13609930375,0.282687605,1.08398158475,0.710299481,0.310954395,0.519952466,-8.34702805925,-24.2517279975,21.78420625,227.507875
2,17.25,-0.00560813275,-3.99249814375,4.46088444775,0.14188511125,317.8152654,14.846136495,13.933743905,92.0371942225,73.648226975,9.09010413875,2.73253142725,0.2444007495,0.84696682575,0.71208295325,0.25946555425,0.58040545375,-59.7820054275,-43.8203600025,20.81406,62.7577725
2,17.75,-0.00939138625,-5.58908071475,2.98986357575,0.19364457875,318.004911875,13.63249136,12.7465323175,92.064244685,75.755092945,8.098962745,2.73297871125,0.224099259,0.8506298235,0.67031014075,0.25224588425,0.652228372,-72.59916375,-56.5396118475,19.5303725,4.73649525
2,18.25,-0.01024587425,-6.12179824975,2.48637672825,0.22840438,321.4001792,12.36479966,11.6788474425,92.0926143025,77.339526445,7.8079119915,2.52974062775,0.222030621,0.84281354725,0.704284003,0.24041637425,0.5962376225,-68.69170567,-58.4197439125,18.24178375,-0.0500734825
2,18.75,-0.0127613505,-7.94091973025,2.09009810975,0.170786592,324.134813,12.0282282925,11.156820395,92.10898169,78.3737236,6.871563458,2.80211188325,0.24308016025,0.832832958,0.72617285875,0.2752753515,0.63603104275,-66.74683035,-54.38601758,17.22587125,-0.058636185
2,19.25,-0.015152638,-8.30144663325,2.07082894425,0.198515916,322.0998438,11.3896347475,10.482199105,92.12249508,84.67338491,6.11101501625,2.86121448025,0.2439873175,0.8614074225,0.73874904225,0.27515425,0.5457561015,-62.46722353,-52.833915045,16.30158375,-0.0521475225
2,19.75,-0.01684945,-9.7243113775,1.78561367925,0.29913364,324.0662077,10.86967943,10.0579712825,92.11789481,87.332577725,5.428994465,3.24133628625,0.2849092085,0.9504418,0.76387927225,0.32712872475,0.452367307,-62.422457005,-48.12970579,15.54979,-0.048115225
2,20.25,-0.0203171585,-10.548772595,1.7311598115,0.218762497,324.4902436,10.5812082525,9.621153009,92.1215103625,88.38209717,5.206266788,3.37240648875,0.3010000935,0.95803407875,0.79723867025,0.33682768975,0.48684328725,-60.4574294325,-44.0007555625,14.97418625,-0.0475804225
2,20.75,-0.01712361325,-10.13262534,2.157561319,0.243694788,326.2233475,10.2770097375,9.439820053,92.130806935,88.315067695,5.028890128,3.517077667,0.3144675725,0.92268047175,0.80224028925,0.339455912,0.400847043,-57.3619763925,-41.44695358,14.37333375,-0.0430334675
2,21.25,-0.015809616,-9.15474817,1.76452168925,0.222063559,329.2529751,10.16615116825,9.19216934625,92.1329442,90.5484810375,4.67052869725,3.1723044665,0.27105711475,0.9129717165,0.717385111,0.31344997,0.42499831825,-57.47811616,-40.378353605,13.7903725,-0.0446995775
2,21.75,-0.01835172775,-10.81920043,1.68812109,0.29891410275,327.6437963,9.50516399275,8.8354652985,92.13649261,89.42305563,4.359245905,3.53297081925,0.307380019,0.940174143,0.76101392725,0.3347649845,0.39515871025,-57.34123798,-38.5259251425,13.27597,-0.0426752775
2,22.25,-0.02083441,-11.24281251,2.39942782025,0.15895507175,331.24254885,9.46158141225,8.6704259235,92.159582665,89.0447451175,4.26729320725,3.31065279475,0.298162759,0.9321580155,0.738601908,0.315875133,0.419222992,-54.596563595,-37.0407746,12.7846325,-0.0391724525
2,22.75,-0.0215171875,-11.59164735,1.51051835875,0.278090545,330.2825013,9.0659106455,8.375450428,92.1626228225,95.20277985,3.796373167,3.1841296185,0.30574316325,0.9122409675,0.77410487925,0.34246930025,0.42641735725,-56.1009629525,-34.8839763625,12.32646625,-0.036318595
2,23.25,-0.01633831475,-9.7502066515,1.98155014475,0.27155143725,333.265774325,8.75153049775,8.0818811795,92.136610105,94.39831617,3.787329802,3.3811043005,0.29859392375,0.89456022525,0.80788490475,0.321342241,0.461912484,-52.6206692375,-35.062822915,11.9134375,-0.03725295
2,23.75,-0.014232758,-10.288827445,1.55393555075,0.146923051,335.3646731,8.6813189685,7.89731053375,92.1261276475,95.2985032225,3.82282896425,3.5670314005,0.3109039605,0.9485331795,0.80106964875,0.352973192,0.47912487025,-52.2283889525,-32.85293019,11.5316975,-0.0392721525
3,0.25,-0.0146031245,-8.7551032145,1.52973436325,0.28711095525,347.0469093,12.92409961,12.2185416775,91.99524804,68.91669803,8.008584954,3.02391521325,0.28707087825,0.90016423725,0.71390185675,0.3205405315,0.458465755,-59.268343495,-41.4803922675,16.439475,-0.0479204275
3,0.75,-0.016577914,-9.9869458595,1.8106751865,0.36002532475,351.12494525,12.6909302875,11.9606437425,92.0463288275,70.385816775,8.190894019,2.96030798275,0.2935820095,0.9771668585,0.73537087675,0.329783386,0.49008857675,-59.3482832925,-40.5596430675,16.04643625,-0.0459883
3,1.25,-0.01585604375,-10.4055804775,2.146455778,0.24076758375,347.323313175,12.2524395825,11.601299015,92.04981029,70.34345734,7.4903251785,3.014675369,0.28961814975,0.978224123,0.75137651725,0.30632014875,0.47538829075,-58.1745876975,-39.2715494,15.76068375,-0.044895315
3,1.75,-0.01594833975,-10.317994285,1.7174402365,0.26756675775,335.725272075,12.009791085,11.3511315675,92.0364630725,71.14025635,7.432239459,2.71441556225,0.285806277,0.9201393425,0.78201088275,0.3155643825,0.514924514,-56.9562251925,-39.3928758725,15.4027025,-0.042159625
3,2.25,-0.012667335,-8.9266606585,0.953238063,0.203560052,333.02828705,11.699971455,11.10768854,92.0154645725,73.4597651575,7.10219892925,2.9864227065,0.293738126,0.9679932265,0.7950803365,0.3105595635,0.487474638,-58.1039216075,-37.2013452525,15.01952,-0.045210815
