DOY2,HR2,USTAR,TA,WS,FC_1_1_1,H,LE,G,TS,RH,PA,CO2,VPD,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O
1,0.25,0.052625,-2.8635,0.728425,-0.32,-40.1031,-3.832,-54.215,0.38885,20.842075,89.875,354.7,0,-87.2035,-3.12095,0.5,221.65,294,2.415
1,0.75,0.051,-3.398,0.844675,-0.3132,-45.005,-6.73,-53.7587,0.2254,20.70775,89.875,354.8,0,-87.0126,-2.9155,0.265675,220.7,292.95,2.392
1,1.25,0.054,-3.4765,0.78365,-0.4573,-44.1086,-2.709,-54.1752,0.06905,19.246575,89.775,354.7,0,-86.2194,-2.7925,0.617775,218.8,292.9,2.386
1,1.75,0.044925,-3.77,0.75535,-0.301,-42.9715,-1.9226,-53.08215,-0.0999,19.36375,89.785,354.65,0.3575,-85.41,-3.1845,0.60485,219.65,292.95,2.3975
1,2.25,0.056925,-4.0195,0.865175,-0.2945,-45.86,-2.0435,-52.8,-0.3279,19.460075,89.79,354,0.1085,-86.7,-2.9822,0.459,218.7,291.85,2.4145
1,2.75,0.06155,-4.2355,0.919975,-0.2507,-61.84,-2.27205,-52.66915,-0.5252,21.91425,89.795,355,0,-84.99495,-3.0727,0.68565,212.9,291.7,2.408
1,3.25,0.055,-4.2095,0.728875,-0.352375,-54.8625,-2.079375,-54.7133,-0.6953,18.4495,89.795,355,0.1475,-83.805,-2.86375,0.5695,212.85,290.8,2.415
1,3.75,0.067,-4.1455,0.94265,-0.30005,-49.37,-2.546,-54.325,-0.82135,22.1452,89.79,355.65,0.24875,-85.3623,-2.730875,0.6353,213.8,291.95,2.41
1,4.25,0.0604,-4.681,0.788675,-0.367625,-46.6375,-2.19375,-52.5188,-0.82835,22.58,89.785,355.625,0,-83.32,-2.974,0.28635,212.85,290.95,2.38875
1,4.75,0.04585,-4.3675,0.72925,-0.2767,-46.1575,-2.29075,-50.9039,-0.98875,24.44425,89.79,355.15,0,-83.015,-2.929,0.72855,213,290.95,2.38725
1,5.25,0.058475,-4.7715,0.82565,-0.2976,-57.86,-1.7382,-52.1329,-1.132,25.5737,89.81185,354.6,0,-82.234,-2.96575,0.82245,219.65,289.95,2.4
1,5.75,0.053775,-4.292,0.872375,-0.257225,-62.9325,-4.743175,-53.2062,-1.2435,25.38525,89.80925,355.675,0,-82.31425,-2.9925,0.95045,211.95,287.95,2.40675
1,6.25,0.060625,-4.838,0.766425,-0.2848,-57.88,-4.7277,-54.20405,-1.373,23.61475,89.8083,356,0,-82.9562,-2.6853,0.9373,220.5,286.9,2.404
1,6.75,0.058625,-4.095,0.8827,-0.3298,-55.12,-2.701,-54.9013,-1.4535,24.0075,89.82825,355,0.14725,-82.51635,-2.9845,0.39185,221.45,286.95,2.411
1,7.25,0.056775,-4.0185,0.750425,-0.2853,-46.06,-3.0409,-55.20255,-1.555,23.2238,89.86935,355,0,-80.4618,-0.5868,0.9433,216.8,286,2.397
1,7.75,0.063775,-4.5975,0.755375,-0.40015,-38.99475,-2.3625,-55.1105,-1.613,23.328,89.87695,355,0,-56.0982,11.645,2.645,221.45,287,2.412
1,8.25,0.06075,-1.71,0.5808,-0.8716,-27.1574,-0.9026,-54.03405,-1.313,20.3193,89.8985,356,0,-9.865,31.09,4.7675,225.35,298.8,2.472
1,8.75,0.05985,1.1106,0.5063,-1.89375,-12.3,-0.1605,-50.03945,-1.102,16.415475,89.89965,356,1.06175,19.23,71.50225,9.8741,232.4,307.9,2.4575
1,9.25,0.0588,0.6476,0.4714,-2.50525,-3.6395,1.6865,-39.51,-0.6378,15.53655,89.9902,356.475,1.8815,58.8,103.9385,16.38,232.9,315,2.41475
1,9.75,0.0895,2.4765,0.61225,-2.377,12.875,5.1865,-29.065,-0.3301,14.67895,89.99395,358,2.7555,61.995,123.00745,19.715,230.65,325,2.543
1,10.25,0.096,3.266,0.7009,-2.615,29.67,6.943,-23.075,0.2288,13.5775,89.99255,358,2.997,115.52235,176.9,25.4157,234.6,334.85,2.6965
1,10.75,0.1056,3.8615,0.685,-2.2955,41.2878,9.845,-10.335,1.21255,12.7858,89.9922,358,2.724,158.33615,204.1564,31.1001,239.95,346.7,2.7065
1,11.25,0.104,3.9715,0.80045,-2.405,56.28,9.98,3.9535,2.8805,11.9,89.89655,357,3.1,165.38685,254.5249,34.365,244.85,354,2.681
1,11.75,0.0747,4.1855,0.86275,-2.4415,63.1532,11.7175,16.1595,5.3235,10.40525,89.895,357.725,3.19,164.2354,215.8752,28.87475,246.7,359.95,2.59625
1,12.25,0.11975,4.5735,0.97185,-2.136,68.87,9.385,21.88325,6.7925,9.977,89.797,357,3.55,132.65,208.4747,27.41675,240.7,368.9,2.442
1,12.75,0.1203,4.902,0.9646,-1.91375,58.1125,10.245,27.1249,8.183,9.326,89.795,357,4.31,115.6,234.55,35.65615,240.6,370.98655,2.396
1,13.25,0.12085,5.3045,1.039,-1.96,56.0625,7.9775,28.3607,9.558,8.6367,89.69595,357,4.9705,118.84555,199.65,30.555,240.7,373.66565,2.2135
1,13.75,0.103,5.7995,0.9648,-1.7365,56.0225,8.17825,20.9973,10.169,8.239,89.69535,357,5.67,119.8,223.4,36.45,241.8,370.92345,2.14825
1,14.25,0.0906,6.237,0.8859,-1.57025,35.5494,3.50625,18.99,10.39,7.97375,89.69475,356.725,5.79475,93.39,193.6,33.8261,241.9,368.95,2.13575
1,14.75,0.114,6.455,0.87165,-1.619,45.52,6.136,17.10435,10.88,7.833225,89.68965,356.55,3.82675,82.17,163.95,26.975,238.8,369.85,2.06125
1,15.25,0.1188,6.426,1.02,-1.43225,22.5975,5.485,14.2336,10.78,7.7335,89.6152,356,4.05925,60.25,132.70725,22.0669,239.95,362.9202,2.02325
1,15.75,0.1277,6.3785,1.12805,-1.153,15.78,2.944,11.9375,10.564,8.022525,89.61995,356,6.31025,31.20285,93.81175,13.0459,239.9,358.8,2.137
1,16.25,0.11665,6.304,0.9639,-1.1845,3.25165,1.54825,7.477,9.578,8.07745,89.6216,356.775,6.1015,0.723500000000001,64.13535,13.204925,237.95,348.95,2.15375
1,16.75,0.0958,5.993,0.7579,-0.9304,-9.0612,0.348,0.186,8.9875,8.36005,89.65105,356,4.4415,-37.62,54.585,9.80815,234.85,338,2.172
1,17.25,0.04475,4.873,0.5719,-0.639,-29.356,-1.11,-9.47955,7.9805,9.111,89.6767,355.75,4.73525,-82.51,15.05,4.15415,231.75,328.9,2.1825
1,17.75,0.03385,3.1275,0.55365,-0.230675,-42.0475,-2.11225,-18.255,6.819,9.9096,89.685,355.525,3.792,-101.1336,-4.578,0.3447,228.95,317.95,2.11425
1,18.25,0.033,1.8915,0.558,-0.34875,-49.4845,-3.9975,-29.49625,5.86,11.72175,89.7553,355,1.293,-103,-4.90685,-0.0459,225.8,308,2.2025
1,18.75,0.032,-0.19,0.6894,-0.371925,-53.082975,-3.3725,-36.5697,4.9945,12.31165,89.685,355,0.7825,-99.1,-4.696,0.7118,223.8,305.85,2.15925
1,19.25,0.04585,-0.28065,0.73835,-0.2574,-59.7475,-1.8895,-43.1208,4.247,13.203925,89.685,355,0.222,-97.435,-3.86625,1.00615,222.9,304.8,2.1665
1,19.75,0.04985,-0.2105,0.68265,-0.29305,-62.1602,-2.643,-47.22305,3.62,14.009375,89.69,355,0.64375,-96.301,-3.6215,0.9896,221.95,304.75,2.246
1,20.25,0.054925,-0.0967499999999998,0.804725,-0.286675,-58.9125,-2.175625,-48.355,3.0875,13.6733,89.69,355,0,-95.53245,-3.425,0.7923,222.8,302.9,2.27225
