DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,PPFD_OUT,APAR,FAPAR,WS,USTAR,PA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1
1,0.25,-0.6225,-48.99,-3.945,-0.55075,-21.88,58.56,-69.08,0,0,0,0,0,0,0.60475,0.01,97.114,-33.12,-0.1,0.74,1.6,2.7
1,0.75,-0.7,-48.3225,-4.7,-0.5372565,-22.3,59.2,-69.54,0,0,0,0,0,0,0.5645,0.01,97.134,-33.12,-0.16,0.74,1.6,2.7
1,1.25,-0.8,-47.9,-3.875,-0.5452585,-22.46,59.82,-68.8,0,0,0,0,0,0,0.47,0.01,97.158,-35.2,-0.2,0.74,1.6,2.7
1,1.75,-0.7325,-48.8,-4.32,-0.5345785,-22.8,60.56,-68.74,0,0,0,0,0,0,0.57425,0.01,97.178,-33.36,-0.2,0.7,1.6,2.7
1,2.25,-0.545,-51.9,-4.6,-0.529296,-22.7,60.96,-68.16,0,0,0,0,0,0,0.499,0.01,97.202,-34.94,-0.2,0.68,1.6,2.7
1,2.75,-0.71,-50.7,-3.9,-0.52060875,-22.7,62.18,-68.46,0,0,0,0,0,0,0.569,0.01,97.222,-35.42,-0.2,0.64,1.6,2.7
1,3.25,-0.7,-49.75,-5.28,-0.52179775,-22.8,61.88,-68.28,0,0,0,0,0,0,0.40325,0.01,97.192,-36.02,-0.26,0.64,1.6,2.7
1,3.75,-0.5,-46.9925,-4.2725,-0.489157,-22.88,60.9,-68.8,0,0,0,0,0,0,0.5895,0.01,97.208,-35.44,-0.26,0.64,1.6,2.7
1,4.25,-0.5,-45.2075,-4.07,-0.465877,-22.88,61.56,-68.08,0,0,0,0,0,0,0.47,0.01,97.212,-37.68,-0.36,0.64,1.6,2.7
1,4.75,-1.05,-44.8225,-3.75,-0.46315,-22.94,62.34,-67.66,0,0,0,0,0,0,0.3795,0.01,97.174,-35.74,-0.36,0.58,1.6,2.7
1,5.25,-1.06,-46.575,-3.4875,-0.4535685,-22.82,62.18,-67.64,0,0,0,0,0,0,0.59,0.01,97.178,-36.94,-0.4,0.58,1.6,2.7
1,5.75,-0.5,-46.2,-2.8525,-0.4707615,-22.82,62.64,-68.08,0,0,0,0,0,0,0.4895,0.01,97.22,-35.1,-0.4,0.64,1.6,2.7
1,6.25,-0.7,-44.7,-3.9125,-0.497277,-22.76,61.96,-67.44,0,0,0,0,0,0,0.4695,0.01,97.284,-36.94,-0.46,0.58,1.6,2.7
1,6.75,-0.9675,-43.915,-3.6925,-0.5343935,-22.76,62.22,-67.2,0,0,0,0,0,0,0.4185,0.01,97.352,-37.4,-0.46,0.58,1.6,2.7
1,7.25,-1.35,-44.8225,-3.4,-0.47516,-22.56,62.54,-63.94,0,0,0,0,0,0,0.49375,0.01,97.36,-35.58,-0.56,0.58,1.6,2.7
