DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,H2O,NETRAD_1_1_1,NETRAD_1_2_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,PPFD_BC_IN,TA_1_1_1,TA_1_2_1,TA_1_3_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,-0.4125,-0.502025,-3.43065,-79.69125,0.061825,-1.3832,387.911025,347.9035,346.4605,0.8815,-98.07795,-20.978,-6.4848,-4.41285,159.0992,240.7,0,0,0,-16.832,-16.873,-17.51375,58.405,62.07025,65.522,0.523475,97.063725,-3.384,-1.9097,-1.5482,-0.8192,1.5036,2.740425,-3.2118,-2.034825,-0.9297,-0.346825,1.047125,3.0535,-8.94395,-13.1015,0.0322875,0.0964
1,0.75,-0.700025,-0.664675,-3.186675,-84.963575,0.0593,-1.10165,387.700725,347.08,347.847,0.8771,-97.135,-21.514,-6.5304,-4.2835,157.3,241.2,0,0,0,-16.873,-17.099,-17.39375,58.223,64.20075,65.48,0.4176,96.945,-3.4118,-1.9189,-1.545,-0.82015,1.4992,2.757175,-3.2384,-2.051225,-0.944875,-0.33825,1.052475,3.0555,-9.10895,-13.15855,0.02012,0.107825
1,1.25,-0.787625,-0.51275,-3.694875,-86.58335,0.053,-1.0972,387.04045,346.631,349.056,0.84995,-97.635,-20.932,-6.739,-4.278075,156.44,240.46,0,0,0,-16.889,-17.3235,-17.55375,58.75,64.09925,65.1215,0.548375,96.98605,-3.49,-2.00795,-1.544,-0.82145,1.496625,2.883,-3.248,-2.08045,-0.955175,-0.3385,1.05495,3.0755,-9.1651,-13.23075,0.03988,0.1597875
1,1.75,-0.904925,-0.6402,-2.997,-91.410475,0.0618,-1.09715,387.51835,347.13625,348.8815,0.871,-98.4,-20.364,-6.5514,-4.4272,155.04,239.88,0,0,0,-17.0245,-17.5575,-17.703,58.9275,64.106,66.82225,0.5587,96.9699,-3.43,-2.033,-1.5348,-0.824225,1.4974,2.98015,-3.2306,-2.1281,-0.95875,-0.4641,1.054125,3.0848,-9.21885,-13.2632,0.0556125,0.18855
1,2.25,-0.75425,-0.73775,-3.6375,-82.3389,0.0542,-1.037975,387.91905,347.62825,348.765,0.85775,-97.90145,-21.535,-6.6626,-4.2942,154.9,239.7,0,0,0,-17.373,-17.77,-17.985,58.8475,64.07,66.266,0.596625,96.9848,-3.3476,-2.012675,-1.5336,-0.82635,1.492625,2.985425,-3.106,-2.1676,-0.95385,-0.46515,1.0536,3.078975,-9.0406,-13.3179,0.0748625,0.1472
1,2.75,-0.49335,-0.6944,-3.257425,-79.957375,0.0788,-1.0939,387.861,347.7895,347.858,0.86195,-97.9211,-23.6,-6.5678,-4.43145,154.42,238.84,0,0,0,-17.528,-18.051,-18.173,59.058,64.06175,66.35275,0.55575,96.922625,-3.3212,-2.0224,-1.5148,-0.82535,1.489,2.98055,-3.0332,-2.170375,-0.946425,-0.3555,1.052,3.094525,-9.6424,-13.38395,0.072315,0.2259
1,3.25,-0.5498,-0.3742,-3.03225,-94.4724,0.06915,-1.33055,388.04895,348.1965,349.207,0.813625,-98.00145,-25.546,-6.7454,-4.5158,154.04,238.12,0,0,0,-17.7345,-18.0595,-18.075,59.78425,64.455,66.6935,0.500475,96.9271,-3.3762,-2.0541,-1.5236,-0.82605,1.499675,2.960675,-3.0892,-2.14295,-0.938525,-0.35755,1.052825,3.0925,-9.85235,-13.32295,0.0769675,0.1737575
1,3.75,-0.5878,-0.478825,-2.88365,-79.5184,0.06325,-1.28325,388.2458,348.27875,349.27325,0.7784,-98.42,-21.826,-6.625,-4.607,153.66,237.8,0,0,0,-17.7375,-18.0855,-18.11,59.98375,64.432,67.2425,0.404225,96.9445,-3.4686,-2.070375,-1.5404,-0.835,1.5277,2.9713,-3.1446,-2.1187,-0.937875,-0.357125,1.051775,3.099325,-9.8273,-13.5857,0.06893,0.18758
1,4.25,-0.6475,-0.5245,-3.0437,-83.104575,0.071325,-1.271725,387.897375,348.7735,349.392,0.761475,-97.84305,-21.552,-6.9862,-4.490075,153.08,236.86,0,0,0,-17.8315,-18.482,-18.241,60.934,64.784,66.908,0.52125,96.952125,-3.519,-2.0795,-1.5316,-0.840725,1.5361,2.9379,-3.1636,-2.095075,-0.937875,-0.36275,1.05265,3.09605,-9.92425,-13.05255,0.0591575,0.213615
1,4.75,-0.8193,-0.8027,-3.737675,-89.00635,0.0689,-1.1134,387.8785,348.725,350.495,0.751975,-97.7225,-20.518,-6.70885,-4.56585,155.27,236.455,0,0,0,-17.822,-18.5045,-18.2225,60.2825,64.734,64.556,0.489875,97.0035,-3.4684,-2.083375,-1.527,-0.846,1.531075,2.9342,-3.159,-2.07245,-0.94005,-0.3565,1.051475,3.095875,-10.017,-13.42185,0.08903,0.180855
1,5.25,-0.62625,-0.729625,-3.2214,-74.4123,0.067925,-1.452,388.0955,348.085,351.382,0.761,-95.730675,-19.6935,-6.82585,-4.354425,155.4375,235.515,0,0,0,-18.04425,-18.4435,-18.3825,60.13875,65.436,64.9765,0.460075,97.0015,-3.4368,-2.0872,-1.7136,-0.84695,1.5306,2.9082,-3.1496,-2.0484,-0.9414,-0.356825,1.068,3.087525,-10.11055,-12.76495,0.086725,0.2071175
1,5.75,-0.94365,-0.38885,-3.102,-81.433,0.05975,-1.173,388.179,348.36025,350.527,0.7685,-96.4075,-36.472,-6.6309,-4.6999,156.0925,234.9225,0,0,0,-18.04825,-18.6105,-18.6675,61.138,66.02925,66.975,0.37325,97.0337,-3.6158,-2.116075,-1.651,-0.846775,1.53645,2.9198,-3.131,-2.091475,-0.9434,-0.382775,1.0584,3.0895,-10.36825,-12.95295,0.082605,0.200845
1,6.25,-0.8179,-0.642975,-3.167,-88.87535,0.0508,-1.197,388.355,348.0015,349.076,0.8215,-97.0075,-22.588,-6.73085,-4.6258,156.305,234.3225,0,0,0,-18.2205,-18.75375,-18.8475,61.403,66.7935,67.333,0.3305,97.09375,-3.872,-2.107875,-1.5992,-0.84595,1.5348,2.929,-3.1246,-2.138325,-0.9454,-0.384775,1.0558,3.091075,-10.6708,-12.82265,0.06759,0.185645
1,6.75,-0.74085,-0.950175,-2.719,-85.5615,0.04945,-1.3645,388.029,348.00525,347.2365,0.8812,-97.133,-23.338,-6.790125,-4.47075,156.075,235.2834,0,0,0,-18.337,-18.729,-19.069,61.32,67.133,67.513,0.392475,97.146125,-3.8086,-2.1064,-1.5396,-0.8469,1.5354,2.9412,-3.1696,-2.17285,-0.963375,-0.3551,1.0558,3.0852,-10.59035,-12.79405,0.066215,0.1972875
