DOY2,HR2,CO2,H2O,CH4,FC,SC,FCH4,SCH4,H,SH,LE,SLE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN_1_1_1,SW_OUT,SW_IN_2_1_1,TS_1_1_1,TS_3_1_1,G_1_1_1,G_3_1_1,TAU,U_SIGMA,USTAR,W_SIGMA,V_SIGMA,WS
1,0.25,420.252,3.53255,2035.46,0.160526,0.152040993235151,0.126565,0.620867650408547,-6.504065,-0.533257588137333,1.862045,-0.401133745314225,98.0774,73.29425,-3.729115,-3.972895,1.177905,269.8655,289.48,-12.8089155,-0.673141,0.36552,0.0489552,0.4,0.5,-5.22356,-4.938205,-0.08340945,0.750407,0.2698795,0.3377895,0.5826985,3.150625
1,0.75,420.652,3.4981,2025.95,0.246334,0.0618244525097861,0.566582,-0.0443481168739438,-6.712015,-2.07331063744388,1.691315,-0.278595570048915,98.0625,73.3817,-3.91551,-4.23203,1.18629,265.103,287.974,-13.481698,-0.8081885,0.3395285,0.0489552,0.4,0.5,-5.244805,-4.945765,-0.0850097,0.760409,0.2671105,0.3478205,0.557694,3.048
1,1.25,419.829,3.47908,2025.7,0.1250115,0.00255977437528397,-0.599626,-0.0250332326002321,-6.152195,-1.69082702662628,1.67212,-0.182241871015994,98.0631,73.25855,-4.257825,-4.353855,1.08297,263.9455,288.301,-13.696873,-0.778663,0.3488945,0.05457845,0.4,0.499167,-5.289845,-5.013645,-0.07438625,0.7194295,0.2465235,0.3157175,0.574086,3.08816
1,1.75,419.756,3.449685,2026.935,0.1502405,-0.0116657447761726,-0.4214775,-0.26777343211904,-6.285645,-0.397546001493437,1.31169,0.0869392495835505,98.08175,73.29945,-4.212025,-4.40162,1.085425,265.1605,289.07,-15.390572,-0.7530055,0.371374,0.04564745,0.3679165,0.499167,-5.3164,-5.03845,-0.0693502,0.6802985,0.2521025,0.2810925,0.5792195,3.046055
1,2.25,419.776,3.44849,2029.1,0.100778,0.11164707272121,0.01402415,0.79894242224928,-5.2263,-1.08445653192129,1.531183,-0.0564506285910433,98.0787,73.3067,-4.04955,-4.309385,1.002795,265.5505,288.9705,-14.90473825,-0.775853,0.408921,0.05623235,0.3733335,0.4554165,-5.315355,-5.026565,-0.06529635,0.633606,0.235362,0.273028,0.547413,2.984805
1,2.75,419.796,3.470045,2031.87,0.0942643,0.109987085923352,-0.09164,0.75318503148796,-4.96116,-0.922535252348786,1.617844,-0.213630914991884,98.0961,73.8773,-4.024275,-4.356815,0.9782865,261.9315,288.288,-20.9030265,-0.9795585,0.42804,0.05523995,0.365,0.452917,-5.296795,-4.974575,-0.05492085,0.590843,0.219274,0.273909,0.543961,2.93439
1,3.25,419.959,3.47043,2039.79,0.09870595,0.0792541924912531,0.505876,0.198782023370848,-6.58182,-0.66054103287337,1.41496,-0.2474992160619,98.1163,74.5428,-4.09699,-4.43127,0.961312,263.8895,288.158,-18.306168,-1.03391,0.4084115,0.0499475,0.4,0.451667,-5.326675,-4.969025,-0.0510494,0.580054,0.222658,0.268206,0.502226,3.01223
1,3.75,420.335,3.47661,2037.85,0.186365,0.0617885121060224,0.290545,-0.0448165337217559,-6.64295,-0.83469077419741,1.06131,-0.163447532629972,98.0912,73.7132,-4.061,-4.43708,0.988544,260.907,288.198,-14.4954165,-1.04449,0.4095415,0.04399355,0.3633335,0.44875,-5.345525,-4.989545,-0.0535396,0.647988,0.215136,0.274708,0.526954,2.96156
1,4.25,420.816,3.39157,2020.18,0.0993198,0.0633473693716746,0.5841,0.21571562635153,-5.91173,-1.22315521611461,1.32121,-0.22361048009213,98.0978,72.5447,-4.002555,-4.285525,0.97753,261.9445,287.9425,-15.507902,-1.032499,0.4254645,0.0545784,0.4,0.4475,-5.331505,-4.99382,-0.0628907,0.6370325,0.239935,0.269417,0.537648220106853,2.98921
1,4.75,420.85,3.384775,2036.3,0.1233133,0.102454768228055,0.4000023,-0.393794361897035,-4.96773,-0.777350902678953,1.84679,-0.107087723016468,98.1085,72.5099,-4.19805,-4.507,1.0064215,263.206,287.044,-16.569762,-1.0231,0.413991,0.0568939,0.4,0.4425,-5.33968,-5.02706,-0.0639423,0.640996879867601,0.236508,0.278305,0.56321,3.17854
1,5.25,420.496,3.30743,2034.335,0.234332,0.12593157069657,-0.2525705,0.158024362647356,-5.73187,-0.221113519808388,1.835733,-0.271146142882093,98.0989,72.6408,-4.856625,-4.775735,0.969477,271.109,285.415,-13.741014,-0.925773,0.425464,0.0473013,0.4,0.4366665,-5.322695,-5.034135,-0.06397805,0.645169,0.246721,0.3251655,0.5872525,3.00278
1,5.75,420.92,3.245005,2035.27,0.133113,0.00991455267365191,-0.0134711,0.170221543389423,-5.923362,-0.0139591868153543,2.22303,-0.199652828951967,98.0804,74.75355,-4.79084,-4.79084,1.02604,264.657,283.6775,-14.260134,-0.814758,0.428274,0.04663975,0.4,0.448333,-5.358835,-5.059425,-0.0607198,0.62974,0.231428,0.287291,0.557078,2.97888
1,6.25,420.9255,3.27821,2035.57,0.09537685,0.102441141542214,-0.819635,-0.0597731815539563,-6.192269,-0.513033773469186,1.25198,-0.269621215447249,98.0786,73.87065,-4.82229,-4.56676,0.993048,271.642,284.9285,-13.8151615,-0.762319,0.4123515,0.04068575,0.4,0.426667,-5.318145,-5.084825,-0.072614,0.671742,0.242621,0.295114,0.526785,2.86288
1,6.75,421.468,3.293585,2024.055,0.229492,0.128702433052042,-0.14624,-0.583573909136452,-4.95666,-0.569385358370092,1.92133,-0.143392548504781,98.0798,74.7462,-4.69745,-4.36154,1.0073,273.435,287.417,-13.592406,-0.7790755,0.3936185,0.0532553,0.4445835,0.5,-5.32814,-5.08949,-0.0673583,0.625003,0.235157,0.303388,0.52651,2.97067
1,7.25,422.145,3.272205,2022.64,0.172073,0.12377723844118,-0.256491,0.97898981723993,-4.49911,-0.472496097790038,1.77248,-0.445182165070452,98.0846,74.4595,-5.14636,-4.65669,0.958937,270.3455,287.9675,-11.039331,0.1504145,1.248995,0.911625,0.4379165,0.5345835,-5.349095,-5.093985,-0.0788016,0.660778,0.255666,0.297132,0.539106,2.9689
1,7.75,422.661,3.27739,2031.395,0.23223505,0.14650726021784,1.1776505,0.390240964036282,-4.25844,0,2.58012,0.0764271629983557,98.0882,74.565,-5.143585,-4.947685,0.9789655,270.0155,287.052,-7.00242000000003,11.5484,7.11061,7.87451,0.4,0.5,-5.40086,-5.09936,-0.0752273,0.65912,0.2777565,0.3143165,0.538746,3.035365
1,8.25,422.67,3.28944,2040.04,0.2596116,0.100695133421623,0.249266,0.676041695429364,-3.30509,1.73146303058194,3.6617135,0.408241672337238,98.1118,74.1498,-4.54273,-4.40423,1.01155,266.141,288.05,4.65866499999998,41.4812,24.0119,31.99485,0.4,0.5116665,-5.39637,-5.0862,-0.0940374,0.742673,0.282941,0.339623,0.580710771382794,3.00075
1,8.75,422.8755,3.34658,2037.245,0.108343,0.0587202326909927,-0.491097,1.23998349572427,-1.421815,4.1673097258847,4.47177,0.721802053374186,98.1504,73.5779,-4.76914,-4.045885,1.05799,268.195,292.2,18.1038,77.28945,44.44505,74.15025,0.4,0.5016665,-5.38142,-5.083505,-0.110948,0.748489,0.29933,0.36145,0.627745,3.25364
1,9.25,423.2205,3.4438,2040.145,-0.2945065,0.0498479377421666,0.1840685,0.324614271207051,2.7174,4.47805832559767,6.40395,0.758519820492624,98.13245,71.692,-3.443495,-3.46512,1.13455,272.6285,295.666,31.98455,111.001,65.98185,101.653,0.4,0.55,-5.330655,-4.959755,-0.116439,0.8195975,0.307501,0.3994475,0.637204,3.464655
1,9.75,422.584,3.54656,2022.825,-0.366007,-0.114404538637956,0.430115,-0.334073878129848,7.94105,7.96959183990691,8.09742,0.56742756317029,98.1426,69.71135,-3.06214,-3.15404,1.29049,273.663,295.838,44.23135,155.935,82.0818,147.678,0.4,0.5,-5.293,-4.963325,-0.1356675,0.815261755994202,0.3349555,0.405415,0.6774875,3.431925
1,10.25,422.433,3.637765,2021.83,-0.448573,-0.0164944262708482,-0.482978,0.929904522838662,12.4498,6.79569710455288,10.59655,0.836684388942872,98.1552,68.82245,-2.89796,-2.76,1.36954,272.4445,297.64,61.225,189.699,104.806,154.644,0.4,0.5,-5.24851,-4.97605,-0.1680315,0.872187289947702,0.3715115,0.441573,0.750076793608534,3.347845
1,10.75,420.565,3.6889,1998.51,-0.815051,-0.188791004489284,-2.576845,-0.739771447823003,19.9483,8.5687731112873,10.5413,0.749296003991071,98.1528,68.6354,-2.83804,-2.374765,1.47224,272.253,300.443,72.22565,222.6615,111.257,194.1425,0.4,0.5,-5.18254,-5.009285,-0.186078,0.892367,0.390769,0.490957,0.777174,3.49925
1,11.25,419.906,3.7462,2004.83,-0.805569,-0.159536111919592,-0.016884,0.0908581863335287,27.16245,6.70384538247389,12.3681,0.743515066107553,98.1095,67.0646,-2.50169,-2.189,1.58313,272.114,302.3,85.575,275.097,135.964,221.605,0.4,0.6,-5.1215,-4.97188,-0.202195,0.95182,0.401938,0.51846,0.788805,3.68981
1,11.75,419.532,3.709755,1985.935,-1.165,-0.0839793003648529,-1.1125855,-0.843761612345412,26.86016,5.7860085280395,13.0678,0.926195489640723,98.0951,66.82875,-2.28728,-2.06868,1.64158,273.9105,303.897,90.896,286.413,152.162,232.72,0.4,0.55,-4.97001,-4.92503,-0.215244,0.894583,0.410931,0.53662,0.837654,3.7324
1,12.25,419.413,3.70396,2010.26,-1.042281,-0.204577158128241,-1.98214,-0.962869437392948,28.5017,5.25606626887871,14.7209,1.11161777542236,98.072,64.8153,-2.3074,-2.052365,1.78324,274.374,305.084,81.615,320.633,145.29,216.953,0.4445835,0.55,-4.91533,-4.880655,-0.22126,0.962145926816383,0.4205305,0.5248,0.8400545,3.7361
