DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,0.25,0.2155,-0.67794,-15.473,-5.3222325,-9.23442,-2.00414,402.63775,3.973095,89.7131425,-4.9271175,0.19,-3.947565,-5.295,-4.7,77.28333,0,0,0,232.151665,289.03333,-58.86,-0.9175,-0.132,0.571,1.24225,2.4485,3.99175,0.052225,0.25986,0.29648631275,0.06,0.818179621
1,0.75,0.19,-0.8,-19.5286375,-6.386115,-10.160355,-2.00414,402.7,3.92412,89.69,-5.1433175,0.20472,-4.220615,-5.395,-4.88,76.803335,0,0,0,231.37,287.868335,-60.208315,-0.992,-0.1675,0.5425,1.25,2.4375,3.9975,0.0527175,0.26769,0.2911,0.06,0.802343317
1,1.25,0.19,-0.56358,-13.17294,-6.38647,-10.425,-2.0041475,401.27189,3.84723,89.675975,-5.34,0.19131,-4.6292,-5.63,-4.82,76.821,0,0,0,232.2675025,286.3250025,-57.4374975,-1.06075,-0.194,0.558,1.2465,2.4275,4.005,0.05,0.26,0.3091,0.06,0.75345
1,1.75,0.206797,-0.46429,-18.2875,-6.3968125,-11.0704425,-2.004435,401.957,3.8100275,89.66904,-5.39334,0.197105,-5.1356,-5.72725,-5.02,76.259,0,0,0,232.1,285.4,-55.256665,-1.07225,-0.22,0.572,1.25,2.44175,4.02,0.053,0.268825,0.28988,0.056995,0.76
1,2.25,0.1825,-0.59425,-14.91192459,-6.387475,-11.830265,-2.0046,403.476,3.80439,89.68,-5.9925,0.2025475,-5.27081,-5.8640025,-5.27,77.543,0,0,0,230.418335,283.4,-56.07,-1.069,-0.2355,0.55,1.24,2.472,4.02,0.05267,0.27333,0.31,0.06,0.804139202
1,2.75,0.17,-0.4975,-15.15515,-6.38721,-10.0438175,-2.3,403.7305725,3.7861,89.69688,-6.07,0.20202,-5.4749,-6.1535,-5.473,76.90333,0,0,0,231.185,283.13333,-55.07,-1.1555,-0.23725,0.503,1.23,2.4375,4.00225,0.056,0.26,0.3,0.06,0.757793766
1,3.25,0.186,-0.63,-15.8607375,-6.4,-11.5804425,-2.99295,404.136,3.8,89.66706,-6.1775,0.210615,-5.7932875,-6.37367,-5.568,80.1925,0,0,0,232.9,281.6825,-53.8,-1.253,-0.3285,0.5,1.2325,2.44,3.99,0.0561025,0.2753575,0.3199,0.06,0.77065450625
1,3.75,0.18,-0.68025,-19.19987,-6.4,-9.502565,-3,404.6235,3.7246575,89.6019,-6.35,0.2,-5.92408,-6.465,-5.48875,80.023335,0,0,0,232.2,281.066665,-54.803335,-1.264,-0.3605,0.4515,1.23,2.451,4.01,0.053,0.28995392225,0.29,0.06,0.77
1,4.25,0.1375,-0.59504,-17.1167275,-6.573045,-9.29095,-3,402.83775,3.8,89.6144775,-6.53362,0.2003625,-5.90497,-6.488,-5.5955,79.674165,0,0,0,230.0416675,281.4674975,-53.795,-1.282,-0.354,0.443,1.22,2.4645,3.9925,0.05836,0.27,0.317675,0.06,0.728
1,4.75,0.12,-0.582,-16.6761775,-7.0916675,-9.718325,-3,403.69025,3.7,89.60724,-6.625,0.19,-5.74805,-6.77,-5.59,79.95,0,0,0,231.3999975,281.5225,-54.1,-1.32575,-0.34425,0.48,1.23,2.4685,3.9925,0.0597325,0.29,0.3104125,0.06,0.748830756
1,5.25,0.14675,-0.43,-19.21,-6.9171875,-10.06775,-3,403.6530275,3.7,89.62525,-6.79222,0.20814,-5.8019,-6.73675,-5.612,79.32,0,0,0,230,279.54167,-54.1799975,-1.41625,-0.35575,0.4475,1.21775,2.44575,4.01,0.05,0.27196,0.29681,0.06,0.786675
1,5.75,0.13,-0.5164375,-12.895,-7.4,-10.257175,-3,402.479,3.626595,89.624985,-6.79518,0.19139,-5.5550675,-6.678,-5.58,77.762,0,0,0,228.5,280.735,-53.6865,-1.49975,-0.3725,0.422,1.20225,2.44725,4.01,0.05,0.27029,0.29,0.06,0.790667113
1,6.25,0.1025,-0.48309,-11.15834,-7.1319,-11.07864,-3,402.4275,3.60625,89.6349475,-6.93,0.18,-5.52923,-7.034835,-5.75,78.415,0,0,0,228.16667,279.3,-55.04,-1.494,-0.405,0.45325,1.205,2.44,4,0.052975,0.27,0.3,0.06,0.78
