DOY2,HR2,CO2,H2O,FC,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,419.22875,17.485275,13.6171749999999,6.85784999999997,123.901225,3.1829,0.9402,1.678475,1.66365,0.95335,101.2995,100,16.284,6.4735,18.649125,1.008675,11.8201,11.973,0.9354,0.605199999999999,3.9314,390.498,392.296
1,0.75,403.954,17.51025,5.41157499999999,5.72440000000001,92.3963499999992,3.63139999999999,0.918199999999999,1.764625,1.810375,1.03925,101.3075,100,16.12025,6.1095,18.9332,1.042125,11.8269,11.9586,0.9096,0.673199999999999,3.9166,389.858,392.546
1,1.25,412.306,17.50075,4.310875,14.4334749999999,102.111,3.1865,0.820375,1.397625,1.756,0.89225,101.338,100,16.0344,6.131,18.7183,0.84025,11.8206,12.0174,0.9208,0.6704,4.357,384.44,390.552
1,1.75,415.848,17.672625,6.360625,6.52797499999996,83.385,3.0412,0.928375,1.6805,1.8655,0.99175,101.3675,100,16.044875,5.71,18.799125,0.779375,11.8065,12.0164,0.9324,0.4078,4.2956,389.99,389.618
1,2.25,415.01125,17.4293,4.42990000000001,20.7822,103.695,3.1485,0.94725,1.53365,1.69525,0.96785,101.437,100,16.60875,5.561,18.732,0.9434,11.7926,11.9892,0.9342,0.6412,3.9176,389.346,389.352
1,2.75,424.1425,17.36475,3.87115,5.68329999999999,125.676,3.3866,0.8978,1.645675,1.840675,0.947975,101.463,100,16.75275,5.53,18.661875,0.827699999999999,11.75485,11.9676,10.7478,0.560599999999999,3.8224,388.78,390.37
1,3.25,419.372,17.1179,2.54205,23.9010999999998,79.52665,3.4616,0.9082,1.776375,1.884375,0.99025,101.44725,100,16.50745,5.483,18.4025,1.187375,11.76805,11.9356,10.7494,0.3688,3.8572,388.196,389.202
1,3.75,417.90075,17.2015,15.0230999999999,21.603,198.66525,3.18765,0.8378,1.640375,1.91425,1.03075,101.417,100,16.205925,5.771,18.23715,1.08075,11.7214,11.916,10.7516,0.645799999999999,3.725,385.774,388.616
1,4.25,433.432,17.234,9.89677499999999,16.6435,69.1513500000001,3.24575,0.884625,1.6288,1.5928,0.9076,101.3795,100,15.678075,5.212,17.540325,0.8384,11.71975,11.9184,10.7086,0.6082,3.8946,382.682,387.59
1,4.75,423.739,17.8388,11.1385,10.2665,80.5601499999996,2.7963,0.8233,1.608275,1.707175,0.90725,101.3995,100,15.349025,5.179,17.7758,0.933999999999999,11.716,11.9214,10.7432,0.5096,3.9814,384.786,386.318
1,5.25,413.769,17.4094,7.48259999999998,12.8875,44.5185,3.170225,0.847225,1.603725,1.7487,0.919575,101.39,100,15.168575,5.194,17.073,0.852225,11.69985,11.9282,10.736,0.4848,4.0634,383.808,384.982
