DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1
1,0.25,369.32081935,4.785340317,0.8133312545,7.548365446,-1.33946730925,0.30138611575,3.05828034175,0.9138244535,0.942003707,0.40754168325,98.66429212,-1.306798842,3.5287235,0.1195122,-0.074033665,-1.956714,-2.417759,0.2931803
1,0.75,368.67102785,4.74761547625,0.79478971175,7.23136,-1.5281390005,0.2947955815,3.006520793,0.902564215,0.9320188575,0.4008479965,98.64395244,-1.25365043925,3.54418125,0.1198565,-0.0815584825,-2.0387,-2.486116,0.2986461
1,1.25,368.47772765,4.848261748,0.77445615975,7.8246351535,-1.091628961,0.2936389885,3.108060845,0.89933135,0.89860714,0.3920765145,98.630722485,-1.3021911215,3.55054975,0.12257025,-0.0799487275,-2.0549,-2.51769725,0.158221675
1,1.75,367.9530906,4.86638126325,0.9151837265,6.766970509,-0.801370058,0.27940972,3.028475203,0.86382966,0.91141754,0.395235196,98.6129773,-1.446390004,3.54985025,0.1206344,-0.07702766,-2.081075,-2.5590225,0.090635375
1,2.25,367.9069807,4.781770196,0.86086009575,6.94958066925,-0.70980672725,0.28382225875,2.94972006,0.880313477,0.898901802,0.39771803,98.625928305,-1.471922231,3.52154225,0.12788245,-0.0789029475,-2.1504,-2.63897975,0.095798975
1,2.75,367.780828925,4.72880865425,0.726143548,7.4418968985,-0.5926821055,0.285886583,2.98491,0.8889865285,0.9189310575,0.40159297625,98.65301702,-1.60162192,3.52624075,0.123208125,-0.080625615,-2.24015,-2.778355,0.11692727125
1,3.25,367.266734075,4.7652176135,0.85448429875,6.670591879,-0.923146386,0.28790942825,3.0129673565,0.87288141225,0.8980546605,0.39444706,98.6598924,-1.48615672725,3.51415925,0.11456785,-0.092152185,-2.2704705,-2.8470385,0.0130416875
1,3.75,368.4111246,4.7811935355,0.921048023,6.62780359925,-0.550595049,0.28652,3.011834081,0.877539328,0.921819002,0.391066205,98.65727915,-1.56659079875,3.44531875,0.106901725,-0.09699164,-2.2633375,-2.906158,-0.075873235
1,4.25,367.10166105,4.758822083,0.875388175,7.658239023,-0.706364889,0.288767648,2.98980359325,0.86711985575,0.90012784925,0.39209980325,98.65314456,-1.640850979,3.43759875,0.107617575,-0.1121282,-2.3025,-2.9265425,-0.09840765
1,4.75,367.46558725,4.731017522,0.8623569025,6.9268,-0.629245971,0.286870284,3.0154867635,0.86204430225,0.900716861,0.39313292875,98.6663001475,-1.7431701375,3.42076075,0.10815435,-0.11214345,-2.41501725,-2.99177175,-0.1257022
1,5.25,368.03258385,4.675994417,0.9250968835,6.68141842,-1.12203973125,0.282453723,3.039048823,0.8395053235,0.8965921275,0.381752881,98.6569588825,-1.7658790865,3.4014395,0.101365015,-0.11711395,-2.713225,-3.0289405,-0.1574275
1,5.75,367.855984275,4.73466967,0.896976289,7.44725803675,-0.52754453325,0.29640658725,3.07429018025,0.85425395775,0.877804234,0.38122023225,98.67486388,-1.838582231,3.3987775,0.09106816,-0.1229862,-2.884725,-2.996768,-0.06504035
1,6.25,366.747288,4.775592091,0.8648390385,6.56297292,-0.6390055755,0.2756756735,3.0104193,0.85760954,0.855526765,0.3766865815,98.674974075,-2.00478738575,3.37954175,0.0648661525,-0.123475,-2.8858,-3.10678175,0.068356525
1,6.75,366.6589669,4.78512667025,0.848841667,5.70164105025,-0.515969531,0.277067359,3.0541391295,0.8391568985,0.888949536,0.378698578,98.6834923675,-1.94973948625,3.3979545,0.0842166725,-0.123325,-2.86430225,-3.064008,0.2312679
1,7.25,367.84812205,4.7145738985,0.80486651525,6.905788294,-0.8017878005,0.2751604275,2.922823619,0.8400266235,0.847430115,0.383285378,98.683879545,-2.008774463,3.3918295,0.0931928675,-0.124146075,-2.8258605,-3.03591775,0.270246275
1,7.75,368.17559115,4.755189192,0.88856347175,5.9424498725,-0.732081915,0.287482742,2.9980009505,0.85013324875,0.8870563945,0.37409594775,98.72865268,-2.268160788,3.38257425,0.083545105,-0.127025,-2.75066225,-3.12025,-0.49723475
1,8.25,369.05491235,4.704728366,0.810048838,7.206410285,-0.468087402,0.28925129925,3.0173126385,0.851888853,0.8514019575,0.3851960015,98.7490408,-2.21976289875,3.37815125,0.0750380975,-0.127125,-2.7303655,-3.0915195,-1.18991825
1,8.75,368.71016965,4.706882569,0.80712526175,7.300397358,0.53158516075,0.28156742875,3.080044732,0.87890622725,0.86310387825,0.39649104625,98.770793515,-2.076589263,3.36700325,0.0687014275,-0.1271,-2.562237,-3.0476905,-0.839579625
