DOY2,HR2,FC,CO2,CO2_SIGMA,LE,H2O,H2O_SIGMA,H,T_SONIC,T_SONIC_SIGMA,WS,USTAR,W_SIGMA,U_SIGMA,V_SIGMA,TA,VPD,RH,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD,SW_IN_1_1_1,PPFD_IN,PPFD_OUT,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,10.25,5.464395,449.549493575,44.6188468499999,104.23625,13.4192977,4.50434144999999,106.788,18.01795,0.8287043,3.831205,0.511139,0.60886745,1.4297226,1.30093015,16.376875,12.6061,100,101.26175,12.81125,12.584625,12.41675,12.699625,13.089625,27.60008,278.93975,483.803,972.909,130.16125,481.199,100.0455,375.79875,428.6375,478.61
1,10.75,5.43270999999999,444.6219896,25.8152732499999,115.942,14.71724955,3.72091774999999,137.592,18.8105,0.824081875,4.386855,0.5745055,0.715820699999999,1.636039325,1.410681775,17.0804,13.210925,100,101.253,13.06,12.7886,12.459,12.645,13.1166,30.989,321.909,544.712,1087.0125,144.123,544.712,110.89,376.71375,444.9575,523.985
1,11.25,3.06226499999999,435.2427078,35.4758177999999,122.07,14.60334145,4.22782534999999,145.64625,19.0384,0.8504879,4.41221999999999,0.631400999999996,0.761357824999996,1.589477775,1.442755525,17.1955,12.7292,100,101.24,13.4255,13.01675,12.54575,12.6515,13.11575,35.61924,358.3135,591.25,1186.02,153.4875,591.25,120.145,376.65325,451.38925,585.2525
1,11.75,13.51055,439.2582903,46.677626,127.977,14.1885068,5.20192,166.45,19.3183,0.95889685,4.4050175,0.585713499999999,0.698535099999999,1.589556225,1.482234725,17.5289,12.901,100,101.201,13.768,13.213,12.676,12.65625,13.0665,39.92059,368.63,609.536,1231.56,159.533,607.3225,124.262,377.4095,458.7675,610.5
1,12.25,8.3205525,442.1027989,41.4091695749999,123.78175,13.9964283,4.592383925,168.336,19.712325,0.958812,4.41855999999999,0.562279,0.721488499999996,1.6175899,1.51516529999999,17.65795,13.38345,100,101.16075,14.251,13.453,12.97925,12.74175,13.1445,39.9551,371.63175,618.1775,1241.34,162.92125,617.21475,123.3405,378.102,466.162,624.915
1,12.75,3.4121275,435.891672,43.8722102,121.032,13.75896675,5.0134533,170.808,20.3298,0.97586035,4.68343999999999,0.616637999999994,0.7648776,1.655139,1.5091494,18.2202,14.02325,100,101.1105,14.614,13.6932,13.0603,12.7504,13.114,38.492,366.5875,607.1555,1229.5175,161.529,604.41025,124.63425,378.39,469.87,564.6
1,13.25,4.202925,436.077358525,38.4227999249999,126.653,14.08034765,3.92329615,167.427,20.63925,0.92569375,4.80824999999999,0.677058499999998,0.8271825,1.61814265,1.4893385,18.8084,15.6741,100,101.08,15.134,14.0492,13.1804,12.7819,13.0788,37.97758,345.93,587.02425,1199.245,156.995,584.28025,121.522,378.69,471.81,587.56
1,13.75,9.64096249999999,434.1889271,31.185872125,121.023,13.6550713,3.384380375,149.5425,20.8105,0.9191018,4.97856,0.663018249999997,0.803590424999998,1.6992156,1.6804413,19.4392,16.3001,100,101.0505,15.30445,14.236425,13.27425,12.8515,13.109825,35.41445,322.392,552.6915,1107.765,148.727,552.6915,117.802,379.09,471.33,516.9
1,14.25,8.14149249999998,434.3662665,35.59859535,104.36725,13.6352355,3.6906342,132.457,21.3379,0.7966524,4.765455,0.5710815,0.7155915,1.7219796,1.5788875,19.5282,16.59225,99.7091,101.001,15.3945,14.30175,13.369,12.896,13.081,33.32655,271.176,494.265,1001.72,136.6425,486.67025,109.45075,379.26,467.16,490.5
1,14.75,3.57786499999999,437.608409475,32.9819793,94.426425,13.730594025,3.63901030000001,112.481,21.685975,0.767930325,4.567175,0.53543875,0.710774724999999,1.73359742499999,1.56996715,20.002325,16.538075,99.509275,100.99025,15.382525,14.402175,13.4487,12.940975,13.111,28.547875,211.1,430.29175,867.1165,120.594,425.34475,98.818,379.34,459.18,421.57
1,15.25,7.17728000000001,436.87518565,35.22667515,82.8545,14.119026175,4.691285825,88.4492499999999,21.78295,0.699669375,4.43658000000001,0.531728000000001,0.7293824,1.5884916,1.5097574,19.782425,15.907125,99.493175,100.98025,15.392125,14.381075,13.51935,13.023925,13.091175,24.46505,158.027,350.39775,709.1575,100.59,348.25725,86.5332,378.267,447.0515,346.2825
1,15.75,4.67109,438.8056044,34.4995765,60.496,14.15586,3.1021101,53.6128,21.5229,0.7074518,4.41321,0.461866999999999,0.6026459,1.50090275,1.211903975,19.602225,15.582775,99.54135,100.961,15.126775,14.366,13.585375,13.055025,13.131,19.7924,94.0708749999999,266.3175,532.47025,75.186075,257.9465,72.71365,378.0815,431.8935,268.9825
1,16.25,6.84544250000001,437.5034675,39.845889125,46.434875,14.305308375,5.014909125,20.524175,21.383875,0.603814375,3.983825,0.4738875,0.646878,1.475781875,1.274475875,18.946725,14.72,99.493625,100.93075,14.8289,14.2218,13.6061,13.0644,13.1449,15.2737499999999,35.5026000000001,165.211,328.46025,45.765,163.517,55.578075,375.82525,413.09975,164.8725
1,16.75,5.27642999999998,439.5513285,37.4343352,36.828025,14.0034702,2.975866,6.74468999999999,20.8841,0.70425985,3.776875,0.46136875,0.611048625,1.413165875,1.258351875,17.944725,13.915,99.572275,100.94125,14.21875,13.971775,13.59,13.148725,13.1265,9.1680625,11.3255,81.420125,143.717,20.963975,80.2508375,34.479,375.58625,392.1715,86.37
1,17.25,7.61091500000001,449.141128375,30.4014065,33.6345,14.229452075,3.1537086,21.9102,20.2552,0.9417304,3.62444,0.46402,0.5996204,1.3961872,1.2059732,16.2274,11.4828,99.6243,100.961,13.8467,13.7659,13.5549,13.1608,13.1411,4.38625999999999,-1.76936,13.7244,32.490275,3.7049225,14.6242375,8.33821999999999,374.2375,382.23,21.49
1,17.75,6.50932,449.913376125,34.147375275,34.23055,14.508404375,2.4580738,19.5615,19.4103,1.0547888,3.222055,0.3999885,0.5501543,1.2318735,1.14382535,14.73345,9.479,100,100.961,13.462325,13.540025,13.4499,13.17545,13.13625,1.3957,-1.67661500000001,0,0,0,0,0,373.76,379.97,0
1,18.25,12.234,454.6036002,39.499869725,41.026125,14.05222,4.52400105,20.57225,18.4634,1.0511691,3.1025,0.41352,0.5127725,1.27480525,1.1692885,14.202825,8.08593999999999,100,100.9705,13.1753,13.2166,13.2791,13.1694,13.1089,0.235599749999998,-2.04319000000002,0,0,0,0,0,373.64175,378.292,0
1,18.75,9.09687,453.8232093,40.1264851000001,34.7138,13.5636944,3.87171870000001,16.873,17.5719,1.140481475,3.36673,0.419258,0.54333715,1.2953177,1.2054695,13.9325,7.954345,100,100.9605,12.9248,13.0508,13.1728,13.1661,13.1129,0,-2.953305,0,0,0,0,0,372.611,378.44,0
1,19.25,8.47301999999999,453.09044525,50.2041037,26.4925,13.514327,3.07442905,16.812925,17.425175,1.1509354,3.599945,0.445711,0.52834655,1.24110205,1.207383575,13.539425,7.42049,100,100.95075,12.8373,12.8835,13.047,13.1824,13.0998,-0.0710755499999979,-3.39182,0,0,0,0,0,371.61,377.31825,0
1,19.75,9.96765,454.457682325,78.5989550249999,29.0141999999999,13.481782025,4.307578,14.29225,17.1283,1.1060086,3.5902,0.45115,0.598907,1.317118,1.127519,13.465025,6.5916975,100,100.93075,12.7348,12.8114,12.9659,13.181,13.0858,-0.643259999999999,-2.69661,0,0,0,0,0,371.97,378.222,0
1,20.25,6.7663775,455.7443074,63.6417310999999,24.93655,13.9447857,4.2694841,8.58061999999999,16.985975,0.970167825,3.1398325,0.536127999999999,0.530719474999999,1.296883425,1.181596425,13.1952,6.463845,100,100.941,12.59475,12.806,12.887925,13.168425,13.09075,-1.20355250000001,-2.00584500000001,0,0,0,0,0,370.28525,379.06,0
1,20.75,8.344225,455.344354825,46.5331420999999,23.6097,13.537197625,5.14126789999999,7.89419499999999,17.036275,1.022732125,3.348225,0.492436,0.630568700000001,1.34774655,1.17332055,13.093725,5.9873525,100,100.97,12.493175,12.754925,12.80625,13.1594,13.10805,-1.0229775,-2.35648000000001,0,0,0,0,0,374.09125,379.6855,0
1,21.25,9.610375,461.538434875,54.77130065,23.9915,13.619476375,4.74948549999999,7.98432499999997,16.83965,1.023923325,3.36618,0.435124,0.57202225,1.304897725,1.168668175,13.0576,6.05077,100,100.981,12.43775,12.5967,12.78575,13.12325,13.12295,-0.340098500000001,-1.85603500000001,0,0,0,0,0,375.62425,379.345,0
1,21.75,7.636575,458.67724035,51.48176625,26.3380249999999,13.9551275,5.210814125,7.957785,16.47315,1.036147,3.40212,0.425418,0.5009436,1.1923588,1.0362134,12.888,6.22862,100,101.0005,12.44485,12.5494,12.766175,13.0885,13.127975,-0.171339925000003,-1.487725,0,0,0,0,0,376.816,377.5675,0
1,22.25,8.68324999999999,457.240612,51.9970319,24.6065999999998,12.816829,6.18952114999999,6.68080499999999,16.064575,0.9109262,3.71036,0.440918,0.5629386,1.3338842,1.0737042,12.9348,6.1993725,100,101,12.375425,12.48875,12.6962,13.042325,13.135425,-0.461534000000004,-1.7289625,0,0,0,0,0,375.50225,377.42,0
1,22.75,9.5773,464.78843765,43.9830488499998,19.5976,12.6818777,4.64717854999999,6.2449275,16.1878,0.929041599999998,3.53392499999999,0.44120875,0.552046825,1.3365584,1.100472925,12.8686,6.109995,100,101.03,12.3586,12.485,12.687,13.012,13.1444,-0.487574000000017,-0.718439500000001,0,0,0,0,0,375.60425,378.7475,0
1,23.25,9.59031499999999,460.1351645,36.115664375,25.182,12.58140375,5.19279777500002,6.4129625,16.185,0.8678754,3.4520875,0.43004925,0.532282149999999,1.3982475,1.175227625,12.87335,6.25495,100,101.07,12.3934,12.5202,12.672,12.979,13.1966,-0.58541875,-1.01772,0,0,0,0,0,375.83625,378.42025,0
1,23.75,8.329175,468.1583778,43.27392905,34.0124,12.5859962,5.57162595000001,7.552205,16.3608,0.9976241,3.51978,0.44967125,0.589589025,1.3824893,1.213182275,13.05525,6.133775,100,101.032,12.3774,12.4802,12.649,12.9566,13.2062,-0.89313,-1.0334,0,0,0,0,0,373.632,376.077,0
2,0.25,9.50867,452.4238506,54.6404168,36.233,13.093826,5.8046362,6.69661249999996,18.983125,0.979612375,4.0685425,0.49317425,0.63546,1.527858825,1.316779575,14.11095,5.72604249999999,99.789825,100.80025,13.02005,13.190025,13.512675,13.879775,13.9249,0.339055999999968,-2.2886925,0,0,0,0,0,378.225,382.245,0
2,0.75,12.487875,452.38991,77.5339653999999,34.58225,13.4522215,6.4566351,8.008475,19.03875,0.904033,4.00527,0.4832365,0.616571899999999,1.45024495,1.37919055,13.98255,6.22995,99.6605,100.8,12.95435,13.14225,13.44445,13.84795,13.9147,0.350248349999998,-1.38192,0,0,0,0,0,379.635,382.628,0
2,1.25,9.25813,453.307870625,58.733989575,43.7887500000001,13.63789945,5.646507225,4.08929,19.02455,1.01304365,4.1499,0.553097499999999,0.681431775,1.5809233,1.3547011,13.8628,6.12623,99.8749,100.8,12.91105,13.07025,13.3996,13.8122,13.90975,0.491977749999994,-2.1653875,0,0,0,0,0,378.95,382.676,0
2,1.75,12.8424,451.81479925,73.7813167999999,41.7363,12.7461097,5.9342378,7.6253,18.963775,0.86680465,4.3097825,0.53035575,0.675567075,1.55065475,1.418277025,13.323275,5.74757999999998,99.7284,100.84075,12.86865,13.018,13.34955,13.78335,13.9231,0.434603000000003,-1.965155,0,0,0,0,0,377.44,382.2755,0
2,2.25,10.8362,451.06927455,51.5893062,33.1738500000001,13.99867675,5.1786826,7.0332975,18.7647,1.007358375,4.23168,0.517876,0.6821046,1.6234898,1.3599616,13.01665,6.03395,99.825,100.84075,12.88355,12.96905,13.3124,13.74705,13.9273,0.519425999999998,-1.5246825,0,0,0,0,0,377.09,383.051,0
2,2.75,8.683435,452.6147044,52.7373865,29.4561749999999,13.2892886,5.8603664,4.75074,18.93425,0.956913025,3.96313749999998,0.544586499999997,0.656101775,1.522156025,1.318750725,13.357925,6.20531999999996,99.4756,100.85025,12.85695,12.97675,13.25395,13.71125,13.9233,0.594341999999997,-1.5367625,0,0,0,0,0,378.76,381.66525,0
2,3.25,11.798025,457.6852724,48.6394575999998,35.0955,13.3055793,5.4567825,8.077305,18.96685,0.987419375,4.01756,0.506741999999999,0.665589599999999,1.4722684,1.51083,13.1614,6.20644499999999,99.648025,100.80125,12.79645,13.005575,13.19075,13.6941,13.9192,0.538567999999998,-1.42167,0,0,0,0,0,378.82,381.9275,0
2,3.75,10.4042,452.3964324,68.2010422999999,27.614575,13.0062445,6.1695012,9.2952475,18.6959,1.0671072,4.17752,0.530339999999999,0.659617399999999,1.477642,1.4196076,13.246575,6.765575,99.625,100.83125,12.7513,12.9587,13.1437,13.66185,13.9235,0.455787199999998,-1.93596000000001,0,0,0,0,0,377.39,382.52675,0
2,4.25,9.55630999999996,454.54734125,73.6002902999998,31.8849999999999,14.05426675,6.49643365,4.88195500000001,18.343125,1.0082504,4.0252,0.545117999999999,0.6584972,1.5587604,1.3609758,13.19395,6.13061999999999,99.3328,100.8215,12.7354,12.89815,13.1033,13.63865,13.9167,0.484311999999997,-1.353605,0,0,0,0,0,376.555,382.18,0
2,4.75,9.8744475,450.4761162,58.4779779,35.2127,12.0892229,5.829397275,6.96435999999999,17.89525,0.923341875,4.23526,0.545668,0.6597624,1.5578436,1.352151,13.28825,5.7144125,99.72385,100.8005,12.665025,12.840875,13.1008,13.592725,13.9071,0.275894499999977,-1.47131,0,0,0,0,0,377.88,380.9425,0
2,5.25,13.736125,461.529441325,63.19914915,28.3104,12.15003315,5.64130405,8.977905,18.158225,0.89861215,4.1475475,0.54593525,0.6878023,1.640947825,1.504355625,13.13225,5.70406,99.92205,100.8,12.56525,12.8166,13.07585,13.56785,13.90255,0.0100430999999985,-1.27494500000001,0,0,0,0,0,377.205,382.30075,0
2,5.75,8.51328499999999,454.928189675,57.079893425,21.452075,12.143283575,5.72190807499998,8.89875999999999,18.3656,0.9531754,4.077155,0.56734775,0.687030525,1.59724325,1.44365305,12.9858,5.53556,99.806,100.801,12.5795,12.7839,13.04665,13.52835,13.89295,0,-2.059515,1.01385,2.133725,0.196045249999999,1.01385,3.4137,378.09,382.509,151.8375
2,6.25,10.983675,459.197768375,47.3707387499999,20.6991999999999,12.32356425,5.92762685,2.9715,18.0323,0.938362799999999,3.73684,0.496969999999999,0.6056068,1.4669144,1.3352336,12.915,5.34926,100,100.8405,12.53925,12.74195,13.035325,13.5081,13.889225,-0.0275055000000034,-0.70356375,2.22166125,4.49711499999999,0.59055,2.24062875,3.517,376.842,382.562,326.715
2,6.75,8.9495875,455.5306725,51.8022747,23.23775,12.2589662,5.998138725,5.51961499999996,18.0857,0.97875085,3.79705999999999,0.499666,0.648587999999999,1.50412139999999,1.4173974,12.7818,5.301645,100,100.89025,12.543,12.72915,13.02975,13.4807,13.88865,-0.0180345000000022,0.314321500000008,13.92975,30.2478,3.31822,15.85275,7.61342,378.045,381.754,391.13
2,7.25,7.4835375,454.133768,68.1113092000001,41.74895,13.3319846,5.9184316,7.19266499999999,17.9632,0.9413418,3.9542075,0.502375749999999,0.66718595,1.5479435,1.306448125,12.99275,5.4942,100,100.9,12.56355,12.70615,13.0235,13.4469,13.8731,0.035855999999998,18.711875,84.52855,161.36225,15.4685,84.897775,31.183,378.09,381.65,420.96
2,7.75,7.50698999999999,451.8144416,52.023382375,55.187375,14.67244365,5.290844625,12.3998,18.1215,0.7660895,3.96084,0.519867999999998,0.651660599999996,1.3310658,1.307437,12.9299,5.896565,100,100.9,12.54775,12.69135,13.01445,13.400825,13.8302,0.705845999999989,76.431625,185.01825,370.642,36.5925,185.0675,53.9937,378.37,383.625,409.535
2,8.25,4.94235,447.5024124,60.040782975,76.9762,14.008981175,5.8150854,40.357325,18.49855,0.921906375,3.8104725,0.4527315,0.599129174999999,1.3750513,1.2845462,13.3506,6.829385,100,100.9,12.539675,12.6866,12.98695,13.364925,13.792325,2.34854399999998,137.594,294.934,587.8355,56.1724,300.38625,73.12545,379.955,387.505,468.8425
2,8.75,3.57072,440.2209835,66.7065493499998,95.33955,13.608293375,6.46849165,70.6944,18.66915,0.9301703,3.99677,0.496157,0.62517165,1.3970794,1.30185505,14.86505,8.09494499999999,99.6996,100.93075,12.6515,12.69275,12.971925,13.355525,13.78315,8.47519999999999,207.32,391.3875,794.204,69.734,392.7915,87.386775,379.565,396.705,561.435
2,9.25,6.0550275,442.49828725,62.6527219249999,113.4205,14.340470475,6.842354225,92.9395,19.0938,0.8955592,4.2539375,0.569305,0.683238125,1.448034375,1.418145375,16.68185,10.178725,99.4426,100.97,12.864525,12.764025,12.985175,13.3562,13.77835,16.916,277.392,490.70325,983.3085,84.3475,490.70325,103.436,381.745,411.08,565.677499999999
2,9.75,6.66304999999999,434.9273348,53.4971183,131.6105,14.17757635,5.565791,120.605,19.945625,0.82941175,4.14566,0.557474,0.662231,1.5136376,1.4960602,18.1006,11.387575,98.7446,101,13.34,12.9752,13.011775,13.342575,13.792875,23.6894,338.728,573.57775,1143.05,97.6647,573.57775,116.105,381.12,423.6,631.855
2,10.25,9.562875,431.63514875,52.2633118,147.5535,13.8879057,5.365294125,147.8505,20.705125,0.88920875,4.483805,0.593703999999999,0.72026835,1.66479875,1.536354,18.7315,12.522025,97.8175,101,13.89375,13.2928,13.0994,13.3466,13.805475,37.2716,394.9355,651.11325,1300.065,107.633,649.9685,130.0125,380.32475,433.243,673.54
2,10.75,7.04703250000001,432.986091475,53.29859655,168.9665,14.27408455,4.7279478,169.4525,21.17245,0.927746499999999,4.49964,0.577944,0.7177638,1.6178572,1.5198022,19.405925,13.0558,97.2348,101,14.5158,13.656325,13.17135,13.390825,13.8021,42.205915,446.22825,713.20025,1426.545,117.2825,711.903,140.559,382.725,442.565,700.66
2,11.25,4.97054500000001,430.166499125,63.49520725,171.37125,14.12647625,5.822812875,194.0475,21.74805,1.0022652,4.810295,0.57066575,0.72294525,1.7426858,1.5816043,19.73955,13.46055,96.809025,100.98025,15.114725,13.986625,13.321875,13.3808,13.82335,44.5516,472.93,751.2225,1511.18,123.58775,750.40075,146.137,380.1455,452.747,724.16
2,11.75,7.50214749999998,427.8196815,43.5782812000001,189.2365,14.306706375,3.59192560000001,205.8675,21.911075,1.0173085,4.696975,0.57228,0.714316875,1.647969375,1.57263325,20.0977,13.67745,94.39775,100.95025,15.777875,14.417875,13.465125,13.388375,13.818625,48.46525,491.64,776.86025,1561.25,127.75,776.86025,152.079,383.15175,458.2985,788.319999999999
2,12.25,10.3996999999999,425.45951115,30.3764067249999,193.63375,14.2448908,3.3558124,207.69975,22.26,1.022478975,4.45488,0.588156,0.7193056,1.6945008,1.7014732,20.259325,14.1612,95.2562,100.90025,16.332125,14.8615,13.687,13.38575,13.805125,50.78725,492.694,787.70925,1586.1125,130.81,787.70525,157.0575,385.18025,463.69625,771
2,12.75,5.19760999999994,423.6849968,26.6407427749999,197.246,14.42365395,3.28262535,206.97925,22.7472,1.02297015,4.370915,0.569722999999999,0.711930449999999,1.7263012,1.614778525,20.826075,15.0538,95.1747999999999,100.9,17.12885,15.44085,13.9096,13.4242,13.79225,51.5274,487.71,779.4535,1577.005,131.0875,779.17675,155.7185,383.305,464.472,705.17
2,13.25,7.11144749999996,421.4083597,35.3690960999999,193.56475,14.4806598,4.45649454999999,210.1125,23.157425,0.98644255,4.52374,0.596107,0.733763749999999,1.63682005,1.661054325,21.245625,15.2856,94.709225,100.81025,17.6472,15.8913,14.2223,13.4877,13.7865,49.4058,466.83275,757.5965,1538.9925,129.254,757.50875,154.39,382.77275,463.1615,718.1
2,13.75,3.84386500000001,420.42663785,42.3204285,185.208,14.747634,4.15181145,196.89075,23.4317,0.95159545,4.41736,0.571656499999999,0.709152825,1.64431575,1.6175439,21.6596,15.77095,94.665,100.79,18.061975,16.305125,14.49065,13.593,13.806875,45.623525,431.8685,718.6485,1445.65,123.075,713.938,150.586,382.1985,463.12,695.4625
2,14.25,6.58567499999999,419.87865465,55.452093625,184.26,14.9339946,4.94969675,183.589,23.76625,0.909561,4.54077,0.583806,0.721885425,1.6296313,1.5762576,21.867925,16.72655,95.98,100.79025,18.1358,16.5057,14.69915,13.665775,13.79735,42.41225,376.65825,653.42875,1320.5,116.23825,648.4475,141.308,380.81375,457.9615,601.5775
