DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,G,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,5.25,-12.016855,396.898,19.922299045,0.2175915,1.37373,1.172868279,-5.864762,-7.33475,2.0281,98.387285,70.7561,-9.796,0.1543994325,-10.7895,3.3418514,244.24285,264.8152,-22.690685,0.000674173,-1.170635,0.19542745,-1.953577,-0.03675,0.610950951,0.1696835,0.445633664,0.201612007,3.8252705
1,5.75,-11.61959,396.648,19.9160237,0.234462,1.37753,1.174491379,-5.763584,-8.6302,1.29245,98.39012,68.44055,-9.372,0.172046505,-10.897,2.7601,242.9947,265.61445,-21.53653,0.0006988775,-1.0819735,0.15544265,-1.95231675,-0.0457,0.586040101,0.191152,0.450764905,0.210475652,3.8396225
1,6.25,-11.76859,396.797,19.93283723,0.200489,1.41897,1.1920395075,-5.696193,-8.28815,1.2189,98.388195,73.0365,-9.312,0.164594957,-11.0385,2.8086,244.905,266.00435,-20.602155,0.00069535,-1.234457,0.1893376,-1.96581125,-0.042,0.617154762,0.18111,0.482475906,0.210713075,3.797012
1,6.75,-12.208265,398.123,19.97010265,0.20726,1.36327,1.168374267,-5.68288,-10.8319,1.46945,98.413885,72.066,-9.354,0.194679223,-10.8925,2.77575,241.95255,265.8839,-19.515325,0.00068123,-1.227222,0.19205425,-1.97738925,-0.04821,0.625683626,0.189628,0.465788579,0.202731349,3.567852
1,7.25,-12.08043,399.777,20.004928785,0.2324,1.37462,1.173247629,-5.942249,-8.33555,0.4985,98.42554,71.5945,-10.1775,0.1892072185,-10.9375,2.8088,243.3325,265.4548,-19.06561,0.01023959,-1.260063,0.241856,-2.0103155,-0.03785,0.6114095345,0.171908,0.4748152015,0.1923678235,3.63526
1,7.75,-12.24131,399.345,19.993573835,0.2882315,1.39365,1.181355154,-5.710586,-6.5102,0.785585,98.439495,72.0716,-9.414,0.170830488,-10.891,3.12485815,243.8561,264.73935,-17.538685,2.141862,0.3524383,1.0862865,-2.0353125,-0.0410965,0.5870818285,0.1739415,0.502075365,0.195446696,3.738889
1,8.25,-11.78522,399.784,20.00857316,0.269291,1.39056,1.180038135,-6.7848585,-6.2146,1.2936,98.412915,72.1295,-9.438,0.169988334,-10.7655,2.89955,247.3073,266.1954,-6.7649885,28.07931,14.93388,10.11219,-2.03931725,-0.038,0.585078026,0.1732465,0.4661146075,0.1933107025,3.599069
1,8.75,-11.60818,400.4485,20.01120804,0.155619,1.4499,1.204989627,-6.574568,-5.6836,2.36535,98.4308,72.085,-8.919,0.16643317,-10.7115,2.9366,250.0355,268.3582,4.670008,98.815045,45.266345,32.207175,-2.07537625,-0.043,0.63757823,0.178777,0.468161297,0.207846097,3.860096
1,9.25,-10.93112,398.4,19.96364166,0.184663,1.51842,1.233174765,-5.851214,1.5725,3.5823,98.453645,69.8624,-8.799,0.151986842,-10.236,2.7673,248.3047,271.06975,13.76153,184.0666,90.344585,61.56047,-2.093273,-0.049,0.641928345,0.196559,0.500367865,0.211187121,4.053776
1,9.75,-10.14141,396.3145,19.91114005,0.0540975,1.62548,1.275981975,-5.379791,0.74727,7.4455,98.4491,65.7777,-8.438,0.192093727,-9.9782,2.7494,250.27115,273.49755,24.791945,286.10055,133.75065,94.775885,-2.09669975,-0.053309,0.693177466,0.203439,0.484162163,0.218632111,3.994806
1,10.25,-9.64029,395.495,19.88705609,-0.033319,1.53048,1.2380720115,-4.028686,6.61955,6.4887,98.44011,63.3376,-8.1,0.1937781805,-9.1074,2.7,251.5447,275.75195,36.092695,387.4815,184.1575,131.6205,-2.0922345,-0.0648385,0.7313849685,0.226864,0.570579199,0.251793566,4.1256965
1,10.75,-9.130804,394.286,19.86499365,-0.15744,1.62571,1.275935532,-3.495092,9.1231,7.78655,98.468815,57.9121,-7.4425,0.203821896,-8.67525,2.9194,249.7185,278.8815,49.404145,503.65065,240.9001,158.1204,-2.0176695,-0.071978,0.717588115,0.238312,0.593598172,0.250198643,4.703596
1,11.25,-8.316453,394.857,19.87241807,-0.1371235,1.62114,1.274272341,-2.927251,9.4112,8.3542,98.45682,52.49295,-7.021,0.202728949,-8.208,3.3698,250.6249,282.5487,60.933045,550.5336,255.6116,177.3332,-1.99001175,-0.077468,0.7769233775,0.2476665,0.6109063955,0.274458632,5.005297
1,11.75,-7.821414,394.3025,19.860022645,-0.1975995,1.48907,1.221183852,-2.818043,13.086,9.6015,98.43545,53.12725,-6.333,0.191311265,-7.75005,3.5555324,254.3791,285.70555,60.30596,596.2852,275.4052,189.26745,-1.980578375,-0.079457,0.736909085,0.247275,0.631144199,0.277668868,4.822584
1,12.25,-7.224112,394.051,19.85071787,-0.174194,1.564545,1.2512746775,-1.967986,14.237,9.30265,98.385175,53.86775,-6.1115,0.187739208,-7.4148,3.609214,256.2979,287.5516,62.95039,588.5101,280.209,190.7737,-1.91041275,-0.0789215,0.756197118,0.250778,0.6697022185,0.272212609,4.841377
1,12.75,-7.243796,393.473,19.83873734,-0.238552,1.70121,1.305415643,-2.342194,14.1395,10.264,98.349145,52.77015,-5.967,0.19,-7.2665,3.6674,252.6881,288.5393,70.1429,604.098,280.3083,193.252,-1.876197375,-0.0833,0.803230353,0.251382,0.671692638,0.288270706,5.102232
1,13.25,-7.048912,392.948,19.8287922,-0.250113,1.682125,1.297760842,-1.892105,10.314,9.9172,98.33432,53.2874,-5.86,0.176068169,-6.92,3.6354177,252.3065,288.9002,63.97065,622.39365,295.8993,191.8263,-1.7957175,-0.0784,0.763356404,0.249657,0.669059041,0.28213472,5.133018
1,13.75,-6.8712575,392.863,19.82551386,-0.105705,1.763955,1.329098227,-1.94727,9.9926,10.029,98.31929,52.75665,-5.893,0.1781852415,-6.839,3.6923453,250.1083,290.8185,55.0919,552.2711,276.5291,170.0704,-1.78242475,-0.0760565,0.7881269365,0.2497395,0.6776502855,0.274361006,5.412459
1,14.25,-7.352592,392.8835,19.82637086,-0.1978875,1.86015,1.365141018,-2.186576,9.262,8.2127,98.27749,52.1231,-5.6935,0.1613982655,-6.6696,3.78623196,254.7905,290.2663,41.283915,485.2351,234.71425,149.74395,-1.746795375,-0.069965,0.8115290865,0.2363835,0.674260333,0.275825266,5.32068
1,14.75,-6.7966615,392.549,19.8213269,-0.045102,1.760985,1.328165814,-2.236227,5.4002,9.4248,98.2581,53.064,-5.723,0.13892444,-6.65695,3.746486,257.26,290.4312,30.142455,376.0204,189.1952,123.16065,-1.751220875,-0.0775,0.767992839,0.247111,0.676136081,0.279691616,5.208922
1,15.25,-7.0005715,392.061,19.81734089,0.0423,1.76375,1.329232861,-2.459052,3.3484,9.2752,98.258315,53.41235,-5.588,0.123558893,-6.4705,3.7611,259.4794,288.3239,21.76079,297.4159,149.5856,90.98093,-1.729670625,-0.074,0.783922828,0.245069,0.625025599,0.280535203,5.2735625
1,15.75,-7.041574,392.176,19.81004796,0.058079,1.67465,1.295167943,-2.3276765,2.7019,7.3258,98.26945,53.27415,-5.651,0.126673596,-6.3692,3.74726,259.4166,287.9417,8.945362,219.3787,111.4639,66.10467,-1.70480625,-0.072756,0.76212335,0.244284,0.600727892,0.27784888,4.95719
1,16.25,-7.724342,392.1015,19.807826055,0.1507855,1.67582,1.295619543,-1.9006635,-1.87115,6.1104,98.314565,53.2712,-5.645,0.135850285,-6.52845,3.82023805,256.1485,285.4157,-2.407021,121.5308,59.591875,37.43081,-1.6974765,-0.072481,0.736377621,0.237678,0.601199634,0.269370934,4.8424365
1,16.75,-7.8401965,392.0925,19.80565575,0.2179395,1.65782,1.2886321375,-2.6074845,-4.794,4.9368,98.334055,53.36315,-5.9125,0.1333410565,-6.6613,3.78665975,255.8612,283.2261,-18.41654,39.68198,20.031935,12.89873,-1.68064,-0.0600005,0.721965601,0.22271,0.5456330655,0.2674619895,4.4494825
1,17.25,-7.843052,392.572,19.81342979,0.213957,1.58418,1.259557373,-3.466171,-6.6688,3.0405,98.35102,54.70095,-5.925,0.166419881,-6.887,3.6897337,253.5453,283.8393,-26.0345,6.6924465,1.895095,1.98003,-1.658178625,-0.0512,0.655154809,0.198577,0.507239124,0.230625166,4.059783
1,17.75,-8.319903,393.303,19.83186829,0.249568,1.52823,1.2371560165,-4.151349,-7.1224,2.8392,98.34926,55.24785,-6.1345,0.147192725,-7.3164,3.6777952,253.6379,283.199,-24.91551,0.047153495,-1.130686,0.2725553,-1.648577625,-0.049233,0.6509366405,0.1940175,0.470842716,0.233290875,3.990035
1,18.25,-8.961704,393.615,19.84444507,0.221944,1.32335,1.15112988,-4.028774,-7.40425,2.3836,98.369755,56.2308,-6.5035,0.1624796025,-7.8327,3.648944,252.5258,281.5342,-28.37222,0.000825943,-1.01056645,0.1469285,-1.667131875,-0.04805,0.607167604,0.188986,0.4821549405,0.21441523,3.8980195
1,18.75,-9.611556,393.521,19.83736374,0.277585,1.54482,1.2438474725,-4.112647,-9.95545,1.1771,98.38261,55.5579,-6.8265,0.176494127,-8.0695,3.6577913,252.7598,278.6402,-26.91551,0.000617693,-1.1298815,0.1464787,-1.67819675,-0.04395,0.630970088,0.185334,0.4538871835,0.2204372735,4.0585235
1,19.25,-9.704087,393.655,19.84074091,0.299413,1.56294,1.251155466,-4.6901425,-9.65235,1.6744,98.392325,56.08455,-7.221,0.1613983475,-8.3118,3.67829595,252.4348,279.1781,-24.81791,0.0006671115,-1.0399465,0.1848344,-1.681903125,-0.04875,0.6206168425,0.1939295,0.4699896435,0.2242738445,4.186712
1,19.75,-10.273144,395.0415,19.882089905,0.2871695,1.32209,1.150582461,-3.985054,-5.9029,1.64375,98.421235,59.31645,-7.33,0.1579566465,-8.43335,3.68131115,251.3484,276.9998,-25.40602,0.000690054,-1.1153685,0.1807555,-1.710743,-0.0489,0.6403423675,0.193459,0.452914208,0.2262731985,4.285068
1,20.25,-10.857895,394.309,19.869207925,0.2767935,1.4419,1.201647512,-4.134052,-11.8965,1.5012,98.417525,57.915,-7.572,0.1688129345,-8.62525,3.589964,247.5993,272.7817,-23.970245,0.0007871255,-1.306641,0.1672195,-1.748900475,-0.04965,0.6158075145,0.193212,0.485880151,0.2349433325,4.306774
1,20.75,-10.7656,394.51,19.8728458,0.2709,1.43242,1.197693617,-4.4622985,-7.2877,1.2496,98.420545,59.0113,-7.514,0.182527532,-8.6868,3.6125997,248.3208,270.50515,-26.530425,0.00069182,-1.084879,0.1231394,-1.76749075,-0.048599,0.606930803,0.196092,0.49933656,0.21725561,4.225337
1,21.25,-10.966375,394.67,19.87610197,0.2635905,1.34163,1.159068592,-4.293482,-7.3724,0.885305,98.405165,59.77925,-7.772,0.1633279165,-9.07315,3.626073,246.2078,273.09595,-25.07183,0.0007112325,-1.106668,0.13768405,-1.7902715,-0.0435,0.6026886035,0.1826455,0.464159921,0.214463434,3.962554
1,21.75,-10.78567,395.0115,19.878191555,0.2104935,1.3598,1.166897596,-4.0967735,-9.6239,0.6178,98.390325,61.1975,-8.0275,0.1707225275,-8.9444,3.5569219,249.42395,273.567,-26.25711,0.000660054,-1.327368,0.1701721,-1.80972925,-0.0409,0.575421972,0.1803015,0.435205052,0.20506093,3.8957725
1,22.25,-11.206795,393.9485,19.853538725,0.3037165,1.317385,1.1485133655,-4.505346,-7.5752,1.133,98.426345,62.6988,-8.078,0.163401346,-9.07955,3.57406695,245.35615,270.79915,-22.85146,0.000684759,-1.040289,0.18198245,-1.828153,-0.043,0.649029275,0.184567,0.446224159,0.213541565,3.74379
1,22.75,-11.93804,395.568,19.88889137,0.260223,1.285585,1.1345446015,-4.710941,-7.396,1.5877,98.43278,63.328,-8.149,0.168522995,-9.27535,3.51032285,243.8532,268.84895,-21.611075,0.000723586,-1.119347,0.1845796,-1.8291765,-0.040418,0.633298508,0.174927,0.499839974,0.209213288,3.919891
1,23.25,-12.22323,395.882,19.89678126,0.2517445,1.3371,1.157104144,-5.0338425,-5.72205,0.87905,98.45502,68.5545,-8.4085,0.162934631,-9.5464,3.5637272,242.76595,268.4371,-19.660065,0.0007271155,-1.2643355,0.16822375,-1.820722,-0.0441695,0.608139802,0.183342,0.462669925,0.208085272,3.868635
1,23.75,-12.24965,395.367,19.88383766,0.318893,1.317445,1.1484797445,-4.619338,-5.27905,0.878285,98.48029,68.8755,-8.7205,0.1530671325,-9.746,3.480837,250.00235,268.5317,-17.58929,0.000670641,-1.074529,0.19270665,-1.8447135,-0.045147,0.6109091345,0.186304,0.45086226,0.212130856,3.7327
2,0.25,-11.97819,393.259,19.84356319,0.294697,2.58479,1.609810548,-4.370212,-15.2645,2.7568,98.30565,70.0825,-6.232,0.20904545,-7.72485,3.0902326,241.81365,272.1815,-38.333265,0.00079947,-1.877442,0.2991951,-2.437094375,-0.049364,0.608493221,0.193914,0.513037036,0.229128785,4.07069
2,0.75,-11.14033,393.698,19.85091937,0.232231,2.14637,1.466625378,-4.7253105,-18.077,4.2428,98.287395,70.3595,-6.557,0.218860686,-8.31685,3.0768,241.29865,273.5289,-34.306675,0.000762407,-1.756877,0.30419205,-2.4852295,-0.040626,0.640104679,0.183491,0.508923373,0.222036033,3.984288
2,1.25,-11.65244,393.635,19.85026448,0.289459,2.22806,1.493603727,-4.840253,-13.762,2.2921,98.289305,71.89545,-6.912,0.194422221,-8.3815,2.9144598,240.9732,272.1696,-35.245805,0.0007624135,-1.90681,0.25782315,-2.464443875,-0.0452,0.64850983,0.190923,0.485556382,0.223642572,4.055801
2,1.75,-11.9502,393.809,19.84880349,0.258921,2.25105,1.501755841,-5.2488685,-10.07225,2.69605,98.30703,71.9871,-7.188,0.1895368445,-8.99455,2.8582,240.76865,271.06335,-33.922095,0.000758883,-1.980696,0.31422345,-2.48983935,-0.05075,0.630498991,0.196262,0.478488926,0.21847133,4.1725
2,2.25,-11.85809,395.049,19.87600312,0.2741505,2.39021,1.547882424,-5.482497,-14.392,3.24225,98.310515,72.203,-7.502,0.1910452505,-9.1641,2.8243,240.0815,269.90695,-35.561245,0.000730649,-2.08629,0.3222561,-2.4809025,-0.05015,0.613084789,0.1953635,0.483717805,0.224944328,4.118824
2,2.75,-12.37777,395.177,19.87905933,0.301527,2.25141,1.5021557995,-5.655788,-8.12565,2.0874,98.320415,71.549,-7.7315,0.168700358,-9.39185,2.81955,238.32965,269.0057,-33.56128,0.000751826,-2.060347,0.26719075,-2.466191,-0.0459,0.624362242,0.1881395,0.472859755,0.2287983255,3.907276
2,3.25,-11.94539,393.9945,19.851196415,0.2569565,2.244755,1.4999205005,-6.0505075,-12.671,1.599,98.32501,70.849,-7.577,0.18493242,-9.0444,2.90175,238.93095,269.662,-35.17703,0.000720054,-2.124574,0.31635185,-2.526603875,-0.047517,0.626984848,0.193076,0.472561107,0.223830293,4.037189
2,3.75,-11.79479,395.363,19.88451659,0.208778,2.283455,1.5127687125,-4.9079235,-11.7005,2.87425,98.313045,72.11815,-7.2735,0.1966909615,-9.55985,2.6211,237.53685,268.88285,-36.08411,0.000734177,-2.16955,0.3291816,-2.512223125,-0.046574,0.619226172,0.190566,0.478274889,0.2182887695,4.004624
2,4.25,-12.48024,394.124,19.85255591,0.2600625,2.162865,1.4722295655,-5.2457315,-8.98745,3.0032,98.300455,71.2682,-7.279,0.229564806,-9.7446,2.3702,236.68345,269.21865,-35.83908,0.000744765,-2.266063,0.32272125,-2.520047475,-0.0401,0.604022351,0.174579,0.46159831,0.221386766,3.811324
2,4.75,-12.734075,395.6975,19.89576586,0.250486,2.360515,1.537926934,-6.266415,-10.866,2.40685,98.304,72.5745,-7.6535,0.225589536,-9.5886,2.4557,234.2115,268.53505,-34.8885,0.000741236,-2.136197,0.36201445,-2.558286625,-0.0414085,0.5867873805,0.1793445,0.5150789795,0.213972425,3.858853
2,5.25,-13.1134,395.501,19.88801146,0.242547,2.26187,1.505656003,-6.1172155,-8.8466,2.3127,98.311405,73.0285,-8.052,0.1963544135,-10.186,2.2739,236.0486,266.50355,-36.53998,0.000702411,-2.1946805,0.32924685,-2.57370225,-0.044,0.617993233,0.1816095,0.5499898735,0.2125082975,3.923556
2,5.75,-12.98576,394.996,19.87699676,0.169283,2.17023,1.474771169,-5.8112815,-8.1202,2.4382,98.32133,73.3589,-8.7355,0.205505436,-9.9942,2.30795,234.7127,266.38305,-33.495715,0.000698875,-2.0449745,0.31819275,-2.5875645,-0.046285,0.639543628,0.1867215,0.4987536325,0.2321636355,4.018003
2,6.25,-13.353535,395.9325,19.90131761,0.23833,2.19711,1.483896897,-5.621524,-9.34715,3.44125,98.340545,74.0955,-9.222,0.174642492,-10.935,2.30805,235.64485,264.954,-31.037935,0.000825939,-1.872561,0.2971229,-2.58185675,-0.0499,0.583268377,0.197152,0.466412907,0.228432922,3.98055
2,6.75,-12.91471,396.207,19.90494913,0.221365,2.14105,1.464800328,-5.4133155,-9.3697,2.44965,98.325735,74.331,-9.511,0.1750287455,-11.1645,2.2881,235.01705,265.2219,-30.328135,0.01320123,-1.46746,0.29953855,-2.641577,-0.04315,0.6262754795,0.182962,0.506158112,0.210706528,3.869052
2,7.25,-13.563075,398.1925,19.95566335,0.250306,2.250775,1.5017495875,-7.2007845,-9.1007,2.4537,98.3481,74.1098,-9.582,0.1795001585,-11.148,2.2307,232.19505,264.13095,-25.981525,5.174712,0.7255305,1.651581,-2.64487425,-0.04645,0.595414318,0.1905245,0.49659555,0.2176809565,4.003004
2,7.75,-13.39377,397.1995,19.92986385,0.1843445,2.40619,1.553058273,-11.18314,-6.1689,5.1584,98.36377,74.2515,-9.303,0.1963480295,-11.185,2.1631,236.5415,264.3903,-9.3255205,37.63233,19.34655,10.952765,-2.635091,-0.0566,0.6944460435,0.2116235,0.5610305535,0.237591505,4.015076
2,8.25,-13.12254,396.3205,19.90779997,0.1659465,2.37643,1.543402086,-7.90864,-1.3511,7.19205,98.374295,72.76725,-9.12,0.197279187,-10.9715,2.2622812,233.2653,264.291,7.648405,126.2287,72.286275,32.93569,-2.638986375,-0.050947,0.665576935,0.2038875,0.5620351075,0.245203594,4.350883
2,8.75,-12.68595,395.5655,19.892196955,0.0437,2.47332,1.574625772,-7.476535,3.60085,11.083,98.35255,72.5634,-8.844,0.257099203,-10.818,2.49725,238.9709,267.74755,24.95541,250.2024,140.39145,70.141295,-2.63100825,-0.0613,0.766463306,0.214241,0.616006493,0.247844709,4.745049
2,9.25,-11.895405,394.581,19.86406303,-0.0494,2.489615,1.5796559145,-5.635284,11.47,16.139,98.34952,71.48145,-8.518,0.2707193155,-9.89885,2.6348,238.98655,273.3053,42.0121,394.56,211.9906,113.8526,-2.637096875,-0.070084,0.7520376895,0.2352845,0.6301099465,0.271576132,4.93013
2,9.75,-10.944845,394.165,19.8535891,-0.1835435,2.52025,1.589534523,-4.2445085,17.824,14.075,98.33518,70.58845,-7.924,0.237697286,-9.53065,2.878,239.38545,277.1524,65.302185,543.8804,291.1173,158.0701,-2.640983,-0.066578,0.717908072,0.227041,0.637313894,0.264007576,5.016366
2,10.25,-10.04883,393.1845,19.830342865,-0.21954,2.396765,1.5500006075,-3.30885,21.416,10.208,98.33297,66.3535,-7.129,0.281602557,-8.7751,2.9131,240.65355,283.1429,83.404415,678.99105,353.9675,198.45435,-2.595137625,-0.069708,0.751904914,0.229112,0.696531406,0.266645833,5.094107
2,10.75,-9.119014,393.007,19.82871655,-0.373376,2.40819,1.5525713245,-2.424364,22.4445,19.9795,98.31618,67.441,-6.314,0.289771634,-7.6525,3.5565387,244.685,287.4029,101.2548,795.4182,408.1426,246.6571,-2.55679625,-0.072904,0.766828534,0.237177,0.683382762,0.2617516,5.0883125
2,11.25,-8.299969,392.968,19.82677483,-0.410374,2.49794,1.58246327,-1.624326,26.7355,25.568,98.34211,65.2,-4.942,0.2903421205,-6.9791,3.7534852,245.0944,290.3782,117.6898,882.3777,450.8206,274.3368,-2.5300435,-0.07585,0.7836225035,0.237485,0.7204346995,0.268898801,5.0394955
2,11.75,-7.7486115,392.482,19.82485813,-0.514276,2.33786,1.530797178,-2.105942,31.549,26.6755,98.36661,63.4397,-4.13,0.289827535,-6.265,3.6877245,244.4671,294.1153,126.70585,981.28175,500.36205,302.3203,-2.475282875,-0.081641,0.784028698,0.255311,0.777036679,0.270882816,4.983653
2,12.25,-7.0175005,392.923,19.82727919,-0.572451,2.49549,1.58168581,-1.3074625,26.439,21.337,98.35195,61.36225,-4.491,0.291032644,-5.76275,3.87594,242.6109,295.6657,128.42505,1000.48275,513.68965,303.99055,-2.48680525,-0.0944,0.863245041,0.269683,0.801236544,0.292745623,5.224538
2,12.75,-6.684336,392.193,19.81587747,-0.615873,2.506635,1.5841875745,-0.6561923,29.2115,26.36,98.350865,58.6097,-4.362,0.302030793,-5.25865,3.9939307,245.13865,296.9545,126.44535,1014.3895,518.40765,299.99295,-2.488533875,-0.092784,0.793322759,0.267291,0.803985074,0.293980952,5.123697
2,13.25,-6.265704,392.813,19.81956104,-0.627753,2.72147,1.6518264765,-0.50878385,30.54,27.3015,98.337675,59.5924,-3.837,0.301909663,-4.989,3.9612,243.8935,299.72895,120.66425,1027.9645,530.85325,303.9994,-2.489583375,-0.0895745,0.871567081,0.266274,0.8341585805,0.2931964445,5.1673875
2,13.75,-6.127495,392.323,19.81774457,-0.63432,2.58847,1.609603339,-0.51731405,27.814,21.022,98.29887,57.023,-3.7995,0.283522393,-5.08785,4.1637622,247.70685,299.65875,106.6008,964.8839,498.78065,278.31845,-2.484378125,-0.103748,0.892198124,0.285981,0.819757483,0.291032188,5.4515475
2,14.25,-6.051279,391.816,19.80727139,-0.528531,2.65881,1.6318874795,-0.0905441,18.563,22.902,98.291995,53.9574,-3.2605,0.264920607,-4.59415,4.209908,244.50895,300.275,94.88349,885.16735,458.92085,255.9253,-2.451313625,-0.08865,0.866949481,0.2621505,0.8174393915,0.291657329,5.314913
2,14.75,-5.7283265,391.864,19.80333305,-0.438608,2.89783,1.704772712,-0.71602255,15.0145,18.715,98.26806,54.4923,-2.7065,0.2189814505,-3.91475,4.3065945,243.47575,299.44895,72.576015,753.8106,388.13375,210.2828,-2.4307634,-0.08375,0.8565021175,0.2544605,0.7898183425,0.2905155065,5.1166705
2,15.25,-5.6997995,391.688,19.79110911,-0.211485,2.86765,1.695777704,-0.30402165,16.023,17.26,98.246125,53.3505,-2.482,0.208326667,-3.7493,4.3522,242.69245,299.01375,51.05846,622.3096,332.07115,186.9758,-2.381275125,-0.0876,0.860871651,0.263828,0.775374748,0.302887438,5.217407
2,15.75,-5.7340385,391.579,19.79166491,-0.105945,2.895,1.703848095,-0.74328705,7.1404,18.1585,98.23195,53.8227,-2.513,0.178044938,-4.21255,4.244673,245.82405,298.51645,35.103125,458.87055,265.7781,156.6923,-2.348548375,-0.0832,0.835939591,0.256308,0.70377127,0.299833287,5.262417
2,16.25,-6.791705,392.3485,19.810577875,0.053978,2.46194,1.5708056425,-0.48235685,-2.8162,14.0875,98.252725,53.2615,-2.535,0.1516324875,-4.35535,4.380639,247.638,297.68105,14.592555,355.3709,181.45795,104.8474,-2.249792625,-0.0757,0.826551945,0.246608,0.6528873825,0.2699989835,4.9709685
2,16.75,-7.2867845,391.356,19.79585815,0.125984,2.282595,1.512553716,-0.6418877,-11.8765,12.967,98.27452,53.65395,-2.585,0.166167686,-4.32335,4.213297,242.82505,294.64545,-2.5718135,209.34465,106.9187,72.21888,-2.16567325,-0.055708,0.727337611,0.206467,0.572380118,0.247386338,4.503475
2,17.25,-8.4297415,391.072,19.78537339,0.24486,2.36533,1.539782452,-0.8420482,-13.5605,6.1005,98.25626,55.469,-2.799,0.212132034,-4.34175,4.236228,241.56135,290.4221,-31.024925,90.2327,45.04094,29.079545,-2.21673725,-0.0464,0.649043912,0.186042,0.525478829,0.227156334,3.926244
2,17.75,-9.161111,390.734,19.782403795,0.2189005,2.24285,1.4991717565,-1.8760985,-18.0435,4.73705,98.25893,57.01835,-2.816,0.230217289,-4.4724,4.0226679,238.7325,287.2438,-43.43009,21.10139,7.885747,4.8966245,-2.200045125,-0.0326,0.564116123,0.160167,0.441578985,0.188148877,3.534819
