DOY2,HR2,H,LE,FC,SH,SLE,SC,CO2,H2O,RH,VPD,WS,USTAR,LW_IN,LW_OUT,RH_1_1_1,NETRAD,SW_IN,SW_OUT,G_1_1_1,G_2_1_1,G_3_1_1,TAU,T_SONIC,TA,PA,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA
1,0.25,-48.34447,-2.66739,0.119313,-1.30241,-1.890923,-0.169028325,384.167,11.759755,87.47098,0,1.24856,0.05918456,304.791,360.895,81.2841075,-68.1909,-0.762748,0.6856412,-18.743435,-30.219545,-27.5318775,-0.174136,20.60314,9.543,102.5716,0.298523,0.2568085,0.06800934,0.1962788,0.6636049,0.112419792208938
1,0.75,-45.7382,-2.24509,0.30977185,-1.22863,-1.65617225,-0.132524975,385.29225,11.70081,87.6451,0,1.207328,0.06276219,305.6474,359.3402,82.026415,-70.1192,-0.62754,0.656145,-18.729775,-31.254605,-27.85298,-0.180233,20.482,9.508723,102.5614,0.2514365,0.242098,0.0702592342685287,0.1857732,0.651546855645041,0.0963071264303374
1,1.25,-46.9752,-2.064756,0.3317579,-1.05734,-1.187357,-0.166032,386.447,11.62939,85.8501,0,1.28972,0.0652478,308.134,358.8772,81.36461,-70.49928,-0.6575861,0.7578773,-17.8722,-29.82217,-26.1817725,-0.18342,20.59891,9.413845,102.553,0.2922578,0.260104402,0.0783077901616436,0.1987822,0.6405581,0.09279313
1,1.75,-45.1153075,-2.129875,0.385893775,-0.974206,-1.13928,-0.205776,383.881,11.68441,86.27903,0,1.35134,0.070910205,303.984,359.8078,82.7351975,-70.4707,-0.6696046,0.733196,-19.143975,-31.292755,-27.81699,-0.173657125,20.465,9.116234,102.544,0.24161543025,0.2590127,0.0825456191659658,0.1820626,0.652698888,0.0879943951093055
1,2.25,-48.2979025,-2.397182,0.412649575,-1.015425,-1.098762,-0.1064889,385.25465,11.227155,86.879215,0,1.34864375,0.06487143,305.729,360.303,81.433795,-66.7679225,-0.765467,0.730638375,-19.986325,-31.8119975,-27.79355,-0.1741059,20.474685,9.24749225,102.5327,0.27242615,0.2406462405,0.089859975,0.18100721625,0.59710155,0.0822449845
1,2.75,-46.35855,-2.373801,0.668290425,-0.99436215,-1.3251285,-0.1376863,384.5206,11.29933,87.15767,0,1.3189325,0.0826024025,302.383225,358.49925,80.817385,-68.01495,-0.62696725,0.7727761,-19.937045,-32.03953,-28.561095,-0.1745578,20.26972,9.05675,102.5312,0.2891299055,0.255244583358265,0.0977452172848039,0.19544805,0.6159269,0.07961852
1,3.25,-47.412965,-3.34651,0.60457965,-0.89722855,-0.978665,-0.1085828,386.325,11.16862,90.26959,0,1.406225,0.0727408175,297.3475,356.5407,83.0757875,-69.9909,-0.6384135,0.759683375,-20.131555,-32.84437,-29.2237025,-0.16536125,20.1027825,8.6191015,102.52575,0.337090846465983,0.287467806364842,0.0915925638165977,0.189310407305002,0.65461058,0.085930635
1,3.75,-42.872825,-2.802616,0.3179565,-0.96013725,-0.9982682,-0.168376,385.9865,11.17526,90.617955,0,1.350755,0.089752675,297.989375,355.4745,83.5481475,-68.252785,-0.76375005,0.72446755,-20.5793,-33.2074825,-29.378235,-0.170282225,19.9729875,8.39907025,102.518675,0.29314965,0.301775940314337,0.107950578698801,0.189728325,0.615553824678239,0.0842579725
1,4.25,-43.7883275,-2.02179,0.680842875,-0.933701025,-1.23132,-0.137956725,385.177075,11.04765,91.03949,0,1.38259825,0.094313885,305.296,356.174,83.747825,-67.5513875,-0.725119,0.82213775,-20.8789,-33.092875,-29.486555,-0.1790555,20.023185,8.67769675,102.519,0.325857992457651,0.275386675,0.110293325,0.186000066,0.586523432075889,0.0821019825
1,4.75,-42.60094,-1.410408,0.625422475,-0.929467275,-0.9916075,-0.109967,384.171075,10.5997425,91.3326925,0,1.4393965,0.096903475,304.10575,356.006125,84.524655,-65.483775,-0.66473995,0.8233416,-21.14591,-33.3773375,-29.60831,-0.16797475,20.1034125,8.69941325,102.510175,0.306665225,0.281436675,0.113206494986718,0.176760925,0.5789538,0.0772641095
