DOY2,HR2,TAU,H,LE,FC,CO2,H2O,T_SONIC,PA,VPD,WS,USTAR,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,PPFD_IN,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,-0.00113,-2.20124205681715,29.2976385030119,2.5684,496.506381339126,9.64882,9.60099999999999,102.694531749999,2.21826637254578,2.96519,0.184104,9.345,12.0125,12.8425,-8.7775,-8.52,24.018472,91.75,8.7725,-0.41325,1.68225,336.9025,352.3125
1,0.75,-0.00269523,-1.75924,21.6980012809683,2.08781429270769,488.698,9.42204,9.18402136675502,102.678063576388,2.57570499999999,2.569438964279,0.193132479940529,9.165,11.915,12.84,-7.541,-9.3,22.69029625,92,8.6625,-0.59125,1.6785,337.325,353.2725
1,1.25,-0.002011422,-2.8300325,30.1612791715681,2.16290434559976,503.610516430499,9.59123749271684,8.94228798219876,102.66251978125,2.415335,3.06777960679713,0.20101732810606,9.025,11.805,12.8325,-8.8475,-9.3,23.24648375,92.25,8.5175,-0.3625,1.65375,333.025,350.87
1,1.75,-0.0013709675,-5.3535775,27.77655,1.9820699726988,519.273037086411,9.23288740158797,8.97725000000001,102.68126665625,2.9251225,3.19358009247691,0.220483033838197,8.91,11.6875,12.8425,-8.6325,-9.3,26.252121,92.1,8.4,-0.34625,1.7395,336.2425,352.2525
1,2.25,-0.003173765,-1.9140075,32.5594370756483,3.32691217826846,593.928155827223,9.24254986642884,8.68511791960375,102.706398461804,3.32923537715275,3.100705,0.2328355,8.865,11.615,12.8325,-8.8425,-9.7125,26.3633585,92.675,8.125,-0.626,1.683,335.7225,352.5675
1,2.75,-0.00225020725,-4.20828003630296,28.9878219991641,2.52030934033351,677.744,9.331015,8.66182439994751,102.714349510416,3.19084,3.65946872547185,0.2653225,8.825,11.535,12.8225,-8.52,-9.7125,24.1386085,92.7,8.2425,-0.60225,1.561,330.59,351.6875
1,3.25,-0.0029237655,-2.50451,23.3052,2.10083,672.686,9.2074925,8.65252659002926,102.70625,3.67968,3.2486486974826,0.235898,8.74,11.425,12.8025,-9.2475,-9.725,27.03745775,92.8,8.226,-0.39175,1.499,330.475,351.2
1,3.75,-0.00391735,-6.1487656902287,22.56295,1.92838029269895,699.706865235364,9.2717975,8.83258933950304,102.69539275,3.6661982656297,2.91855665450608,0.214474916561995,8.7025,11.34,12.8025,-9.2475,-9.74,26.92622025,93.075,7.74975,-0.25325,1.52175,331.7775,350.695
1,4.25,-0.003541555,-4.48157732525307,17.63165,1.92916051010042,677.601663917139,9.31145,8.83803087234479,102.673842600694,3.61632,2.8387125,0.173157765094527,8.5925,11.27,12.785,-9.2475,-9.725,27.48240775,93.05,7.77,-0.39675,1.52575,332.3975,351.0825
1,4.75,-0.0009555065,-2.38308,23.5815883808,2.35905652869106,625.989,9.32746,9.00824463727829,102.684911614583,4.2512054280593,2.85840961840313,0.18409125,8.38,11.16,12.775,-9.2475,-9.7125,24.917271,93.175,7.9585,-0.407,1.572,334.1775,351.0725
