DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,TAU,PA,RH,VPD,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.243659,381.815597575,-3.348039,0.05491475,-4.464,-2.82675,-2.15475,-2.40025,4.9645,0.511551,1.17037,0.966137,0.664469,-0.071989,100.800003,78.80250175,0.326085,-17.40499975,-15.053558,0.0413015,-0.8635,-1.309,-0.80425,-0.414,0.9695,3.05975,4.66675,-0.70875,-0.00125,1.2455,3.28225,4.745,0,0.723,237.697426,241.719162
1,0.75,0.245674,381.996994025,-4.109242,0.351131,-4.523,-2.82325,-2.15625,-2.3985,4.945,0.49981875,1.115325,0.855038,0.608773,-0.07922925,100.7750015,79.13500225,0.32696,-17.477501,-15.0920185,0.041436,-0.8665,-1.30375,-0.80675,-0.414,0.967,3.0575,4.6695,-0.70475,-0.0095,1.247,3.27925,4.7455,0,0.7305,238.30270375,238.9197195
1,1.25,0.2620185,382.1737518,-3.60304,0.11740325,-4.51175,-2.8275,-2.156,-2.398,4.851,0.4775315,1.0890555,0.8586835,0.61345,-0.0913795,100.699997,79.12500025,0.3265575,-17.71500075,-15.02316275,0.053275,-0.868,-1.29875,-0.81,-0.413,0.963,3.05475,4.67375,-0.70225,-0.01275,1.25225,3.27875,4.74325,0,0.71075,238.55487425,239.90906875
1,1.75,0.25781525,382.271636975,-4.8162385,0.146672,-4.525,-2.84925,-2.15575,-2.39675,4.854,0.49064225,1.0790665,0.8039785,0.596745,-0.087226,100.7750015,79.21750275,0.3229625,-17.93000075,-15.49826,0.0500535,-0.87125,-1.3,-0.81425,-0.41225,0.96575,3.05525,4.674,-0.70425,-5e-04,1.254,3.27625,4.74725,0,0.75525,237.719738,239.92598725
1,2.25,0.23644325,382.1951218,-5.23985725,0.09958525,-4.517,-2.85725,-2.156,-2.397,4.63025,0.463398,1.0561845,0.851328,0.58111525,-0.08275675,100.699997,79.12249725,0.324295,-17.86499925,-15.2571865,0.0524415,-0.8745,-1.30225,-0.81875,-0.4125,0.96775,3.054,4.6725,-0.70625,-0.006,1.2485,3.27525,4.744,0,0.74725,238.61301825,239.19982525
1,2.75,0.284136,382.4595032,-5.953335,0.019201,-4.503,-2.85325,-2.1555,-2.3975,4.667,0.463582,1.0461805,0.820552,0.5857655,-0.06444,100.7750015,79.204998,0.3181625,-17.79249975,-15.880112,0.0546065,-0.877,-1.306,-0.81975,-0.41025,0.96625,3.055,4.67625,-0.70725,-0.0115,1.24525,3.274,4.742,0,0.74425,239.43754175,239.625927
1,3.25,0.358147,382.4934082,-6.29213825,0.11844925,-4.498,-2.87125,-2.1555,-2.39875,4.577,0.485683,1.070435,0.824461,0.59241425,-0.0677445,100.7750015,78.9749985,0.31775,-17.7175,-15.9128575,0.0503265,-0.8785,-1.3075,-0.81875,-0.408,0.96575,3.05625,4.673,-0.71025,-0.013,1.23475,3.27375,4.73875,0,0.72,237.310974,239.6986505
1,3.75,0.3124555,383.0158386,-4.011408,0.354156,-4.59475,-2.90425,-2.1555,-2.398,4.7815,0.48789275,1.0502345,0.77985725,0.580046,-0.0647485,100.800003,79.375002,0.3199875,-17.66000025,-15.13913725,0.060302,-0.87975,-1.3095,-0.8165,-0.40975,0.9655,3.05525,4.6705,-0.71075,-0.01275,1.233,3.2665,4.737,0,0.75025,237.97952675,238.65382775
1,4.25,0.22427,382.843063375,-5.01929175,0.28016675,-4.62375,-2.918,-2.15525,-2.39875,4.8115,0.470731,1.06581275,0.84908075,0.5866695,-0.062263,100.800003,79.634998,0.3186525,-17.66750075,-15.398041,0.049344,-0.88375,-1.3065,-0.8205,-0.41075,0.9645,3.056,4.669,-0.70825,-0.0135,1.235,3.26175,4.73625,0,0.73975,238.03775775,238.14491275
1,4.75,0.248537,382.8761749,-2.553131,0.274956,-4.612,-2.9295,-2.15425,-2.39875,4.8105,0.483044,1.07179175,0.80721825,0.57014075,-0.06876775,100.800003,79.48499875,0.321155,-17.60999925,-15.021126,0.049418,-0.8895,-1.3025,-0.82625,-0.41275,0.96225,3.05625,4.666,-0.7065,-0.016,1.23625,3.26025,4.7345,0,0.72525,238.1911965,237.74393425
