DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,-0.446,-0.81825,-2.3337,-76.134075,0.0225,-0.5718,371.469,0.227625,-77.0425,0,0,-17.9495,60.8585,0.00585,97.10145,-4.91595,-4.081925,-3.58335,-2.26175,0.536175,2.3286,-4.3914,-3.621,-3.89,-1.9542,0.394,2.329775,-18.378,-18.8115,0.03715,0.1755625
1,0.75,-0.55725,-0.54375,-2.7599,-74.597425,0.017,-0.3208,371.16235,0.1264,-77.5835,0,0,-17.9425,60.7435,0.05055,97.095,-4.896025,-4.0532,-3.5435,-2.19695,0.4582,2.31,-4.3468,-3.90995,-4.046175,-1.9039,-0.017,2.508925,-20.302,-18.95525,0.02952,0.159805
1,1.25,-0.29935,-0.6795,-3.492125,-74.628,0.0209,-0.455225,371.186425,0.13395,-79.4505,0,0,-18.265,61.2475,0.01585,97.095,-4.9437,-4.0572,-3.6027,-2.2045,0.449575,2.2978,-4.6744,-4.1172,-3.97015,-2.0478,-0.1424,2.5624,-19.904,-18.553,0.03786,0.177805
1,1.75,-0.255,-0.825825,-2.2065,-72.71255,0.01725,-0.2802,371.7611,0.295,-79.6835,0,0,-18.7115,62.5665,0.06195,97.095,-5.048025,-4.1512,-3.53275,-2.200125,0.39195,2.307,-4.57435,-3.980175,-3.7922,-2.100375,0.06865,2.47635,-20.764,-18.68275,0.0344,0.1562
1,2.25,-0.4119,-0.82495,-2.18,-72.7812,0.0184,-0.41875,371.54685,0.2687,-78.823,0,0,-19.2635,63.16,0.0653,97.1475,-5.079525,-4.1522,-3.520825,-2.212325,0.369275,2.29925,-4.642,-4.214525,-4.0194,-2.1175,-0.123925,2.4914,-21.936,-18.62875,0.03395,0.175615
1,2.75,-0.2742,-1.1598,-2.55915,-72.781025,0.01835,-0.38395,371.33005,0.306175,-79.3825,0,0,-19.0005,62.339,0.0371,97.1475,-5.1078,-4.1598,-3.5103,-2.2115,0.438375,2.3,-4.75655,-4.210525,-3.94225,-1.8966,0.21,2.465025,-21.394,-18.7395,0.03297,0.16542
1,3.25,-0.386,-0.746425,-2.205075,-71.113375,0.0197,-0.29395,371.6104,0.26555,-78.1715,0,0,-18.9795,62.977,0.029,97.1475,-5.1886,-4.1748,-3.51285,-2.205775,0.48285,2.28525,-4.8929,-4.0823,-3.842725,-2.4075,-0.120925,2.5146,-21.216,-20.0055,0.03614,0.15808
1,3.75,-0.311,-0.33505,-2.2506,-68.9007,0.016,-0.3674,371.4212,0.28145,-76.7845,0,0,-19.4285,63.2595,0.0963,97.2,-5.29875,-4.2384,-3.74435,-2.11345,0.44795,2.27725,-4.819975,-4.116725,-3.82025,-2.31025,0.303,2.517575,-20.916,-21.4505,0.03548,0.1504025
1,4.25,-0.366,-0.763275,-2.1735,-71.3205,0.015,-0.539,371.7492,0.2458,-77.8275,0,0,-19.8195,63.82225,0.01765,97.1475,-5.376925,-4.3122,-3.531925,-2.251375,0.49775,2.3245,-4.951575,-4.1525,-3.49545,-2.36715,0.075375,2.491,-20.854,-22.241,0.0316025,0.1375925
1,4.75,-0.494,-1.02605,-2.61945,-72.26285,0.017375,-0.281,372.6852,0.2578,-77.026,0,0,-19.809,64.241,0.03665,97.1475,-5.4955,-4.388525,-3.439175,-2.245,0.49175,2.15075,-4.993,-4.10075,-3.6564,-2.1608,-0.0095,2.48085,-20.648,-21.0725,0.03356,0.15687
